"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716576,"2023-09-15",4,"2023-09-16T01:24:26.153Z","2023-09-16T01:24:31.693Z",TRUE,"pitch","b3dcb985-e580-4559-bdd7-226da95eb08c",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.21,1.43,NA,140.83,173.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Masataka Yoshida strikes out swinging.",0,0,3,61,"top",9,"2023-09-16T01:22:57.709Z","2023-09-16T01:24:31.693Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.3,4,0.88,0.389,7.5905,34.1246,-9.7022,-2.1787,11.2129,-0.6252,2.4315,5.6594,-141.1504,-8.5487,-2.3791,50.0052,6.1363,-4.3676,14.4,2.4,24,2293,189,NA,NA,NA,NA,NA,NA,TRUE,-10.7,18.6,2.8,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",3,"2023-09-16T01:23:54.431Z","2023-09-16T01:23:57.714Z",TRUE,"pitch","cf7ae593-eef8-49b7-bf1d-2d8f26754ba4",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.21,1.43,NA,119.74,171.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Masataka Yoshida strikes out swinging.",0,0,3,61,"top",9,"2023-09-16T01:22:57.709Z","2023-09-16T01:24:31.693Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.4,5,0.91,0.4371,7.0953,24.8268,-34.312,2.6235,-1.3393,-0.072,2.4849,5.8875,-125.223,-1.8997,-2.7928,50.0059,6.0554,4.1746,8.4,8.4,24,2284,65,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-2.6,-6.1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",2,"2023-09-16T01:23:39.184Z","2023-09-16T01:23:43.097Z",TRUE,"pitch","12eb5c3b-5a65-4c4a-82de-ccd5baf032b4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1644,1.4515,NA,172.93,118.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Masataka Yoshida strikes out swinging.",0,0,3,61,"top",9,"2023-09-16T01:22:57.709Z","2023-09-16T01:24:31.693Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.7,11,0.88,0.3862,7.2016,33.9196,-7.6413,-2.4713,12.0572,-1.4672,4.453,3.9245,-142.06,-3.6163,-2.5483,50.0005,6.2324,-5.0277,25.2,2.4,24,2345,196,NA,NA,NA,NA,NA,NA,FALSE,-7.6,21.2,3.6,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",1,"2023-09-16T01:23:21.439Z","2023-09-16T01:23:24.980Z",TRUE,"pitch","983ca1b8-5474-4544-9125-2f0bfb1b94c4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2089,1.429,NA,155.82,166.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Masataka Yoshida strikes out swinging.",0,0,3,61,"top",9,"2023-09-16T01:22:57.709Z","2023-09-16T01:24:31.693Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.1,11,0.9,0.4372,7.2213,26.0416,-33.4071,2.2199,-0.7806,-1.0185,2.6815,4.2245,-125.4269,-1.3249,-3.0147,50.0001,5.9479,3.5252,7.2,8.4,24,2152,77,NA,NA,NA,NA,NA,NA,FALSE,-38.4,-1.4,-5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",0,"2023-09-16T01:23:05.922Z","2023-09-16T01:23:10.080Z",TRUE,"pitch","5a4a243d-98b5-4d09-be96-0c5c122d2a09",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2089,1.4515,NA,76.51,209.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Masataka Yoshida strikes out swinging.",0,0,3,61,"top",9,"2023-09-16T01:22:57.709Z","2023-09-16T01:24:31.693Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.8,14,0.9,0.4326,7.3345,24.9339,-34.7513,1.6471,-1.5859,1.0621,1.0687,8.5058,-126.4492,-5.296,-2.5544,50.0037,5.9673,2.6751,6,8.4,24,2108,61,NA,NA,NA,NA,NA,NA,FALSE,-40,-3.8,-4.8,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",5,"2023-09-16T01:22:27.654Z","2023-09-16T01:22:36.446Z",TRUE,"pitch","3bb91b61-ce30-4769-ad65-4bc9598678e9",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.5,1.6,NA,111.16,177.27,"popup","medium","5",85.36,175.11,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman Matt Chapman in foul territory.",0,0,3,60,"top",9,"2023-09-16T01:20:42.556Z","2023-09-16T01:22:36.446Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.4,5,0.88,0.3854,7.3178,33.1517,-7.5136,-2.8144,12.06,0.1533,2.2781,7.8477,-142.2211,-9.3015,-2.2782,50.0027,6.0707,-5.7553,22.8,2.4,24,2328,198,88.4,69,157,NA,NA,NA,TRUE,-8.6,20,3.5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",3,"2023-09-16T01:21:50.936Z","2023-09-16T01:21:54.083Z",TRUE,"pitch","5f55d911-b0c2-48b2-af37-57d5df2190f9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.5,1.6,NA,72.4,203.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman Matt Chapman in foul territory.",0,0,3,60,"top",9,"2023-09-16T01:20:42.556Z","2023-09-16T01:22:36.446Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,80,14,0.9,0.436,7.2627,25.0431,-33.1302,1.5868,-0.6008,1.1699,1.319,8.8942,-125.5354,-4.8691,-2.6227,50.0017,5.9759,2.5345,7.2,8.4,24,2066,75,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-2,-4.9,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",2,"2023-09-16T01:21:32.968Z","2023-09-16T01:21:36.233Z",TRUE,"pitch","e5277a9e-691f-4e2c-8276-759718db6e95",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4768,1.6215,NA,177.48,211.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman Matt Chapman in foul territory.",0,0,3,60,"top",9,"2023-09-16T01:20:42.556Z","2023-09-16T01:22:36.446Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.4,13,0.88,0.3852,7.4764,33.73,-4.56,-4.3642,13.5001,-1.5867,1.0001,4.2481,-142.3623,-12.8389,-2.5337,50.0044,5.8646,-8.9282,46.8,2.4,24,2421,199,NA,NA,NA,NA,NA,NA,FALSE,-6.7,21.8,7,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",1,"2023-09-16T01:21:17.243Z","2023-09-16T01:21:20.966Z",TRUE,"pitch","46cd10e4-8908-4a4f-adfc-86bb8cbc63bb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2768,1.599,NA,118.51,132.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman Matt Chapman in foul territory.",0,0,3,60,"top",9,"2023-09-16T01:20:42.556Z","2023-09-16T01:22:36.446Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.5,11,0.91,0.4352,7.3175,25.1882,-35.1407,2.9258,-1.8535,-0.0396,3.9235,5.1376,-125.777,0.9921,-2.4876,50.0001,6.3706,4.6918,9.6,8.4,24,2209,73,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-2.9,-6.5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716576,"2023-09-15",0,"2023-09-16T01:21:00.617Z","2023-09-16T01:21:04.120Z",TRUE,"pitch","be36b25c-0c6d-4674-99d6-8e741a6a7d00",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4989,1.599,NA,143.23,170.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Alex Verdugo pops out to third baseman Matt Chapman in foul territory.",0,0,3,60,"top",9,"2023-09-16T01:20:42.556Z","2023-09-16T01:22:36.446Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.3,4,0.91,0.4426,7.3273,24.9226,-32.134,2.3267,0.0267,-0.6881,2.533,4.312,-123.8005,-2.5654,-2.7554,50.0045,6.2749,3.6074,7.2,8.4,24,2210,73,NA,NA,NA,NA,NA,NA,FALSE,-38.2,-0.4,-5.3,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
