"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717372,"2023-07-17",5,"2023-07-18T01:09:09.652Z","2023-07-18T01:09:12.964Z",TRUE,"pitch","e9961837-c7e5-4608-a23c-ac1821167459",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.38,1.62,NA,109.15,162.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Will Smith grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Freddie Freeman to 3rd.",0,6,4,55,"top",7,"2023-07-18T01:07:51.573Z","2023-07-18T01:10:03.822Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669257,"Will Smith","/api/v1/people/669257","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.6,83.7,5,0.91,0.4139,6.5814,25.9329,-26.6052,0.3368,3.1367,0.2058,2.8327,4.5942,-131.9202,-2.8836,-1.5963,50.0057,5.8844,0.5978,3.6,6,24,2018,208,NA,NA,NA,NA,NA,NA,FALSE,-27.7,5.3,-1.6,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",4,"2023-07-18T01:08:46.087Z","2023-07-18T01:08:49.612Z",TRUE,"pitch","7c7fc7ba-ef76-43af-b704-461b727f9b25",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,1,NA,NA,3.4468,1.6437,NA,108.14,202.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Will Smith grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Freddie Freeman to 3rd.",0,6,4,55,"top",7,"2023-07-18T01:07:51.573Z","2023-07-18T01:10:03.822Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669257,"Will Smith","/api/v1/people/669257","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",95.2,87.8,14,0.84,0.3947,6.6555,28.7438,-14.2338,-1.4942,9.1833,0.2325,1.3272,5.4083,-138.3874,-9.4084,-1.5468,50.0049,5.7082,-2.92,6,3.6,24,2257,208,NA,NA,NA,NA,NA,NA,FALSE,-15.1,15,1.7,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",3,"2023-07-18T01:08:29.610Z","2023-07-18T01:08:33.685Z",TRUE,"pitch","ea107461-c2fe-4453-99de-888a53a80e53",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4468,1.5656,NA,92.32,186.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Will Smith grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Freddie Freeman to 3rd.",0,6,4,55,"top",7,"2023-07-18T01:07:51.573Z","2023-07-18T01:10:03.822Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669257,"Will Smith","/api/v1/people/669257","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.8,9,0.9,0.3888,6.649,31.2422,-12.5129,-5.4712,9.7783,0.6475,1.9472,8.0461,-140.7406,-8.5652,-1.5345,50.0048,5.836,-11.0034,32.4,3.6,24,2183,214,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.1,8.3,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",1,"2023-07-18T01:07:53.933Z","2023-07-18T01:07:56.933Z",TRUE,"pitch","f4957e24-7943-4178-859f-88fff0251e08",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4468,1.6208,NA,72.31,129.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Will Smith grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Freddie Freeman to 3rd.",0,6,4,55,"top",7,"2023-07-18T01:07:51.573Z","2023-07-18T01:10:03.822Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669257,"Will Smith","/api/v1/people/669257","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.7,86.5,12,0.91,0.4002,6.5798,27.2185,-21.3012,-0.9384,5.7204,1.1723,4.0617,7.516,-136.3507,-1.6717,-1.4865,50.0043,6.1381,-1.784,1.2,4.8,24,2085,210,NA,NA,NA,NA,NA,NA,FALSE,-20.6,10.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",0,"2023-07-18T01:06:56.874Z","2023-07-18T01:07:53.933Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Will Smith grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Freddie Freeman to 3rd.",0,6,4,55,"top",7,"2023-07-18T01:07:51.573Z","2023-07-18T01:10:03.822Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669257,"Will Smith","/api/v1/people/669257","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",2,"2023-07-18T01:08:09.694Z","2023-07-18T01:08:14.694Z",FALSE,"stepoff","cde46cb1-ee11-4462-a723-844cf878eafb",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Will Smith grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn. Freddie Freeman to 3rd.",0,6,4,55,"top",7,"2023-07-18T01:07:51.573Z","2023-07-18T01:10:03.822Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669257,"Will Smith","/api/v1/people/669257","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",6,"2023-07-18T01:06:23.419Z","2023-07-18T01:06:37.698Z",TRUE,"pitch","d583113c-e3e8-4362-8c25-40093927e60a",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.63,1.81,NA,88.47,180.41,"ground_ball","medium","9",204.98,122.16,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Freddie Freeman doubles (33) on a ground ball to right fielder Anthony Santander.",0,6,4,54,"top",7,"2023-07-18T01:03:59.050Z","2023-07-18T01:06:37.698Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.2,9,0.9,0.3919,6.6631,29.5945,-15.7965,-5.7176,8.2664,0.7484,2.162,8.1223,-139.4394,-7.082,-1.4513,50.0005,5.7653,-11.3254,28.8,3.6,24,2098,218,101.5,1,59,NA,NA,NA,FALSE,-15.8,13.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,518692,"Freddie Freeman","/api/v1/people/518692",NA,NA,NA,NA
717372,"2023-07-17",5,"2023-07-18T01:05:53.204Z","2023-07-18T01:05:56.844Z",TRUE,"pitch","c684397b-414a-4643-bf89-446ac4fcf6af",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.7056,1.9296,NA,115.15,219.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Freddie Freeman doubles (33) on a ground ball to right fielder Anthony Santander.",0,6,4,54,"top",7,"2023-07-18T01:03:59.050Z","2023-07-18T01:06:37.698Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.9,87.2,14,0.9,0.3996,6.6178,26.9264,-22.6676,0.0843,4.9807,0.0486,0.7311,4.6212,-136.5006,-9.4333,-1.6693,50.0001,5.7619,0.1605,2.4,4.8,24,2172,218,NA,NA,NA,NA,NA,NA,FALSE,-23.4,7.4,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",4,"2023-07-18T01:05:30.488Z","2023-07-18T01:05:34.396Z",TRUE,"pitch","dec5f5bf-f593-4f1f-9d46-42bc0b0035a4",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.63,1.81,NA,104.4,173.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Freddie Freeman doubles (33) on a ground ball to right fielder Anthony Santander.",0,6,4,54,"top",7,"2023-07-18T01:03:59.050Z","2023-07-18T01:06:37.698Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.3,82.1,6,0.91,0.4239,6.6346,24.1595,-35.4196,0.3679,-1.9156,0.3305,2.4006,4.792,-128.6981,-2.1439,-1.5955,50.0024,5.9611,0.6231,2.4,8.4,24,2245,29,NA,NA,NA,NA,NA,NA,FALSE,-38.4,-3.7,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",3,"2023-07-18T01:05:08.257Z","2023-07-18T01:05:11.594Z",TRUE,"pitch","de18cf5a-344c-479e-9c3e-f6d2588a12fa",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.63,1.81,NA,111.72,161.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Freddie Freeman doubles (33) on a ground ball to right fielder Anthony Santander.",0,6,4,54,"top",7,"2023-07-18T01:03:59.050Z","2023-07-18T01:06:37.698Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.2,87,5,0.9,0.4003,6.4733,24.3046,-25.0272,1.044,3.7541,0.1385,2.8559,3.9766,-135.8261,-4.1532,-1.4689,50.0062,6.1051,1.9884,6,6,24,2156,205,NA,NA,NA,NA,NA,NA,FALSE,-24.6,6.2,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",2,"2023-07-18T01:04:46.357Z","2023-07-18T01:04:49.610Z",TRUE,"pitch","98d04b4a-1b4c-4bdd-9b1e-eda5bb6215ef",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.63,1.81,NA,124.04,153.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Freddie Freeman doubles (33) on a ground ball to right fielder Anthony Santander.",0,6,4,54,"top",7,"2023-07-18T01:03:59.050Z","2023-07-18T01:06:37.698Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,88.2,2,0.9,0.392,6.5254,28.5047,-12.9415,-5.5498,9.7091,-0.1847,3.1506,5.6486,-139.2147,-5.5299,-1.5099,50.0066,6.0051,-10.9983,34.8,3.6,24,2264,214,NA,NA,NA,NA,NA,NA,FALSE,-13,16.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",1,"2023-07-18T01:04:24.881Z","2023-07-18T01:04:29.574Z",TRUE,"pitch","1dc48e16-fb23-47e0-89eb-a7f06e74550a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.63,1.81,NA,109.22,174.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Freddie Freeman doubles (33) on a ground ball to right fielder Anthony Santander.",0,6,4,54,"top",7,"2023-07-18T01:03:59.050Z","2023-07-18T01:06:37.698Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.6,82.4,5,0.9,0.4226,6.4695,24.376,-36.9754,-0.9489,-2.8162,0.2041,2.3945,4.6534,-129.1117,-2.0756,-1.4905,50.0038,6.0277,-1.6191,1.2,8.4,24,2298,11,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-5.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",0,"2023-07-18T01:04:12.039Z","2023-07-18T01:04:15.479Z",TRUE,"pitch","acbbc9eb-9851-4af6-88af-d8ddb983860d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6538,1.8106,NA,154.67,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Freddie Freeman doubles (33) on a ground ball to right fielder Anthony Santander.",0,6,4,54,"top",7,"2023-07-18T01:03:59.050Z","2023-07-18T01:06:37.698Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.5,11,0.9,0.3891,6.6047,31.41,-13.8736,-6.9685,9.1197,-0.9882,3.066,4.0729,-140.6593,-5.6441,-1.5483,50.0055,5.9956,-13.9888,40.8,3.6,24,2290,222,NA,NA,NA,NA,NA,NA,FALSE,-13.7,15.6,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",1,"2023-07-18T01:03:37.771Z","2023-07-18T01:03:45.417Z",TRUE,"pitch","dc6e2311-0cba-4661-ad3f-b9a8d4f7d1ab",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.17,1.52,NA,93.33,178.78,"ground_ball","medium","6",118.18,150.59,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Mookie Betts grounds out, shortstop Gunnar Henderson to first baseman Ryan O'Hearn.",0,6,4,53,"top",7,"2023-07-18T01:03:35.356Z","2023-07-18T01:03:45.417Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,605141,"Mookie Betts","/api/v1/people/605141","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.6,6,0.9,0.39,6.6056,30.5128,-14.6162,-6.0002,8.784,0.621,2.2222,7.6548,-140.2233,-7.6191,-1.3595,50.0055,5.9204,-11.9986,32.4,3.6,24,2142,210,97.3,-6,20,NA,NA,NA,TRUE,-14.8,14.5,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",0,"2023-07-18T01:02:13.492Z","2023-07-18T01:03:37.771Z",FALSE,"action",NA,NA,"Pitching Change: Mike Baumann replaces Bryan Baker.","Pitching Substitution",6,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,657508,"/api/v1/people/657508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"53","atBat","Groundout","field_out","Mookie Betts grounds out, shortstop Gunnar Henderson to first baseman Ryan O'Hearn.",0,6,4,53,"top",7,"2023-07-18T01:03:35.356Z","2023-07-18T01:03:45.417Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,605141,"Mookie Betts","/api/v1/people/605141","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717372,"2023-07-17",3,"2023-07-18T01:00:50.471Z","2023-07-18T01:00:53.933Z",TRUE,"pitch","4e1e3fa5-0280-459a-b3e0-54e6c339fbd9",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.12,1.49,NA,60.14,191.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Ramon Urias strikes out swinging.",0,6,4,52,"bottom",6,"2023-07-18T01:00:08.077Z","2023-07-18T01:00:53.933Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,602104,"Ramón Urías","/api/v1/people/602104","R","Right",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Los Angeles Dodgers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.2,77.4,14,0.9,0.4476,6.7322,25.0939,-27.4962,7.8986,3.0876,1.4917,1.7669,4.52,-122.5461,-3.9184,-1.4052,50.0029,5.7457,11.9658,24,8.4,24,2648,63,NA,NA,NA,NA,NA,NA,TRUE,-33.8,4.9,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
