"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716890,"2023-08-23",1,"2023-08-23T22:25:35.554Z","2023-08-23T22:26:48.303Z",FALSE,"action",NA,NA,"Pitching Change: Derek Law replaces Alex Young.","Pitching Substitution",8,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,571882,"/api/v1/people/571882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"59","atBat","Triple","triple","Luis Rengifo triples (4) on a line drive to right fielder Nick Martini.",0,8,3,59,"bottom",7,"2023-08-23T22:26:45.980Z","2023-08-23T22:27:13.951Z",TRUE,FALSE,FALSE,FALSE,35,0,1,0,650859,"Luis Rengifo","/api/v1/people/650859","L","Left",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",5,"2023-08-23T22:23:27.466Z","2023-08-23T22:23:35.974Z",TRUE,"pitch","03ab4120-1262-44a9-ae8b-29a1d0710296",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.35,1.54,NA,123.66,163.19,"ground_ball","medium","6",116.08,147.02,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Grounded Into DP","grounded_into_double_play","TJ Hopkins grounds into a double play, shortstop Andrew Velazquez to second baseman Luis Rengifo to first baseman Brandon Drury. Spencer Steer out at 2nd. TJ Hopkins out at 1st.",0,8,3,58,"top",7,"2023-08-23T22:22:00.339Z","2023-08-23T22:23:35.974Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,686759,"TJ Hopkins","/api/v1/people/686759","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.2,2,0.9,0.3946,6.3209,31.3298,-13.5476,-4.3214,9.5448,-0.1746,2.7996,6.5366,-138.8652,-5.1678,-1.9985,50.0036,5.5873,-8.4342,25.2,3.6,24,2456,202,74.4,-21,8,NA,NA,NA,TRUE,-13.7,16.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",3,"2023-08-23T22:22:49.323Z","2023-08-23T22:22:53.917Z",TRUE,"pitch","3957997f-5882-4e04-a540-0e6a9c9858f5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.418,1.6328,NA,133.72,207.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Grounded Into DP","grounded_into_double_play","TJ Hopkins grounds into a double play, shortstop Andrew Velazquez to second baseman Luis Rengifo to first baseman Brandon Drury. Spencer Steer out at 2nd. TJ Hopkins out at 1st.",0,8,3,58,"top",7,"2023-08-23T22:22:00.339Z","2023-08-23T22:23:35.974Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,686759,"TJ Hopkins","/api/v1/people/686759","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.2,13,0.89,0.3969,6.4435,29.4318,-15.9869,-4.7222,8.3859,-0.4387,1.1635,6.3938,-137.775,-8.7678,-2.1715,50.0017,5.4582,-9.1151,24,3.6,24,2180,211,NA,NA,NA,NA,NA,NA,FALSE,-16.8,13.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",2,"2023-08-23T22:22:29.287Z","2023-08-23T22:22:33.480Z",TRUE,"pitch","7170b90f-2aac-4a02-b7da-7e32d6f26833",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.467,1.6764,NA,86.68,187.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Grounded Into DP","grounded_into_double_play","TJ Hopkins grounds into a double play, shortstop Andrew Velazquez to second baseman Luis Rengifo to first baseman Brandon Drury. Spencer Steer out at 2nd. TJ Hopkins out at 1st.",0,8,3,58,"top",7,"2023-08-23T22:22:00.339Z","2023-08-23T22:23:35.974Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,686759,"TJ Hopkins","/api/v1/people/686759","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.9,85.5,9,0.9,0.405,6.5435,28.4936,-23.2917,-0.6891,4.787,0.7955,1.883,7.8573,-135.0797,-5.5753,-2.0571,50.0006,5.6038,-1.2799,1.2,4.8,24,2410,187,NA,NA,NA,NA,NA,NA,FALSE,-24,7.7,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",1,"2023-08-23T22:22:02.687Z","2023-08-23T22:22:08.057Z",TRUE,"pitch","6dad40a0-583a-47ea-b290-493abbbd2183",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.35,1.54,NA,122.46,194.3,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"58","atBat","Grounded Into DP","grounded_into_double_play","TJ Hopkins grounds into a double play, shortstop Andrew Velazquez to second baseman Luis Rengifo to first baseman Brandon Drury. Spencer Steer out at 2nd. TJ Hopkins out at 1st.",0,8,3,58,"top",7,"2023-08-23T22:22:00.339Z","2023-08-23T22:23:35.974Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,686759,"TJ Hopkins","/api/v1/people/686759","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.1,85.1,8,0.84,0.4053,6.5315,30.7195,-23.9032,-2.0752,4.478,-0.1433,1.6475,6.3055,-135.3708,-6.032,-2.2376,50.0047,5.5879,-3.8355,6,6,24,1746,280,NA,NA,NA,NA,NA,NA,FALSE,-24.7,7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",0,"2023-08-23T22:21:20.203Z","2023-08-23T22:22:02.687Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"58","atBat","Grounded Into DP","grounded_into_double_play","TJ Hopkins grounds into a double play, shortstop Andrew Velazquez to second baseman Luis Rengifo to first baseman Brandon Drury. Spencer Steer out at 2nd. TJ Hopkins out at 1st.",0,8,3,58,"top",7,"2023-08-23T22:22:00.339Z","2023-08-23T22:23:35.974Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,686759,"TJ Hopkins","/api/v1/people/686759","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",4,"2023-08-23T22:23:04.593Z","2023-08-23T22:23:08.393Z",FALSE,"pickoff","e00a518a-fc65-4bc5-b5de-02644c3c1b02",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Grounded Into DP","grounded_into_double_play","TJ Hopkins grounds into a double play, shortstop Andrew Velazquez to second baseman Luis Rengifo to first baseman Brandon Drury. Spencer Steer out at 2nd. TJ Hopkins out at 1st.",0,8,3,58,"top",7,"2023-08-23T22:22:00.339Z","2023-08-23T22:23:35.974Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,686759,"TJ Hopkins","/api/v1/people/686759","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",2,"2023-08-23T22:21:01.066Z","2023-08-23T22:21:11.780Z",TRUE,"pitch","af7511bb-e2d3-4e00-b4ea-c06e4404e50f",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,1,NA,NA,3.3,1.6,NA,101.81,179.98,"line_drive","medium","7",73.1,116.21,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Spencer Steer singles on a line drive to left fielder Randal Grichuk. Elly De La Cruz scores.",1,8,3,57,"top",7,"2023-08-23T22:20:02.613Z","2023-08-23T22:21:11.780Z",TRUE,TRUE,FALSE,FALSE,33,0,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,77.7,6,0.91,0.4433,6.4629,28.3732,-35.3991,2.7238,-2.0908,0.3984,2.1779,5.1529,-124.279,-1.4844,-2.068,50.004,5.7638,4.1972,8.4,9.6,24,2053,7,79.7,11,148,NA,NA,NA,FALSE,-41.8,-3.8,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
716890,"2023-08-23",1,"2023-08-23T22:20:40.121Z","2023-08-23T22:20:45.727Z",TRUE,"pitch","5ee3afac-1783-42d1-9047-77cbcda49e2b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.3,1.6,NA,107,214.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Spencer Steer singles on a line drive to left fielder Randal Grichuk. Elly De La Cruz scores.",1,8,3,57,"top",7,"2023-08-23T22:20:02.613Z","2023-08-23T22:21:11.780Z",TRUE,TRUE,FALSE,FALSE,33,0,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,77.7,14,0.91,0.4443,6.5941,29.0281,-33.6632,1.5843,-0.9737,0.2624,0.8853,5.5946,-124.1389,-4.6209,-2.2429,50.002,5.6302,2.427,6,9.6,24,2555,50,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-2.8,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",0,"2023-08-23T22:20:17.741Z","2023-08-23T22:20:23.174Z",TRUE,"pitch","79e1c132-809a-44ac-94bb-aed5c738a574",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.3,1.6,NA,127.11,170.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Spencer Steer singles on a line drive to left fielder Randal Grichuk. Elly De La Cruz scores.",1,8,3,57,"top",7,"2023-08-23T22:20:02.613Z","2023-08-23T22:21:11.780Z",TRUE,TRUE,FALSE,FALSE,33,0,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.1,5,0.9,0.3936,6.4779,34.3156,-15.0388,-4.4317,8.7579,-0.2652,2.5343,6.9479,-139.6869,-5.4883,-2.2202,50.0059,5.5295,-8.6746,22.8,3.6,24,2272,208,NA,NA,NA,NA,NA,NA,FALSE,-15.1,14.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",3,"2023-08-23T22:19:31.400Z","2023-08-23T22:19:44.422Z",TRUE,"pitch","cf6c8370-8cae-4967-adb3-f4c35f5d682f",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.63,1.72,NA,109.26,176.57,"ground_ball","medium","9",223.72,99.36,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Triple","triple","Elly De La Cruz triples (6) on a ground ball to right fielder Hunter Renfroe. Will Benson scores. TJ Friedl scores. Matt McLain scores.",3,7,3,56,"top",7,"2023-08-23T22:18:52.101Z","2023-08-23T22:19:44.422Z",TRUE,TRUE,FALSE,FALSE,35,1,1,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.5,85,8,0.91,0.4066,6.5568,28.7828,-24.7856,-0.5388,4.0177,0.203,2.3041,6.6916,-134.6217,-3.9675,-2.2431,50.0003,5.5479,-0.9904,1.2,6,24,2565,185,112.6,0,55,NA,NA,NA,FALSE,-25.3,6.6,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,682829,"Elly De La Cruz","/api/v1/people/682829"
716890,"2023-08-23",2,"2023-08-23T22:19:13.177Z","2023-08-23T22:19:17.096Z",TRUE,"pitch","8244fdbf-56c8-4861-9dfd-4a07be769226",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.6033,1.7002,NA,129.18,159.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Triple","triple","Elly De La Cruz triples (6) on a ground ball to right fielder Hunter Renfroe. Will Benson scores. TJ Friedl scores. Matt McLain scores.",3,7,3,56,"top",7,"2023-08-23T22:18:52.101Z","2023-08-23T22:19:44.422Z",TRUE,TRUE,FALSE,FALSE,35,1,1,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.7,84.1,4,0.91,0.4103,6.5157,28.8199,-26.5127,0.6778,3.1362,-0.3196,2.9501,5.0138,-133.5076,-2.1651,-2.3101,50.0015,5.6802,1.2227,4.8,6,24,2528,162,NA,NA,NA,NA,NA,NA,FALSE,-27.1,5.4,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",1,"2023-08-23T22:18:54.487Z","2023-08-23T22:18:57.829Z",TRUE,"pitch","7abf9318-86dc-4f7b-a9f7-d922b15ac271",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7424,1.7482,NA,185.54,139.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Triple","triple","Elly De La Cruz triples (6) on a ground ball to right fielder Hunter Renfroe. Will Benson scores. TJ Friedl scores. Matt McLain scores.",3,7,3,56,"top",7,"2023-08-23T22:18:52.101Z","2023-08-23T22:19:44.422Z",TRUE,TRUE,FALSE,FALSE,35,1,1,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.6,11,0.9,0.392,6.2783,31.9737,-15.7541,-4.5797,8.3053,-1.7982,3.6627,3.4787,-139.8222,-2.5676,-2.4644,50.0022,5.6285,-9.0539,26.4,3.6,24,2375,204,NA,NA,NA,NA,NA,NA,FALSE,-15,14.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",0,"2023-08-23T22:18:26.598Z","2023-08-23T22:18:54.487Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,682829,"/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"56","atBat","Triple","triple","Elly De La Cruz triples (6) on a ground ball to right fielder Hunter Renfroe. Will Benson scores. TJ Friedl scores. Matt McLain scores.",3,7,3,56,"top",7,"2023-08-23T22:18:52.101Z","2023-08-23T22:19:44.422Z",TRUE,TRUE,FALSE,FALSE,35,1,1,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716890,"2023-08-23",5,"2023-08-23T22:18:00.414Z","2023-08-23T22:18:06.727Z",TRUE,"pitch","c55d338f-2c3b-4c26-aeba-5f28bca30b3e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,1,NA,NA,3.2328,1.4021,NA,167.92,158.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Matt McLain walks. TJ Friedl to 2nd.",0,4,3,55,"top",7,"2023-08-23T22:17:00.016Z","2023-08-23T22:18:06.727Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,680574,"Matt McLain","/api/v1/people/680574","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,88.1,11,0.9,0.392,6.4006,28.9811,-16.3709,-5.0991,7.9808,-1.3358,2.9857,4.8307,-139.2897,-4.3065,-2.4234,50.0045,5.6222,-10.0995,27.6,3.6,24,1594,179,NA,NA,NA,NA,NA,NA,FALSE,-15.8,13.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,680574,"Matt McLain","/api/v1/people/680574",670770,"TJ Friedl","/api/v1/people/670770",666181,"Will Benson","/api/v1/people/666181"
716890,"2023-08-23",4,"2023-08-23T22:17:41.448Z","2023-08-23T22:17:45.254Z",TRUE,"pitch","73dbf43c-9fcc-4a3b-b398-a27e77414593",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.1865,1.4021,NA,73.82,190.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Matt McLain walks. TJ Friedl to 2nd.",0,4,3,55,"top",7,"2023-08-23T22:17:00.016Z","2023-08-23T22:18:06.727Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,680574,"Matt McLain","/api/v1/people/680574","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.6,14,0.9,0.3905,6.4949,30.7637,-16.7352,-4.7065,7.743,1.1328,1.8003,10.5754,-140.1019,-7.3886,-2.0742,50.0026,5.5594,-9.3849,21.6,3.6,24,1115,198,NA,NA,NA,NA,NA,NA,FALSE,-16.8,12.6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
