"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717385,"2023-07-16",5,"2023-07-17T00:16:54.864Z","2023-07-17T00:17:04.233Z",TRUE,"pitch","834a6b16-4aeb-4799-9148-3d9757773f16",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,0,NA,NA,3.19,1.55,NA,131.56,176.27,"ground_ball","medium","9",165.99,161.77,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Double","double","Luis Guillorme doubles (6) on a ground ball to right fielder David Peralta. Brett Baty scores.",1,1,2,71,"bottom",10,"2023-07-17T00:16:01.679Z","2023-07-17T00:17:04.233Z",TRUE,TRUE,FALSE,FALSE,61,0,2,0,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.1,82,4,0.79,0.4193,7.0708,29.7174,-25.1142,-9.4115,4.0938,-0.382,2.3151,5.4538,-131.0325,-4.0668,-1.276,50.0056,5.7814,-16.2397,30,7.2,24,1880,247,88.5,-14,11,NA,NA,NA,FALSE,-27.2,6.6,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,641645,"Luis Guillorme","/api/v1/people/641645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",4,"2023-07-17T00:16:28.384Z","2023-07-17T00:16:33.052Z",TRUE,"pitch","ff2f3475-24b9-4157-88ca-7633bc80a1f4",2,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,2,0,NA,NA,3.19,1.55,NA,59.28,161.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Double","double","Luis Guillorme doubles (6) on a ground ball to right fielder David Peralta. Brett Baty scores.",1,1,2,71,"bottom",10,"2023-07-17T00:16:01.679Z","2023-07-17T00:17:04.233Z",TRUE,TRUE,FALSE,FALSE,61,0,2,0,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.2,12,0.91,0.394,7.1746,32.6754,-13.7829,-4.8589,9.4075,1.5142,2.8554,8.2062,-139.2727,-5.9693,-0.8457,50.0045,5.9461,-9.5014,26.4,3.6,24,2260,209,NA,NA,NA,NA,NA,NA,FALSE,-14,15.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",3,"2023-07-17T00:16:04.085Z","2023-07-17T00:16:07.666Z",TRUE,"pitch","740257c1-1c7e-4734-b35a-1032f3eb1180",1,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,1,0,NA,NA,3.19,1.55,NA,71.16,156.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Double","double","Luis Guillorme doubles (6) on a ground ball to right fielder David Peralta. Brett Baty scores.",1,1,2,71,"bottom",10,"2023-07-17T00:16:01.679Z","2023-07-17T00:17:04.233Z",TRUE,TRUE,FALSE,FALSE,61,0,2,0,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.4,12,0.91,0.394,7.2062,31.1219,-12.0371,-6.3287,10.2865,1.2026,3.045,8.1029,-139.0235,-5.7443,-0.9274,50.0046,5.9368,-12.3918,38.4,3.6,24,2168,212,NA,NA,NA,NA,NA,NA,FALSE,-12.4,17.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",0,"2023-07-17T00:14:22.581Z","2023-07-17T00:14:38.183Z",FALSE,"action",NA,NA,"Pitching Change: Nick Robertson replaces Evan Phillips.","Pitching Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,687798,"/api/v1/people/687798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"71","atBat","Double","double","Luis Guillorme doubles (6) on a ground ball to right fielder David Peralta. Brett Baty scores.",1,1,2,71,"bottom",10,"2023-07-17T00:16:01.679Z","2023-07-17T00:17:04.233Z",TRUE,TRUE,FALSE,FALSE,61,0,2,0,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",1,"2023-07-17T00:14:38.183Z","2023-07-17T00:15:45.119Z",FALSE,"action",NA,NA,"Brett Baty starts inning at 2nd base.","Runner Placed On Base",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,683146,"/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"71","atBat","Double","double","Luis Guillorme doubles (6) on a ground ball to right fielder David Peralta. Brett Baty scores.",1,1,2,71,"bottom",10,"2023-07-17T00:16:01.679Z","2023-07-17T00:17:04.233Z",TRUE,TRUE,FALSE,FALSE,61,0,2,0,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",2,"2023-07-17T00:15:45.119Z","2023-07-17T00:16:04.085Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Luis Guillorme replaces Mark Canha.","Offensive Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,641645,"/api/v1/people/641645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","71","atBat","Double","double","Luis Guillorme doubles (6) on a ground ball to right fielder David Peralta. Brett Baty scores.",1,1,2,71,"bottom",10,"2023-07-17T00:16:01.679Z","2023-07-17T00:17:04.233Z",TRUE,TRUE,FALSE,FALSE,61,0,2,0,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,592192,"/api/v1/people/592192",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",2,"2023-07-17T00:13:06.605Z","2023-07-17T00:13:15.118Z",TRUE,"pitch","d58c43f2-6e38-498b-a37c-d30e6bb71bc5",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.16,1.5,NA,94.43,163.21,"fly_ball","medium","9",212.92,91.77,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Mookie Betts flies out to right fielder Starling Marte.",0,1,1,70,"top",10,"2023-07-17T00:11:57.745Z","2023-07-17T00:13:15.118Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.8,84.8,3,0.91,0.4064,6.7724,30.1008,-17.599,1.8749,7.9309,0.5921,2.7988,8.1386,-134.902,-3.7582,-2.711,50.0049,5.4551,3.4452,15.6,4.8,24,2577,194,94.9,35,341,NA,NA,NA,TRUE,-18.1,13.7,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",1,"2023-07-17T00:12:45.224Z","2023-07-17T00:12:49.625Z",TRUE,"pitch","24bba566-5fa3-4172-8135-40462e89aced",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.0737,1.5286,NA,94.22,143.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Mookie Betts flies out to right fielder Starling Marte.",0,1,1,70,"top",10,"2023-07-17T00:11:57.745Z","2023-07-17T00:13:15.118Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.5,83.3,12,0.82,0.4127,6.7315,30.2624,-21.8347,2.7674,5.8048,0.5976,3.5361,7.568,-133.0372,-1.2575,-2.6507,50.0013,5.6073,4.9273,16.8,4.8,24,2570,182,NA,NA,NA,NA,NA,NA,FALSE,-22.4,10.4,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",0,"2023-07-17T00:12:18.453Z","2023-07-17T00:12:22.145Z",TRUE,"pitch","5a36fe39-0d9e-4272-ac9e-e60908e72ce7",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.1598,1.4999,NA,75.87,210.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Mookie Betts flies out to right fielder Starling Marte.",0,1,1,70,"top",10,"2023-07-17T00:11:57.745Z","2023-07-17T00:13:15.118Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.3,14,0.75,0.4505,6.4878,24.4717,-35.8618,2.8915,-2.4687,1.0789,1.0587,7.4897,-121.6969,-3.5527,-2.4172,50.0006,5.6522,4.3241,8.4,9.6,24,2747,69,NA,NA,NA,NA,NA,NA,FALSE,-44.3,-5,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717385,"2023-07-16",3,"2023-07-17T00:11:42.615Z","2023-07-17T00:11:49.612Z",TRUE,"pitch","8f6922d4-de74-4dbe-b94d-f5b069b32391",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.39,1.63,NA,106.63,153.15,"ground_ball","medium","6",115.09,169.04,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Will Smith grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",0,1,1,69,"top",10,"2023-07-17T00:10:45.853Z","2023-07-17T00:11:49.612Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,669257,"Will Smith","/api/v1/people/669257","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,83.7,2,0.87,0.4108,6.6007,30.4658,-21.2017,2.4637,6.1047,0.272,3.1714,6.6481,-133.6497,-2.3719,-2.574,50.004,5.6032,4.4299,15.6,4.8,24,2574,177,83.2,0,44,NA,NA,NA,TRUE,-21.8,10.7,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA
