"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717968,"2023-05-29",2,"2023-05-29T23:07:21.790Z","2023-05-29T23:07:26.796Z",TRUE,"pitch","47555c1d-5ac8-4b8a-86b6-9b5932a0034b",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.3477,1.6591,NA,114.69,189.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,7,5,86,"bottom",10,"2023-05-29T23:06:17.608Z","2023-05-29T23:07:26.796Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.7,90.5,8,0.9,0.3817,7.3691,33.0032,-24.3683,-6.8854,3.7407,0.0606,1.8419,8.2407,-143.4666,-7.1892,-1.9536,50.0019,5.8976,-14.3618,26.4,6,24,1480,226,NA,NA,NA,NA,NA,NA,TRUE,-22.7,5.5,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717968,"2023-05-29",1,"2023-05-29T23:06:57.720Z","2023-05-29T23:07:01.971Z",TRUE,"pitch","bc36233a-d7f1-402d-8626-1c6b3c3639f1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.36,1.66,NA,84.14,183.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,7,5,86,"bottom",10,"2023-05-29T23:06:17.608Z","2023-05-29T23:07:26.796Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",89.2,82.1,14,2,0.4227,7.4903,28.2578,-38.8771,1.9511,-3.9416,0.8622,2.0564,6.5067,-129.8023,-2.8707,-1.9351,50.0054,6.1495,3.3148,6,9.6,24,2559,53,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-7.6,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717968,"2023-05-29",0,"2023-05-29T23:06:38.025Z","2023-05-29T23:06:41.749Z",TRUE,"pitch","e0bcdb70-7a9f-417c-a922-574a64e40e84",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.36,1.66,NA,147.37,134.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,7,5,86,"bottom",10,"2023-05-29T23:06:17.608Z","2023-05-29T23:07:26.796Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.7,92.2,11,0.9,0.3714,7.4022,37.4466,-14.4503,-7.4651,8.0581,-0.7967,3.8705,6.1183,-147.8524,-4.1526,-1.9299,50.0022,6.1499,-16.4171,44.4,3.6,24,1991,223,NA,NA,NA,NA,NA,NA,FALSE,-12.7,13.9,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717968,"2023-05-29",2,"2023-05-29T23:05:59.347Z","2023-05-29T23:06:07.869Z",TRUE,"pitch","846dae03-b000-4c05-8820-5f944e3c8c3a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.53,1.68,NA,118.9,188.62,"ground_ball","medium","5",102.93,173.01,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jeremy Pena grounds out, third baseman Royce Lewis to first baseman Donovan Solano.",0,7,5,85,"bottom",10,"2023-05-29T23:04:54.648Z","2023-05-29T23:06:07.869Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.2,80.7,8,2,0.4281,7.3531,28.6094,-35.6097,1.3677,-2.0744,-0.0498,1.8578,4.4325,-128.3406,-3.2804,-1.9829,50.0051,5.9497,2.2622,4.8,8.4,24,2593,55,72.1,-8,15,NA,NA,NA,TRUE,-39.7,-4.3,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,673237,"Yainer Diaz","/api/v1/people/673237",NA,NA,NA
717968,"2023-05-29",1,"2023-05-29T23:05:33.885Z","2023-05-29T23:05:37.454Z",TRUE,"pitch","1813f541-d5ab-4b30-bd77-98a5283f3e41",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.53,1.68,NA,107.45,191.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jeremy Pena grounds out, third baseman Royce Lewis to first baseman Donovan Solano.",0,7,5,85,"bottom",10,"2023-05-29T23:04:54.648Z","2023-05-29T23:06:07.869Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",99.1,90.7,8,0.84,0.3811,6.8916,34.5756,-34.3841,-6.496,-1.0562,0.2506,1.7647,9.1064,-143.9332,-5.332,-2.1158,50.0029,5.7799,-13.5787,18,7.2,24,1614,226,NA,NA,NA,NA,NA,NA,FALSE,-31,-2.9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717968,"2023-05-29",0,"2023-05-29T23:05:07.754Z","2023-05-29T23:05:11.926Z",TRUE,"pitch","8af239d3-4a3b-44cf-aef1-dada32038aae",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.53,1.68,NA,97.28,208.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jeremy Pena grounds out, third baseman Royce Lewis to first baseman Donovan Solano.",0,7,5,85,"bottom",10,"2023-05-29T23:04:54.648Z","2023-05-29T23:06:07.869Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",89.1,81.6,14,2,0.4246,7.3468,29.6391,-36.1529,0.8489,-2.3681,0.5173,1.1052,5.7545,-129.5226,-5.4645,-1.8529,50.0011,6.0396,1.4271,3.6,9.6,24,2684,51,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-5.4,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717968,"2023-05-29",7,"2023-05-29T23:04:36.772Z","2023-05-29T23:04:41.047Z",TRUE,"pitch","f85294fa-b8ef-4b94-961b-771d6c2c98ed",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,2.8,1.25,NA,138.62,203.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jose Altuve strikes out swinging.",0,7,5,84,"bottom",10,"2023-05-29T23:02:57.963Z","2023-05-29T23:04:41.047Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.5,90.2,7,0.9,0.3832,6.5648,34.326,-30.6957,-8.5896,0.7144,-0.5673,1.313,6.9701,-143.1787,-7.5107,-1.9222,50.0045,5.9025,-17.7626,26.4,7.2,24,1614,229,NA,NA,NA,NA,NA,NA,TRUE,-28.4,-0.1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,673237,"Yainer Diaz","/api/v1/people/673237",NA,NA,NA
717968,"2023-05-29",6,"2023-05-29T23:04:16.850Z","2023-05-29T23:04:21.932Z",TRUE,"pitch","1ada94f2-6c59-4763-aae4-bafceab56371",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,2.6894,1.2488,NA,139.9,197.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jose Altuve strikes out swinging.",0,7,5,84,"bottom",10,"2023-05-29T23:02:57.963Z","2023-05-29T23:04:41.047Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.7,90.1,7,0.92,0.3828,7.25,34.8336,-27.3748,-9.5988,2.3205,-0.6007,1.5228,7.4134,-143.3694,-7.5526,-1.98,50.0049,5.9137,-19.8758,32.4,7.2,24,1816,219,NA,NA,NA,NA,NA,NA,FALSE,-25.6,2.8,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717968,"2023-05-29",5,"2023-05-29T23:03:57.611Z","2023-05-29T23:04:02.617Z",TRUE,"pitch","128dd934-5f1f-4b1f-96db-14ccc8fe8e12",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,2.655,1.2488,NA,101.99,210.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jose Altuve strikes out swinging.",0,7,5,84,"bottom",10,"2023-05-29T23:02:57.963Z","2023-05-29T23:04:41.047Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",99.6,91,14,0.92,0.3799,7.2836,35.1992,-26.9445,-9.1703,2.4858,0.3938,1.0415,10.0824,-144.447,-8.9908,-1.9588,50.0036,5.8646,-19.2845,30,6,24,1731,222,NA,NA,NA,NA,NA,NA,FALSE,-25.2,2.8,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717968,"2023-05-29",4,"2023-05-29T23:03:40.559Z","2023-05-29T23:03:45.785Z",TRUE,"pitch","e26159b4-9bcc-4ade-af6a-901625a59b45",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,2.4305,1.2488,NA,70.51,178.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jose Altuve strikes out swinging.",0,7,5,84,"bottom",10,"2023-05-29T23:02:57.963Z","2023-05-29T23:04:41.047Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.5,81.4,12,2,0.426,6.6943,27.245,-36.1164,-0.6067,-2.3587,1.2196,2.2249,8.4102,-128.669,-2.5669,-2.0154,50.0015,6.04,-1.0161,1.2,8.4,24,2626,39,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-4.7,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
