"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746386,"2024-05-22",3,"2024-05-22T20:28:04.087Z","2024-05-22T20:28:11.558Z",TRUE,"pitch","361bde96-87de-4f0e-b66b-564e89e8cd1a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.27,1.52,NA,133.28,146.95,"ground_ball","medium","6",108.92,162.23,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jake Meyers grounds out, shortstop Kyren Paris to first baseman Nolan Schanuel.",0,2,1,66,"bottom",9,"2024-05-22T20:27:00.868Z","2024-05-22T20:28:11.558Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,676694,"Jake Meyers","/api/v1/people/676694","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,89.3,11,2,0.3838,6.5743,36.0785,-17.3049,-8.6857,7.2266,-0.4272,3.401,7.1407,-143.2527,-5.152,-1.8357,50.0071,6.3209,-17.8822,40.8,4.8,24,2343,208,66.9,-24,8,NA,NA,NA,TRUE,-16.3,12.1,14.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",1,"2024-05-22T20:27:32.901Z","2024-05-22T20:27:37.538Z",TRUE,"pitch","346665b0-2bab-47c1-a522-0010f29df698",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.27,1.52,NA,94.84,200.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jake Meyers grounds out, shortstop Kyren Paris to first baseman Nolan Schanuel.",0,2,1,66,"bottom",9,"2024-05-22T20:27:00.868Z","2024-05-22T20:28:11.558Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,676694,"Jake Meyers","/api/v1/people/676694","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.2,75.6,9,2,0.459,6.5428,24.2246,-25.9411,5.7146,4.3275,0.5814,1.4066,4.8815,-119.5893,-5.5777,-2.2328,50.0049,6.1121,8.2318,18,8.4,24,2528,70,NA,NA,NA,NA,NA,NA,FALSE,-34,6.7,-11.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",0,"2024-05-22T20:27:13.969Z","2024-05-22T20:27:18.503Z",TRUE,"pitch","0e3196f1-9c26-40b4-a1ec-c56b9a5fc005",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.27,1.52,NA,137.39,128.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jake Meyers grounds out, shortstop Kyren Paris to first baseman Nolan Schanuel.",0,2,1,66,"bottom",9,"2024-05-22T20:27:00.868Z","2024-05-22T20:28:11.558Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,676694,"Jake Meyers","/api/v1/people/676694","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,88.2,11,2,0.388,6.4907,35.5142,-16.0009,-7.9962,8.0331,-0.535,4.0875,6.6478,-141.7306,-3.7309,-1.8842,50.0021,6.4573,-16.0992,40.8,4.8,24,2418,201,NA,NA,NA,NA,NA,NA,FALSE,-15.2,13.8,13,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",2,"2024-05-22T20:27:42.285Z","2024-05-22T20:28:04.087Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,676694,"/api/v1/people/676694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jake Meyers grounds out, shortstop Kyren Paris to first baseman Nolan Schanuel.",0,2,1,66,"bottom",9,"2024-05-22T20:27:00.868Z","2024-05-22T20:28:11.558Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,676694,"Jake Meyers","/api/v1/people/676694","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",4,"2024-05-22T20:26:45.044Z","2024-05-22T20:26:49.196Z",TRUE,"pitch","e6efae84-618c-40aa-b744-3acd7dc8174c",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.2,1.44,NA,119.87,215.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jon Singleton strikes out swinging.",0,2,1,65,"bottom",9,"2024-05-22T20:25:16.692Z","2024-05-22T20:26:49.196Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,572138,"Jon Singleton","/api/v1/people/572138","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.6,80.8,13,2,0.4276,6.3438,28.7816,-23.0491,-9.1629,5.5015,-0.0754,0.8624,7.2187,-128.5117,-8.8826,-1.7423,50.0001,6.1793,-15.1914,28.8,7.2,24,1445,215,NA,NA,NA,NA,NA,NA,TRUE,-27.4,7.9,14.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",3,"2024-05-22T20:26:23.723Z","2024-05-22T20:26:27.740Z",TRUE,"pitch","dfd18c42-2ee2-42a4-aa69-f768ccd489f7",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2046,1.4397,NA,175.58,164.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jon Singleton strikes out swinging.",0,2,1,65,"bottom",9,"2024-05-22T20:25:16.692Z","2024-05-22T20:26:49.196Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,572138,"Jon Singleton","/api/v1/people/572138","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,87.3,11,2,0.3916,6.3916,36.735,-17.635,-8.693,7.368,-1.5369,2.7439,4.517,-140.7205,-6.4825,-2.0476,50.0016,6.2512,-17.152,39.6,4.8,24,2340,209,NA,NA,NA,NA,NA,NA,FALSE,-17.6,12,14.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",2,"2024-05-22T20:26:05.482Z","2024-05-22T20:26:09.843Z",TRUE,"pitch","f36b3d4b-e7aa-4543-8336-c4aae072a3c3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2358,1.4397,NA,183.1,162.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jon Singleton strikes out swinging.",0,2,1,65,"bottom",9,"2024-05-22T20:25:16.692Z","2024-05-22T20:26:49.196Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,572138,"Jon Singleton","/api/v1/people/572138","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,88.9,11,2,0.3851,6.4352,36.8389,-15.2408,-7.5112,8.2887,-1.7341,2.8425,3.3704,-142.9371,-6.8294,-1.9611,50.0025,6.2427,-15.3453,40.8,4.8,24,2311,207,NA,NA,NA,NA,NA,NA,FALSE,-15,13.6,12.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",1,"2024-05-22T20:25:46.280Z","2024-05-22T20:25:50.370Z",TRUE,"pitch","c4b0d87b-8bc9-4eef-a4ff-fc0a1cdfa17e",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.2358,1.4397,NA,147.75,168.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jon Singleton strikes out swinging.",0,2,1,65,"bottom",9,"2024-05-22T20:25:16.692Z","2024-05-22T20:26:49.196Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,572138,"Jon Singleton","/api/v1/people/572138","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.9,78.6,4,2,0.439,6.2842,25.9987,-26.8368,-6.3373,3.3891,-0.8068,2.5979,4.9637,-124.9334,-3.8212,-1.9995,50.0027,6.3616,-9.9826,18,7.2,24,1395,211,NA,NA,NA,NA,NA,NA,FALSE,-31.8,5.4,10.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",0,"2024-05-22T20:25:30.174Z","2024-05-22T20:25:34.205Z",TRUE,"pitch","881abc24-9cb5-49a6-93c5-6ca61c9ccf92",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2358,1.4397,NA,119.83,172.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jon Singleton strikes out swinging.",0,2,1,65,"bottom",9,"2024-05-22T20:25:16.692Z","2024-05-22T20:26:49.196Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,572138,"Jon Singleton","/api/v1/people/572138","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,75.2,5,2,0.4596,6.3994,24.6873,-30.8273,5.8222,0.936,-0.0743,2.4491,3.6311,-119.5253,-2.2466,-2.3734,50.0013,6.1901,8.3581,15.6,9.6,24,2570,74,NA,NA,NA,NA,NA,NA,FALSE,-39.4,1.4,-11.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746386,"2024-05-22",5,"2024-05-22T20:25:03.320Z","2024-05-22T20:25:07.243Z",TRUE,"pitch","6ab66b2b-e0a6-4a98-a2ee-3fbc62137799",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.58,1.7,NA,135.04,199.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Jeremy Peña strikes out swinging.",0,2,1,64,"bottom",9,"2024-05-22T20:23:52.263Z","2024-05-22T20:25:07.243Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,89.3,13,2,0.3856,6.525,35.0402,-16.7494,-9.1675,7.5587,-0.4733,1.4559,7.1023,-142.4696,-10.1981,-1.817,50.0007,6.1584,-18.7012,42,4.8,24,2282,209,NA,NA,NA,NA,NA,NA,TRUE,-17.2,11.6,15,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
