"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
747048,"2024-05-01",2,"2024-05-02T00:34:02.844Z","2024-05-02T00:34:05.844Z",TRUE,"pitch","f8962a85-3c5a-4682-a702-4b374528aabf",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2337,1.4492,NA,79.14,258.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,2,0,49,"top",8,"2024-05-02T00:33:23.284Z","2024-05-02T00:34:32.781Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",90.3,83.9,14,0.9,0.4176,6.727,27.0437,-35.6959,-1.4938,-2.0231,0.9933,-0.7454,7.7865,-131.0395,-9.8258,-1.8192,50.0002,5.7099,-2.6042,2.4,8.4,24,2463,16,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-5.6,1.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",1,"2024-05-02T00:33:47.146Z","2024-05-02T00:33:50.780Z",TRUE,"pitch","b728b3dc-cadb-401d-8419-2771972cd1e9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.2339,1.5058,NA,90.51,198.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,2,0,49,"top",8,"2024-05-02T00:33:23.284Z","2024-05-02T00:34:32.781Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.6,86,9,0.9,0.4048,6.5355,25.9581,-19.6205,-0.018,6.7517,0.6948,1.4886,7.0107,-134.6932,-7.7537,-1.9264,50.006,5.7641,-0.0354,3.6,4.8,24,2448,205,NA,NA,NA,NA,NA,NA,FALSE,-20.6,10.9,-1.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",0,"2024-05-02T00:33:32.373Z","2024-05-02T00:33:36.352Z",TRUE,"pitch","516598b9-2ce8-47aa-be03-f8e2b74998bf",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1819,1.461,NA,106.1,166.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,2,0,49,"top",8,"2024-05-02T00:33:23.284Z","2024-05-02T00:34:32.781Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.1,3,0.91,0.3909,6.4564,31.4157,-11.6711,-6.4676,10.3085,0.2858,2.6844,7.3411,-140.0748,-6.801,-1.5277,50.0016,5.9057,-12.8618,40.8,3.6,24,2282,213,NA,NA,NA,NA,NA,NA,FALSE,-12.1,17.4,10.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",3,"2024-05-02T00:30:53.723Z","2024-05-02T00:30:56.723Z",TRUE,"pitch","8b694781-8fd6-4f3a-81e7-b5958b56d5a5",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.44,1.61,NA,144.07,186.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Jordan Westburg strikes out swinging.",0,2,0,48,"bottom",7,"2024-05-02T00:29:30.056Z","2024-05-02T00:30:56.723Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.7,81.5,7,0.9,0.4272,6.5029,23.6016,-27.2587,-0.4042,2.9459,-0.7102,1.9208,-7.2775,-127.6896,-3.4876,2.2165,50.0042,5.4235,-0.6741,3.6,7.2,24,2463,199,NA,NA,NA,NA,NA,NA,TRUE,-30.4,4.8,2.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",2,"2024-05-02T00:30:34.388Z","2024-05-02T00:30:37.592Z",TRUE,"pitch","032ba8d5-767f-499a-b159-417391426317",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.44,1.61,NA,111.03,150.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Jordan Westburg strikes out swinging.",0,2,0,48,"bottom",7,"2024-05-02T00:29:30.056Z","2024-05-02T00:30:56.723Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.9,2,2,0.3999,6.2195,30.7347,-14.4102,5.8541,9.3519,0.1566,3.2788,-7.4403,-137.0537,-3.4339,2.1479,50.0025,5.5343,11.1198,32.4,3.6,24,2474,139,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16.4,-9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",1,"2024-05-02T00:30:13.883Z","2024-05-02T00:30:17.440Z",TRUE,"pitch","a0d7b7c7-b435-4c15-95b8-1536cae5fad8",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.44,1.61,NA,92.2,170.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Jordan Westburg strikes out swinging.",0,2,0,48,"bottom",7,"2024-05-02T00:29:30.056Z","2024-05-02T00:30:56.723Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.1,6,2,0.3993,6.6156,31.3579,-14.1869,5.8893,9.4477,0.6507,2.5416,-6.4361,-137.3507,-5.0024,2.2629,50.0057,5.3564,11.217,32.4,3.6,24,2274,135,NA,NA,NA,NA,NA,NA,FALSE,-14.6,16.2,-9.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",0,"2024-05-02T00:29:55.205Z","2024-05-02T00:29:58.205Z",TRUE,"pitch","65c3acef-4bf4-4abe-bce9-1b9e59a41369",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5718,1.7096,NA,56.36,214.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Jordan Westburg strikes out swinging.",0,2,0,48,"bottom",7,"2024-05-02T00:29:30.056Z","2024-05-02T00:30:56.723Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,87.1,14,0.98,0.3968,6.5097,30.754,-20.6217,10.1696,5.9892,1.591,0.9164,-5.3829,-138.0434,-8.2051,2.2449,50.0065,5.3159,19.6293,39.6,6,24,2066,138,NA,NA,NA,NA,NA,NA,FALSE,-21.1,9.2,-17.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",5,"2024-05-02T00:29:25.247Z","2024-05-02T00:29:28.265Z",TRUE,"pitch","982a5d5e-c107-4330-8b17-9bfa3a15013e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.36,1.62,NA,156.27,207.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Colton Cowser strikes out swinging.",0,2,0,47,"bottom",7,"2024-05-02T00:28:37.830Z","2024-05-02T00:29:28.265Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82.5,13,0.88,0.4199,6.7902,27.8255,-26.7956,-0.2096,3.1228,-1.0303,1.147,-8.0429,-130.5075,-5.6552,2.1204,50.0026,5.3638,-0.3609,3.6,6,24,2516,185,NA,NA,NA,NA,NA,NA,TRUE,-29.5,4.6,2.2,NA,NA,NA,NA,NA,TRUE,FALSE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
747048,"2024-05-01",3,"2024-05-02T00:28:56.761Z","2024-05-02T00:29:00.331Z",TRUE,"pitch","fca55048-3600-4f1c-a546-40a513e09d47",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.36,1.62,NA,156.01,192.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Colton Cowser strikes out swinging.",0,2,0,47,"bottom",7,"2024-05-02T00:28:37.830Z","2024-05-02T00:29:28.265Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,82.2,13,0.86,0.4219,6.847,26.1019,-23.3871,0.1907,5.1452,-1.0235,1.7309,-8.3327,-129.6366,-4.8669,2.2025,50.0058,5.4091,0.3266,2.4,6,24,2505,152,NA,NA,NA,NA,NA,NA,FALSE,-25.9,8.5,1.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",2,"2024-05-02T00:28:40.092Z","2024-05-02T00:28:43.960Z",TRUE,"pitch","7f1a3256-55bf-43f9-9e12-18d21624c7d0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5075,1.7932,NA,146.46,188.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Colton Cowser strikes out swinging.",0,2,0,47,"bottom",7,"2024-05-02T00:28:37.830Z","2024-05-02T00:29:28.265Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.1,7,2,0.4052,6.4022,29.9763,-14.2507,6.947,9.6895,-0.773,1.8639,-10.2274,-135.2707,-6.8117,2.1574,50.0067,5.4173,12.8562,33.6,3.6,24,2160,137,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.2,-10.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",0,"2024-05-02T00:26:08.064Z","2024-05-02T00:26:45.056Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Colton Cowser strikes out swinging.",0,2,0,47,"bottom",7,"2024-05-02T00:28:37.830Z","2024-05-02T00:29:28.265Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",1,"2024-05-02T00:26:45.056Z","2024-05-02T00:28:40.092Z",FALSE,"action",NA,NA,"Pitching Change: Caleb Ferguson replaces Luis Gil.","Pitching Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,657571,"/api/v1/people/657571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"47","atBat","Strikeout","strikeout","Colton Cowser strikes out swinging.",0,2,0,47,"bottom",7,"2024-05-02T00:28:37.830Z","2024-05-02T00:29:28.265Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",4,"2024-05-02T00:29:09.703Z","2024-05-02T00:29:25.247Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,681297,"/api/v1/people/681297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Colton Cowser strikes out swinging.",0,2,0,47,"bottom",7,"2024-05-02T00:28:37.830Z","2024-05-02T00:29:28.265Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",1,"2024-05-02T00:25:49.168Z","2024-05-02T00:25:59.583Z",TRUE,"pitch","11c743ed-a0d8-4493-83dd-60da1af6a7be",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.66,1.81,NA,108.14,165.73,"fly_ball","medium","9",201.77,87.22,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Ryan Mountcastle flies out to right fielder Juan Soto.",0,2,0,46,"bottom",7,"2024-05-02T00:25:04.887Z","2024-05-02T00:25:59.583Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",661563,"Luis Gil","/api/v1/people/661563","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.2,5,0.87,0.3961,6.5471,29.0241,-14.0928,-4.6294,9.3249,0.2324,2.7055,8.6691,-137.9619,-5.2174,-2.3409,50.0023,5.5619,-8.9769,25.2,3.6,24,2521,203,95.2,28,334,NA,NA,NA,TRUE,-14.3,16.1,6.7,NA,NA,NA,NA,NA,TRUE,FALSE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
747048,"2024-05-01",0,"2024-05-02T00:25:29.102Z","2024-05-02T00:25:33.078Z",TRUE,"pitch","c06083da-ecd2-46ae-a6a1-c8fcfbe0f4a6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.7797,1.9354,NA,89.38,164.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Ryan Mountcastle flies out to right fielder Juan Soto.",0,2,0,46,"bottom",7,"2024-05-02T00:25:04.887Z","2024-05-02T00:25:59.583Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",661563,"Luis Gil","/api/v1/people/661563","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.9,6,0.9,0.3926,6.6167,30.1094,-12.6534,-3.8538,9.8951,0.7245,2.7339,10.3573,-139.2895,-5.4591,-2.5348,50.0051,5.5499,-7.6059,21.6,3.6,24,2528,202,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17,4.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747048,"2024-05-01",4,"2024-05-02T00:24:58.670Z","2024-05-02T00:25:02.595Z",TRUE,"pitch","82572242-be71-4ef0-8e99-f78b58ba6ad5",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.6246,1.6628,NA,96.65,202.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Walk","walk","Ryan O'Hearn walks.",0,2,0,45,"bottom",7,"2024-05-02T00:23:38.826Z","2024-05-02T00:25:02.595Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",661563,"Luis Gil","/api/v1/people/661563","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.3,82.5,14,0.89,0.4184,6.5763,28.2391,-20.8256,-7.6054,6.5389,0.5339,1.3531,10.3818,-131.0204,-6.0102,-2.4956,50.0001,5.2379,-13.193,26.4,6,24,1767,222,NA,NA,NA,NA,NA,NA,FALSE,-23.2,10.7,11.4,NA,NA,NA,NA,NA,FALSE,FALSE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
747048,"2024-05-01",3,"2024-05-02T00:24:41.191Z","2024-05-02T00:24:44.191Z",TRUE,"pitch","8a6e7482-6e7e-4f05-ba02-9aef9cd47a5a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.6126,1.6347,NA,164.77,109.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Walk","walk","Ryan O'Hearn walks.",0,2,0,45,"bottom",7,"2024-05-02T00:23:38.826Z","2024-05-02T00:25:02.595Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",661563,"Luis Gil","/api/v1/people/661563","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.5,11,0.88,0.3975,6.3943,29.9299,-13.6486,-3.3854,9.6314,-1.2533,4.7968,5.0745,-137.6665,-0.1713,-2.6788,50.0039,5.7819,-6.5129,21.6,3.6,24,2456,207,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.6,5,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
