"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717710,"2023-06-18",1,"2023-06-18T20:39:59.077Z","2023-06-18T20:40:08.807Z",TRUE,"pitch","cd32d2eb-8d37-4736-87c3-cda18770f544",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.11,1.52,NA,109.36,164.48,"fly_ball","medium","7",63.61,96.94,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Tucupita Marcano flies out to left fielder Christian Yelich.",0,2,5,67,"top",9,"2023-06-18T20:39:36.323Z","2023-06-18T20:40:08.807Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.5,85.3,2,0.61,0.4054,8.1292,26.9174,-16.93,-2.3521,8.2277,0.2003,2.7518,6.5678,-134.6752,-3.4801,-1.9552,50.0008,5.2451,-4.3575,9.6,3.6,24,2447,189,92.3,46,298,NA,NA,NA,TRUE,-17.3,14.4,3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",0,"2023-06-18T20:39:40.486Z","2023-06-18T20:39:43.914Z",TRUE,"pitch","38bed510-26c7-4e9f-9416-a83d9a869312",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.11,1.52,NA,100.35,172.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Tucupita Marcano flies out to left fielder Christian Yelich.",0,2,5,67,"top",9,"2023-06-18T20:39:36.323Z","2023-06-18T20:40:08.807Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.1,6,0.9,0.391,7.6324,31.0011,-15.4349,-7.5844,8.4186,0.4368,2.4541,8.4582,-139.9854,-5.1737,-1.6355,50.0041,5.3335,-15.084,38.4,4.8,24,2343,220,NA,NA,NA,NA,NA,NA,FALSE,-15.1,14.4,12,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",6,"2023-06-18T20:39:07.410Z","2023-06-18T20:39:14.847Z",TRUE,"pitch","6eac3ccf-dbab-4d1a-8792-46417a0252be",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.14,1.43,NA,119.27,209.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Connor Joe strikes out swinging.",0,2,5,66,"top",9,"2023-06-18T20:37:27.453Z","2023-06-18T20:39:14.847Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,77.5,13,0.91,0.4452,7.4974,26.8603,-34.2561,-13.7571,-1.364,-0.0595,1.098,8.9698,-123.494,-2.5881,-1.9697,50.0014,5.0694,-21.0374,28.8,10.8,24,2613,273,NA,NA,NA,NA,NA,NA,TRUE,-41.2,-2.9,22.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",4,"2023-06-18T20:38:44.428Z","2023-06-18T20:38:48.147Z",TRUE,"pitch","048485c8-cbd7-4aef-a8e5-6e159ce4cbcc",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.1721,1.5312,NA,101.37,198.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Connor Joe strikes out swinging.",0,2,5,66,"top",9,"2023-06-18T20:37:27.453Z","2023-06-18T20:39:14.847Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.7,9,0.9,0.3969,7.9739,31.958,-14.5266,-8.0157,9.1586,0.4099,1.5,8.7742,-138.2135,-7.4539,-1.7705,50.0021,5.2151,-15.4453,39.6,4.8,24,2301,221,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.1,12.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",3,"2023-06-18T20:38:27.063Z","2023-06-18T20:38:30.716Z",TRUE,"pitch","21604ec0-6d9b-49b1-af6a-2d83e16a80d3",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.0578,1.4539,NA,129.7,155.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Connor Joe strikes out swinging.",0,2,5,66,"top",9,"2023-06-18T20:37:27.453Z","2023-06-18T20:39:14.847Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,84.7,1,0.9,0.404,7.95,32.709,-15.4031,-7.2147,9.0318,-0.3332,3.0977,6.3941,-136.1063,-3.1636,-1.7873,50.0028,5.3559,-13.3984,36,4.8,24,2203,220,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.7,11.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",2,"2023-06-18T20:38:09.007Z","2023-06-18T20:38:13.806Z",TRUE,"pitch","46e9c4d2-ebfc-419d-ae53-e967d6183da9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.1382,1.4187,NA,110.91,142.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Connor Joe strikes out swinging.",0,2,5,66,"top",9,"2023-06-18T20:37:27.453Z","2023-06-18T20:39:14.847Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.2,12,0.9,0.3971,7.9704,33.493,-15.0818,-7.7153,8.8906,0.1597,3.5783,8.1414,-138.401,-2.1925,-1.8305,50.0024,5.4015,-14.8326,39.6,4.8,24,2259,220,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15.7,12.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",1,"2023-06-18T20:37:50.829Z","2023-06-18T20:37:56.884Z",TRUE,"pitch","41ace82e-87e8-4540-b255-5b0f3b81e208",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1159,1.4749,NA,71.94,181.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Connor Joe strikes out swinging.",0,2,5,66,"top",9,"2023-06-18T20:37:27.453Z","2023-06-18T20:39:14.847Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.7,14,0.9,0.396,7.6744,32.8893,-12.8383,-6.8028,9.9951,1.182,2.122,10.2889,-138.652,-6.2587,-1.7042,50.0006,5.276,-13.158,37.2,3.6,24,2297,213,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.8,10,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",0,"2023-06-18T20:37:34.158Z","2023-06-18T20:37:38.720Z",TRUE,"pitch","ce688561-da04-4fc8-9828-be79106a4ea0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2284,1.5031,NA,72.08,149.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Connor Joe strikes out swinging.",0,2,5,66,"top",9,"2023-06-18T20:37:27.453Z","2023-06-18T20:39:14.847Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.4,12,0.9,0.3926,7.6577,33.2771,-13.9535,-6.575,9.2529,1.1785,3.3026,9.8723,-139.8453,-3.2782,-1.5528,50.0011,5.4128,-12.9458,36,3.6,24,2255,215,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.2,9.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",5,"2023-06-18T20:38:54.440Z","2023-06-18T20:39:07.410Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,656582,"/api/v1/people/656582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Connor Joe strikes out swinging.",0,2,5,66,"top",9,"2023-06-18T20:37:27.453Z","2023-06-18T20:39:14.847Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717710,"2023-06-18",5,"2023-06-18T20:37:04.197Z","2023-06-18T20:37:09.849Z",TRUE,"pitch","118f43f3-7a98-4959-ae2f-9fa4dd0c30e6",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.27,1.51,NA,123.45,143.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Carlos Santana strikes out swinging.",0,2,5,65,"top",9,"2023-06-18T20:36:05.859Z","2023-06-18T20:37:09.849Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,467793,"Carlos Santana","/api/v1/people/467793","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.5,11,0.91,0.3926,7.9381,31.2893,-12.9829,-6.767,9.7364,-0.1692,3.5452,6.5138,-139.4966,-2.7889,-1.655,50.0059,5.4135,-13.3433,40.8,3.6,24,2250,222,NA,NA,NA,NA,NA,NA,TRUE,-12.5,17.3,10.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
