"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718763,"2023-04-01",2,"2023-04-01T05:15:34.776Z","2023-04-01T05:15:44.571Z",TRUE,"pitch","2add2d9b-7a7d-4230-b844-8136bb92276d",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.06,1.48,NA,107.15,181.5,"popup","medium","5",84.59,157.16,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Pop Out","field_out","Kolten Wong pops out to third baseman Jose Ramirez.",0,9,4,85,"bottom",9,"2023-04-01T05:14:53.303Z","2023-04-01T05:15:44.571Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,543939,"Kolten Wong","/api/v1/people/543939","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.7,91.4,5,0.91,0.3795,6.4076,29.8677,-17.9567,2.2311,6.72,0.2585,2.1214,1.3122,-143.7278,-7.6782,-0.4922,50.0027,5.9202,4.7185,14.4,3.6,24,2598,179,72.8,65,141,NA,NA,NA,TRUE,-16.8,11,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",1,"2023-04-01T05:15:15.329Z","2023-04-01T05:15:18.896Z",TRUE,"pitch","fffc878f-22f8-42c0-9ea7-0bd5efc7dbdf",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.06,1.48,NA,111.42,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Pop Out","field_out","Kolten Wong pops out to third baseman Jose Ramirez.",0,9,4,85,"bottom",9,"2023-04-01T05:14:53.303Z","2023-04-01T05:15:44.571Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,543939,"Kolten Wong","/api/v1/people/543939","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.8,91.1,8,0.9,0.3799,6.5147,31.3919,-14.3339,2.7683,8.4589,0.1464,1.9214,1.03,-143.8366,-8.5598,-0.5753,50.0001,5.812,5.8356,20.4,3.6,24,2651,178,NA,NA,NA,NA,NA,NA,FALSE,-13.9,13.9,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",0,"2023-04-01T05:14:59.258Z","2023-04-01T05:15:03.579Z",TRUE,"pitch","4870dfd5-7293-43ea-97e0-0d01e8b1ee0d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0581,1.4804,NA,77.99,155.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Pop Out","field_out","Kolten Wong pops out to third baseman Jose Ramirez.",0,9,4,85,"bottom",9,"2023-04-01T05:14:53.303Z","2023-04-01T05:15:44.571Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,543939,"Kolten Wong","/api/v1/people/543939","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.9,91.1,12,0.9,0.3791,6.5095,31.4415,-16.7858,1.5355,7.2704,1.0235,3.0922,3.3854,-144.1103,-5.21,-0.3631,50.006,5.95,3.2508,12,3.6,24,2593,180,NA,NA,NA,NA,NA,NA,FALSE,-15.4,12.4,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",4,"2023-04-01T05:14:30.175Z","2023-04-01T05:14:35.935Z",TRUE,"pitch","c9789ff4-17be-4561-a5f2-2cb5bd610e49",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.13,1.43,NA,121.1,137.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,9,4,84,"bottom",9,"2023-04-01T05:13:17.575Z","2023-04-01T05:14:35.935Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.6,90.7,11,0.9,0.3803,6.5595,31.2943,-16.2812,1.6356,7.5523,-0.1076,3.7466,-0.1797,-143.6884,-3.6233,-0.2571,50.0047,6.0269,3.442,10.8,3.6,24,2673,172,NA,NA,NA,NA,NA,NA,TRUE,-14.8,13.2,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",2,"2023-04-01T05:13:55.977Z","2023-04-01T05:13:59.107Z",TRUE,"pitch","8d410af3-f1c7-4bb5-91c7-3dd43c3aa59e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.13,1.43,NA,108.66,147.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,9,4,84,"bottom",9,"2023-04-01T05:13:17.575Z","2023-04-01T05:14:35.935Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.1,91,12,0.91,0.3789,6.5623,32.1406,-16.8901,3.1005,7.214,0.2188,3.3964,0.6936,-144.32,-4.5668,-0.4274,50.0071,6.0328,6.5714,20.4,3.6,24,2640,175,NA,NA,NA,NA,NA,NA,FALSE,-15.4,12.4,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",1,"2023-04-01T05:13:38.996Z","2023-04-01T05:13:43.886Z",TRUE,"pitch","4c1717f9-4ea6-4cd8-a7cf-65ec57003afc",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.13,1.43,NA,142.86,138.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,9,4,84,"bottom",9,"2023-04-01T05:13:17.575Z","2023-04-01T05:14:35.935Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.1,91.2,11,0.91,0.3781,6.2406,31.4929,-17.349,2.8627,6.9664,-0.6783,3.7221,-1.7345,-144.4655,-3.5243,-0.4442,50.0032,6.0147,6.0927,18,3.6,24,2649,181,NA,NA,NA,NA,NA,NA,FALSE,-15.5,12.1,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",0,"2023-04-01T05:13:23.524Z","2023-04-01T05:13:27.168Z",TRUE,"pitch","c3e5de03-4c7b-4e13-a145-33555ecacee3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.206,1.4304,NA,95.15,188.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,9,4,84,"bottom",9,"2023-04-01T05:13:17.575Z","2023-04-01T05:14:35.935Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,91.2,9,0.9,0.3786,6.5178,32.9445,-16.7849,1.2898,7.2529,0.5731,1.8682,2.5538,-144.5524,-8.4273,-0.4885,50.0012,5.8469,2.735,9.6,3.6,24,2662,173,NA,NA,NA,NA,NA,NA,FALSE,-16,11.6,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",3,"2023-04-01T05:14:19.736Z","2023-04-01T05:14:30.175Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",9,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,677594,"/api/v1/people/677594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,9,4,84,"bottom",9,"2023-04-01T05:13:17.575Z","2023-04-01T05:14:35.935Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",3,"2023-04-01T05:12:52.066Z","2023-04-01T05:12:56.753Z",TRUE,"pitch","cf55fb94-b34c-44eb-8f88-4835889b53c5",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.3327,1.6454,NA,136.51,173.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,9,4,83,"bottom",9,"2023-04-01T05:12:15.821Z","2023-04-01T05:12:56.753Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.4,90.4,4,0.9,0.382,6.5158,32.2218,-17.2371,0.9576,7.1656,-0.5117,2.4025,0.1718,-143.2494,-6.9445,-0.6969,50.0025,5.9305,1.9954,6,3.6,24,2655,171,NA,NA,NA,NA,NA,NA,TRUE,-16.3,11.8,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718763,"2023-04-01",2,"2023-04-01T05:12:34.922Z","2023-04-01T05:12:38.517Z",TRUE,"pitch","5720cbf1-29db-4259-ba28-663b61f87614",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.3538,1.5804,NA,141.47,182.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,9,4,83,"bottom",9,"2023-04-01T05:12:15.821Z","2023-04-01T05:12:56.753Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98,90.5,7,0.91,0.3826,6.2992,30.2993,-19.6632,3.6848,6.0177,-0.6419,2.0897,-1.1679,-142.7106,-7.0704,-0.7082,50.0045,5.8209,7.6642,19.2,4.8,24,2740,180,NA,NA,NA,NA,NA,NA,FALSE,-18.5,9.8,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
