"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717975,"2023-05-29",5,"2023-05-29T21:03:50.697Z","2023-05-29T21:03:59.195Z",TRUE,"pitch","cccc0661-9292-44eb-a539-0afe1bc89bcd",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.3,1.62,NA,130.16,201.74,"ground_ball","soft","3",144.87,183.62,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Juan Yepez grounds out softly to first baseman Nick Pratto.",0,7,0,76,"bottom",9,"2023-05-29T21:02:30.734Z","2023-05-29T21:03:59.195Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,660766,"Juan Yepez","/api/v1/people/660766","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,78.4,13,0.91,0.4401,6.4392,28.1842,-28.6032,-1.0334,2.2827,-0.3453,1.3718,-6.2812,-125.0672,-4.443,2.3461,50.0033,5.5516,-1.6154,6,7.2,24,1881,158,33.6,-59,3,NA,NA,NA,TRUE,-34.2,3.2,3.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",4,"2023-05-29T21:03:33.178Z","2023-05-29T21:03:37.405Z",TRUE,"pitch","4b4f324f-63bf-4332-ad04-20888057dc7d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3971,1.6192,NA,75.1,217.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Juan Yepez grounds out softly to first baseman Nick Pratto.",0,7,0,76,"bottom",9,"2023-05-29T21:02:30.734Z","2023-05-29T21:03:59.195Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,660766,"Juan Yepez","/api/v1/people/660766","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,78,14,0.91,0.4413,6.2769,29.0156,-25.76,-1.5803,4.1273,1.0993,0.8021,-2.8766,-124.9119,-6.1695,2.4787,50.003,5.4686,-2.4561,6,7.2,24,1794,132,NA,NA,NA,NA,NA,NA,FALSE,-31.6,6,3.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",3,"2023-05-29T21:03:11.136Z","2023-05-29T21:03:15.206Z",TRUE,"pitch","0617a3da-2190-4b73-905f-bcf43b813558",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.3,1.62,NA,120.31,167.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Juan Yepez grounds out softly to first baseman Nick Pratto.",0,7,0,76,"bottom",9,"2023-05-29T21:02:30.734Z","2023-05-29T21:03:59.195Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,660766,"Juan Yepez","/api/v1/people/660766","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.9,5,0.92,0.393,6.402,29.8993,-17.1435,4.7724,7.6294,-0.0868,2.6356,-7.9466,-139.1435,-5.672,2.1802,50.001,5.8283,9.4001,22.8,3.6,24,2139,151,NA,NA,NA,NA,NA,NA,FALSE,-16.9,12.8,-7.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",2,"2023-05-29T21:02:48.471Z","2023-05-29T21:02:52.928Z",TRUE,"pitch","cef8aba8-213b-4653-b201-d14c73586bee",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.3,1.62,NA,96,180.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Juan Yepez grounds out softly to first baseman Nick Pratto.",0,7,0,76,"bottom",9,"2023-05-29T21:02:30.734Z","2023-05-29T21:03:59.195Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,660766,"Juan Yepez","/api/v1/people/660766","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.8,6,0.91,0.4011,6.1809,31.5283,-16.2869,5.0271,8.4205,0.551,2.1538,-6.3858,-136.8076,-6.5643,2.2675,50.0016,5.7099,9.4835,24,4.8,24,2127,140,NA,NA,NA,NA,NA,NA,FALSE,-17,13.9,-7.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",1,"2023-05-29T21:02:33.029Z","2023-05-29T21:02:37.791Z",TRUE,"pitch","3b14ea02-a5ff-4330-a70e-e7bdbabf11ea",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.494,1.6914,NA,92.62,195.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Juan Yepez grounds out softly to first baseman Nick Pratto.",0,7,0,76,"bottom",9,"2023-05-29T21:02:30.734Z","2023-05-29T21:03:59.195Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,660766,"Juan Yepez","/api/v1/people/660766","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88,9,0.84,0.3926,6.4492,31.3211,-18.0072,6.6785,7.1851,0.6397,1.6029,-6.7814,-139.5137,-8.3008,2.2339,50.0045,5.8033,13.1699,30,4.8,24,2187,141,NA,NA,NA,NA,NA,NA,FALSE,-18.2,11.4,-10.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",0,"2023-05-29T21:02:09.724Z","2023-05-29T21:02:33.029Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Juan Yepez replaces Paul Goldschmidt.","Offensive Substitution",7,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,660766,"/api/v1/people/660766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","201","76","atBat","Groundout","field_out","Juan Yepez grounds out softly to first baseman Nick Pratto.",0,7,0,76,"bottom",9,"2023-05-29T21:02:30.734Z","2023-05-29T21:03:59.195Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,660766,"Juan Yepez","/api/v1/people/660766","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,502671,"/api/v1/people/502671",NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",5,"2023-05-29T21:01:47.995Z","2023-05-29T21:01:55.263Z",TRUE,"pitch","e030f6fc-8e2f-42d5-9c7b-22c577147a4b",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.43,1.62,NA,111.34,178.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Oscar Mercado strikes out swinging.",0,7,0,75,"bottom",9,"2023-05-29T21:00:01.881Z","2023-05-29T21:01:55.263Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,640458,"Óscar Mercado","/api/v1/people/640458","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.2,5,0.9,0.4316,6.3897,25.2939,-25.0615,0.5274,4.3545,0.1485,2.2218,-5.92,-126.7759,-3.3265,2.4427,50,5.5456,0.8619,0,6,24,1877,167,NA,NA,NA,NA,NA,NA,TRUE,-28.6,7.4,0.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",4,"2023-05-29T21:01:25.271Z","2023-05-29T21:01:29.228Z",TRUE,"pitch","f69ad0aa-d01b-405b-b4c3-025b8bb08fae",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.43,1.62,NA,88.62,186.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Oscar Mercado strikes out swinging.",0,7,0,75,"bottom",9,"2023-05-29T21:00:01.881Z","2023-05-29T21:01:55.263Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,640458,"Óscar Mercado","/api/v1/people/640458","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.9,9,2,0.3851,6.3701,30.6631,-17.1337,6.536,7.331,0.7445,1.9348,-5.7605,-141.9201,-8.2085,1.9454,50.0062,5.9435,13.4151,32.4,4.8,24,2200,147,NA,NA,NA,NA,NA,NA,FALSE,-16.8,11.9,-10.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",3,"2023-05-29T21:01:06.834Z","2023-05-29T21:01:12.664Z",TRUE,"pitch","3981b286-5407-4083-9cad-8f437f1fa796",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.43,1.62,NA,129.66,186.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Oscar Mercado strikes out swinging.",0,7,0,75,"bottom",9,"2023-05-29T21:00:01.881Z","2023-05-29T21:01:55.263Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,640458,"Óscar Mercado","/api/v1/people/640458","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78.8,7,0.91,0.4416,6.2089,22.6792,-29.3467,0.7601,1.8139,-0.3321,1.9316,-6.6257,-123.6423,-3.1851,2.274,50.0046,5.6772,1.1871,0,7.2,24,1799,140,NA,NA,NA,NA,NA,NA,FALSE,-34.8,2.9,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717975,"2023-05-29",2,"2023-05-29T21:00:52.004Z","2023-05-29T21:00:56.086Z",TRUE,"pitch","0404efba-517b-4987-8ce4-c2903ba29686",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3565,1.6192,NA,64.32,164.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Oscar Mercado strikes out swinging.",0,7,0,75,"bottom",9,"2023-05-29T21:00:01.881Z","2023-05-29T21:01:55.263Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,640458,"Óscar Mercado","/api/v1/people/640458","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.6,12,0.91,0.3904,6.5335,28.7337,-17.0424,8.3823,7.5735,1.3821,2.7586,-5.1654,-139.8126,-5.5044,2.1554,50.005,5.8548,16.7538,40.8,4.8,24,2156,141,NA,NA,NA,NA,NA,NA,FALSE,-16.6,12.8,-14.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
