"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716770,"2023-09-01",1,"2023-09-02T01:33:40.576Z","2023-09-02T01:33:48.073Z",TRUE,"pitch","bc323dcf-3899-4e5a-be65-6d3c3ea3a969",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.48,1.68,NA,99.2,165.21,"line_drive","medium","8",123.71,92.75,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Noelvi Marte singles on a line drive to center fielder Mike Tauchman. Stuart Fairchild scores.",1,2,3,71,"bottom",9,"2023-09-02T01:33:38.319Z","2023-09-02T01:33:48.073Z",TRUE,TRUE,FALSE,FALSE,60,0,0,2,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.8,6,2,0.4339,6.3848,25.4972,-30.1635,1.978,1.2418,0.467,2.7248,3.4485,-126.1988,-2.5338,-1.1737,50.0004,6.1696,3.1914,7.2,7.2,24,2559,123,104.9,8,162,NA,NA,NA,FALSE,-34.4,1.9,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
716770,"2023-09-01",0,"2023-09-02T01:32:57.121Z","2023-09-02T01:33:40.576Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Noelvi Marte singles on a line drive to center fielder Mike Tauchman. Stuart Fairchild scores.",1,2,3,71,"bottom",9,"2023-09-02T01:33:38.319Z","2023-09-02T01:33:48.073Z",TRUE,TRUE,FALSE,FALSE,60,0,0,2,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
716770,"2023-09-01",8,"2023-09-02T01:32:11.311Z","2023-09-02T01:32:22.978Z",TRUE,"pitch","9c501921-8d0c-4e91-aa5b-7db7efda1f49",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.61,1.73,NA,116.44,200.83,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Will Benson strikes out swinging. Stuart Fairchild to 3rd. Stuart Fairchild steals (10) 2nd base. Stuart Fairchild to 3rd. Throwing error by catcher Yan Gomes.",0,2,2,70,"bottom",9,"2023-09-02T01:29:12.146Z","2023-09-02T01:32:22.978Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666181,"Will Benson","/api/v1/people/666181","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,80.3,14,2,0.4346,6.539,22.1034,-27.8267,4.1021,2.692,0.0146,1.4055,1.4649,-125.3796,-5.781,-1.108,50.0025,5.9734,6.6191,13.2,7.2,24,2586,138,NA,NA,NA,NA,NA,NA,TRUE,-32.5,4,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,656413,"Stuart Fairchild","/api/v1/people/656413"
716770,"2023-09-01",7,"2023-09-02T01:31:48.669Z","2023-09-02T01:31:52.480Z",TRUE,"pitch","63bcde01-bc88-45b2-842a-432d1d240735",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.4331,1.7303,NA,146.26,207.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Will Benson strikes out swinging. Stuart Fairchild to 3rd. Stuart Fairchild steals (10) 2nd base. Stuart Fairchild to 3rd. Throwing error by catcher Yan Gomes.",0,2,2,70,"bottom",9,"2023-09-02T01:29:12.146Z","2023-09-02T01:32:22.978Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666181,"Will Benson","/api/v1/people/666181","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,82.2,13,2,0.4244,6.4307,23.1934,-26.4102,4.3856,3.404,-0.7675,1.1553,-0.2041,-128.3869,-6.9805,-1.2584,50.0004,5.9263,7.4197,14.4,7.2,24,2571,160,NA,NA,NA,NA,NA,NA,FALSE,-29.8,5,-7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
716770,"2023-09-01",6,"2023-09-02T01:31:27.672Z","2023-09-02T01:31:31.746Z",TRUE,"pitch","c6547635-6e80-4108-9ab6-ded61828f473",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.407,1.7303,NA,134.46,202.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Will Benson strikes out swinging. Stuart Fairchild to 3rd. Stuart Fairchild steals (10) 2nd base. Stuart Fairchild to 3rd. Throwing error by catcher Yan Gomes.",0,2,2,70,"bottom",9,"2023-09-02T01:29:12.146Z","2023-09-02T01:32:22.978Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666181,"Will Benson","/api/v1/people/666181","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.8,13,2,0.3895,6.4448,30.5458,-11.1089,-5.835,10.5092,-0.4579,1.3571,3.3849,-140.3871,-10.7464,-0.9186,50.001,5.9484,-11.694,39.6,3.6,24,2358,217,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
716770,"2023-09-01",5,"2023-09-02T01:30:53.021Z","2023-09-02T01:30:57.577Z",TRUE,"pitch","aae3c1ec-98e3-4425-b000-23288a1d29f2",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.61,1.73,NA,143.21,193.45,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Will Benson strikes out swinging. Stuart Fairchild to 3rd. Stuart Fairchild steals (10) 2nd base. Stuart Fairchild to 3rd. Throwing error by catcher Yan Gomes.",0,2,2,70,"bottom",9,"2023-09-02T01:29:12.146Z","2023-09-02T01:32:22.978Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666181,"Will Benson","/api/v1/people/666181","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82,7,2,0.423,6.4802,26.0771,-28.2276,2.8633,2.3204,-0.6877,1.679,0.2373,-129.3197,-5.4525,-1.1527,50.0021,5.9706,4.8662,9.6,7.2,24,2579,154,NA,NA,NA,NA,NA,NA,FALSE,-31.3,3.2,-5.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
716770,"2023-09-01",4,"2023-09-02T01:30:24.654Z","2023-09-02T01:30:30.018Z",TRUE,"pitch","b3a46dd2-477c-4ce5-8c4d-2e509a35ec0a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.61,1.73,NA,130.53,168.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Will Benson strikes out swinging. Stuart Fairchild to 3rd. Stuart Fairchild steals (10) 2nd base. Stuart Fairchild to 3rd. Throwing error by catcher Yan Gomes.",0,2,2,70,"bottom",9,"2023-09-02T01:29:12.146Z","2023-09-02T01:32:22.978Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666181,"Will Benson","/api/v1/people/666181","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92,85.3,4,2,0.4065,6.4046,25.6705,-20.2603,2.2252,6.4584,-0.355,2.603,1.4638,-134.1283,-5.1588,-1.1947,50.0036,5.9716,4.1035,12,4.8,24,2521,185,NA,NA,NA,NA,NA,NA,FALSE,-21,10.9,-4.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
716770,"2023-09-01",3,"2023-09-02T01:30:01.091Z","2023-09-02T01:30:04.934Z",TRUE,"pitch","64ca76aa-eb98-42fc-a0d0-8181bc562b4e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5373,1.7303,NA,174.98,159.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Will Benson strikes out swinging. Stuart Fairchild to 3rd. Stuart Fairchild steals (10) 2nd base. Stuart Fairchild to 3rd. Throwing error by catcher Yan Gomes.",0,2,2,70,"bottom",9,"2023-09-02T01:29:12.146Z","2023-09-02T01:32:22.978Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666181,"Will Benson","/api/v1/people/666181","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.1,84.7,11,2,0.4076,6.2598,27.991,-21.7347,1.0225,5.7014,-1.5212,2.9332,-0.8441,-134.1902,-4.1279,-1.336,50.0005,6.0323,1.8717,4.8,4.8,24,2388,187,NA,NA,NA,NA,NA,NA,FALSE,-22.3,9.7,-1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
716770,"2023-09-01",1,"2023-09-02T01:29:14.421Z","2023-09-02T01:29:18.328Z",TRUE,"pitch","227eb49d-336a-47af-bc10-32cc7bd95451",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.61,1.73,NA,119.41,182.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Will Benson strikes out swinging. Stuart Fairchild to 3rd. Stuart Fairchild steals (10) 2nd base. Stuart Fairchild to 3rd. Throwing error by catcher Yan Gomes.",0,2,2,70,"bottom",9,"2023-09-02T01:29:12.146Z","2023-09-02T01:32:22.978Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666181,"Will Benson","/api/v1/people/666181","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.4,8,2,0.4312,6.3682,25.5274,-28.4813,4.7124,2.2538,-0.0631,2.0905,1.3198,-126.9465,-4.2713,-1.2016,50.0006,6.0572,7.7036,15.6,7.2,24,2560,154,NA,NA,NA,NA,NA,NA,FALSE,-32.5,3.4,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
716770,"2023-09-01",0,"2023-09-02T01:28:50.437Z","2023-09-02T01:29:14.421Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Stuart Fairchild replaces Christian Encarnacion-Strand.","Offensive Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,656413,"/api/v1/people/656413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","601","70","atBat","Strikeout","strikeout","Will Benson strikes out swinging. Stuart Fairchild to 3rd. Stuart Fairchild steals (10) 2nd base. Stuart Fairchild to 3rd. Throwing error by catcher Yan Gomes.",0,2,2,70,"bottom",9,"2023-09-02T01:29:12.146Z","2023-09-02T01:32:22.978Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666181,"Will Benson","/api/v1/people/666181","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,687952,"/api/v1/people/687952",1,TRUE,FALSE,682622,"Noelvi Marte","/api/v1/people/682622",NA,NA,NA,NA,NA,NA
