"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716685,"2023-09-07",5,"2023-09-08T02:15:10.238Z","2023-09-08T02:15:18.114Z",TRUE,"pitch","a44ca9f8-65e8-496b-9853-c8d6d5526e4c",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.12,1.41,NA,143.02,186.09,"ground_ball","hard","5",99.51,168.69,NA,NA,TRUE,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Seiya Suzuki grounds out sharply, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,6,2,71,"bottom",9,"2023-09-08T02:14:11.047Z","2023-09-08T02:15:18.114Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.5,4,0.91,0.4042,6.727,27.29,-19.009,-7.1905,7.0679,-0.6825,1.9516,9.7757,-135.1201,-2.4355,-3.4001,50.0067,4.1888,-13.4027,30,4.8,24,2473,244,101.1,5,111,NA,NA,NA,TRUE,-19,12.5,11.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716685,"2023-09-07",4,"2023-09-08T02:14:46.406Z","2023-09-08T02:14:49.406Z",TRUE,"pitch","0161e017-5362-471e-aa8b-5a2c402d8c5a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.12,1.41,NA,125.3,171.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Seiya Suzuki grounds out sharply, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,6,2,71,"bottom",9,"2023-09-08T02:14:11.047Z","2023-09-08T02:15:18.114Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,83.6,5,0.91,0.4115,6.703,28.583,-18.8919,-7.6456,7.4021,-0.2177,2.5043,11.0585,-133.0978,-1.034,-3.433,50.0006,4.266,-13.7158,31.2,4.8,24,2482,239,NA,NA,NA,NA,NA,NA,FALSE,-19.3,13.4,11.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716685,"2023-09-07",3,"2023-09-08T02:14:28.572Z","2023-09-08T02:14:33.287Z",TRUE,"pitch","6d360f6b-d387-4e19-aaa2-80637542756e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.0545,1.3911,NA,91.78,156.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Seiya Suzuki grounds out sharply, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,6,2,71,"bottom",9,"2023-09-08T02:14:11.047Z","2023-09-08T02:15:18.114Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.1,3,0.91,0.4049,6.7896,28.5268,-18.5913,-6.8796,7.3237,0.6617,3.0573,12.7699,-135.0956,-0.0797,-3.2255,50.0007,4.3903,-12.7568,28.8,4.8,24,2558,237,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13.4,9.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716685,"2023-09-07",2,"2023-09-08T02:14:13.419Z","2023-09-08T02:14:16.419Z",TRUE,"pitch","171b3fd1-b845-4845-9782-a10650978e2c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0972,1.4113,NA,178.27,154.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Seiya Suzuki grounds out sharply, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,6,2,71,"bottom",9,"2023-09-08T02:14:11.047Z","2023-09-08T02:15:18.114Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.3,11,0.91,0.4073,6.4725,29.5146,-19.4126,-6.4002,6.9712,-1.6074,3.1368,7.0364,-134.5292,0.1355,-3.4268,50.0023,4.4631,-11.7167,27.6,4.8,24,2525,235,NA,NA,NA,NA,NA,NA,FALSE,-19.2,12.8,10.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716685,"2023-09-07",0,"2023-09-08T02:11:47.382Z","2023-09-08T02:12:39.956Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Seiya Suzuki grounds out sharply, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,6,2,71,"bottom",9,"2023-09-08T02:14:11.047Z","2023-09-08T02:15:18.114Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716685,"2023-09-07",1,"2023-09-08T02:12:39.956Z","2023-09-08T02:14:13.419Z",FALSE,"action",NA,NA,"Pitching Change: Paul Sewald replaces Joe Mantiply.","Pitching Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,623149,"/api/v1/people/623149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"71","atBat","Groundout","field_out","Seiya Suzuki grounds out sharply, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,6,2,71,"bottom",9,"2023-09-08T02:14:11.047Z","2023-09-08T02:15:18.114Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716685,"2023-09-07",6,"2023-09-08T02:11:11.058Z","2023-09-08T02:11:21.765Z",TRUE,"pitch","3c448239-2854-4796-b72b-84d4ca5798bc",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.46,1.62,NA,111.84,180.7,"ground_ball","medium","8",105.07,94.04,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Dansby Swanson singles on a ground ball to center fielder Alek Thomas. Nico Hoerner scores. Cody Bellinger to 3rd.",1,6,2,70,"bottom",9,"2023-09-08T02:08:59.771Z","2023-09-08T02:11:21.765Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.2,83.7,8,0.9,0.4129,6.5762,27.4887,-28.3815,10.7886,2.1313,0.1354,2.1511,-10.3034,-132.4807,-2.1967,2.6675,50.0059,5.0591,19.2395,31.2,7.2,24,2127,110,105.9,1,59,NA,NA,NA,FALSE,-29.3,3.6,-17.4,NA,NA,NA,NA,NA,FALSE,FALSE,621020,"Dansby Swanson","/api/v1/people/621020",641355,"Cody Bellinger","/api/v1/people/641355",NA,NA,NA
716685,"2023-09-07",5,"2023-09-08T02:10:42.523Z","2023-09-08T02:10:46.680Z",TRUE,"pitch","86fa7dce-11d4-4ab5-8ea5-f68c6895d5c7",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.46,1.62,NA,112.98,201.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Dansby Swanson singles on a ground ball to center fielder Alek Thomas. Nico Hoerner scores. Cody Bellinger to 3rd.",1,6,2,70,"bottom",9,"2023-09-08T02:08:59.771Z","2023-09-08T02:11:21.765Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.6,76.5,14,0.79,0.452,6.502,24.6812,-33.2728,10.9558,-0.7373,0.1055,1.3911,-9.5114,-121.3744,-1.7647,2.6595,50.0046,5.0364,16.2799,22.8,9.6,24,1811,77,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-1.6,-17.5,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716685,"2023-09-07",4,"2023-09-08T02:10:11.043Z","2023-09-08T02:10:14.055Z",TRUE,"pitch","f0683dde-fb3f-4aba-8bcd-086e44e88ae9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.46,1.62,NA,106.61,212.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Dansby Swanson singles on a ground ball to center fielder Alek Thomas. Nico Hoerner scores. Cody Bellinger to 3rd.",1,6,2,70,"bottom",9,"2023-09-08T02:08:59.771Z","2023-09-08T02:11:21.765Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.1,76.3,14,0.86,0.4542,6.6731,24.1981,-35.2704,9.4321,-2.1037,0.2725,0.9804,-8.7441,-120.7422,-2.1292,2.7209,50.0031,4.9866,13.8835,19.2,10.8,24,1575,80,NA,NA,NA,NA,NA,NA,FALSE,-43.9,-4.1,-14.9,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716685,"2023-09-07",3,"2023-09-08T02:09:51.180Z","2023-09-08T02:09:54.180Z",TRUE,"pitch","b1a37fe1-0dd4-43d5-8f7d-894f0d2062b9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.5206,1.6214,NA,106.65,106.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Dansby Swanson singles on a ground ball to center fielder Alek Thomas. Nico Hoerner scores. Cody Bellinger to 3rd.",1,6,2,70,"bottom",9,"2023-09-08T02:08:59.771Z","2023-09-08T02:11:21.765Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.2,12,0.91,0.4127,6.413,28.761,-22.1913,8.7502,5.5977,0.2715,4.9017,-9.4517,-132.7848,3.2513,2.7423,50.0034,5.277,15.6077,32.4,6,24,2236,108,NA,NA,NA,NA,NA,NA,FALSE,-21.7,11.2,-13.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
