"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718209,"2023-05-13",1,"2023-05-13T02:53:20.461Z","2023-05-13T02:53:31.624Z",TRUE,"pitch","43cbc3fb-e462-40cb-92e7-070f8bc6fa8e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.5,1.63,NA,121.46,176.11,"fly_ball","hard","8",125.92,45.54,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Willi Castro flies out sharply to center fielder Cody Bellinger.",0,6,2,74,"bottom",9,"2023-05-13T02:53:01.896Z","2023-05-13T02:53:31.624Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,650489,"Willi Castro","/api/v1/people/650489","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.9,78.4,5,0.92,0.442,6.4521,23.6498,-30.7577,-1.6868,0.9083,-0.117,2.3212,2.9303,-123.7169,-2.1767,-1.0953,50.0009,5.779,-2.6262,3.6,8.4,24,799,228,102.1,33,381,NA,NA,NA,TRUE,-36.4,1.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",0,"2023-05-13T02:53:04.257Z","2023-05-13T02:53:07.731Z",TRUE,"pitch","4c515927-5375-4e1c-a5ca-1d99f633e50f",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.5,1.63,NA,126.35,144.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Willi Castro flies out sharply to center fielder Cody Bellinger.",0,6,2,74,"bottom",9,"2023-05-13T02:53:01.896Z","2023-05-13T02:53:31.624Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,650489,"Willi Castro","/api/v1/people/650489","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,84.7,2,0.9,0.4086,6.5496,24.7416,-15.2712,-2.6424,9.2547,-0.2453,3.476,3.2025,-133.3184,-2.9948,-1.1107,50.0036,5.6962,-4.8266,15.6,3.6,24,1935,207,NA,NA,NA,NA,NA,NA,FALSE,-15.7,16.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",1,"2023-05-13T02:52:32.876Z","2023-05-13T02:52:40.109Z",TRUE,"pitch","428d6744-bd3b-4b71-bedd-430faa1a8709",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.26,1.6,NA,124.25,177.99,"ground_ball","medium","4",134.53,157.24,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Jorge Polanco grounds out, second baseman Christopher Morel to first baseman Matt Mervis.",0,6,2,73,"bottom",9,"2023-05-13T02:52:07.672Z","2023-05-13T02:52:40.109Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.9,78.9,5,0.91,0.4381,6.4093,25.4826,-31.6356,-1.6188,0.3421,-0.1902,2.2513,2.6771,-125.0844,-2.2536,-1.0645,50.004,5.7605,-2.5627,3.6,8.4,24,1007,223,73.7,-9,16,NA,NA,NA,TRUE,-36.7,0.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",0,"2023-05-13T02:52:14.951Z","2023-05-13T02:52:19.462Z",TRUE,"pitch","f768adfb-433b-4e1f-86fa-4747b5b3afe1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2881,1.6863,NA,144.09,157.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Jorge Polanco grounds out, second baseman Christopher Morel to first baseman Matt Mervis.",0,6,2,73,"bottom",9,"2023-05-13T02:52:07.672Z","2023-05-13T02:52:40.109Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88,81.8,1,0.92,0.4246,6.2883,22.8243,-27.8239,3.4666,2.5734,-0.7108,3.0219,1.0321,-128.2819,-1.1095,-1.5674,50.0054,5.5999,5.864,12,7.2,24,2250,188,NA,NA,NA,NA,NA,NA,FALSE,-30.1,4.7,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",4,"2023-05-13T02:51:40.380Z","2023-05-13T02:51:48.047Z",TRUE,"pitch","85b3e958-d2b9-4222-8af9-21f45053bfb2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.24,1.5,NA,91.91,184.41,"ground_ball","medium","6",100.79,149.73,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Kyle Farmer grounds out, shortstop Dansby Swanson to first baseman Matt Mervis.",0,6,2,72,"bottom",9,"2023-05-13T02:50:46.323Z","2023-05-13T02:51:48.047Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.8,79.2,9,0.92,0.4378,6.61,24.5238,-30.5383,-1.618,1.0338,0.6582,2.0137,4.3687,-124.9633,-3.0746,-0.9003,50.0037,5.7614,-2.5662,3.6,8.4,24,897,225,89.1,-2,32,NA,NA,NA,TRUE,-35.6,1.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",3,"2023-05-13T02:51:22.909Z","2023-05-13T02:51:28.775Z",TRUE,"pitch","b77080f8-3ee2-44e8-acd8-ed37830f2921",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.24,1.5,NA,108.57,188.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Kyle Farmer grounds out, shortstop Dansby Swanson to first baseman Matt Mervis.",0,6,2,72,"bottom",9,"2023-05-13T02:50:46.323Z","2023-05-13T02:51:48.047Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,84.9,8,2,0.4085,6.6282,25.9731,-21.3598,-8.1713,5.9215,0.2211,1.8472,6.565,-133.5668,-5.7195,-1.1945,50.0019,5.5299,-14.9169,31.2,6,24,1880,212,NA,NA,NA,NA,NA,NA,FALSE,-22.4,9.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",2,"2023-05-13T02:51:04.525Z","2023-05-13T02:51:08.275Z",TRUE,"pitch","1808cdd1-f5c4-4ffb-b9a9-f98e07f9a33b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2972,1.4701,NA,6.08,218.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Kyle Farmer grounds out, shortstop Dansby Swanson to first baseman Matt Mervis.",0,6,2,72,"bottom",9,"2023-05-13T02:50:46.323Z","2023-05-13T02:51:48.047Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,82.4,14,0.92,0.423,6.7894,25.7193,-23.8543,1.6364,4.8937,2.9101,0.7413,9.5338,-129.2532,-7.3452,-1.0316,50.0036,5.4386,2.7809,9.6,6,24,2284,191,NA,NA,NA,NA,NA,NA,FALSE,-27.1,7.4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",1,"2023-05-13T02:50:48.678Z","2023-05-13T02:50:53.434Z",TRUE,"pitch","7f221cd9-a038-447e-9610-56c62e2eb1f9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2972,1.4411,NA,96.15,167.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Kyle Farmer grounds out, shortstop Dansby Swanson to first baseman Matt Mervis.",0,6,2,72,"bottom",9,"2023-05-13T02:50:46.323Z","2023-05-13T02:51:48.047Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,84.6,6,0.93,0.4078,6.3499,27.9274,-17.7905,-8.9898,7.8628,0.5469,2.6263,7.4807,-134.1265,-4.6197,-1.1048,50.0032,5.6327,-16.4454,38.4,4.8,24,2064,209,NA,NA,NA,NA,NA,NA,FALSE,-18.6,13.4,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",0,"2023-05-13T02:49:08.714Z","2023-05-13T02:50:48.678Z",FALSE,"action",NA,NA,"Pitching Change: Mark Leiter Jr. replaces Adbert Alzolay.","Pitching Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,643410,"/api/v1/people/643410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"72","atBat","Groundout","field_out","Kyle Farmer grounds out, shortstop Dansby Swanson to first baseman Matt Mervis.",0,6,2,72,"bottom",9,"2023-05-13T02:50:46.323Z","2023-05-13T02:51:48.047Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",643410,"Mark Leiter Jr.","/api/v1/people/643410","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718209,"2023-05-13",2,"2023-05-13T02:47:36.359Z","2023-05-13T02:47:44.891Z",TRUE,"pitch","864b8960-0b50-49df-a563-e5ab71139606",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.09,1.42,NA,85.8,172.1,"ground_ball","medium","6",111.08,146.7,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Forceout","force_out","Seiya Suzuki grounds into a force out, shortstop Carlos Correa to second baseman Jorge Polanco. Ian Happ out at 2nd.",0,6,2,71,"top",9,"2023-05-13T02:46:37.189Z","2023-05-13T02:47:44.891Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",605446,"Dereck Rodríguez","/api/v1/people/605446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Minnesota Twins","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.7,82.3,6,0.92,0.4222,6.6058,24.078,-25.2247,1.9174,4.0641,0.8185,2.4696,3.4484,-129.1679,-4.2167,-0.777,50.0003,6.0371,3.275,8.4,6,24,2304,185,90.2,6,109,NA,NA,NA,TRUE,-27.7,6.7,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
