"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718296,"2023-05-06",3,"2023-05-06T03:52:02.906Z","2023-05-06T03:52:10.775Z",TRUE,"pitch","c9458140-eaa1-4546-9519-1712fe1c8e0e",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.52,1.69,NA,138.8,241.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging, catcher Gabriel Moreno to first baseman Christian Walker.",0,1,3,65,"top",9,"2023-05-06T03:50:40.784Z","2023-05-06T03:52:10.775Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,76.4,13,0.91,0.4581,6.7192,22.6982,-31.7623,-0.2479,0.2834,-0.572,-0.0879,-5.9466,-119.5035,-7.7928,1.9792,50.0033,6.0628,-0.3582,2.4,9.6,24,2632,5,NA,NA,NA,NA,NA,NA,TRUE,-41.6,-1.1,1.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",2,"2023-05-06T03:51:41.106Z","2023-05-06T03:51:46.219Z",TRUE,"pitch","83519dc8-a5d4-416c-8251-dd35013e7695",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.52,1.69,NA,70.35,188.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging, catcher Gabriel Moreno to first baseman Christian Walker.",0,1,3,65,"top",9,"2023-05-06T03:50:40.784Z","2023-05-06T03:52:10.775Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,75.4,14,0.91,0.4596,6.4364,23.5849,-32.2264,-0.2108,-0.0347,1.2237,1.8596,-2.0322,-119.2981,-3.1197,2.1151,50.0032,6.0978,-0.303,1.2,9.6,24,2502,334,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-0.6,0.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",1,"2023-05-06T03:51:20.801Z","2023-05-06T03:51:27.143Z",TRUE,"pitch","78a0deef-8e10-4fdb-a987-eba33198bf70",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.52,1.69,NA,107.71,189.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging, catcher Gabriel Moreno to first baseman Christian Walker.",0,1,3,65,"top",9,"2023-05-06T03:50:40.784Z","2023-05-06T03:52:10.775Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,83.7,8,2,0.4119,6.8413,29.466,-18.7203,10.0206,7.5166,0.2437,1.8144,-7.697,-133.1583,-7.4541,1.8745,50.0046,6.0122,17.938,38.4,6,24,2198,138,NA,NA,NA,NA,NA,NA,FALSE,-20.6,12.1,-16.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",0,"2023-05-06T03:51:03.955Z","2023-05-06T03:51:08.275Z",TRUE,"pitch","72c6451b-35a8-4064-a9d2-258e9b9e56b8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4471,1.564,NA,105.36,177.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging, catcher Gabriel Moreno to first baseman Christian Walker.",0,1,3,65,"top",9,"2023-05-06T03:50:40.784Z","2023-05-06T03:52:10.775Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,84.2,6,2,0.4101,6.6036,28.2524,-18.7419,9.1213,7.4301,0.3054,2.2555,-6.9662,-133.4741,-6.9361,1.7618,50.0015,6.2334,16.4856,37.2,6,24,2107,142,NA,NA,NA,NA,NA,NA,FALSE,-20.3,12.1,-15,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",4,"2023-05-06T03:50:27.347Z","2023-05-06T03:50:35.865Z",TRUE,"pitch","46900584-2c71-4e16-8596-039cec6d81c5",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.19,1.54,NA,133.35,231.87,"popup","medium","3",164.32,160.36,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Keibert Ruiz pops out to first baseman Christian Walker.",0,1,3,64,"top",9,"2023-05-06T03:49:09.236Z","2023-05-06T03:50:35.865Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.1,75.8,13,0.91,0.46,6.5868,24.0324,-33.9992,1.8812,-1.2719,-0.429,0.256,-6.2433,-119.3072,-6.3726,1.9831,50.0045,6.0446,2.6996,2.4,9.6,24,2553,338,53.4,41,140,NA,NA,NA,TRUE,-44.5,-3.7,-1.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",2,"2023-05-06T03:49:57.769Z","2023-05-06T03:50:03.159Z",TRUE,"pitch","0c27e392-b00f-44a0-b645-de89a42c4eee",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.2153,1.5622,NA,105.42,204.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Keibert Ruiz pops out to first baseman Christian Walker.",0,1,3,64,"top",9,"2023-05-06T03:49:09.236Z","2023-05-06T03:50:35.865Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,83.5,14,2,0.4127,6.8847,30.8628,-19.0433,10.2808,7.3774,0.3037,1.2875,-7.7172,-133.1612,-8.6152,1.9159,50.005,5.964,18.3083,38.4,6,24,2196,138,NA,NA,NA,NA,NA,NA,FALSE,-21.4,11.4,-16.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",1,"2023-05-06T03:49:41.134Z","2023-05-06T03:49:45.143Z",TRUE,"pitch","655b802e-8cd6-4036-b301-575c302eb6fc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1842,1.4333,NA,80.46,127.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Keibert Ruiz pops out to first baseman Christian Walker.",0,1,3,64,"top",9,"2023-05-06T03:49:09.236Z","2023-05-06T03:50:35.865Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.1,12,2,0.4081,6.8592,30.8614,-20.8136,9.7737,6.2342,0.9587,4.1182,-5.5657,-134.5442,-1.9294,1.791,50.0023,6.329,17.8083,38.4,6,24,2221,140,NA,NA,NA,NA,NA,NA,FALSE,-21.1,11,-16.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",0,"2023-05-06T03:49:24.417Z","2023-05-06T03:49:28.892Z",TRUE,"pitch","557fdf4c-1652-480d-bd93-a30a63684fe9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1842,1.4987,NA,119.93,198.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Keibert Ruiz pops out to first baseman Christian Walker.",0,1,3,64,"top",9,"2023-05-06T03:49:09.236Z","2023-05-06T03:50:35.865Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.7,8,2,0.4082,7.0448,29.2375,-18.4014,9.5894,7.555,-0.0768,1.5014,-7.8697,-134.2142,-8.7939,1.6485,50.0056,6.1329,17.4855,38.4,6,24,2183,139,NA,NA,NA,NA,NA,NA,FALSE,-20.3,11.9,-15.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",3,"2023-05-06T03:50:10.471Z","2023-05-06T03:50:27.347Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,660688,"/api/v1/people/660688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"64","atBat","Pop Out","field_out","Keibert Ruiz pops out to first baseman Christian Walker.",0,1,3,64,"top",9,"2023-05-06T03:49:09.236Z","2023-05-06T03:50:35.865Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718296,"2023-05-06",8,"2023-05-06T03:48:53.338Z","2023-05-06T03:48:59.071Z",TRUE,"pitch","4373ce0b-99c3-4556-a3f1-fecf54b552c3",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.54,1.76,NA,108.15,188.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Luis Garcia strikes out swinging.",0,1,3,63,"top",9,"2023-05-06T03:46:47.829Z","2023-05-06T03:48:59.071Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,75,8,0.91,0.4618,6.5628,24.0402,-31.1568,-0.3658,0.7188,0.2323,1.8472,-4.3256,-118.877,-3.1676,2.1276,50.0059,6.0427,-0.52,2.4,9.6,24,2558,356,NA,NA,NA,NA,NA,NA,TRUE,-40.4,0.7,1.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
