"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
745022,"2024-04-28",3,"2024-04-28T21:07:57.008Z","2024-04-28T21:08:01.881Z",TRUE,"pitch","054ac73f-d53d-4f7d-a3b5-4ff0bb091957",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.17,1.47,NA,113.27,176.76,"line_drive","medium","5",103.82,163.86,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Luke Maile lines out to third baseman Josh Smith.",0,3,4,66,"top",9,"2024-04-28T21:06:36.273Z","2024-04-28T21:08:01.881Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,571912,"Luke Maile","/api/v1/people/571912","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.9,5,0.9,0.4046,6.0276,30.7909,-18.0647,-8.4897,7.612,0.0979,2.2969,8.9064,-135.5782,-3.925,-2.1333,50.0048,5.0311,-15.7415,36,4.8,24,2380,230,101.6,8,147,NA,NA,NA,TRUE,-18.5,13.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",2,"2024-04-28T21:07:33.787Z","2024-04-28T21:07:39.192Z",TRUE,"pitch","e4cc72b2-f713-4124-88fc-83483e88f5b1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1744,1.4137,NA,141.4,137.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Luke Maile lines out to third baseman Josh Smith.",0,3,4,66,"top",9,"2024-04-28T21:06:36.273Z","2024-04-28T21:08:01.881Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,571912,"Luke Maile","/api/v1/people/571912","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85,11,0.91,0.4034,6.0024,31.1632,-17.0276,-7.9517,8.125,-0.64,3.7421,6.8689,-136.0195,-0.7664,-2.1708,50.006,5.2134,-14.8315,37.2,4.8,24,2305,229,NA,NA,NA,NA,NA,NA,FALSE,-16.7,14.8,12.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",0,"2024-04-28T21:06:51.791Z","2024-04-28T21:06:55.083Z",TRUE,"pitch","3bee42b2-4905-409b-a88c-b0fe7d1c9b72",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.17,1.47,NA,108.89,196.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Luke Maile lines out to third baseman Josh Smith.",0,3,4,66,"top",9,"2024-04-28T21:06:36.273Z","2024-04-28T21:08:01.881Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,571912,"Luke Maile","/api/v1/people/571912","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.7,8,0.91,0.4021,6.0594,29.8891,-15.3879,-9.6981,8.9289,0.2128,1.5534,9.4015,-136.2213,-6.1477,-2.023,50.0003,4.903,-18.2262,44.4,4.8,24,2386,229,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",1,"2024-04-28T21:07:13.812Z","2024-04-28T21:07:18.812Z",FALSE,"stepoff","9aad1a9f-6945-40f3-beb3-302a14266114",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Luke Maile lines out to third baseman Josh Smith.",0,3,4,66,"top",9,"2024-04-28T21:06:36.273Z","2024-04-28T21:08:01.881Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,571912,"Luke Maile","/api/v1/people/571912","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",4,"2024-04-28T21:06:19.725Z","2024-04-28T21:06:22.782Z",TRUE,"pitch","90364f6d-100b-4485-9f5c-a55fb7533968",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.43,1.68,NA,116.65,161.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,3,4,65,"top",9,"2024-04-28T21:05:03.571Z","2024-04-28T21:06:22.782Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86,5,0.92,0.3999,5.9861,30.4355,-17.1453,-8.9986,7.9099,0.0092,2.859,8.9777,-137.0118,-2.8936,-2.1418,50.003,5.1013,-17.0989,40.8,4.8,24,2393,228,NA,NA,NA,NA,NA,NA,TRUE,-16.9,13.9,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,605361,"Nick Martini","/api/v1/people/605361",669352,"Bubba Thompson","/api/v1/people/669352",NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",3,"2024-04-28T21:05:58.548Z","2024-04-28T21:06:01.587Z",TRUE,"pitch","fec484d7-0eba-41d0-9e56-e0ee33cd43dd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4191,1.6748,NA,192.65,155.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,3,4,65,"top",9,"2024-04-28T21:05:03.571Z","2024-04-28T21:06:22.782Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.1,11,0.91,0.3989,6.0362,31.3957,-17.7161,-8.4832,7.5754,-1.9846,3.0756,4.0702,-137.4911,-2.1645,-2.3846,50.0023,5.0796,-16.1885,39.6,4.8,24,2428,231,NA,NA,NA,NA,NA,NA,FALSE,-17.3,13.4,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",2,"2024-04-28T21:05:26.856Z","2024-04-28T21:05:31.179Z",TRUE,"pitch","a8f68b2c-6009-4137-8288-52f568c54b42",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.43,1.68,NA,134.27,196.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,3,4,65,"top",9,"2024-04-28T21:05:03.571Z","2024-04-28T21:06:22.782Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.8,79.6,7,0.91,0.434,6.113,25.7817,-29.4456,-9.7307,1.6914,-0.4532,1.572,7.4543,-126.2306,-2.7294,-2.1808,50.004,5.0389,-15.699,25.2,8.4,24,1570,259,NA,NA,NA,NA,NA,NA,FALSE,-33.7,2.6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",1,"2024-04-28T21:05:05.690Z","2024-04-28T21:05:08.703Z",TRUE,"pitch","b9d4439f-4549-4487-9bb0-d23ae07570d8",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.43,1.68,NA,130.25,200.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,3,4,65,"top",9,"2024-04-28T21:05:03.571Z","2024-04-28T21:06:22.782Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.9,79.7,13,0.92,0.4337,6.146,26.2717,-30.3171,-9.8583,1.1486,-0.3475,1.4093,7.5966,-126.3854,-2.9385,-2.1146,50.0009,5.0271,-15.9125,25.2,8.4,24,1464,258,NA,NA,NA,NA,NA,NA,FALSE,-34.7,1.7,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",0,"2024-04-28T21:04:04.317Z","2024-04-28T21:05:05.690Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,3,4,65,"top",9,"2024-04-28T21:05:03.571Z","2024-04-28T21:06:22.782Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745022,"2024-04-28",7,"2024-04-28T21:03:47.237Z","2024-04-28T21:03:50.617Z",TRUE,"pitch","81f20b1b-ef9e-47d5-a874-cc9f237d43cd",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.3624,1.5538,NA,124.63,224.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Nick Martini walks.",0,3,4,64,"top",9,"2024-04-28T20:57:47.690Z","2024-04-28T21:03:50.617Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,605361,"Nick Martini","/api/v1/people/605361","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.2,79.7,13,0.92,0.4336,6.1044,27.8323,-32.718,-9.1485,-0.3422,-0.2002,0.5244,7.9393,-126.7092,-4.4665,-2.1978,50.0001,4.9478,-14.7547,21.6,9.6,24,1329,260,NA,NA,NA,NA,NA,NA,FALSE,-37.8,-1.4,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,605361,"Nick Martini","/api/v1/people/605361",669352,"Bubba Thompson","/api/v1/people/669352",NA,NA,NA,NA,NA,NA,NA
