"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718569,"2023-04-15",3,"2023-04-15T21:42:19.049Z","2023-04-15T21:42:26.992Z",TRUE,"pitch","8f773e27-419e-4240-985c-bed191282e6d",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.34,1.48,NA,131.54,201.02,"line_drive","medium","1",129.63,182.98,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Wander Franco lines out, pitcher Jordan Romano to first baseman Vladimir Guerrero Jr.",0,2,5,74,"top",9,"2023-04-15T21:41:21.936Z","2023-04-15T21:42:26.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.7,7,0.9,0.4356,7.447,25.4015,-34.4875,2.0096,-1.4447,-0.3814,1.3984,5.1199,-125.7156,-3.5341,-2.7052,50.0029,5.6207,3.2172,7.2,8.4,24,2238,78,91.4,5,111,NA,NA,NA,TRUE,-39.8,-3.2,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718569,"2023-04-15",2,"2023-04-15T21:42:02.014Z","2023-04-15T21:42:06.116Z",TRUE,"pitch","726e4152-99fe-45e1-9cff-234d3a319f7e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1266,1.2333,NA,176.25,136.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Wander Franco lines out, pitcher Jordan Romano to first baseman Vladimir Guerrero Jr.",0,2,5,74,"top",9,"2023-04-15T21:41:21.936Z","2023-04-15T21:42:26.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.1,11,0.9,0.3938,7.5177,32.4916,-12.5486,-2.5114,10.0288,-1.5545,3.7831,4.162,-139.3,-2.6704,-2.7445,50.0042,5.5882,-4.9157,16.8,2.4,24,2299,205,NA,NA,NA,NA,NA,NA,FALSE,-12.1,17.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718569,"2023-04-15",1,"2023-04-15T21:41:45.513Z","2023-04-15T21:41:49.088Z",TRUE,"pitch","8aa61d15-ce69-4147-9e32-6501b265fcf7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3035,1.3457,NA,160.42,129.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Wander Franco lines out, pitcher Jordan Romano to first baseman Vladimir Guerrero Jr.",0,2,5,74,"top",9,"2023-04-15T21:41:21.936Z","2023-04-15T21:42:26.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.1,11,0.91,0.3883,7.3742,34.6501,-11.1287,-2.5016,10.4643,-1.1392,4.0564,4.2826,-141.4763,-3.0292,-2.3531,50.0034,5.8626,-5.0319,19.2,2.4,24,2304,212,NA,NA,NA,NA,NA,NA,FALSE,-10.7,18.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718569,"2023-04-15",0,"2023-04-15T21:41:29.028Z","2023-04-15T21:41:32.454Z",TRUE,"pitch","f237b03b-d958-425a-ae0a-cc6bee8a6470",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3256,1.2558,NA,145.33,178.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Wander Franco lines out, pitcher Jordan Romano to first baseman Vladimir Guerrero Jr.",0,2,5,74,"top",9,"2023-04-15T21:41:21.936Z","2023-04-15T21:42:26.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,78.8,4,0.9,0.4379,7.3132,27.6608,-34.6152,1.0982,-1.5459,-0.7433,2.2271,4.452,-125.5263,-1.718,-2.6894,50.0021,5.7638,1.735,4.8,9.6,24,2222,71,NA,NA,NA,NA,NA,NA,FALSE,-40,-3,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718569,"2023-04-15",2,"2023-04-15T21:40:53.760Z","2023-04-15T21:40:59.039Z",TRUE,"pitch","7735db0a-343f-42c6-b09a-c4bf2067727a",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,1,NA,NA,3.47,1.66,NA,64.76,237.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Yandy Diaz strikes out swinging.",0,2,5,73,"top",9,"2023-04-15T21:40:16.043Z","2023-04-15T21:40:59.039Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89,82.4,14,0.9,0.4242,7.437,27.4669,-35.1799,1.4528,-1.7827,1.3704,0.0417,8.2898,-129.2175,-7.9748,-2.0709,50.0036,5.8787,2.4493,6,8.4,24,2357,63,NA,NA,NA,NA,NA,NA,TRUE,-39.6,-4.9,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,664040,"Brandon Lowe","/api/v1/people/664040",622534,"Manuel Margot","/api/v1/people/622534",666139,"Josh Lowe","/api/v1/people/666139"
718569,"2023-04-15",1,"2023-04-15T21:40:36.089Z","2023-04-15T21:40:39.763Z",TRUE,"pitch","527c342e-d989-40c8-b3aa-356eed32f17f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4054,1.6065,NA,149.9,179.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Yandy Diaz strikes out swinging.",0,2,5,73,"top",9,"2023-04-15T21:40:16.043Z","2023-04-15T21:40:59.039Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.9,13,0.9,0.3964,7.5655,30.6916,-11.0872,-2.7613,10.9027,-0.8632,2.1777,4.51,-138.1607,-7.746,-2.1577,50.0021,5.7623,-5.3405,19.2,2.4,24,2478,198,NA,NA,NA,NA,NA,NA,FALSE,-12,18.4,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718569,"2023-04-15",0,"2023-04-15T21:40:18.630Z","2023-04-15T21:40:22.130Z",TRUE,"pitch","70e5fe46-2d0c-402a-8485-7d38baa6e83f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3612,1.4943,NA,145.9,145.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Yandy Diaz strikes out swinging.",0,2,5,73,"top",9,"2023-04-15T21:40:16.043Z","2023-04-15T21:40:59.039Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,1,0.9,0.4301,7.2814,24.4585,-31.6268,3.3188,0.3338,-0.7583,3.4631,3.6681,-127.0469,0.4931,-2.6486,50.004,5.7673,5.4597,10.8,8.4,24,2237,86,NA,NA,NA,NA,NA,NA,FALSE,-34.8,1,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718569,"2023-04-15",4,"2023-04-15T21:39:33.995Z","2023-04-15T21:39:48.123Z",TRUE,"pitch","aa118a52-a01d-46a2-82ab-6995e3666699",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.32,1.52,NA,143.86,179.47,"fly_ball","medium","8",138.13,105.06,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Brandon Lowe singles on a fly ball to center fielder Kevin Kiermaier. Josh Lowe to 3rd. Manuel Margot to 2nd.",0,2,5,72,"top",9,"2023-04-15T21:37:54.498Z","2023-04-15T21:39:48.123Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,80.9,4,0.9,0.4288,7.7856,25.6867,-34.1868,2.2181,-1.2131,-0.7046,2.1967,3.9201,-127.6076,-2.6446,-2.5477,50.0054,5.9335,3.6673,7.2,8.4,24,2376,58,75.2,41,242,NA,NA,NA,FALSE,-38,-2.5,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664040,"Brandon Lowe","/api/v1/people/664040",622534,"Manuel Margot","/api/v1/people/622534",666139,"Josh Lowe","/api/v1/people/666139"
718569,"2023-04-15",3,"2023-04-15T21:39:10.476Z","2023-04-15T21:39:14.338Z",TRUE,"pitch","d51d0bc1-420c-4876-b786-8380df889ae5",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,2,1,NA,NA,3.32,1.52,NA,118.93,227.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Brandon Lowe singles on a fly ball to center fielder Kevin Kiermaier. Josh Lowe to 3rd. Manuel Margot to 2nd.",0,2,5,72,"top",9,"2023-04-15T21:37:54.498Z","2023-04-15T21:39:48.123Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,80.9,13,0.9,0.43,7.4617,26.9649,-33.4771,0.337,-0.7891,-0.0506,0.4345,5.8318,-127.5264,-6.6566,-2.4139,50.0062,5.7295,0.5531,2.4,8.4,24,2271,66,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-2.8,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718569,"2023-04-15",2,"2023-04-15T21:38:52.496Z","2023-04-15T21:38:57.636Z",TRUE,"pitch","d7a32d23-fc52-4c2f-8fea-b69cf9fe3425",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.1266,1.4132,NA,145.77,177.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Brandon Lowe singles on a fly ball to center fielder Kevin Kiermaier. Josh Lowe to 3rd. Manuel Margot to 2nd.",0,2,5,72,"top",9,"2023-04-15T21:37:54.498Z","2023-04-15T21:39:48.123Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.6,4,0.9,0.4351,7.5695,25.268,-33.83,1.6925,-1.0348,-0.7547,2.2803,4.1143,-125.8277,-1.9204,-2.63,50.0001,5.7915,2.7161,6,8.4,24,2276,82,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-2,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
