"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718643,"2023-04-09",1,"2023-04-09T22:22:52.335Z","2023-04-09T22:23:00.595Z",TRUE,"pitch","a0f81138-9bad-481c-97e1-424a3c94583c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.47,1.7,NA,129.24,181.81,"ground_ball","medium","4",146.57,149.39,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Grounded Into DP","grounded_into_double_play","Matt Duffy grounds into a double play, second baseman Thairo Estrada to shortstop Brandon Crawford to first baseman LaMonte Wade Jr. Vinnie Pasquantino out at 2nd. Matt Duffy out at 1st.",0,1,3,62,"top",9,"2023-04-09T22:22:30.759Z","2023-04-09T22:23:00.595Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,622110,"Matt Duffy","/api/v1/people/622110","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",83.9,75.9,7,2,0.4524,6.0642,25.236,-43.1467,-3.0917,-7.4006,-0.3212,2.1101,8.7686,-121.3745,9.9494,-3.5897,50.0046,1.7242,-4.5839,3.6,10.8,24,1961,352,99.3,-10,12,NA,NA,NA,TRUE,-49.9,-10.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718643,"2023-04-09",0,"2023-04-09T22:22:35.082Z","2023-04-09T22:22:38.724Z",TRUE,"pitch","585c1c07-726e-4043-b175-4327a684227d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5933,1.6867,NA,115.39,181.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Grounded Into DP","grounded_into_double_play","Matt Duffy grounds into a double play, second baseman Thairo Estrada to shortstop Brandon Crawford to first baseman LaMonte Wade Jr. Vinnie Pasquantino out at 2nd. Matt Duffy out at 1st.",0,1,3,62,"top",9,"2023-04-09T22:22:30.759Z","2023-04-09T22:23:00.595Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,622110,"Matt Duffy","/api/v1/people/622110","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",71.8,64.5,8,2,0.5301,5.6188,20.5023,-25.9423,7.5232,5.7878,0.0423,2.1163,5.4892,-104.0695,7.2625,-3.6247,50.0014,1.6749,8.0965,20.4,9.6,24,2433,113,NA,NA,NA,NA,NA,NA,FALSE,-40.9,13.3,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718643,"2023-04-09",0,"2023-04-09T22:22:00.342Z","2023-04-09T22:22:12.860Z",TRUE,"pitch","f7731667-e6ff-4560-b076-cab8fa1d5deb",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.47,1.7,NA,94.35,167.03,"popup","medium","6",83.35,144.26,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Salvador Perez pops out to shortstop Brandon Crawford.",0,1,3,61,"top",9,"2023-04-09T22:21:46.253Z","2023-04-09T22:22:12.860Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",72.7,65.6,6,2,0.523,6.0082,20.1485,-26.3762,6.8,5.2373,0.5942,2.6575,6.7084,-105.2733,8.3432,-3.5335,50.0022,1.7082,7.5277,19.2,9.6,24,2560,133,73.1,56,177,NA,NA,NA,TRUE,-40.3,12.6,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
718643,"2023-04-09",4,"2023-04-09T22:21:19.866Z","2023-04-09T22:21:24.102Z",TRUE,"pitch","165d71d3-ea64-4896-abca-a7fc5d33045f",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.47,1.7,NA,162.03,176.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Catcher Interference","catcher_interf","Vinnie Pasquantino reaches on catcher interference by Blake Sabol. Vinnie Pasquantino to 1st.",0,1,3,60,"top",9,"2023-04-09T22:20:49.351Z","2023-04-09T22:21:24.102Z",TRUE,FALSE,FALSE,FALSE,0,0,2,0,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",84.7,77,13,2,0.4469,5.9422,24.4272,-46.2899,-1.7527,-9.2829,-1.1815,2.3033,6.7217,-122.6003,10.8661,-3.7318,50.0016,1.7658,-2.6669,1.2,12,24,2007,337,NA,NA,NA,NA,NA,NA,FALSE,-52.4,-13.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
718643,"2023-04-09",3,"2023-04-09T22:21:04.270Z","2023-04-09T22:21:08.896Z",TRUE,"pitch","9279f45c-9dc7-4118-baed-e6e6764f8be0",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.47,1.7,NA,149.95,173.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Catcher Interference","catcher_interf","Vinnie Pasquantino reaches on catcher interference by Blake Sabol. Vinnie Pasquantino to 1st.",0,1,3,60,"top",9,"2023-04-09T22:20:49.351Z","2023-04-09T22:21:24.102Z",TRUE,FALSE,FALSE,FALSE,0,0,2,0,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",72.1,65.2,13,2,0.5261,5.9375,19.1761,-25.0263,5.6133,6.5225,-0.8645,2.4328,4.4863,-104.502,7.6272,-3.7756,50.0009,1.6844,6.1471,16.8,9.6,24,2417,110,NA,NA,NA,NA,NA,NA,FALSE,-38.9,14.5,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718643,"2023-04-09",2,"2023-04-09T22:20:51.244Z","2023-04-09T22:20:55.708Z",TRUE,"pitch","fecded53-50cd-4b8a-832b-8de4bfca8bec",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5875,1.7971,NA,163.79,183.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Catcher Interference","catcher_interf","Vinnie Pasquantino reaches on catcher interference by Blake Sabol. Vinnie Pasquantino to 1st.",0,1,3,60,"top",9,"2023-04-09T22:20:49.351Z","2023-04-09T22:21:24.102Z",TRUE,FALSE,FALSE,FALSE,0,0,2,0,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",83.5,76.6,13,2,0.4511,5.9994,21.8909,-44.046,-1.4822,-7.9309,-1.2274,2.0654,6.1312,-121.0579,10.1055,-3.5918,50.0054,1.6809,-2.2179,1.2,12,24,1946,336,NA,NA,NA,NA,NA,NA,FALSE,-51.1,-11.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718643,"2023-04-09",0,"2023-04-09T22:20:44.089Z","2023-04-09T22:20:44.091Z",FALSE,"action",NA,NA,"Defensive Substitution: Mike Yastrzemski replaces left fielder Heliot Ramos, batting 8th, playing left field.","Defensive Sub",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,573262,"/api/v1/people/573262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"7","Outfielder","Outfielder","LF","801","60","atBat","Catcher Interference","catcher_interf","Vinnie Pasquantino reaches on catcher interference by Blake Sabol. Vinnie Pasquantino to 1st.",0,1,3,60,"top",9,"2023-04-09T22:20:49.351Z","2023-04-09T22:21:24.102Z",TRUE,FALSE,FALSE,FALSE,0,0,2,0,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,671218,"/api/v1/people/671218",NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718643,"2023-04-09",1,"2023-04-09T22:20:44.091Z","2023-04-09T22:20:51.244Z",FALSE,"action",NA,NA,"Pitching Change: Tyler Rogers replaces John Brebbia.","Pitching Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,643511,"/api/v1/people/643511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"60","atBat","Catcher Interference","catcher_interf","Vinnie Pasquantino reaches on catcher interference by Blake Sabol. Vinnie Pasquantino to 1st.",0,1,3,60,"top",9,"2023-04-09T22:20:49.351Z","2023-04-09T22:21:24.102Z",TRUE,FALSE,FALSE,FALSE,0,0,2,0,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718643,"2023-04-09",1,"2023-04-09T22:18:16.876Z","2023-04-09T22:18:24.393Z",TRUE,"pitch","a8d55d65-753f-4f8c-b27c-3bbbdb1011b7",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.4,1.66,NA,141.93,181.75,"ground_ball","medium","4",147.58,149.9,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nicky Lopez to first baseman Vinnie Pasquantino.",0,1,3,59,"bottom",8,"2023-04-09T22:17:24.088Z","2023-04-09T22:18:24.393Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,592626,"Joc Pederson","/api/v1/people/592626","L","Left",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Kansas City Royals","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",83.5,77,7,2,0.4504,6.2828,22.588,-24.9808,-0.1737,4.796,-0.6541,2.1124,-8.372,-121.3608,-2.1677,2.8551,50.0016,5.1816,-0.2595,3.6,7.2,24,1844,164,80.7,-13,9,NA,NA,NA,TRUE,-30.7,8.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718643,"2023-04-09",0,"2023-04-09T22:18:03.048Z","2023-04-09T22:18:08.396Z",TRUE,"pitch","20f9c1f0-861e-4eb5-b1bc-6aeb7b46553c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3924,1.6867,NA,110.62,167.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nicky Lopez to first baseman Vinnie Pasquantino.",0,1,3,59,"bottom",8,"2023-04-09T22:17:24.088Z","2023-04-09T22:18:24.393Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,592626,"Joc Pederson","/api/v1/people/592626","L","Left",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",85.6,78.7,5,2,0.4393,6.2874,23.6255,-21.3782,9.9897,6.8485,0.1674,2.6272,-8.9885,-124.4152,-2.8882,2.5192,50.0038,5.5637,15.7515,32.4,7.2,24,1869,115,NA,NA,NA,NA,NA,NA,FALSE,-25.3,12,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
