"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746063,"2024-05-22",2,"2024-05-22T23:25:54.048Z","2024-05-22T23:26:03.294Z",TRUE,"pitch","811aba93-7319-489f-acce-35a2a93c3cc8",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.45,1.67,NA,117.93,184.22,"fly_ball","medium","7",42.42,107.58,NA,NA,NA,NA,NA,NA,NA,NA,"23","atBat","Flyout","field_out","Willy Adames flies out to left fielder Nick Gordon.",0,0,1,23,"top",4,"2024-05-22T23:25:08.414Z","2024-05-22T23:26:03.294Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,74.1,8,0.87,0.4637,5.4358,27.1063,-31.1957,0.7639,0.6978,-0.0244,2.0206,-5.1438,-119.0366,-2.303,2.084,50.0039,5.8809,1.0745,0,9.6,24,2336,305,92.4,41,306,NA,NA,NA,TRUE,-40.6,0.8,0.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",1,"2024-05-22T23:25:35.714Z","2024-05-22T23:25:39.284Z",TRUE,"pitch","68f02c79-8a43-43df-8350-dbf5c7a68358",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.45,1.67,NA,96.14,194.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","atBat","Flyout","field_out","Willy Adames flies out to left fielder Nick Gordon.",0,0,1,23,"top",4,"2024-05-22T23:25:08.414Z","2024-05-22T23:26:03.294Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.9,78.5,9,2,0.4395,5.6358,25.9088,-21.7966,9.671,6.6003,0.5474,1.6228,-6.7669,-124.7871,-5.7157,2.0424,50.0018,5.7471,15.1995,31.2,7.2,24,1986,118,NA,NA,NA,NA,NA,NA,FALSE,-26.5,10.8,-15.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",0,"2024-05-22T23:25:24.371Z","2024-05-22T23:25:29.234Z",TRUE,"pitch","2929fc2d-c334-4554-b3d2-fd30c7bf9f41",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4478,1.7355,NA,127.65,167.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","atBat","Flyout","field_out","Willy Adames flies out to left fielder Nick Gordon.",0,0,1,23,"top",4,"2024-05-22T23:25:08.414Z","2024-05-22T23:26:03.294Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.9,4,2,0.4009,5.6751,30.0252,-13.3516,7.6923,9.9567,-0.2793,2.6366,-8.6373,-136.6007,-5.9639,1.9238,50.0018,5.7657,14.5403,40.8,3.6,24,2207,131,NA,NA,NA,NA,NA,NA,FALSE,-14.2,16.9,-12.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",8,"2024-05-22T23:25:00.650Z","2024-05-22T23:25:05.553Z",TRUE,"pitch","80628b49-374e-4284-8ea1-9b337f426754",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.3,1.61,NA,125.24,175.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.3,5,2,0.3942,5.8286,31.9662,-12.5891,7.1681,10.0236,-0.216,2.336,-8.2195,-139.0834,-6.9972,1.85,50.0033,5.724,14.0069,40.8,3.6,24,2235,132,NA,NA,NA,NA,NA,NA,TRUE,-13.2,16.8,-11.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",7,"2024-05-22T23:24:43.523Z","2024-05-22T23:24:46.701Z",TRUE,"pitch","a978360e-7702-4aca-8933-7795c9c5d434",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.3,1.61,NA,106.45,158.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.2,3,2,0.393,5.6142,34.3492,-13.6248,8.3103,9.4533,0.2768,2.9564,-7.6565,-139.8799,-5.3864,1.9825,50.0069,5.8152,16.3154,44.4,4.8,24,2302,132,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.1,-13.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",5,"2024-05-22T23:24:18.854Z","2024-05-22T23:24:24.888Z",TRUE,"pitch","c1173d2a-c900-4677-b122-f855921ed3bb",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.3,1.61,NA,126.41,201.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,80.1,13,2,0.4312,5.5112,26.5329,-22.646,10.5532,5.8304,-0.2469,1.3939,-8.927,-127.1177,-6.1965,1.9427,50.0007,5.6659,17.2355,32.4,7.2,24,2103,121,NA,NA,NA,NA,NA,NA,FALSE,-26.6,9.2,-17,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",4,"2024-05-22T23:24:01.894Z","2024-05-22T23:24:08.023Z",TRUE,"pitch","a1de72d7-15de-499e-a022-b34579945ad5",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.306,1.7232,NA,159.42,224.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,77.3,13,0.91,0.448,5.5215,26.9956,-29.5095,1.1872,1.764,-1.1128,0.5193,-7.6696,-122.8224,-6.3179,1.9119,50.0031,5.6721,1.7937,0,8.4,24,2459,48,NA,NA,NA,NA,NA,NA,FALSE,-37,1.8,-0.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",3,"2024-05-22T23:23:47.933Z","2024-05-22T23:23:54.853Z",TRUE,"pitch","5c8d93d4-89ad-4b29-a600-f754b926faa3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3072,1.6198,NA,187.68,202.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,75.6,13,0.9,0.4556,5.4451,28.1938,-28.8534,2.0563,2.2806,-1.8543,1.3531,-9.4678,-121.1777,-4.3356,1.8714,50.0037,5.7456,2.9964,2.4,8.4,24,2453,4,NA,NA,NA,NA,NA,NA,FALSE,-37,3.1,-1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",2,"2024-05-22T23:23:33.286Z","2024-05-22T23:23:39.266Z",TRUE,"pitch","000368fa-c44b-4687-9bc2-ca9cb1e8f675",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3063,1.7648,NA,150.05,158.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,85.9,11,2,0.3981,5.6501,34.5657,-14.1317,9.8134,9.44,-0.867,2.9726,-10.6504,-138.2889,-5.1737,1.7832,50.005,5.8364,18.7627,46.8,4.8,24,2343,125,NA,NA,NA,NA,NA,NA,FALSE,-14.6,16,-15.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",1,"2024-05-22T23:23:19.597Z","2024-05-22T23:23:24.723Z",TRUE,"pitch","e12704ce-7b14-4342-8e34-c573ec55da33",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.3,1.61,NA,111.5,179.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.1,78.4,5,2,0.4391,5.5585,27.0733,-23.2071,10.3728,5.6984,0.1442,2.2093,-7.779,-125.1129,-4.2794,1.958,50.0023,5.8619,16.3165,31.2,7.2,24,2074,118,NA,NA,NA,NA,NA,NA,FALSE,-27.7,9.5,-16.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",0,"2024-05-22T23:23:06.724Z","2024-05-22T23:23:11.658Z",TRUE,"pitch","49f2ff06-0e6d-45eb-9624-fc6cd7525333",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.3,1.61,NA,141.24,212.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.3,74.1,13,0.89,0.4633,5.4932,28.5243,-29.4711,2.2078,1.9218,-0.6359,0.9563,-7.0494,-119.4026,-4.6492,2.1018,50.0034,5.6605,3.1063,2.4,8.4,24,2276,72,NA,NA,NA,NA,NA,NA,FALSE,-39.1,2.3,-1.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",6,"2024-05-22T23:24:37.374Z","2024-05-22T23:24:43.523Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,592885,"/api/v1/people/592885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"22","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,1,22,"top",4,"2024-05-22T23:22:46.735Z","2024-05-22T23:25:05.553Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",9,"2024-05-22T23:22:32.122Z","2024-05-22T23:22:41.314Z",TRUE,"pitch","598e2ef5-82ad-4ef8-b0a5-d2be0c62b41c",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.41,1.6,NA,127.75,183.91,"fly_ball","medium","7",42.83,98.43,NA,NA,NA,NA,NA,NA,NA,NA,"21","atBat","Flyout","field_out","William Contreras flies out to left fielder Nick Gordon.",0,0,1,21,"top",4,"2024-05-22T23:19:48.491Z","2024-05-22T23:22:41.314Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,661388,"William Contreras","/api/v1/people/661388","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,75,7,0.92,0.458,5.585,27.2336,-29.2954,0.6459,1.9996,-0.2819,2.0323,-5.8466,-120.4036,-2.6491,2.1125,50.0052,5.7862,0.9319,0,8.4,24,2232,26,94.5,39,323,NA,NA,NA,TRUE,-37.3,3.1,0.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",7,"2024-05-22T23:22:07.084Z","2024-05-22T23:22:12.601Z",TRUE,"pitch","354c767e-769c-4a4e-be24-0d46ff56dcba",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.41,1.6,NA,126.07,156.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","atBat","Flyout","field_out","William Contreras flies out to left fielder Nick Gordon.",0,0,1,21,"top",4,"2024-05-22T23:19:48.491Z","2024-05-22T23:22:41.314Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,661388,"William Contreras","/api/v1/people/661388","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.1,2,2,0.3941,5.4932,33.204,-15.7511,7.5797,8.4082,-0.238,3.0411,-8.6398,-139.3214,-4.7256,1.9282,50.0011,5.8104,14.8024,37.2,4.8,24,2100,128,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.3,-11.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",6,"2024-05-22T23:21:49.349Z","2024-05-22T23:21:54.221Z",TRUE,"pitch","02d49e7c-025f-4533-bf9d-565251efe922",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.41,1.6,NA,142.27,204.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","atBat","Flyout","field_out","William Contreras flies out to left fielder Nick Gordon.",0,0,1,21,"top",4,"2024-05-22T23:19:48.491Z","2024-05-22T23:22:41.314Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,661388,"William Contreras","/api/v1/people/661388","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.2,80.3,13,2,0.4296,5.6344,28.3022,-22.9706,9.4513,5.5983,-0.6628,1.2723,-9.5025,-127.8891,-6.5815,1.887,50.0012,5.701,15.5321,28.8,7.2,24,2030,117,NA,NA,NA,NA,NA,NA,FALSE,-26.9,8.6,-14.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",5,"2024-05-22T23:21:34.045Z","2024-05-22T23:21:37.790Z",TRUE,"pitch","a272911f-3df1-4ac3-950e-564a294751d5",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.3321,1.6454,NA,155.63,232.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","atBat","Flyout","field_out","William Contreras flies out to left fielder Nick Gordon.",0,0,1,21,"top",4,"2024-05-22T23:19:48.491Z","2024-05-22T23:22:41.314Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,661388,"William Contreras","/api/v1/people/661388","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,77.2,13,0.9,0.4511,5.528,24.6285,-29.399,1.4806,1.8587,-1.0135,0.2347,-8.1781,-121.596,-6.7048,2.2061,50.0038,5.5904,2.2114,1.2,8.4,24,2326,30,NA,NA,NA,NA,NA,NA,FALSE,-37.3,1.9,-0.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746063,"2024-05-22",4,"2024-05-22T23:21:16.617Z","2024-05-22T23:21:20.894Z",TRUE,"pitch","9a2ad31c-16c8-40d0-8a72-b4e3c45ff97b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.41,1.6,NA,87.07,175.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","atBat","Flyout","field_out","William Contreras flies out to left fielder Nick Gordon.",0,0,1,21,"top",4,"2024-05-22T23:19:48.491Z","2024-05-22T23:22:41.314Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,661388,"William Contreras","/api/v1/people/661388","R","Right",666200,"Jesús Luzardo","/api/v1/people/666200","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,76,6,0.9,0.4529,5.37,26.1556,-30.5324,0.9386,1.1099,0.7853,2.3616,-3.9731,-121.4394,-2.0789,2.3282,50.0029,5.9126,1.3876,1.2,8.4,24,2435,289,NA,NA,NA,NA,NA,NA,FALSE,-37.8,1.8,-0.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
