"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717787,"2023-06-13",1,"2023-06-14T01:24:52.260Z","2023-06-14T01:24:55.361Z",TRUE,"pitch","d5efe94b-ed68-46e5-b3ef-8f9947549edc",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.7777,1.8402,NA,135.63,176.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Gunnar Henderson flies out to left fielder Daulton Varsho.",0,2,11,65,"bottom",7,"2023-06-14T01:24:49.878Z","2023-06-14T01:26:24.366Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",669952,"Mitch White","/api/v1/people/669952","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.4,7,0.91,0.3989,6.1275,30.5324,-16.4119,-3.9569,8.2586,-0.4886,2.3095,3.3951,-137.3243,-6.9443,-1.2271,50.0065,5.9885,-7.5558,20.4,3.6,24,2198,212,NA,NA,NA,NA,NA,NA,FALSE,-17,13.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",0,"2023-06-14T01:24:16.136Z","2023-06-14T01:24:52.260Z",FALSE,"action",NA,NA,"Defensive Substitution: Nathan Lukes replaces right fielder George Springer, batting 1st, playing right field.","Defensive Sub",2,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664770,"/api/v1/people/664770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"9","Outfielder","Outfielder","RF","101","65","atBat","Flyout","field_out","Gunnar Henderson flies out to left fielder Daulton Varsho.",0,2,11,65,"bottom",7,"2023-06-14T01:24:49.878Z","2023-06-14T01:26:24.366Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",669952,"Mitch White","/api/v1/people/669952","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,543807,"/api/v1/people/543807",TRUE,FALSE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",3,"2023-06-14T01:25:24.488Z","2023-06-14T01:25:37.241Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,683002,"/api/v1/people/683002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Gunnar Henderson flies out to left fielder Daulton Varsho.",0,2,11,65,"bottom",7,"2023-06-14T01:24:49.878Z","2023-06-14T01:26:24.366Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",669952,"Mitch White","/api/v1/people/669952","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",2,"2023-06-14T01:22:29.209Z","2023-06-14T01:22:39.132Z",TRUE,"pitch","cb8df5ff-c23f-47e6-8412-bda1628116ab",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.7,1.72,NA,126.1,168.31,"fly_ball","medium","7",83.46,84.8,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Bo Bichette flies out to left fielder Austin Hays.",0,2,11,64,"top",7,"2023-06-14T01:21:34.508Z","2023-06-14T01:22:39.132Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,666182,"Bo Bichette","/api/v1/people/666182","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,81.1,5,0.9,0.4298,6.3347,22.0331,-29.0279,4.4557,1.9111,-0.2388,2.6101,-0.8212,-126.6634,-4.1434,-0.493,50.0062,6.5473,7.3561,13.2,7.2,24,2302,128,91.9,44,304,NA,NA,NA,TRUE,-32.8,2.9,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",1,"2023-06-14T01:22:12.188Z","2023-06-14T01:22:15.188Z",TRUE,"pitch","95350d90-c578-4a37-9452-1c614c75c693",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.7777,1.7466,NA,56.11,192.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Bo Bichette flies out to left fielder Austin Hays.",0,2,11,64,"top",7,"2023-06-14T01:21:34.508Z","2023-06-14T01:22:39.132Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,666182,"Bo Bichette","/api/v1/people/666182","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,81.7,14,0.9,0.4274,6.5093,22.652,-26.2002,2.6641,3.5803,1.5975,1.7068,3.6828,-127.4656,-6.858,-0.2044,50.0059,6.4604,4.4468,10.8,7.2,24,2289,140,NA,NA,NA,NA,NA,NA,FALSE,-29.9,5.4,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",0,"2023-06-14T01:21:52.956Z","2023-06-14T01:21:56.609Z",TRUE,"pitch","bb22c41f-1a3b-4bf2-adeb-a419812337dd",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.7,1.72,NA,142.2,179.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Bo Bichette flies out to left fielder Austin Hays.",0,2,11,64,"top",7,"2023-06-14T01:21:34.508Z","2023-06-14T01:22:39.132Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,666182,"Bo Bichette","/api/v1/people/666182","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.8,7,0.9,0.3897,6.5146,29.4947,-11.0905,-1.0984,10.521,-0.6611,2.1912,-0.6323,-140.1416,-9.3841,-0.2904,50.0003,6.2927,-2.2002,9.6,2.4,24,2322,197,NA,NA,NA,NA,NA,NA,FALSE,-11.9,17.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",3,"2023-06-14T01:21:16.936Z","2023-06-14T01:21:27.040Z",TRUE,"pitch","dcb71951-52b5-4042-949d-9626f88fcae2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.55,1.63,NA,131.07,168.29,"fly_ball","medium","9",204.63,117.53,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","George Springer flies out to right fielder Anthony Santander.",0,2,11,63,"top",7,"2023-06-14T01:19:58.880Z","2023-06-14T01:21:27.040Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.8,4,0.9,0.4361,6.1881,22.7734,-29.9288,3.9963,1.4055,-0.369,2.6109,-0.7247,-125.1095,-3.8811,-0.5971,50.0051,6.6074,6.4022,12,8.4,24,2373,140,82.5,34,281,NA,NA,NA,TRUE,-34.8,1.9,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA
717787,"2023-06-13",2,"2023-06-14T01:20:58.512Z","2023-06-14T01:21:01.512Z",TRUE,"pitch","49b8c4e8-b359-489f-841b-fcf2189dda8b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.615,1.6763,NA,56.36,175.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","George Springer flies out to right fielder Anthony Santander.",0,2,11,63,"top",7,"2023-06-14T01:19:58.880Z","2023-06-14T01:21:27.040Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.8,14,0.9,0.3883,6.5406,31.8543,-10.2788,-2.229,10.8651,1.5907,2.3493,5.281,-141.0131,-9.3028,-0.0161,50.0023,6.3528,-4.492,15.6,2.4,24,2341,197,NA,NA,NA,NA,NA,NA,FALSE,-11.2,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",1,"2023-06-14T01:20:37.444Z","2023-06-14T01:20:40.669Z",TRUE,"pitch","f68149ed-e8f2-4645-ac13-f948174b5f3a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.6613,1.6996,NA,80.63,157.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","George Springer flies out to right fielder Anthony Santander.",0,2,11,63,"top",7,"2023-06-14T01:19:58.880Z","2023-06-14T01:21:27.040Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,79.5,12,0.9,0.4371,6.3077,23.2896,-28.6427,3.8348,2.2183,0.9542,3.0064,2.0918,-124.9267,-3.124,-0.3901,50.0039,6.6078,6.1099,12,7.2,24,2334,138,NA,NA,NA,NA,NA,NA,FALSE,-33.2,3.6,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",0,"2023-06-14T01:20:20.678Z","2023-06-14T01:20:23.981Z",TRUE,"pitch","56d23dab-ae55-46d0-864c-a12f5061647d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7545,1.7232,NA,70.39,167.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","George Springer flies out to right fielder Anthony Santander.",0,2,11,63,"top",7,"2023-06-14T01:19:58.880Z","2023-06-14T01:21:27.040Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,543807,"George Springer","/api/v1/people/543807","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.5,14,0.89,0.3902,6.5018,30.2941,-11.0086,-0.6549,10.5938,1.2229,2.6322,4.7115,-140.1199,-8.2865,-0.3919,50.0009,6.3387,-1.3092,1.2,2.4,24,2374,192,NA,NA,NA,NA,NA,NA,FALSE,-11.6,17.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",0,"2023-06-14T01:19:43.131Z","2023-06-14T01:19:52.711Z",TRUE,"pitch","f040640a-1a67-405e-b975-cfdcead2b455",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.4,1.64,NA,129.65,174.41,"ground_ball","medium","8",122.47,94.32,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Single","single","Kevin Kiermaier singles on a ground ball to center fielder Aaron Hicks.",0,2,11,62,"top",7,"2023-06-14T01:19:24.480Z","2023-06-14T01:19:52.711Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,595281,"Kevin Kiermaier","/api/v1/people/595281","L","Left",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.5,4,0.91,0.3898,6.3923,31.1383,-9.9614,-1.5945,11.1059,-0.3319,2.384,0.7432,-140.3867,-9.2418,-0.3926,50.0065,6.3631,-3.1903,14.4,2.4,24,2377,194,103.1,-3,27,NA,NA,NA,FALSE,-10.9,18.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA
717787,"2023-06-13",4,"2023-06-14T01:19:14.765Z","2023-06-14T01:19:19.722Z",TRUE,"pitch","d485be5a-4ed0-46c9-aae5-ad9a9dc5ec9e",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,0,NA,NA,3.2193,1.5592,NA,77.5,166.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,11,61,"top",7,"2023-06-14T01:18:16.185Z","2023-06-14T01:19:19.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,643376,"Danny Jansen","/api/v1/people/643376","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,89,12,0.91,0.3862,6.3208,33.6136,-10.053,-3.9589,10.8695,1.0363,2.6705,5.5539,-142.0108,-8.3322,-0.4336,50.0024,6.2884,-8.057,30,2.4,24,2413,197,NA,NA,NA,NA,NA,NA,TRUE,-10.7,18.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",3,"2023-06-14T01:18:53.444Z","2023-06-14T01:18:59.412Z",TRUE,"pitch","e67a5d5a-fb5a-4e83-9a49-1c3fd9a2139c",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.22,1.52,NA,105.97,171.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,11,61,"top",7,"2023-06-14T01:18:16.185Z","2023-06-14T01:19:19.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,643376,"Danny Jansen","/api/v1/people/643376","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.8,6,0.9,0.3889,6.3632,30.6183,-9.0571,0.1397,11.4992,0.2894,2.4988,1.996,-140.602,-9.1897,-0.4467,50.0069,6.3898,0.2809,3.6,2.4,24,2370,201,NA,NA,NA,NA,NA,NA,FALSE,-10,19.2,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",2,"2023-06-14T01:18:37.721Z","2023-06-14T01:18:41.155Z",TRUE,"pitch","bf97454e-68cb-4016-96ad-051f2f3248a4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.196,1.4889,NA,72.51,165.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,11,61,"top",7,"2023-06-14T01:18:16.185Z","2023-06-14T01:19:19.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,643376,"Danny Jansen","/api/v1/people/643376","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81.2,12,0.9,0.4288,6.2589,23.6454,-28.168,4.182,2.4216,1.1671,2.7035,2.8973,-127.2605,-4.2131,-0.5257,50.0054,6.5862,6.9299,14.4,7.2,24,2290,157,NA,NA,NA,NA,NA,NA,FALSE,-31.8,3.7,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",1,"2023-06-14T01:18:18.563Z","2023-06-14T01:18:21.894Z",TRUE,"pitch","e16dc3d1-b8c7-464c-a848-ca312e7ab08a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.22,1.52,NA,137.87,156.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,11,61,"top",7,"2023-06-14T01:18:16.185Z","2023-06-14T01:19:19.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,643376,"Danny Jansen","/api/v1/people/643376","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.4,1,0.91,0.3935,6.3571,31.5091,-8.3404,-1.2764,12.1473,-0.5475,3.0333,0.7038,-139.2509,-7.8278,-0.6378,50.0052,6.4341,-2.5049,13.2,2.4,24,2551,192,NA,NA,NA,NA,NA,NA,FALSE,-9.4,20.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
717787,"2023-06-13",0,"2023-06-14T01:17:28.518Z","2023-06-14T01:18:18.563Z",FALSE,"action",NA,NA,"Pitching Change: Bryan Baker replaces Dean Kremer.","Pitching Substitution",2,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,641329,"/api/v1/people/641329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,11,61,"top",7,"2023-06-14T01:18:16.185Z","2023-06-14T01:19:19.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,643376,"Danny Jansen","/api/v1/people/643376","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,NA,NA,NA
