"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718692,"2023-04-05",1,"2023-04-06T01:57:41.396Z","2023-04-06T01:57:51.089Z",TRUE,"pitch","759a9876-4bb6-4358-b55a-d88d64ce7581",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.34,1.58,NA,100.17,172.57,"fly_ball","medium","6",119.04,121.17,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Hunter Dozier flies out to shortstop Bo Bichette.",0,3,0,70,"bottom",9,"2023-04-06T01:57:39.078Z","2023-04-06T01:57:51.089Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78.7,6,0.91,0.4426,7.2975,22.4117,-33.7074,3.2283,-0.9856,0.4415,2.4523,6.1917,-123.3174,-1.2083,-2.5122,50.0036,5.7687,5.0171,9.6,8.4,24,2197,76,87.6,56,200,NA,NA,NA,TRUE,-39.6,-1.8,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718692,"2023-04-05",0,"2023-04-06T01:57:26.768Z","2023-04-06T01:57:41.396Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Hunter Dozier replaces Nick Pratto.","Offensive Substitution",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,641531,"/api/v1/people/641531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","70","atBat","Flyout","field_out","Hunter Dozier flies out to shortstop Bo Bichette.",0,3,0,70,"bottom",9,"2023-04-06T01:57:39.078Z","2023-04-06T01:57:51.089Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,668472,"/api/v1/people/668472",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718692,"2023-04-05",4,"2023-04-06T01:57:12.253Z","2023-04-06T01:57:17.596Z",TRUE,"pitch","ca678d14-7399-459f-ab62-200427a2ce32",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.4442,1.7374,NA,88.53,182.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,0,69,"bottom",9,"2023-04-06T01:56:21.466Z","2023-04-06T01:57:17.596Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,658668,"Edward Olivares","/api/v1/people/658668","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.4,9,0.88,0.3912,7.4341,29.4493,-9.1306,-3.1721,11.5901,0.7468,2.0932,9.2476,-139.6383,-8.4781,-2.1858,50.0027,5.7574,-6.3077,21.6,2.4,24,2461,194,NA,NA,NA,NA,NA,NA,TRUE,-10.1,19.4,4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,521692,"Salvador Perez","/api/v1/people/521692",NA,NA,NA,NA,NA,NA
718692,"2023-04-05",3,"2023-04-06T01:56:55.448Z","2023-04-06T01:57:00.575Z",TRUE,"pitch","635f9df0-682a-497e-b155-22d33d960771",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.5599,1.7374,NA,127.84,185.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,0,69,"bottom",9,"2023-04-06T01:56:21.466Z","2023-04-06T01:57:17.596Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,658668,"Edward Olivares","/api/v1/people/658668","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.5,7,0.88,0.3938,7.4566,31.2584,-8.2513,-4.5515,12.2117,-0.2845,1.9791,7.3243,-139.0921,-8.5902,-2.3608,50.0024,5.655,-8.9168,36,2.4,24,2414,206,NA,NA,NA,NA,NA,NA,FALSE,-9.5,20.5,6.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718692,"2023-04-05",2,"2023-04-06T01:56:38.408Z","2023-04-06T01:56:42.257Z",TRUE,"pitch","cc4e5588-279f-4e39-bd6a-e646f1727da4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.53,1.68,NA,135.28,201.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,0,69,"bottom",9,"2023-04-06T01:56:21.466Z","2023-04-06T01:57:17.596Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,658668,"Edward Olivares","/api/v1/people/658668","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,79.4,13,0.9,0.4405,7.3186,21.1199,-30.6954,1.9104,0.9378,-0.4796,1.367,4.9657,-123.6148,-4.1835,-2.7503,50.0007,5.6153,3.0003,7.2,8.4,24,2189,74,NA,NA,NA,NA,NA,NA,FALSE,-36.4,1.1,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718692,"2023-04-05",1,"2023-04-06T01:56:23.808Z","2023-04-06T01:56:28.268Z",TRUE,"pitch","ba31c7eb-5241-4f1a-931a-fb8ff9e672af",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4442,1.7664,NA,71,174.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,0,69,"bottom",9,"2023-04-06T01:56:21.466Z","2023-04-06T01:57:17.596Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,658668,"Edward Olivares","/api/v1/people/658668","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,79.9,14,0.91,0.438,7.2571,21.5827,-33.1869,4.248,-0.6344,1.2067,2.3905,7.9676,-124.3825,-1.6382,-2.5723,50.0048,5.773,6.752,13.2,8.4,24,2206,66,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-1.3,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718692,"2023-04-05",0,"2023-04-06T01:56:08.998Z","2023-04-06T01:56:23.808Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Edward Olivares replaces Michael Massey.","Offensive Substitution",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,658668,"/api/v1/people/658668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","501","69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,0,69,"bottom",9,"2023-04-06T01:56:21.466Z","2023-04-06T01:57:17.596Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,658668,"Edward Olivares","/api/v1/people/658668","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,686681,"/api/v1/people/686681",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718692,"2023-04-05",5,"2023-04-06T01:55:31.890Z","2023-04-06T01:55:43.892Z",TRUE,"pitch","b7087d6f-93e8-43a0-9ab7-ae26a59c3d5b",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.53,1.62,NA,122.1,188.36,"ground_ball","medium","7",70.24,137.53,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Salvador Perez singles on a ground ball to left fielder Daulton Varsho.",0,3,0,68,"bottom",9,"2023-04-06T01:53:52.484Z","2023-04-06T01:55:43.892Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,79,8,0.91,0.4415,7.5498,22.6208,-34.481,4.2806,-1.4773,-0.1338,1.8672,3.6403,-123.6331,-3.0692,-2.1768,50.0033,5.9932,6.684,12,9.6,24,2223,63,90.7,4,78,NA,NA,NA,FALSE,-40.8,-3.1,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,521692,"Salvador Perez","/api/v1/people/521692",NA,NA,NA,NA,NA,NA
718692,"2023-04-05",4,"2023-04-06T01:55:13.151Z","2023-04-06T01:55:19.264Z",TRUE,"pitch","4d6d2fb4-26c3-4c50-9c82-a920b2089b55",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.53,1.62,NA,131.01,157.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Salvador Perez singles on a ground ball to left fielder Daulton Varsho.",0,3,0,68,"bottom",9,"2023-04-06T01:53:52.484Z","2023-04-06T01:55:43.892Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.9,1,0.87,0.3926,7.4819,29.8246,-10.7578,-2.786,10.8524,-0.3675,2.997,6.7372,-139.2407,-5.7635,-2.4511,50.0002,5.7982,-5.4974,19.2,2.4,24,2351,202,NA,NA,NA,NA,NA,NA,FALSE,-11,18.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718692,"2023-04-05",3,"2023-04-06T01:54:56.078Z","2023-04-06T01:54:59.270Z",TRUE,"pitch","9896f469-8a1c-43ba-9e49-e60b31c2142f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.6177,1.7085,NA,114.9,106.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Salvador Perez singles on a ground ball to left fielder Daulton Varsho.",0,3,0,68,"bottom",9,"2023-04-06T01:53:52.484Z","2023-04-06T01:55:43.892Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.3,12,0.87,0.3932,7.4457,32.0016,-12.5197,-1.3049,10.0083,0.0551,4.9034,6.1661,-139.4042,-0.9041,-2.0179,50.0004,6.0601,-2.5622,4.8,2.4,24,2305,191,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
