"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
718301,"2023-05-05",3,"2023-05-06T01:59:34.088Z","2023-05-06T01:59:38.840Z",TRUE,"pitch","ca76ab6a-7fb6-4886-bf63-5e234b8d943c",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.28,1.64,NA,83.96,160.89,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trea Turner strikes out swinging.",0,5,3,76,"bottom",9,"2023-05-06T01:58:42.264Z","2023-05-06T01:59:38.840Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,607208,"Trea Turner","/api/v1/people/607208","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.3,87.9,12,0.9,0.3917,6.7906,32.4856,-12.4749,1.2379,9.9545,0.8667,2.8849,6.4027,-140.0042,-7.3617,-1.6135,50.0047,6.3703,2.4507,15.6,3.6,24,2653,183,NA,NA,NA,NA,NA,NA,TRUE,-13,16.6,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718301,"2023-05-05",2,"2023-05-06T01:59:17.188Z","2023-05-06T01:59:21.859Z",TRUE,"pitch","bc96c7c3-787a-4593-b2db-8466165ab820",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.28,1.64,NA,90.88,159.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trea Turner strikes out swinging.",0,5,3,76,"bottom",9,"2023-05-06T01:58:42.264Z","2023-05-06T01:59:38.840Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,607208,"Trea Turner","/api/v1/people/607208","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97,88.4,3,0.9,0.3893,6.9247,33.5451,-9.4172,1.6546,11.3634,0.6853,2.9285,6.2032,-140.9731,-7.8135,-1.763,50.0021,6.3524,3.3131,22.8,2.4,24,2729,185,NA,NA,NA,NA,NA,NA,FALSE,-10.2,19.1,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718301,"2023-05-05",1,"2023-05-06T01:58:44.609Z","2023-05-06T01:58:52.522Z",TRUE,"pitch","bc89a16d-67a8-4705-bb08-6fff57f46c9c",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.28,1.64,NA,125.41,194.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trea Turner strikes out swinging.",0,5,3,76,"bottom",9,"2023-05-06T01:58:42.264Z","2023-05-06T01:59:38.840Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,607208,"Trea Turner","/api/v1/people/607208","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.3,88,8,0.9,0.3919,6.8589,32.2628,-8.2083,1.6021,12.1209,-0.2207,1.6237,4.2518,-139.8879,-10.9933,-1.9699,50.0014,6.1476,3.1665,21.6,2.4,24,2595,181,NA,NA,NA,NA,NA,NA,FALSE,-9.8,19.8,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718301,"2023-05-05",0,"2023-05-06T01:57:46.468Z","2023-05-06T01:58:44.609Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trea Turner strikes out swinging.",0,5,3,76,"bottom",9,"2023-05-06T01:58:42.264Z","2023-05-06T01:59:38.840Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,607208,"Trea Turner","/api/v1/people/607208","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718301,"2023-05-05",9,"2023-05-06T01:57:19.762Z","2023-05-06T01:57:26.060Z",TRUE,"pitch","b6d45145-9fe2-4dc7-9d05-d12750a3b7aa",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.3,1.62,NA,99.4,209.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,5,3,75,"bottom",9,"2023-05-06T01:54:47.104Z","2023-05-06T01:57:26.060Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.8,78.6,14,0.89,0.444,6.7695,25.0724,-37.043,5.268,-3.1626,0.4618,1.0813,4.2782,-123.4499,-5.2052,-1.9793,50.0022,6.3428,8.1124,13.2,10.8,24,2410,74,NA,NA,NA,NA,NA,NA,TRUE,-44.8,-6.7,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624641,"Edmundo Sosa","/api/v1/people/624641",NA,NA,NA,669016,"Brandon Marsh","/api/v1/people/669016"
718301,"2023-05-05",8,"2023-05-06T01:56:58.052Z","2023-05-06T01:57:01.717Z",TRUE,"pitch","2b9ee8a6-77fc-436b-b5ec-0f3ec2aeb730",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.2141,1.6156,NA,182.44,173.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,5,3,75,"bottom",9,"2023-05-06T01:54:47.104Z","2023-05-06T01:57:26.060Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.6,11,0.92,0.3883,7.006,32.9864,-7.8092,-4.7849,12.0978,-1.7167,2.4187,1.3844,-141.2089,-9.6772,-1.5925,50.0035,6.3979,-9.6363,43.2,2.4,24,2293,197,NA,NA,NA,NA,NA,NA,FALSE,-9,20,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624641,"Edmundo Sosa","/api/v1/people/624641",NA,NA,NA,NA,NA,NA
718301,"2023-05-05",6,"2023-05-06T01:56:19.793Z","2023-05-06T01:56:24.693Z",TRUE,"pitch","2a6fa331-fdd0-4043-881a-8a147863cf0d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.3,1.62,NA,115.3,138.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,5,3,75,"bottom",9,"2023-05-06T01:54:47.104Z","2023-05-06T01:57:26.060Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.6,86.7,12,0.9,0.3953,6.8775,33.6897,-10.457,1.5351,11.1901,0.0446,3.7085,4.5895,-139.0331,-5.6033,-1.8327,50.003,6.4564,2.9787,19.2,2.4,24,2627,178,NA,NA,NA,NA,NA,NA,FALSE,-11,19.2,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624641,"Edmundo Sosa","/api/v1/people/624641",NA,NA,NA,NA,NA,NA
718301,"2023-05-05",4,"2023-05-06T01:55:51.793Z","2023-05-06T01:55:54.793Z",TRUE,"pitch","55b24008-716a-45a2-b147-a3dfc502fdd6",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.2734,1.615,NA,154.69,167.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,5,3,75,"bottom",9,"2023-05-06T01:54:47.104Z","2023-05-06T01:57:26.060Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.2,87.7,11,0.83,0.3922,6.7827,32.6819,-7.3454,0.3529,12.5752,-0.9887,2.6254,2.9536,-139.8834,-8.9461,-2.1057,50.0013,6.3533,0.6955,8.4,2.4,24,2715,185,NA,NA,NA,NA,NA,NA,FALSE,-8.6,21,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624641,"Edmundo Sosa","/api/v1/people/624641",NA,NA,NA,NA,NA,NA
718301,"2023-05-05",3,"2023-05-06T01:55:28.588Z","2023-05-06T01:55:33.895Z",TRUE,"pitch","2d7c6203-defb-43a2-9757-b5ea62161b6d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.262,1.6195,NA,110.4,132.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,5,3,75,"bottom",9,"2023-05-06T01:54:47.104Z","2023-05-06T01:57:26.060Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.7,87,12,0.9,0.3945,6.8325,33.0592,-10.7729,1.1819,10.9773,0.1732,3.9417,5.3323,-139.1751,-4.9692,-1.9259,50.0003,6.4722,2.3031,16.8,2.4,24,2662,187,NA,NA,NA,NA,NA,NA,FALSE,-11,19,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624641,"Edmundo Sosa","/api/v1/people/624641",NA,NA,NA,NA,NA,NA
718301,"2023-05-05",2,"2023-05-06T01:55:07.239Z","2023-05-06T01:55:10.239Z",TRUE,"pitch","2c3a6a5b-16c3-4f8a-9b96-2f691e9c2949",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.3,1.62,NA,141.74,143.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Kyle Schwarber strikes out swinging.",0,5,3,75,"bottom",9,"2023-05-06T01:54:47.104Z","2023-05-06T01:57:26.060Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.3,86.9,11,0.89,0.3954,6.661,32.0019,-14.1306,1.1551,9.2922,-0.6492,3.5219,4.2155,-138.7113,-5.1026,-2.3409,50.0063,6.3329,2.243,12,3.6,24,2676,183,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624641,"Edmundo Sosa","/api/v1/people/624641",NA,NA,NA,NA,NA,NA
