"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746239,"2024-05-01",3,"2024-05-01T03:37:19.072Z","2024-05-01T03:37:25.455Z",TRUE,"pitch","86a021ed-bc50-4b53-9d87-1328583b287b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.44,1.67,NA,82.92,158.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Nolan Schanuel flies out to center fielder Johan Rojas.",0,3,5,54,"bottom",7,"2024-05-01T03:36:41.352Z","2024-05-01T03:38:07.759Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,694384,"Nolan Schanuel","/api/v1/people/694384","L","Left",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,83.7,12,2,0.4099,6.1879,30.2655,-18.3453,9.5098,7.6571,0.8942,2.9825,-9.4929,-133.8766,-2.4207,3.2591,50.0031,5.219,17.1759,38.4,6,24,2519,130,NA,NA,NA,NA,NA,NA,FALSE,-19,13.4,-15,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",2,"2024-05-01T03:37:01.785Z","2024-05-01T03:37:06.369Z",TRUE,"pitch","f85bc5c2-7327-479f-83a5-812604d25368",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3292,1.6439,NA,180.28,182.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Nolan Schanuel flies out to center fielder Johan Rojas.",0,3,5,54,"bottom",7,"2024-05-01T03:36:41.352Z","2024-05-01T03:38:07.759Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,694384,"Nolan Schanuel","/api/v1/people/694384","L","Left",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.5,72.8,13,0.9,0.4768,5.9862,24.0878,-31.052,-10.0247,0.8416,-1.6602,2.0952,-7.911,-115.4432,-0.7737,3.1295,50.0034,5.4582,-13.3529,25.2,10.8,24,2718,311,NA,NA,NA,NA,NA,NA,FALSE,-42.2,1.7,20.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",1,"2024-05-01T03:36:43.696Z","2024-05-01T03:36:47.508Z",TRUE,"pitch","3b3b83b5-de7c-4fad-b37b-8a98e932f013",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3961,1.562,NA,119.82,165.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Nolan Schanuel flies out to center fielder Johan Rojas.",0,3,5,54,"bottom",7,"2024-05-01T03:36:41.352Z","2024-05-01T03:38:07.759Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,694384,"Nolan Schanuel","/api/v1/people/694384","L","Left",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.3,5,2,0.4082,6.2158,29.7514,-18.3924,8.7219,7.5612,-0.074,2.7233,-11.1421,-134.3109,-3.3481,2.9997,50.0025,5.298,15.8969,34.8,4.8,24,2404,129,NA,NA,NA,NA,NA,NA,FALSE,-19.1,13.1,-13.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",0,"2024-05-01T03:35:34.466Z","2024-05-01T03:36:43.696Z",FALSE,"action",NA,NA,"Pitching Change: Matt Strahm replaces Yunior Marte.","Pitching Substitution",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,621381,"/api/v1/people/621381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"54","atBat","Flyout","field_out","Nolan Schanuel flies out to center fielder Johan Rojas.",0,3,5,54,"bottom",7,"2024-05-01T03:36:41.352Z","2024-05-01T03:38:07.759Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,694384,"Nolan Schanuel","/api/v1/people/694384","L","Left",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",3,"2024-05-01T03:33:52.209Z","2024-05-01T03:33:59.703Z",TRUE,"pitch","1bcb7607-d42b-43cc-94f1-cc59ffec88ec",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.42,1.67,NA,105.47,188.38,"ground_ball","medium","5",110.7,169.32,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Johan Rojas grounds out, third baseman Luis Rengifo to first baseman Nolan Schanuel.",0,3,5,53,"top",7,"2024-05-01T03:32:50.786Z","2024-05-01T03:33:59.703Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,679032,"Johan Rojas","/api/v1/people/679032","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87,80.1,9,0.94,0.4326,6.8334,25.2406,-25.5273,-5.9931,4.0907,0.3025,1.8667,7.1565,-126.4951,-5.8279,-1.7816,50.002,6.2409,-9.7348,18,7.2,24,1303,214,104.3,-28,3,NA,NA,NA,TRUE,-29.8,6.4,9.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",2,"2024-05-01T03:33:33.076Z","2024-05-01T03:33:37.616Z",TRUE,"pitch","a6c5e3d5-d65b-4b13-bb51-7d98ca8b5201",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3785,1.6188,NA,107.5,195.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Johan Rojas grounds out, third baseman Luis Rengifo to first baseman Nolan Schanuel.",0,3,5,53,"top",7,"2024-05-01T03:32:50.786Z","2024-05-01T03:33:59.703Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,679032,"Johan Rojas","/api/v1/people/679032","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,87.6,8,2,0.3935,6.9196,33.0314,-17.2864,-8.1823,7.5965,0.2492,1.6073,8.3127,-139.5083,-9.3582,-1.7142,50.0046,6.1581,-16.0398,36,4.8,24,2122,205,NA,NA,NA,NA,NA,NA,FALSE,-18.1,11.8,13,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",1,"2024-05-01T03:33:15.823Z","2024-05-01T03:33:19.673Z",TRUE,"pitch","55f1e566-9b6c-4515-9a9c-0e99588f0237",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3872,1.5684,NA,115.25,192.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Johan Rojas grounds out, third baseman Luis Rengifo to first baseman Nolan Schanuel.",0,3,5,53,"top",7,"2024-05-01T03:32:50.786Z","2024-05-01T03:33:59.703Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,679032,"Johan Rojas","/api/v1/people/679032","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,87.2,8,2,0.3938,6.8914,34.4986,-15.5229,-10.1423,8.5223,0.0459,1.6974,8.8875,-139.6337,-9.3254,-1.8768,50.0054,6.1257,-19.8225,44.4,4.8,24,2205,207,NA,NA,NA,NA,NA,NA,FALSE,-16.6,13.4,16.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",0,"2024-05-01T03:32:59.206Z","2024-05-01T03:33:03.285Z",TRUE,"pitch","703156a6-aff4-48b5-b346-2ed1caea9213",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3763,1.6166,NA,133.32,137.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Johan Rojas grounds out, third baseman Luis Rengifo to first baseman Nolan Schanuel.",0,3,5,53,"top",7,"2024-05-01T03:32:50.786Z","2024-05-01T03:33:59.703Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,679032,"Johan Rojas","/api/v1/people/679032","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.2,72.9,11,2,0.4718,6.5592,24.5567,-36.3086,3.5268,-3.0422,-0.4282,3.7632,3.0783,-116.6538,1.8351,-2.2291,50.0001,6.4216,4.7978,8.4,10.8,24,2341,71,NA,NA,NA,NA,NA,NA,FALSE,-47.6,-4.7,-7.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",4,"2024-05-01T03:32:27.303Z","2024-05-01T03:32:34.910Z",TRUE,"pitch","8d6a92a7-24e1-435c-aa61-008b1ab97b02",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.23,1.54,NA,137.36,167.2,"ground_ball","medium","6",121.31,163.06,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Bryson Stott grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",0,3,5,52,"top",7,"2024-05-01T03:30:58.174Z","2024-05-01T03:32:34.910Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,87.7,4,2,0.391,6.9819,34.8527,-15.902,-10.3127,8.2066,-0.5342,2.651,7.5561,-140.6332,-6.8509,-1.9295,50.0055,6.1691,-20.4549,46.8,4.8,24,2067,211,84.1,1,50,NA,NA,NA,TRUE,-16.1,13.4,16.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",3,"2024-05-01T03:32:09.167Z","2024-05-01T03:32:14.650Z",TRUE,"pitch","3982d1bf-88a4-442a-b198-caf5a8d775cd",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.1597,1.5399,NA,155.47,132.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Bryson Stott grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",0,3,5,52,"top",7,"2024-05-01T03:30:58.174Z","2024-05-01T03:32:34.910Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.1,11,2,0.3935,6.7732,33.5514,-11.5941,-3.2897,10.5062,-1.0094,3.931,4.1671,-139.5832,-4.3777,-2.0993,50.0016,6.2925,-6.4438,22.8,2.4,24,2214,212,NA,NA,NA,NA,NA,NA,FALSE,-11.6,18.2,5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",2,"2024-05-01T03:31:51.027Z","2024-05-01T03:31:54.149Z",TRUE,"pitch","2ccf9069-a24c-4536-a981-0509374f0e07",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.1237,1.5336,NA,115.37,166.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Bryson Stott grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",0,3,5,52,"top",7,"2024-05-01T03:30:58.174Z","2024-05-01T03:32:34.910Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.5,77.2,2,0.95,0.4495,6.8191,22.2543,-27.9906,-7.6107,2.7776,0.0427,2.6634,6.8146,-121.5259,-3.0004,-1.7996,50.0024,6.3276,-11.4632,20.4,8.4,24,1336,223,NA,NA,NA,NA,NA,NA,FALSE,-34.4,4.6,12.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",1,"2024-05-01T03:31:34.326Z","2024-05-01T03:31:38.481Z",TRUE,"pitch","1ca1814b-7341-44d3-8ad3-d0101fe12607",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1879,1.5386,NA,153.52,148.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Bryson Stott grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",0,3,5,52,"top",7,"2024-05-01T03:30:58.174Z","2024-05-01T03:32:34.910Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,89.5,11,2,0.3843,6.7821,33.4825,-18.6788,-9.4448,6.5635,-0.9582,3.3507,6.2917,-142.6472,-4.7512,-1.9677,50.0042,6.2192,-19.4233,42,4.8,24,2144,208,NA,NA,NA,NA,NA,NA,FALSE,-17.4,11,15.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",0,"2024-05-01T03:31:16.882Z","2024-05-01T03:31:20.655Z",TRUE,"pitch","06864919-94ad-4126-be1c-9848fe837240",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1705,1.5215,NA,124.98,153.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Bryson Stott grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",0,3,5,52,"top",7,"2024-05-01T03:30:58.174Z","2024-05-01T03:32:34.910Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,88.1,2,2,0.3908,6.8555,32.2917,-18.0486,-7.4311,7.1036,-0.2093,3.17,7.6014,-140.2594,-5.2628,-1.9916,50.0026,6.2509,-14.7774,34.8,4.8,24,2130,206,NA,NA,NA,NA,NA,NA,FALSE,-17.5,11.9,11.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",5,"2024-05-01T03:30:47.449Z","2024-05-01T03:30:50.572Z",TRUE,"pitch","88517358-044b-49dc-a0f8-a5b40e656711",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.84,1.85,NA,112.78,192.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,3,5,51,"top",7,"2024-05-01T03:29:35.372Z","2024-05-01T03:30:50.572Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,75.6,14,2,0.459,6.8051,24.3042,-33.2693,1.8778,-0.7637,0.1106,1.7053,4.6814,-119.5867,-3.5008,-2.1207,50.0007,6.1904,2.7032,6,9.6,24,2352,62,NA,NA,NA,NA,NA,NA,TRUE,-42.7,-2,-4.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",4,"2024-05-01T03:30:28.365Z","2024-05-01T03:30:32.230Z",TRUE,"pitch","4b3de119-0765-414a-9c2f-38d6ac04874e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.5848,1.7,NA,64.69,247.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,3,5,51,"top",7,"2024-05-01T03:29:35.372Z","2024-05-01T03:30:50.572Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,77.4,14,2,0.4508,6.7435,26.3178,-32.8815,3.135,-0.4758,1.3723,-0.3148,7.1232,-121.9848,-8.2245,-2.0051,50.0025,5.9748,4.6744,9.6,9.6,24,2422,54,NA,NA,NA,NA,NA,NA,FALSE,-42,-2.8,-7.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746239,"2024-05-01",3,"2024-05-01T03:30:11.632Z","2024-05-01T03:30:15.143Z",TRUE,"pitch","6182e66e-8d7b-4549-9cc4-fa304329915a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.5982,1.7134,NA,160.16,134.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,3,5,51,"top",7,"2024-05-01T03:29:35.372Z","2024-05-01T03:30:50.572Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,89.8,11,2,0.3823,6.7731,34.0919,-13.1327,-8.8577,9.1647,-1.1324,3.8588,5.3901,-143.4435,-4.7438,-1.8879,50.0042,6.3569,-18.4057,50.4,4.8,24,2239,217,NA,NA,NA,NA,NA,NA,FALSE,-12.5,15.7,14.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
