"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716778,"2023-08-30",4,"2023-08-31T01:13:25.037Z","2023-08-31T01:13:29.878Z",TRUE,"pitch","f785eddc-8059-4182-8b0e-70e13aedfd3f",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.38,1.58,NA,98.26,168.55,"line_drive","hard","4",142,147,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Jon Berti lines out sharply to second baseman Brandon Lowe.",0,3,0,73,"bottom",10,"2023-08-31T01:12:01.730Z","2023-08-31T01:13:29.878Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,542932,"Jon Berti","/api/v1/people/542932","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,80,6,0.91,0.4355,6.8025,23.8117,-39.3516,2.5714,-4.4777,0.4916,2.601,0.506,-125.4575,-2.9049,-0.0465,50.0001,6.9605,4.1252,6,9.6,24,2534,32,105.7,9,177,NA,NA,NA,TRUE,-45.1,-8.5,-4.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716778,"2023-08-30",3,"2023-08-31T01:13:06.932Z","2023-08-31T01:13:10.312Z",TRUE,"pitch","58acdf27-6629-4b5e-8ad1-76049afcca5d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3104,1.5701,NA,89.41,200.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Jon Berti lines out sharply to second baseman Brandon Lowe.",0,3,0,73,"bottom",10,"2023-08-31T01:12:01.730Z","2023-08-31T01:13:29.878Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,542932,"Jon Berti","/api/v1/people/542932","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.1,92.3,14,0.92,0.3737,6.7249,35.2999,-3.9605,-0.3485,12.9776,0.7239,1.4128,2.1954,-146.6596,-13.7144,0.0103,50.0051,6.3901,-0.7578,2.4,1.2,24,2535,187,NA,NA,NA,NA,NA,NA,FALSE,-6,20.9,0.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716778,"2023-08-30",1,"2023-08-31T01:12:36.301Z","2023-08-31T01:12:40.280Z",TRUE,"pitch","d1d12b8f-03da-4e9c-bd6e-a218942bc2cb",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3297,1.4661,NA,108.88,183.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Jon Berti lines out sharply to second baseman Brandon Lowe.",0,3,0,73,"bottom",10,"2023-08-31T01:12:01.730Z","2023-08-31T01:13:29.878Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,542932,"Jon Berti","/api/v1/people/542932","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,91.2,5,0.91,0.3781,6.3448,33.6161,-7.6852,-0.5315,11.5228,0.2129,2.0558,1.4356,-144.8289,-11.2937,-0.22,50.0071,6.4748,-1.1299,4.8,2.4,24,2451,186,NA,NA,NA,NA,NA,NA,FALSE,-8.8,18.8,0.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716778,"2023-08-30",0,"2023-08-31T01:12:17.808Z","2023-08-31T01:12:21.744Z",TRUE,"pitch","88bb4c4e-8356-416a-bf1c-57277c7574c0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3903,1.5813,NA,124.83,172.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Jon Berti lines out sharply to second baseman Brandon Lowe.",0,3,0,73,"bottom",10,"2023-08-31T01:12:01.730Z","2023-08-31T01:13:29.878Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,542932,"Jon Berti","/api/v1/people/542932","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.8,91.3,5,0.92,0.3775,6.7822,33.4833,-7.4076,0.1157,11.61,-0.2054,2.4447,0.5276,-145.0247,-10.3874,-0.4047,50.0026,6.5222,0.2466,2.4,2.4,24,2372,191,NA,NA,NA,NA,NA,NA,FALSE,-8.3,19.2,-0.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716778,"2023-08-30",2,"2023-08-31T01:12:55.005Z","2023-08-31T01:13:06.932Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,542932,"/api/v1/people/542932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Jon Berti lines out sharply to second baseman Brandon Lowe.",0,3,0,73,"bottom",10,"2023-08-31T01:12:01.730Z","2023-08-31T01:13:29.878Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,542932,"Jon Berti","/api/v1/people/542932","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716778,"2023-08-30",0,"2023-08-31T01:11:39.750Z","2023-08-31T01:11:49.626Z",TRUE,"pitch","b3a5c7b2-4d86-4465-9755-02741d4ace15",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.53,1.71,NA,145.85,181.47,"popup","medium","3",160.16,159.5,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Bryan De La Cruz pops out to first baseman Yandy Diaz.",0,3,0,72,"bottom",10,"2023-08-31T01:11:20.516Z","2023-08-31T01:11:49.626Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,78,7,0.91,0.4459,6.1031,24.8517,-39.8683,2.2947,-5.0382,-0.7568,2.1227,-2.0324,-122.9332,-3.3893,-0.2166,50.0025,6.9107,3.5048,4.8,10.8,24,2543,37,87.7,68,135,NA,NA,NA,TRUE,-48,-9.7,-3.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,669394,"Jake Burger","/api/v1/people/669394",NA,NA,NA
716778,"2023-08-30",9,"2023-08-31T01:11:11.360Z","2023-08-31T01:11:16.132Z",TRUE,"pitch","8c5242c0-3093-41ba-bfad-d53fe9ed9e8d",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.56,1.68,NA,108.8,177.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,0,71,"bottom",10,"2023-08-31T01:09:42.291Z","2023-08-31T01:11:16.132Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.3,5,0.91,0.4378,5.8516,26.1513,-40.434,2.5006,-5.2139,0.2151,2.2718,0.3866,-125.2894,-3.1368,-0.2661,50.004,6.8562,3.9613,6,10.8,24,2516,39,NA,NA,NA,NA,NA,NA,TRUE,-46.9,-10,-4.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,669394,"Jake Burger","/api/v1/people/669394",NA,NA,NA
716778,"2023-08-30",7,"2023-08-31T01:10:39.560Z","2023-08-31T01:10:42.817Z",TRUE,"pitch","de4caa6e-abec-4ad2-8aa9-2a243fa3dd05",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.5314,1.6305,NA,188.6,143.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,0,71,"bottom",10,"2023-08-31T01:09:42.291Z","2023-08-31T01:11:16.132Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,90.6,11,0.92,0.3787,6.3689,35.713,-5.6987,-1.1878,12.5112,-1.8783,3.5236,-3.3932,-144.9691,-7.7668,-0.5356,50.0026,6.5935,-2.5136,24,1.2,24,2640,191,NA,NA,NA,NA,NA,NA,FALSE,-6.5,21.1,2.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716778,"2023-08-30",6,"2023-08-31T01:10:20.570Z","2023-08-31T01:10:24.720Z",TRUE,"pitch","7cfe504d-8454-475d-a369-1a5e2df2a181",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.5314,1.5894,NA,159.79,191.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,0,71,"bottom",10,"2023-08-31T01:09:42.291Z","2023-08-31T01:11:16.132Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.6,90.9,13,0.92,0.3792,6.6577,34.5504,-5.3976,-0.9879,12.6777,-1.1225,1.7616,-1.5179,-144.6023,-12.309,-0.4619,50.0047,6.4104,-2.0865,16.8,1.2,24,2526,195,NA,NA,NA,NA,NA,NA,FALSE,-7.2,20.6,2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716778,"2023-08-30",5,"2023-08-31T01:10:02.048Z","2023-08-31T01:10:05.554Z",TRUE,"pitch","73faea27-534f-4899-818e-8dee57aacd6c",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.56,1.68,NA,139.76,166.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,0,71,"bottom",10,"2023-08-31T01:09:42.291Z","2023-08-31T01:11:16.132Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,4,0.89,0.4313,6.0539,25.867,-36.6758,1.1991,-2.7514,-0.5971,2.6756,-1.1521,-126.9757,-3.1404,-0.2934,50.0058,6.8451,1.9595,2.4,9.6,24,2414,52,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-5.5,-1.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
