"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718393,"2023-04-28",4,"2023-04-29T01:46:50.892Z","2023-04-29T01:47:00.797Z",TRUE,"pitch","e108adb4-3e6b-4595-89e6-a3bbcbb346b4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.68,1.79,NA,139.77,195.82,"popup","medium","6",109.58,139.92,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Robert Jr. pops out to shortstop Wander Franco.",0,3,2,74,"bottom",9,"2023-04-29T01:46:33.738Z","2023-04-29T01:47:00.797Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",74.5,67.8,13,0.9,0.5072,7.0811,20.9051,-30.7092,10.4624,1.245,-0.5975,1.5912,-0.2962,-108.4455,2.5313,-1.8153,50.0038,3.784,12.3249,21.6,10.8,24,2280,78,87.4,60,177,NA,NA,NA,TRUE,-46.3,3.4,-18.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",3,"2023-04-29T01:46:35.984Z","2023-04-29T01:46:39.403Z",TRUE,"pitch","bd76cecf-44d4-4677-9e32-81044e3be800",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6018,1.7164,NA,74.13,164.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Robert Jr. pops out to shortstop Wander Franco.",0,3,2,74,"bottom",9,"2023-04-29T01:46:33.738Z","2023-04-29T01:47:00.797Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",74.3,67.6,12,0.89,0.5093,7.0766,20.6076,-31.2069,9.6954,0.8234,1.1248,2.7344,3.008,-107.9777,4.569,-1.5496,50,4.0451,11.3281,21.6,10.8,24,2259,78,NA,NA,NA,NA,NA,NA,FALSE,-46.8,3.2,-18.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",0,"2023-04-29T01:43:56.450Z","2023-04-29T01:44:34.263Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,673357,"/api/v1/people/673357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Robert Jr. pops out to shortstop Wander Franco.",0,3,2,74,"bottom",9,"2023-04-29T01:46:33.738Z","2023-04-29T01:47:00.797Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",1,"2023-04-29T01:44:34.263Z","2023-04-29T01:45:45.244Z",FALSE,"action",NA,NA,"Pitching Change: Kevin Kelly replaces Pete Fairbanks.","Pitching Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,687330,"/api/v1/people/687330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"74","atBat","Pop Out","field_out","Luis Robert Jr. pops out to shortstop Wander Franco.",0,3,2,74,"bottom",9,"2023-04-29T01:46:33.738Z","2023-04-29T01:47:00.797Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",2,"2023-04-29T01:45:45.244Z","2023-04-29T01:46:35.984Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Romy Gonzalez replaces Andrew Vaughn.","Offensive Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,663853,"/api/v1/people/663853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","201","74","atBat","Pop Out","field_out","Luis Robert Jr. pops out to shortstop Wander Franco.",0,3,2,74,"bottom",9,"2023-04-29T01:46:33.738Z","2023-04-29T01:47:00.797Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,683734,"/api/v1/people/683734",NA,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",7,"2023-04-29T01:42:27.938Z","2023-04-29T01:42:34.925Z",TRUE,"pitch","06086319-eb83-469a-8b0f-ef2447ecb063",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.1478,1.4981,NA,88.64,198.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Andrew Vaughn walks.",0,3,2,73,"bottom",9,"2023-04-29T01:40:18.763Z","2023-04-29T01:42:34.925Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,80.1,9,0.9,0.4373,6.6787,23.0652,-40.317,1.6785,-5.1186,0.7441,1.48,1.2805,-124.8365,-5.2941,0.008,50.0015,6.9152,2.6717,3.6,10.8,24,2476,32,NA,NA,NA,NA,NA,NA,FALSE,-47,-10.2,-3.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,643217,"Andrew Benintendi","/api/v1/people/643217",683734,"Andrew Vaughn","/api/v1/people/683734",NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",6,"2023-04-29T01:41:59.560Z","2023-04-29T01:42:02.922Z",TRUE,"pitch","0fd11950-37ba-4c9b-a0ae-ffe1ce5fd40e",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.1495,1.4782,NA,87.42,194.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Andrew Vaughn walks.",0,3,2,73,"bottom",9,"2023-04-29T01:40:18.763Z","2023-04-29T01:42:34.925Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,89.4,9,0.84,0.3889,6.727,28.0501,-12.1926,-0.2177,9.9131,0.7759,1.631,2.9379,-140.203,-11.5636,-0.2518,50.001,6.5753,-0.4394,0,2.4,24,2245,186,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.1,-0.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,643217,"Andrew Benintendi","/api/v1/people/643217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",4,"2023-04-29T01:41:29.409Z","2023-04-29T01:41:36.361Z",TRUE,"pitch","9aaab2e2-0d83-4887-8b0d-49fc960a0f1f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.0633,1.4565,NA,176.55,175.87,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Andrew Vaughn walks.",0,3,2,73,"bottom",9,"2023-04-29T01:40:18.763Z","2023-04-29T01:42:34.925Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,78.1,11,0.9,0.448,6.4113,21.7316,-40.12,1.3108,-5.2345,-1.5623,2.33,-3.2472,-121.7978,-2.9336,-0.3879,50.004,6.9865,1.9887,2.4,10.8,24,2329,40,NA,NA,NA,NA,NA,NA,FALSE,-48.6,-10,-1.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,643217,"Andrew Benintendi","/api/v1/people/643217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",3,"2023-04-29T01:41:02.364Z","2023-04-29T01:41:06.434Z",TRUE,"pitch","4e1b1cd5-9c24-40bb-8f37-545f3046b18e",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.0418,1.4998,NA,90.8,239.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Andrew Vaughn walks.",0,3,2,73,"bottom",9,"2023-04-29T01:40:18.763Z","2023-04-29T01:42:34.925Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,79.7,14,0.9,0.4424,6.5123,21.3827,-35.2989,0.5108,-2.0087,0.6873,-0.0223,1.6646,-123.1713,-9.4858,-0.06,50.0029,6.8091,0.795,1.2,9.6,24,2332,30,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-5.4,-1.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,643217,"Andrew Benintendi","/api/v1/people/643217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718393,"2023-04-28",2,"2023-04-29T01:40:43.687Z","2023-04-29T01:40:47.277Z",TRUE,"pitch","962273e3-2096-4ace-8d4f-aaf8522de38c",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.0633,1.5215,NA,116.98,214.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Andrew Vaughn walks.",0,3,2,73,"bottom",9,"2023-04-29T01:40:18.763Z","2023-04-29T01:42:34.925Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,79.1,14,0.9,0.4444,6.5393,21.6685,-37.6282,1.8936,-3.533,6e-04,0.9003,-0.8007,-122.7206,-6.7041,0.0831,50.0047,6.8294,2.9218,3.6,9.6,24,2247,48,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-7.6,-3.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,643217,"Andrew Benintendi","/api/v1/people/643217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
