"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718571,"2023-04-15",11,"2023-04-15T20:16:20.238Z","2023-04-15T20:16:27.548Z",TRUE,"pitch","1326af72-837d-49ec-8b1d-f7a3c0091d12",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,0,NA,NA,3.48,1.8,NA,141.77,168.79,"ground_ball","medium","8",117.2,94.19,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.7,4,2,0.4031,5.6648,27.841,-22.2163,9.4457,5.3141,-0.6499,2.5921,-8.6992,-135.5578,-3.5246,1.3636,50.0002,5.4482,17.6904,34.8,6,24,2089,129,85.7,-17,9,NA,NA,NA,FALSE,-22.2,9.1,-15.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",9,"2023-04-15T20:15:44.252Z","2023-04-15T20:15:53.192Z",TRUE,"pitch","abcde0a4-2601-48b5-b9fb-061403281c95",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.3611,1.8001,NA,188.41,233.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.5,73.9,13,2,0.473,5.6913,21.1283,-30.0057,-6.9006,1.5937,-1.8735,0.1775,-5.6288,-115.6936,-5.2058,1.4853,50.0012,5.325,-9.3739,18,9.6,24,2687,286,NA,NA,NA,NA,NA,NA,FALSE,-41.3,1.9,13.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",8,"2023-04-15T20:15:25.021Z","2023-04-15T20:15:30.332Z",TRUE,"pitch","7cfb6356-398e-4832-bd61-a8f012435b40",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.2739,1.8001,NA,103.51,162.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.5,73.3,3,2,0.4723,5.7236,21.1591,-28.3562,-6.5485,2.8,0.3538,2.8423,-1.4992,-115.8714,0.0975,1.8596,50.0016,5.5036,-8.9252,18,8.4,24,2700,276,NA,NA,NA,NA,NA,NA,FALSE,-37.7,5.4,12.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",7,"2023-04-15T20:15:04.209Z","2023-04-15T20:15:08.235Z",TRUE,"pitch","c9d85153-b6ae-4be2-8bb2-d5037715b7f4",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.48,1.8,NA,148.57,180.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.9,73,7,2,0.476,5.6896,20.6161,-29.7205,-6.7224,1.8235,-0.8282,2.1408,-3.6129,-114.9108,-1.0813,1.6358,50.0003,5.4961,-9.0174,18,9.6,24,2525,290,NA,NA,NA,NA,NA,NA,FALSE,-40.4,3.4,13.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",6,"2023-04-15T20:14:47.335Z","2023-04-15T20:14:51.570Z",TRUE,"pitch","ffc7687b-2659-48bb-aca2-94dabc4b8e15",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3401,1.8001,NA,67.19,140.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,84.5,12,2,0.4086,5.5638,27.1797,-25.7674,8.4176,3.5134,1.3067,3.6416,-3.8029,-133.7512,-0.3343,1.6486,50.0019,5.6062,15.3442,30,6,24,1933,133,NA,NA,NA,NA,NA,NA,FALSE,-25.7,6.5,-14.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",0,"2023-04-15T20:13:48.248Z","2023-04-15T20:13:48.306Z",FALSE,"action",NA,NA,"Heliot Ramos remains in the game as the right fielder.","Defensive Switch",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,671218,"/api/v1/people/671218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"9","Outfielder","Outfielder","RF","101","88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,664774,"/api/v1/people/664774",NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",1,"2023-04-15T20:13:48.306Z","2023-04-15T20:13:48.310Z",FALSE,"action",NA,NA,"Defensive switch from second base to left field for Thairo Estrada.","Defensive Switch",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,642731,"/api/v1/people/642731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"7","Outfielder","Outfielder","LF","200","88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",2,"2023-04-15T20:13:48.310Z","2023-04-15T20:13:48.314Z",FALSE,"action",NA,NA,"David Villar remains in the game as the second baseman.","Defensive Switch",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,681584,"/api/v1/people/681584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","901","88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,666165,"/api/v1/people/666165",NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",3,"2023-04-15T20:13:48.314Z","2023-04-15T20:14:05.795Z",FALSE,"action",NA,NA,"Pitching Change: Taylor Rogers replaces Tyler Rogers.","Pitching Substitution",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,573124,"/api/v1/people/573124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718571,"2023-04-15",4,"2023-04-15T20:14:05.795Z","2023-04-15T20:14:26.066Z",FALSE,"action",NA,NA,"Spencer Torkelson starts inning at 2nd base.","Runner Placed On Base",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,679529,"/api/v1/people/679529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Miguel Cabrera singles on a ground ball to center fielder Mike Yastrzemski. Spencer Torkelson scores.",1,6,7,88,"bottom",11,"2023-04-15T20:14:45.026Z","2023-04-15T20:16:27.548Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",573124,"Taylor Rogers","/api/v1/people/573124","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,408234,"Miguel Cabrera","/api/v1/people/408234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
