"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717871,"2023-06-06",0,"2023-06-07T01:31:36.364Z","2023-06-07T01:31:46.462Z",TRUE,"pitch","e6420ecc-9647-431e-a7ae-0a5a34b3be28",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.12,1.51,NA,108.33,192.26,"ground_ball","medium","5",110.42,162.07,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Grounded Into DP","grounded_into_double_play","Alex Bregman grounds into a double play, third baseman Santiago Espinal to second baseman Whit Merrifield to first baseman Brandon Belt. Yordan Alvarez out at 2nd. Alex Bregman out at 1st.",0,1,5,63,"top",9,"2023-06-07T01:31:36.364Z","2023-06-07T01:31:46.462Z",TRUE,FALSE,FALSE,TRUE,24,0,0,3,608324,"Alex Bregman","/api/v1/people/608324","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,82.3,9,0.89,0.4147,6.3808,34.3582,-8.9512,-4.5725,13.2078,0.4329,1.79,7.6339,-133.1938,-9.1972,-1.9048,50.0013,5.9788,-8.0392,28.8,2.4,24,2262,202,89.1,-15,8,NA,NA,NA,TRUE,-11.6,21.5,6.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",3,"2023-06-07T01:31:06.012Z","2023-06-07T01:31:14.449Z",TRUE,"pitch","cfb03b30-c906-47d4-b655-6f52875f8807",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,1,NA,NA,3.5165,1.8181,NA,160.86,176.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Yordan Alvarez walks.",0,1,5,62,"top",9,"2023-06-07T01:30:00.403Z","2023-06-07T01:31:14.449Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,83.1,13,0.9,0.4096,5.9998,35.878,-8.3068,-5.5755,13.2501,-1.1508,2.2968,4.5425,-134.9687,-8.347,-2.1513,50.0012,6.0578,-10.0415,39.6,3.6,24,2286,201,NA,NA,NA,NA,NA,NA,FALSE,-10.6,21.8,8.8,NA,NA,NA,FALSE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",2,"2023-06-07T01:30:50.801Z","2023-06-07T01:30:55.612Z",TRUE,"pitch","b7974805-19d8-4762-bf4d-57f40c2baefb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.494,1.8412,NA,177.42,150.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Yordan Alvarez walks.",0,1,5,62,"top",9,"2023-06-07T01:30:00.403Z","2023-06-07T01:31:14.449Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,83.1,11,0.9,0.4101,6.1322,34.5159,-10.1395,-4.5096,12.2528,-1.585,3.2726,3.0577,-134.5714,-5.7431,-2.1615,50.0007,6.1822,-8.1087,32.4,3.6,24,2196,203,NA,NA,NA,NA,NA,NA,FALSE,-11.6,20.9,7.3,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",1,"2023-06-07T01:30:27.463Z","2023-06-07T01:30:31.009Z",TRUE,"pitch","9bdea149-e43e-4b67-9c6d-020817fa1ed4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.449,1.7718,NA,135.44,238.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Yordan Alvarez walks.",0,1,5,62,"top",9,"2023-06-07T01:30:00.403Z","2023-06-07T01:31:14.449Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.4,75.9,13,0.91,0.4557,6.1963,26.8137,-25.1199,-12.3274,4.838,-0.4838,-0.006,7.8401,-120.8732,-8.7796,-2.1923,50.0018,5.9293,-17.9699,31.2,8.4,24,2611,239,NA,NA,NA,NA,NA,NA,FALSE,-33.6,6.5,20,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",0,"2023-06-07T01:30:13.970Z","2023-06-07T01:30:17.646Z",TRUE,"pitch","da69c807-8268-4c35-9312-b0fb38410684",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5614,1.7486,NA,173.22,173.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Yordan Alvarez walks.",0,1,5,62,"top",9,"2023-06-07T01:30:00.403Z","2023-06-07T01:31:14.449Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,83.6,13,0.9,0.4089,6.1385,33.3523,-8.4216,-5.5037,13.1193,-1.4748,2.4342,3.5313,-134.7196,-7.9677,-2.0976,50.0037,6.0517,-9.9658,40.8,3.6,24,2283,199,NA,NA,NA,NA,NA,NA,FALSE,-10.3,22,9,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",8,"2023-06-07T01:29:44.405Z","2023-06-07T01:29:49.393Z",TRUE,"pitch","57eec6c0-6ac1-432a-a436-5c5c1b9e74e0",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.51,1.71,NA,83.56,166.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,1,5,61,"top",9,"2023-06-07T01:27:26.671Z","2023-06-07T01:29:49.393Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,83.6,12,0.9,0.4087,6.2968,33.8871,-7.2065,-3.4574,13.7851,0.8772,2.6605,8.2588,-134.8637,-7.803,-1.7987,50.0043,6.1274,-6.263,25.2,2.4,24,2253,195,NA,NA,NA,NA,NA,NA,TRUE,-9.2,23,4.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",7,"2023-06-07T01:29:22.228Z","2023-06-07T01:29:25.839Z",TRUE,"pitch","d8a94698-8c54-4a8f-b69b-a86021c77fed",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.51,1.71,NA,117.16,154.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,1,5,61,"top",9,"2023-06-07T01:27:26.671Z","2023-06-07T01:29:49.393Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,83.7,2,0.9,0.4082,6.1784,33.2998,-9.5359,-5.773,12.458,-0.0042,3.1249,7.2255,-134.9286,-6.2407,-1.985,50.0032,6.162,-10.4914,38.4,3.6,24,2202,201,NA,NA,NA,NA,NA,NA,FALSE,-11,21.1,8.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",6,"2023-06-07T01:28:59.862Z","2023-06-07T01:29:03.535Z",TRUE,"pitch","0341a6de-4104-42e1-863a-c06cf2c9ee56",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.51,1.71,NA,122.81,161.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,1,5,61,"top",9,"2023-06-07T01:27:26.671Z","2023-06-07T01:29:49.393Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.2,75.3,5,0.91,0.4558,6.0791,26.6412,-25.4977,-10.9269,4.5819,-0.1525,2.8677,7.733,-120.8241,-2.6696,-1.9975,50.0044,6.2609,-15.929,28.8,8.4,24,2664,245,NA,NA,NA,NA,NA,NA,FALSE,-32.3,7.8,17.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",5,"2023-06-07T01:28:39.143Z","2023-06-07T01:28:43.648Z",TRUE,"pitch","337717e0-a85d-463c-ab5b-211817c8a66f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.6288,1.8181,NA,197.36,182.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,1,5,61,"top",9,"2023-06-07T01:27:26.671Z","2023-06-07T01:29:49.393Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,75.5,13,0.91,0.4572,6.1332,24.8552,-28.3048,-10.1722,2.6686,-2.1082,2.0781,3.3568,-120.1283,-3.8017,-2.2079,50.005,6.2178,-14.76,26.4,9.6,24,2526,247,NA,NA,NA,NA,NA,NA,FALSE,-36.2,4.1,17.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717871,"2023-06-06",4,"2023-06-07T01:28:23.539Z","2023-06-07T01:28:26.665Z",TRUE,"pitch","9fa81bb2-5988-436a-9b15-f7c3ac7d7f9c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.6288,1.7486,NA,66.92,190.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,1,5,61,"top",9,"2023-06-07T01:27:26.671Z","2023-06-07T01:29:49.393Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.2,14,0.9,0.4094,6.2436,29.9621,-9.8368,-3.3516,12.3335,1.3139,1.8038,9.6099,-133.9823,-9.3759,-1.89,50.006,6.0595,-6.0728,18,2.4,24,2172,200,NA,NA,NA,NA,NA,NA,FALSE,-12,20.3,4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
