"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718227,"2023-05-10",5,"2023-05-11T01:00:52.098Z","2023-05-11T01:00:57.565Z",TRUE,"pitch","654df9ab-70f4-416c-ac42-822683a30688",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.68,1.76,NA,149.7,188.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,1,2,68,"top",9,"2023-05-11T00:59:18.160Z","2023-05-11T01:00:57.565Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.7,82,13,0.91,0.4209,6.057,28.8487,-32.7722,-10.9324,-0.3463,-0.8578,1.8768,6.9197,-130.4001,-3.2013,-2.1329,50.0049,5.6073,-18.7245,27.6,8.4,24,1683,269,NA,NA,NA,NA,NA,NA,TRUE,-35.4,-1.2,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",4,"2023-05-11T01:00:32.130Z","2023-05-11T01:00:35.300Z",TRUE,"pitch","ddc6c310-f842-4098-acb0-ab5fccb107b1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.5706,1.7447,NA,160.14,223.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,1,2,68,"top",9,"2023-05-11T00:59:18.160Z","2023-05-11T01:00:57.565Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.2,82.1,13,0.9,0.42,6.0601,30.8051,-27.7239,-11.449,2.5928,-1.1317,0.5775,6.9985,-131.014,-6.8471,-2.3668,50.0053,5.3316,-19.6651,31.2,8.4,24,1649,273,NA,NA,NA,NA,NA,NA,FALSE,-30.8,3.2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",2,"2023-05-11T01:00:03.803Z","2023-05-11T01:00:07.848Z",TRUE,"pitch","acb68184-bd1d-4980-9a2e-305014880234",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.68,1.76,NA,137.55,218.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,1,2,68,"top",9,"2023-05-11T00:59:18.160Z","2023-05-11T01:00:57.565Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.3,81.2,13,0.84,0.4249,6.1316,31.0649,-36.4618,-10.1232,-2.5616,-0.5391,0.7559,7.9825,-129.6983,-4.8209,-2.3654,50.0005,5.4682,-16.9762,21.6,9.6,24,1749,271,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-5.6,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",1,"2023-05-11T00:59:46.698Z","2023-05-11T00:59:50.008Z",TRUE,"pitch","abedc93e-e5a9-4699-801b-984fe13f3b4a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6174,1.7447,NA,119.33,228.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,1,2,68,"top",9,"2023-05-11T00:59:18.160Z","2023-05-11T01:00:57.565Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82,13,0.88,0.4225,6.1686,28.8705,-32.8994,-10.5863,-0.4316,-0.061,0.3792,9.1827,-129.9573,-6.3461,-2.276,50.0003,5.3719,-17.9892,25.2,9.6,24,1718,266,NA,NA,NA,NA,NA,NA,FALSE,-36.6,-2.2,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",0,"2023-05-11T00:59:31.422Z","2023-05-11T00:59:35.509Z",TRUE,"pitch","e5d445ce-5cca-438d-aac7-f19bc1e7c92e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.7659,1.8703,NA,151,188.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,1,2,68,"top",9,"2023-05-11T00:59:18.160Z","2023-05-11T01:00:57.565Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.8,81.1,13,0.89,0.4253,5.6307,28.5639,-32.6429,-10.3199,-0.2824,-0.8921,1.856,6.6073,-129.1096,-3.3162,-2.1524,50.0012,5.6869,-17.304,25.2,8.4,24,1668,268,NA,NA,NA,NA,NA,NA,FALSE,-36,-1.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",3,"2023-05-11T01:00:16.697Z","2023-05-11T01:00:32.130Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,666139,"/api/v1/people/666139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,1,2,68,"top",9,"2023-05-11T00:59:18.160Z","2023-05-11T01:00:57.565Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666139,"Josh Lowe","/api/v1/people/666139","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",2,"2023-05-11T00:58:49.296Z","2023-05-11T00:58:55.715Z",TRUE,"pitch","63f98539-1bcf-48dd-a840-e03933258952",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.35,1.56,NA,134.11,187.32,"ground_ball","medium","6",126.36,148.81,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Taylor Walls grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,1,2,67,"top",9,"2023-05-11T00:58:30.988Z","2023-05-11T00:58:55.715Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,670764,"Taylor Walls","/api/v1/people/670764","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.4,81.8,7,0.53,0.4227,5.9185,28.7948,-39.4665,-8.9899,-4.2943,-0.4488,1.9059,7.5885,-129.8853,-1.9859,-2.2492,50.003,5.6992,-15.2641,19.2,9.6,24,1594,268,98.5,-29,4,NA,NA,NA,TRUE,-42.5,-8,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",1,"2023-05-11T00:58:33.316Z","2023-05-11T00:58:37.094Z",TRUE,"pitch","804b4d65-aa0c-40bc-a9c5-345796145629",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2407,1.5448,NA,99.07,166.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Taylor Walls grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,1,2,67,"top",9,"2023-05-11T00:58:30.988Z","2023-05-11T00:58:55.715Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,670764,"Taylor Walls","/api/v1/people/670764","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.1,6,0.89,0.401,5.7058,30.1512,-33.5603,-10.7546,-0.7363,0.4704,2.6819,10.7125,-136.612,-1.2798,-2.1049,50.0008,5.4638,-20.3219,27.6,8.4,24,2091,260,NA,NA,NA,NA,NA,NA,FALSE,-32.4,-1.4,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",0,"2023-05-11T00:58:16.094Z","2023-05-11T00:58:33.316Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Taylor Walls replaces Isaac Paredes.","Offensive Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,670764,"/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","67","atBat","Groundout","field_out","Taylor Walls grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,1,2,67,"top",9,"2023-05-11T00:58:30.988Z","2023-05-11T00:58:55.715Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,670764,"Taylor Walls","/api/v1/people/670764","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,670623,"/api/v1/people/670623",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718227,"2023-05-10",2,"2023-05-11T00:57:43.298Z","2023-05-11T00:57:49.533Z",TRUE,"pitch","89b6f771-2f34-4632-8774-ce3f88573f86",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.37,1.54,NA,119.75,175.3,"ground_ball","medium","4",144.58,151.1,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Luke Raley grounds out, second baseman Adam Frazier to first baseman Ryan Mountcastle.",0,1,2,66,"top",9,"2023-05-11T00:57:40.917Z","2023-05-11T00:57:49.533Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,670042,"Luke Raley","/api/v1/people/670042","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.9,5,0.88,0.4017,6.0807,30.4228,-34.332,-11.0422,-1.1419,-0.0721,2.351,9.3793,-136.4294,-1.8807,-2.1224,50.0066,5.4189,-20.7899,28.8,8.4,24,2120,258,96.3,-11,13,NA,NA,NA,TRUE,-33.5,-2.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
