"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","isSubstitution","details.isOut","replacedPlayer.id","replacedPlayer.link","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716655,"2023-09-09",2,"2023-09-10T01:00:32.129Z","2023-09-10T01:00:36.953Z",TRUE,"pitch","69f9da1c-9e7d-4ab4-af16-a889646e1a5a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.1232,1.4621,NA,100.32,189.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Nolan Arenado called out on strikes.",0,4,3,56,"top",7,"2023-09-10T01:00:04.147Z","2023-09-10T01:01:00.733Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.6,84.1,9,0.91,0.4133,6.5956,25.2452,-23.8287,2.0503,4.6771,0.4375,1.8129,4.1621,-131.9903,-5.6214,-1.4195,50.0023,5.6998,3.655,9.6,6,24,2344,173,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-25.3,7.6,-4.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",1,"2023-09-10T01:00:06.447Z","2023-09-10T01:00:11.924Z",TRUE,"pitch","ae02a186-b3c4-461f-937e-e0cab2892d6b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.41,1.7,NA,118.81,187.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Nolan Arenado called out on strikes.",0,4,3,56,"top",7,"2023-09-10T01:00:04.147Z","2023-09-10T01:01:00.733Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82.7,8,0.89,0.4185,6.7885,26.9977,-23.9262,2.9039,4.7487,-0.0475,1.9149,1.947,-130.7639,-5.2813,-1.1783,50.001,5.7506,5.0385,12,6,24,2283,170,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-26.2,7.7,-5.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",0,"2023-09-10T00:59:27.940Z","2023-09-10T01:00:06.447Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Nolan Arenado called out on strikes.",0,4,3,56,"top",7,"2023-09-10T01:00:04.147Z","2023-09-10T01:01:00.733Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",4,"2023-09-10T00:58:40.691Z","2023-09-10T00:58:53.130Z",TRUE,"pitch","b114a514-4086-4b69-b3fd-4c0d748efa6b",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,1,NA,NA,3.34,1.64,NA,75.16,165.69,"fly_ball","medium","9",154.75,109.08,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Nolan Gorman singles on a fly ball to right fielder Will Benson.",0,4,3,55,"top",7,"2023-09-10T00:57:34.608Z","2023-09-10T00:58:53.130Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.7,83.7,12,0.9,0.4138,6.7152,26.7311,-23.3257,2.0716,4.9826,1.0978,2.7071,6.0388,-132.083,-3.255,-1.4825,50.0055,5.6605,3.6784,10.8,6,24,2266,175,63.2,34,214,NA,NA,NA,NA,FALSE,NA,NA,-24.5,8.5,-5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",3,"2023-09-10T00:58:26.959Z","2023-09-10T00:58:31.242Z",TRUE,"pitch","91aae733-55cf-4cb0-9fd9-f5de07509c27",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2883,1.5345,NA,161.51,164.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Nolan Gorman singles on a fly ball to right fielder Will Benson.",0,4,3,55,"top",7,"2023-09-10T00:57:34.608Z","2023-09-10T00:58:53.130Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.5,11,0.91,0.3983,6.6709,29.581,-13.1813,-4.9614,9.9071,-1.1677,2.746,3.0992,-137.3647,-5.4158,-1.6643,50.0001,5.6346,-9.5081,31.2,3.6,24,2217,210,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-13.6,17,8.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",2,"2023-09-10T00:58:06.459Z","2023-09-10T00:58:11.710Z",TRUE,"pitch","e40d455c-4116-4d64-8f95-8e9a228cc902",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2622,1.561,NA,131.76,226.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Nolan Gorman singles on a fly ball to right fielder Will Benson.",0,4,3,55,"top",7,"2023-09-10T00:57:34.608Z","2023-09-10T00:58:53.130Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.5,75.6,13,0.9,0.4583,6.7029,26.009,-31.699,10.5456,0.3322,-0.3873,0.4725,0.3963,-120.0885,-5.2986,-1.9227,50.005,5.5695,15.2084,25.2,9.6,24,2591,49,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-41,-0.6,-19.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",1,"2023-09-10T00:57:52.349Z","2023-09-10T00:57:57.015Z",TRUE,"pitch","0e040fc3-6d0d-4e35-ae0e-b9f6e3e9153c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3406,1.561,NA,125.75,182.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Nolan Gorman singles on a fly ball to right fielder Will Benson.",0,4,3,55,"top",7,"2023-09-10T00:57:34.608Z","2023-09-10T00:58:53.130Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.5,82.4,8,0.89,0.4198,6.6186,26.5199,-24.608,2.5512,4.3857,-0.2294,2.0869,2.8034,-130.2983,-4.5014,-1.6494,50.0022,5.6886,4.4011,10.8,6,24,2379,163,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-26.9,7.2,-5.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",0,"2023-09-10T00:57:38.999Z","2023-09-10T00:57:43.682Z",TRUE,"pitch","4a8c3f73-1427-4697-89c8-e9d20855f88a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3406,1.561,NA,171.09,132.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Nolan Gorman singles on a fly ball to right fielder Will Benson.",0,4,3,55,"top",7,"2023-09-10T00:57:34.608Z","2023-09-10T00:58:53.130Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,77.8,11,0.9,0.442,6.4719,25.7611,-30.9776,7.1087,0.7752,-1.419,3.9473,-1.0313,-124.097,1.5474,-1.9204,50.0061,5.9036,11.0451,19.2,8.4,24,2580,71,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-35.6,2,-12.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",6,"2023-09-10T00:57:08.122Z","2023-09-10T00:57:16.002Z",TRUE,"pitch","ed517253-085a-42cf-91c5-2f6d8aa3f0da",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.45,1.66,NA,132.85,206.35,"ground_ball","medium","6",112.18,153.64,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,4,3,54,"top",7,"2023-09-10T00:55:57.851Z","2023-09-10T00:57:16.002Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,77.3,13,0.9,0.4497,6.6535,23.5202,-31.6765,5.4805,0.3281,-0.4158,1.2011,1.386,-121.7216,-4.0803,-1.7043,50.0003,5.6367,8.2359,14.4,9.6,24,2513,60,102.6,-11,6,NA,NA,NA,NA,TRUE,NA,NA,-39.1,-0.1,-10.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",4,"2023-09-10T00:56:44.444Z","2023-09-10T00:56:50.816Z",TRUE,"pitch","ac82ea03-ad86-4646-9f89-8545f16f0939",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1633,1.4485,NA,155.07,143.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,4,3,54,"top",7,"2023-09-10T00:55:57.851Z","2023-09-10T00:57:16.002Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.2,11,0.9,0.3933,6.7624,32.5854,-9.7964,-0.971,11.4057,-0.9986,3.5253,0.5616,-139.4819,-4.5868,-1.0769,50.0058,5.8422,-1.9056,9.6,2.4,24,2276,202,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-10,19.8,1.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",3,"2023-09-10T00:56:30.744Z","2023-09-10T00:56:35.785Z",TRUE,"pitch","b87165de-984b-419c-889c-fde9feb67a4b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.45,1.66,NA,107.77,157.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,4,3,54,"top",7,"2023-09-10T00:55:57.851Z","2023-09-10T00:57:16.002Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.2,84.3,2,0.9,0.4108,6.5202,26.2152,-22.5492,2.6524,5.3338,0.2422,3.0172,3.732,-132.9039,-2.9523,-1.5201,50.0004,5.7645,4.7847,13.2,4.8,24,2313,181,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-23.3,9.2,-5.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",2,"2023-09-10T00:56:13.767Z","2023-09-10T00:56:17.241Z",TRUE,"pitch","aeb342a9-5341-44d4-922d-36b81c3a55e5",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.45,1.66,NA,104.34,170.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,4,3,54,"top",7,"2023-09-10T00:55:57.851Z","2023-09-10T00:57:16.002Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,75.3,6,0.9,0.4594,6.4907,23.7473,-33.1215,6.0621,-0.661,0.332,2.5177,2.8017,-119.3796,-0.7398,-1.6455,50.0016,5.8224,8.7171,15.6,9.6,24,2589,58,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-41.9,-1.1,-11.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",1,"2023-09-10T00:56:00.144Z","2023-09-10T00:56:04.510Z",TRUE,"pitch","df125f27-8864-40a1-b184-a1a174b8f5cb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2156,1.475,NA,178.5,173.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,4,3,54,"top",7,"2023-09-10T00:55:57.851Z","2023-09-10T00:57:16.002Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.6,11,0.9,0.398,6.8738,30.1795,-11.7053,-3.5783,10.6693,-1.6133,2.4158,0.6892,-137.5472,-6.9949,-1.4021,50.0007,5.7834,-6.8632,26.4,3.6,24,2210,210,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-12.5,18.1,6.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",0,"2023-09-10T00:55:38.531Z","2023-09-10T00:56:00.144Z",FALSE,"action",NA,NA,"Pitching Change: Ian Gibaut replaces Daniel Duarte.","Pitching Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664139,"/api/v1/people/664139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"54","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,4,3,54,"top",7,"2023-09-10T00:55:57.851Z","2023-09-10T00:57:16.002Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",5,"2023-09-10T00:56:58.140Z","2023-09-10T00:57:08.122Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,0,502671,"/api/v1/people/502671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,4,3,54,"top",7,"2023-09-10T00:55:57.851Z","2023-09-10T00:57:16.002Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",664139,"Ian Gibaut","/api/v1/people/664139","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716655,"2023-09-09",4,"2023-09-10T00:53:23.546Z","2023-09-10T00:53:27.780Z",TRUE,"pitch","46f130f0-6cd1-4c91-bbbf-91c09f5765a8",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.1198,1.4709,NA,138.79,181.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Tyler Stephenson called out on strikes.",0,4,3,53,"bottom",6,"2023-09-10T00:52:22.482Z","2023-09-10T00:53:27.780Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",596271,"Casey Lawrence","/api/v1/people/596271","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.7,75.7,4,0.87,0.4559,6.0988,24.7421,-29.6748,1.6458,1.7082,-0.5717,2.1368,4.6443,-120.4247,-1.2998,-2.7438,50.0001,5.3236,2.4009,6,8.4,24,2341,146,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,-37.1,3,-4.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
