"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717627,"2023-06-25",6,"2023-06-25T19:57:52.974Z","2023-06-25T19:57:57.476Z",TRUE,"pitch","e830717d-4987-44a9-99e8-ec079ec73f0b",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,2,NA,NA,3.51,1.7,NA,139.98,134.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out on a foul tip.",0,2,3,60,"top",9,"2023-06-25T19:56:07.190Z","2023-06-25T19:57:57.476Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",102.5,93.6,11,2,0.3674,6.951,36.1365,-6.3057,-3.9934,11.4916,-0.6028,3.8687,0.4874,-149.1432,-7.4022,-0.2496,50.0041,6.7476,-8.9892,48,2.4,24,2354,186,NA,NA,NA,NA,NA,NA,TRUE,-6.5,19.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717627,"2023-06-25",5,"2023-06-25T19:57:22.802Z","2023-06-25T19:57:26.478Z",TRUE,"pitch","36515eea-da38-4a25-981b-7a1a14631e60",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.51,1.7,NA,79.42,191.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out on a foul tip.",0,2,3,60,"top",9,"2023-06-25T19:56:07.190Z","2023-06-25T19:57:57.476Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91,84.6,14,2,0.4117,6.8465,25.4656,-24.6632,0.0113,4.1776,0.9858,1.7471,3.719,-132.4922,-7.9934,-0.4311,50.0006,6.576,0.0198,1.2,6,24,848,223,NA,NA,NA,NA,NA,NA,FALSE,-26.5,6.2,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717627,"2023-06-25",4,"2023-06-25T19:56:55.356Z","2023-06-25T19:56:58.465Z",TRUE,"pitch","609bbdcd-fa4e-4dbb-8e8c-109eea52c3bd",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.51,1.7,NA,140.74,174.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out on a foul tip.",0,2,3,60,"top",9,"2023-06-25T19:56:07.190Z","2023-06-25T19:57:57.476Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.7,92.7,4,2,0.3711,6.9339,35.8812,-2.5385,-3.4446,13.4366,-0.6227,2.3743,0.4495,-147.7299,-11.76,-0.3295,50.006,6.5599,-7.599,54,1.2,24,2585,187,NA,NA,NA,NA,NA,NA,FALSE,-4.4,22.2,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717627,"2023-06-25",2,"2023-06-25T19:56:30.266Z","2023-06-25T19:56:36.781Z",TRUE,"pitch","84367e82-50c8-4914-a989-7a32d33f5748",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.51,1.7,NA,115.21,149.77,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out on a foul tip.",0,2,3,60,"top",9,"2023-06-25T19:56:07.190Z","2023-06-25T19:57:57.476Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.2,92.7,2,2,0.3718,6.5634,34.3472,-7.0283,-3.168,11.4352,0.047,3.2968,1.6164,-147.2247,-8.8542,-0.097,50.0056,6.7563,-6.9686,36,2.4,24,2591,188,NA,NA,NA,NA,NA,NA,FALSE,-7.4,19.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717627,"2023-06-25",1,"2023-06-25T19:56:09.622Z","2023-06-25T19:56:13.574Z",TRUE,"pitch","dfec328f-d450-4766-9f4d-f0673e8ba276",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6206,1.6983,NA,157.47,212.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out on a foul tip.",0,2,3,60,"top",9,"2023-06-25T19:56:07.190Z","2023-06-25T19:57:57.476Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",103.4,94.5,13,2,0.3658,6.8884,36.2556,-2.4638,-2.5131,13.0846,-1.0616,0.9822,-1.083,-149.7498,-15.9522,-0.3688,50.0011,6.5197,-5.7052,43.2,1.2,24,2605,201,NA,NA,NA,NA,NA,NA,FALSE,-5,20.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717627,"2023-06-25",0,"2023-06-25T19:55:57.666Z","2023-06-25T19:56:09.622Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Dylan Moore replaces Ty France.","Offensive Substitution",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,664238,"/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","301","60","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out on a foul tip.",0,2,3,60,"top",9,"2023-06-25T19:56:07.190Z","2023-06-25T19:57:57.476Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,664034,"/api/v1/people/664034",1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717627,"2023-06-25",3,"2023-06-25T19:56:40.621Z","2023-06-25T19:56:55.356Z",FALSE,"action",NA,NA,"Dylan Moore steals (1) 2nd base.","Stolen Base 2B",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,664238,"/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84367e82-50c8-4914-a989-7a32d33f5748","stolen_base_2b",NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out on a foul tip.",0,2,3,60,"top",9,"2023-06-25T19:56:07.190Z","2023-06-25T19:57:57.476Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717627,"2023-06-25",2,"2023-06-25T19:55:24.143Z","2023-06-25T19:55:35.478Z",TRUE,"pitch","a8f78956-562d-4e57-8677-042811f729ba",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,2,NA,NA,3.18,1.46,NA,91.95,189.12,"line_drive","medium","7",74.37,114.47,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Ty France singles on a line drive to left fielder Austin Hays.",0,2,3,59,"top",9,"2023-06-25T19:54:30.014Z","2023-06-25T19:55:35.478Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.4,82.8,9,0.89,0.4176,6.9556,28.7874,-21.3173,-5.0085,6.2346,0.6571,1.8394,4.3187,-131.3452,-8.3893,-0.3607,50.0025,6.6701,-8.7184,19.2,6,24,965,226,77.6,16,191,NA,NA,NA,FALSE,-24.1,9.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,664034,"Ty France","/api/v1/people/664034",NA,NA,NA
717627,"2023-06-25",1,"2023-06-25T19:55:06.747Z","2023-06-25T19:55:10.109Z",TRUE,"pitch","779ab6a2-aee3-434a-bea4-164a37c5a64c",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.18,1.46,NA,149.97,180.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Ty France singles on a line drive to left fielder Austin Hays.",0,2,3,59,"top",9,"2023-06-25T19:54:30.014Z","2023-06-25T19:55:35.478Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.9,82,13,0.9,0.4204,6.9693,29.6917,-24.4462,-5.954,4.5007,-0.8649,2.167,0.8436,-130.7077,-6.7789,-0.4206,50.0008,6.6517,-10.2145,21.6,6,24,740,221,NA,NA,NA,NA,NA,NA,FALSE,-27.4,6.7,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717627,"2023-06-25",0,"2023-06-25T19:54:45.544Z","2023-06-25T19:54:48.890Z",TRUE,"pitch","f36cb5c9-7622-4ef5-8663-002756a8b274",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.18,1.46,NA,84.86,175.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Ty France singles on a line drive to left fielder Austin Hays.",0,2,3,59,"top",9,"2023-06-25T19:54:30.014Z","2023-06-25T19:55:35.478Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",102,93.5,12,2,0.3693,6.9367,34.1201,-4.9096,-5.7118,12.228,0.8432,2.3609,4.5952,-148.0965,-11.668,0.0165,50.0036,6.632,-12.7362,57.6,2.4,24,2513,180,NA,NA,NA,NA,NA,NA,FALSE,-6.2,20.2,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
