"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718497,"2023-04-20",5,"2023-04-20T20:18:05.039Z","2023-04-20T20:18:17.318Z",TRUE,"pitch","e049740e-33c9-4e3c-90e6-7e24e7885aa6",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,2,NA,NA,3.371,1.535,NA,113.63,149.42,"line_drive","medium","8",136.3,74.5,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Edouard Julien singles on a line drive to center fielder Jarren Duran. Christian Vazquez scores. Max Kepler out at home on the throw, center fielder Jarren Duran to first baseman Triston Casas to third baseman Christian Arroyo. Donovan Solano to 2nd.",1,5,11,79,"top",9,"2023-04-20T20:16:48.086Z","2023-04-20T20:18:17.318Z",TRUE,TRUE,FALSE,TRUE,33,2,2,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,85.9,2,0.91,0.3977,6.8849,34.5402,-13.5172,-6.8658,9.7413,0.0885,3.3095,7.9866,-138.396,-3.0451,-1.9601,50.002,5.345,-13.1493,38.4,3.6,24,2467,224,98.1,16,274,NA,NA,NA,TRUE,-13.4,17,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718497,"2023-04-20",4,"2023-04-20T20:17:46.722Z","2023-04-20T20:17:50.476Z",TRUE,"pitch","7fd62c3a-b896-48e5-ae25-b8d306588713",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3463,1.5331,NA,77.7,201.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Edouard Julien singles on a line drive to center fielder Jarren Duran. Christian Vazquez scores. Max Kepler out at home on the throw, center fielder Jarren Duran to first baseman Triston Casas to third baseman Christian Arroyo. Donovan Solano to 2nd.",1,5,11,79,"top",9,"2023-04-20T20:16:48.086Z","2023-04-20T20:18:17.318Z",TRUE,TRUE,FALSE,TRUE,33,2,2,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.7,14,0.9,0.4405,6.8695,25.6584,-33.0911,2.4688,-0.592,1.0311,1.3887,5.5868,-124.4844,-3.3572,-1.5653,50,5.5025,3.8607,8.4,8.4,24,2526,141,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-1.6,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718497,"2023-04-20",3,"2023-04-20T20:17:26.926Z","2023-04-20T20:17:30.822Z",TRUE,"pitch","59b08d0c-cb85-4f53-b5e5-9c549e04a71d",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.371,1.535,NA,135.48,155.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Edouard Julien singles on a line drive to center fielder Jarren Duran. Christian Vazquez scores. Max Kepler out at home on the throw, center fielder Jarren Duran to first baseman Triston Casas to third baseman Christian Arroyo. Donovan Solano to 2nd.",1,5,11,79,"top",9,"2023-04-20T20:16:48.086Z","2023-04-20T20:18:17.318Z",TRUE,TRUE,FALSE,TRUE,33,2,2,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.6,1,0.89,0.3961,6.6269,32.4166,-13.2753,-2.8795,9.7705,-0.4848,3.0702,4.762,-138.548,-4.0061,-1.8557,50.0038,5.429,-5.5708,18,3.6,24,2483,217,NA,NA,NA,NA,NA,NA,FALSE,-13.3,17,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718497,"2023-04-20",2,"2023-04-20T20:17:07.112Z","2023-04-20T20:17:10.766Z",TRUE,"pitch","117471fd-4ae3-4c2f-b6f7-f7fb5ffbcc71",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4365,1.5924,NA,153,191.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Edouard Julien singles on a line drive to center fielder Jarren Duran. Christian Vazquez scores. Max Kepler out at home on the throw, center fielder Jarren Duran to first baseman Triston Casas to third baseman Christian Arroyo. Donovan Solano to 2nd.",1,5,11,79,"top",9,"2023-04-20T20:16:48.086Z","2023-04-20T20:18:17.318Z",TRUE,TRUE,FALSE,TRUE,33,2,2,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.2,13,0.9,0.3983,6.7254,32.4498,-14.4039,-4.4865,9.2942,-0.9446,1.7483,4.6162,-137.8453,-6.9012,-2.0631,50.0055,5.2688,-8.5809,25.2,3.6,24,2434,209,NA,NA,NA,NA,NA,NA,FALSE,-15.1,15.5,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718497,"2023-04-20",1,"2023-04-20T20:16:50.454Z","2023-04-20T20:16:53.630Z",TRUE,"pitch","626ef6a4-3314-487c-ad53-23b421b15e09",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3463,1.5331,NA,126.29,193.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Edouard Julien singles on a line drive to center fielder Jarren Duran. Christian Vazquez scores. Max Kepler out at home on the throw, center fielder Jarren Duran to first baseman Triston Casas to third baseman Christian Arroyo. Donovan Solano to 2nd.",1,5,11,79,"top",9,"2023-04-20T20:16:48.086Z","2023-04-20T20:18:17.318Z",TRUE,TRUE,FALSE,TRUE,33,2,2,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.7,8,0.9,0.4005,6.7642,32.4347,-11.7056,-5.2683,10.8212,-0.2436,1.667,6.5313,-137.1673,-7.3422,-1.9794,50.004,5.19,-9.9662,32.4,3.6,24,2423,220,NA,NA,NA,NA,NA,NA,FALSE,-12.8,18.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718497,"2023-04-20",0,"2023-04-20T20:15:59.195Z","2023-04-20T20:16:50.454Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Edouard Julien singles on a line drive to center fielder Jarren Duran. Christian Vazquez scores. Max Kepler out at home on the throw, center fielder Jarren Duran to first baseman Triston Casas to third baseman Christian Arroyo. Donovan Solano to 2nd.",1,5,11,79,"top",9,"2023-04-20T20:16:48.086Z","2023-04-20T20:18:17.318Z",TRUE,TRUE,FALSE,TRUE,33,2,2,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718497,"2023-04-20",11,"2023-04-20T20:15:39.750Z","2023-04-20T20:15:46.245Z",TRUE,"pitch","b6dcfce1-9d60-49ff-a1c0-46ce8a301bff",11,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.2261,1.4381,NA,132.42,132.36,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Donovan Solano walks. Christian Vazquez to 3rd. Max Kepler to 2nd.",0,4,11,78,"top",9,"2023-04-20T20:11:54.548Z","2023-04-20T20:15:46.245Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.1,11,0.89,0.3981,6.5559,31.9356,-13.7773,-3.3615,9.6107,-0.4045,3.9413,4.9825,-137.8134,-1.5745,-1.8031,50.0064,5.4553,-6.4374,20.4,3.6,24,2433,218,NA,NA,NA,NA,NA,NA,FALSE,-13.3,17.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,456781,"Donovan Solano","/api/v1/people/456781",596146,"Max Kepler","/api/v1/people/596146",543877,"Christian Vázquez","/api/v1/people/543877"
718497,"2023-04-20",10,"2023-04-20T20:15:07.233Z","2023-04-20T20:15:10.233Z",TRUE,"pitch","53540662-1917-471c-a513-b946a81c7cf9",10,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.11,1.44,NA,109.74,174.64,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Donovan Solano walks. Christian Vazquez to 3rd. Max Kepler to 2nd.",0,4,11,78,"top",9,"2023-04-20T20:11:54.548Z","2023-04-20T20:15:46.245Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.1,5,0.9,0.3944,6.8118,32.8201,-13.0729,-5.1986,9.7911,0.1904,2.3756,7.1139,-139.1776,-5.6289,-1.7299,50.0062,5.2988,-10.1457,30,3.6,24,2333,210,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718497,"2023-04-20",9,"2023-04-20T20:14:41.829Z","2023-04-20T20:14:44.901Z",TRUE,"pitch","5cc407fa-47a6-4e42-8691-4d799028e2f3",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.11,1.44,NA,115.43,188.03,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Donovan Solano walks. Christian Vazquez to 3rd. Max Kepler to 2nd.",0,4,11,78,"top",9,"2023-04-20T20:11:54.548Z","2023-04-20T20:15:46.245Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.5,8,0.9,0.393,6.8389,32.357,-9.981,-4.9619,11.2873,0.0411,1.8796,6.9429,-139.5561,-7.5336,-1.8381,50.0039,5.2771,-9.7572,34.8,2.4,24,2375,217,NA,NA,NA,NA,NA,NA,FALSE,-10.8,19,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718497,"2023-04-20",8,"2023-04-20T20:14:16.157Z","2023-04-20T20:14:19.552Z",TRUE,"pitch","6439236d-004b-459b-aaad-be1534779c4c",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.11,1.44,NA,120.56,145.84,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Walk","walk","Donovan Solano walks. Christian Vazquez to 3rd. Max Kepler to 2nd.",0,4,11,78,"top",9,"2023-04-20T20:11:54.548Z","2023-04-20T20:15:46.245Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.6,11,0.89,0.3974,6.7607,30.1193,-14.1428,-3.64,9.3667,-0.0934,3.4421,5.4087,-137.7517,-3.2281,-1.6078,50.0023,5.5831,-7.0074,21.6,3.6,24,2370,210,NA,NA,NA,NA,NA,NA,FALSE,-14,16.4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
