"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
747222,"2024-03-31",6,"2024-03-31T22:32:28.882Z","2024-03-31T22:32:34.475Z",TRUE,"pitch","5a276f7a-cbe2-4a7e-adc8-ce8621f4532d",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.42,1.64,NA,114.05,151.64,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,1,5,65,"top",9,"2024-03-31T22:29:55.281Z","2024-03-31T22:32:34.475Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.9,2,0.92,0.3926,6.9571,29.4807,-13.7392,-4.5009,9.34,0.0773,3.2274,7.0271,-139.179,-5.6975,-1.8885,50.0007,6.2012,-8.8823,26.4,3.6,24,2460,224,NA,NA,NA,NA,NA,NA,TRUE,-13.8,16,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747222,"2024-03-31",5,"2024-03-31T22:31:51.615Z","2024-03-31T22:31:56.453Z",TRUE,"pitch","fb30957e-4f39-4922-85b6-bd62217c9175",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.42,1.64,NA,118.67,191.92,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,1,5,65,"top",9,"2024-03-31T22:29:55.281Z","2024-03-31T22:32:34.475Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,87.1,8,2,0.3978,7.1003,28.6572,-18.1803,-8.6422,7.2787,-0.0439,1.7356,7.6964,-137.3609,-8.508,-1.7508,50.0064,6.0952,-16.6212,37.2,4.8,24,2282,214,NA,NA,NA,NA,NA,NA,FALSE,-18.8,11.6,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747222,"2024-03-31",4,"2024-03-31T22:31:24.494Z","2024-03-31T22:31:27.494Z",TRUE,"pitch","bc31e4a7-cfc9-4a6d-886c-874507e73af6",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,2,NA,NA,3.4164,1.6829,NA,51.33,231.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,1,5,65,"top",9,"2024-03-31T22:29:55.281Z","2024-03-31T22:32:34.475Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,83,14,0.9,0.4241,6.9332,22.6876,-31.9503,1.5617,0.1291,1.7228,0.2682,8.0161,-128.3878,-8.8147,-1.6229,50.0021,6.1785,2.6456,6,8.4,24,2517,19,NA,NA,NA,NA,NA,NA,FALSE,-36,-1.3,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747222,"2024-03-31",3,"2024-03-31T22:30:56.636Z","2024-03-31T22:30:59.636Z",TRUE,"pitch","0aa46897-978e-44a3-ba36-40a630d4886f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.42,1.64,NA,106.69,191.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,1,5,65,"top",9,"2024-03-31T22:29:55.281Z","2024-03-31T22:32:34.475Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,81.2,8,0.9,0.4305,6.7822,22.7521,-34.9017,2.1608,-1.6551,0.2705,1.7387,4.4783,-126.6224,-4.5708,-1.793,50.006,6.321,3.5535,7.2,8.4,24,2543,64,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-3.7,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747222,"2024-03-31",2,"2024-03-31T22:30:41.097Z","2024-03-31T22:30:44.097Z",TRUE,"pitch","22a8f8f9-0264-4422-ae96-40217dfe9b52",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3392,1.6829,NA,110.78,211.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,1,5,65,"top",9,"2024-03-31T22:29:55.281Z","2024-03-31T22:32:34.475Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,87.7,14,2,0.3968,7.174,26.9484,-18.352,-8.765,7.1461,0.1632,1.0231,8.4199,-137.3903,-10.3152,-1.7844,50.0062,6.0419,-16.9648,37.2,4.8,24,2265,225,NA,NA,NA,NA,NA,NA,FALSE,-19.2,11.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747222,"2024-03-31",1,"2024-03-31T22:30:15.209Z","2024-03-31T22:30:18.234Z",TRUE,"pitch","d042f2fe-0a23-49f8-9545-6732a0118d4c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.42,1.64,NA,117.98,194.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,1,5,65,"top",9,"2024-03-31T22:29:55.281Z","2024-03-31T22:32:34.475Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.2,8,2,0.4015,7.1808,29.2205,-19.0673,-9.0208,6.9505,-0.0257,1.6444,7.9314,-136.2936,-8.4086,-1.7977,50.0054,6.0802,-17.0184,36,6,24,2301,217,NA,NA,NA,NA,NA,NA,FALSE,-20.2,11,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747222,"2024-03-31",0,"2024-03-31T22:30:00.085Z","2024-03-31T22:30:03.316Z",TRUE,"pitch","439a8927-a580-4a6f-a599-b39646b009a9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4421,1.7339,NA,102.68,205.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,1,5,65,"top",9,"2024-03-31T22:29:55.281Z","2024-03-31T22:32:34.475Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.2,14,0.91,0.3931,7.0463,29.5687,-17.8789,-6.5751,7.2619,0.3756,1.2226,8.2173,-139.051,-10.0537,-1.756,50.0044,6.0576,-12.9478,30,4.8,24,2366,218,NA,NA,NA,NA,NA,NA,FALSE,-18.5,11.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747222,"2024-03-31",5,"2024-03-31T22:29:32.536Z","2024-03-31T22:29:35.536Z",TRUE,"pitch","06cb3571-864c-48a0-8d72-dfded09281c1",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.74,1.8,NA,115.76,130.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,5,64,"top",9,"2024-03-31T22:27:45.500Z","2024-03-31T22:29:35.536Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669911,"Michael Toglia","/api/v1/people/669911","L","Left",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.7,12,0.92,0.3917,6.8454,32.2956,-13.9382,-6.7572,9.2156,0.0325,3.9983,7.7268,-139.9632,-3.9083,-1.8892,50.0058,6.3288,-13.3767,38.4,3.6,24,2459,221,NA,NA,NA,NA,NA,NA,TRUE,-13.6,16.1,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663898,"Brendan Rodgers","/api/v1/people/663898",NA,NA,NA,NA,NA,NA
747222,"2024-03-31",4,"2024-03-31T22:29:12.187Z","2024-03-31T22:29:15.187Z",TRUE,"pitch","b82be26b-550d-45cc-aab7-d2ef6995ee3e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.74,1.8,NA,91.77,199.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,5,64,"top",9,"2024-03-31T22:27:45.500Z","2024-03-31T22:29:35.536Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669911,"Michael Toglia","/api/v1/people/669911","L","Left",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,81.1,14,0.9,0.4295,6.9587,25.5382,-33.3916,1.5869,-0.7374,0.662,1.446,5.9083,-127.4008,-5.5789,-1.891,50.0053,6.2955,2.6141,6,8.4,24,2394,71,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-2.4,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747222,"2024-03-31",3,"2024-03-31T22:28:48.638Z","2024-03-31T22:28:51.638Z",TRUE,"pitch","8f20c75f-a114-4653-8d87-97dcf649c992",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.74,1.8,NA,138.02,150.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,5,64,"top",9,"2024-03-31T22:27:45.500Z","2024-03-31T22:29:35.536Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669911,"Michael Toglia","/api/v1/people/669911","L","Left",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,88,1,0.92,0.3924,6.8604,29.0302,-13.2731,-6.6318,9.5613,-0.5514,3.2816,6.0101,-139.174,-5.785,-1.8693,50.0007,6.2541,-13.1065,39.6,3.6,24,2413,221,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.4,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
