"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718471,"2023-04-22",5,"2023-04-23T01:41:41.663Z","2023-04-23T01:41:45.394Z",TRUE,"pitch","8add28c8-f89d-47bd-a31d-bd55014f2757",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.65,1.77,NA,65.44,195.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,6,3,75,"bottom",9,"2023-04-23T01:40:34.346Z","2023-04-23T01:41:45.394Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.5,14,2,0.4254,6.7063,28.7552,-34.1057,4.6281,-1.1553,1.3526,1.6125,7.201,-129.1388,-3.6704,-2.0811,50.0004,5.6964,7.7568,14.4,8.4,24,2806,127,NA,NA,NA,NA,NA,NA,TRUE,-37.7,-2.8,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",4,"2023-04-23T01:41:24.541Z","2023-04-23T01:41:28.076Z",TRUE,"pitch","b04531b0-917f-497d-a652-7c809f9c73fc",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4635,1.7207,NA,126.97,206.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,6,3,75,"bottom",9,"2023-04-23T01:40:34.346Z","2023-04-23T01:41:45.394Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,80.4,13,2,0.4295,6.4964,30.1674,-37.3496,6.3311,-3.1574,-0.2615,1.2055,3.1266,-128.2403,-3.8814,-2.3245,50.001,5.6978,10.3872,15.6,9.6,24,2534,87,NA,NA,NA,NA,NA,NA,FALSE,-42,-6.5,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",3,"2023-04-23T01:41:07.531Z","2023-04-23T01:41:11.371Z",TRUE,"pitch","faa0ddd0-58f7-4113-9cb0-183de5c22848",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.65,1.77,NA,87.45,214.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,6,3,75,"bottom",9,"2023-04-23T01:40:34.346Z","2023-04-23T01:41:45.394Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,80.6,14,2,0.4307,6.5486,28.9078,-35.948,7.1809,-2.3059,0.7753,0.8939,4.9022,-127.7029,-4.8966,-2.1094,50.0063,5.6981,11.7351,19.2,9.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-5.2,-14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",2,"2023-04-23T01:40:52.140Z","2023-04-23T01:40:56.601Z",TRUE,"pitch","0ec59461-95c2-4c52-b6e2-565bdd9ace48",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.5083,1.6758,NA,89.21,165.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,6,3,75,"bottom",9,"2023-04-23T01:40:34.346Z","2023-04-23T01:41:45.394Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,81.5,6,2,0.4241,6.4866,28.1986,-33.5651,4.3468,-0.8227,0.7289,2.7058,6.4049,-129.3941,-1.1862,-2.3478,50.004,5.7531,7.3354,14.4,8.4,24,2909,49,NA,NA,NA,NA,NA,NA,FALSE,-36.2,-1.6,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",1,"2023-04-23T01:40:36.688Z","2023-04-23T01:40:40.575Z",TRUE,"pitch","3120f787-6019-44ce-bd59-9e3e237ce31c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5531,1.6758,NA,93.91,218.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,6,3,75,"bottom",9,"2023-04-23T01:40:34.346Z","2023-04-23T01:41:45.394Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,79.9,14,2,0.4364,6.5473,26.0041,-39.1911,4.4419,-4.3982,0.6059,0.7493,4.9831,-125.6202,-4.7624,-1.9825,50.0055,5.8639,7.0821,10.8,10.8,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-45.6,-8.9,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",0,"2023-04-23T01:40:31.295Z","2023-04-23T01:40:36.688Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Sam Hilliard replaces Marcell Ozuna.","Offensive Substitution",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,656541,"/api/v1/people/656541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","75","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,6,3,75,"bottom",9,"2023-04-23T01:40:34.346Z","2023-04-23T01:41:45.394Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,542303,"/api/v1/people/542303",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",4,"2023-04-23T01:39:58.974Z","2023-04-23T01:40:03.837Z",TRUE,"pitch","812d1577-a35a-4089-a74f-42060751b68c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.21,1.59,NA,86.1,189.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Eddie Rosario strikes out swinging.",0,6,3,74,"bottom",9,"2023-04-23T01:39:09.643Z","2023-04-23T01:40:03.837Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,81.1,9,2,0.429,6.5479,26.2049,-39.0968,4.8499,-4.1905,0.8105,1.8364,6.0356,-127.6714,-2.1077,-2.214,50.0038,5.7487,8.0087,13.2,9.6,24,2097,117,NA,NA,NA,NA,NA,NA,TRUE,-43.3,-7.8,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",3,"2023-04-23T01:39:40.717Z","2023-04-23T01:39:45.404Z",TRUE,"pitch","77e43161-1caa-48b7-8fea-0e9632dd3098",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.21,1.59,NA,118.47,166.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Eddie Rosario strikes out swinging.",0,6,3,74,"bottom",9,"2023-04-23T01:39:09.643Z","2023-04-23T01:40:03.837Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.2,5,2,0.4369,6.4732,26.0373,-37.9314,4.2208,-3.6178,-0.0385,2.6871,3.7493,-125.4881,-0.4076,-2.1019,50.0049,5.949,6.7128,10.8,9.6,24,2654,83,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-6.4,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",2,"2023-04-23T01:39:25.934Z","2023-04-23T01:39:29.855Z",TRUE,"pitch","598f3b02-fd9d-44a3-afb4-f53845f889a1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.0377,1.4962,NA,170.6,132.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Eddie Rosario strikes out swinging.",0,6,3,74,"bottom",9,"2023-04-23T01:39:09.643Z","2023-04-23T01:40:03.837Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.5,11,0.9,0.3837,6.5339,32.6151,-12.7142,-3.5945,9.4297,-1.4063,3.9399,3.1444,-142.6944,-2.9245,-2.0551,50.003,5.7783,-7.4182,26.4,2.4,24,2480,189,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.7,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718471,"2023-04-22",1,"2023-04-23T01:39:12.012Z","2023-04-23T01:39:16.261Z",TRUE,"pitch","8472f62a-3f97-4353-89bb-70c5b9eda06a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1274,1.4738,NA,136.84,168.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Eddie Rosario strikes out swinging.",0,6,3,74,"bottom",9,"2023-04-23T01:39:09.643Z","2023-04-23T01:40:03.837Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.9,4,2,0.4336,6.5076,25.9382,-37.5495,3.3631,-3.3209,-0.5205,2.5847,3.7687,-126.3663,-0.5963,-2.4687,50.0058,5.8423,5.4359,9.6,9.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-5.9,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
