"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716802,"2023-08-29",6,"2023-08-30T02:10:24.216Z","2023-08-30T02:10:31.266Z",TRUE,"pitch","653c13dc-653e-483c-b30a-83f6e1396862",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.41,1.51,NA,133.66,174.82,"ground_ball","medium","1",128.33,180.06,NA,NA,TRUE,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Alex Verdugo grounds out, pitcher Bryan Abreu to first baseman Jose Abreu.",0,6,2,75,"bottom",9,"2023-08-30T02:08:10.552Z","2023-08-30T02:10:31.266Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,80.6,4,2,0.428,6.3995,28.7076,-35.646,5.1323,-2.0948,-0.437,2.3688,2.5974,-128.3903,-1.1157,-2.1314,50.0051,5.6047,8.4954,14.4,9.6,24,2930,67,75,-50,3,NA,NA,NA,TRUE,-39.1,-3.8,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",5,"2023-08-30T02:09:52.733Z","2023-08-30T02:09:55.954Z",TRUE,"pitch","a4eccae8-9581-4ef1-89d4-10760f1e2c7d",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,2,NA,NA,3.6405,1.5779,NA,73.11,253.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Alex Verdugo grounds out, pitcher Bryan Abreu to first baseman Jose Abreu.",0,6,2,75,"bottom",9,"2023-08-30T02:08:10.552Z","2023-08-30T02:10:31.266Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,83.2,14,2,0.4196,6.449,28.6106,-35.562,3.6668,-1.9652,1.1515,-0.5613,6.8813,-130.7379,-8.0954,-1.9952,50.0023,5.2586,6.3214,12,8.4,24,3115,61,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-5.3,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",4,"2023-08-30T02:09:32.061Z","2023-08-30T02:09:37.418Z",TRUE,"pitch","42522dc5-6567-48ac-8d7c-79cc670e7e2c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.5813,1.5483,NA,84.48,161.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Alex Verdugo grounds out, pitcher Bryan Abreu to first baseman Jose Abreu.",0,6,2,75,"bottom",9,"2023-08-30T02:08:10.552Z","2023-08-30T02:10:31.266Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.6,90.3,12,2,0.3798,6.601,36.0856,-12.2639,-5.325,9.4722,0.8532,2.8549,9.4908,-144.614,-4.8378,-1.7907,50.0037,5.3118,-11.1949,33.6,3.6,24,2537,216,NA,NA,NA,NA,NA,NA,FALSE,-11.6,16.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",3,"2023-08-30T02:08:51.458Z","2023-08-30T02:08:56.152Z",TRUE,"pitch","dec993cd-4eeb-44cb-8660-834c8f64ca47",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.41,1.51,NA,127.69,162.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Alex Verdugo grounds out, pitcher Bryan Abreu to first baseman Jose Abreu.",0,6,2,75,"bottom",9,"2023-08-30T02:08:10.552Z","2023-08-30T02:10:31.266Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,89.2,1,0.89,0.3869,6.261,30.2219,-11.2654,-3.4541,10.2855,-0.2806,2.8221,6.0809,-141.2256,-4.8889,-2.0066,50.0042,5.2918,-7.0232,25.2,2.4,24,2408,210,NA,NA,NA,NA,NA,NA,FALSE,-11,17.9,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",2,"2023-08-30T02:08:31.040Z","2023-08-30T02:08:36.134Z",TRUE,"pitch","c6e5137c-ce67-4412-b703-ae87d8cd1119",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4925,1.489,NA,120.68,210.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Alex Verdugo grounds out, pitcher Bryan Abreu to first baseman Jose Abreu.",0,6,2,75,"bottom",9,"2023-08-30T02:08:10.552Z","2023-08-30T02:10:31.266Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,81.1,13,2,0.4289,6.2412,25.7379,-34.5414,6.0226,-1.4311,-0.0967,1.0542,3.5588,-127.6116,-3.9168,-2.2909,50.0042,5.3239,9.954,16.8,9.6,24,3126,62,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-3.2,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",1,"2023-08-30T02:08:12.894Z","2023-08-30T02:08:16.972Z",TRUE,"pitch","068d1fac-1203-4b9d-970d-c21bd61ead3d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4925,1.6075,NA,132.45,176.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Alex Verdugo grounds out, pitcher Bryan Abreu to first baseman Jose Abreu.",0,6,2,75,"bottom",9,"2023-08-30T02:08:10.552Z","2023-08-30T02:10:31.266Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.6,4,2,0.4299,6.2613,25.8348,-36.2528,5.549,-2.4847,-0.4054,2.3114,2.14,-127.332,-1.2727,-1.9772,50.0002,5.6828,9.1213,14.4,9.6,24,3026,51,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-4.6,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",0,"2023-08-30T02:07:25.047Z","2023-08-30T02:08:12.894Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Alex Verdugo grounds out, pitcher Bryan Abreu to first baseman Jose Abreu.",0,6,2,75,"bottom",9,"2023-08-30T02:08:10.552Z","2023-08-30T02:10:31.266Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",6,"2023-08-30T02:07:10.535Z","2023-08-30T02:07:17.738Z",TRUE,"pitch","96953597-6237-45ab-806d-67a835aaaac1",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3742,1.5483,NA,50.42,187.66,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","David Hamilton walks. Triston Casas to 2nd.",0,6,2,74,"bottom",9,"2023-08-30T02:05:03.732Z","2023-08-30T02:07:17.738Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666152,"David Hamilton","/api/v1/people/666152","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,81.8,14,2,0.4245,6.4454,26.6421,-29.0568,4.2477,1.8506,1.7468,1.8933,8.2998,-128.9937,-2.9414,-2.0636,50.0053,5.2869,7.163,16.8,7.2,24,2836,62,NA,NA,NA,NA,NA,NA,FALSE,-31.9,2.9,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,666152,"David Hamilton","/api/v1/people/666152",671213,"Triston Casas","/api/v1/people/671213",NA,NA,NA
716802,"2023-08-29",5,"2023-08-30T02:06:49.194Z","2023-08-30T02:06:53.187Z",TRUE,"pitch","5bbc2ed4-0967-4aef-b58c-61cf65a41be3",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.33,1.51,NA,87.8,202.37,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","David Hamilton walks. Triston Casas to 2nd.",0,6,2,74,"bottom",9,"2023-08-30T02:05:03.732Z","2023-08-30T02:07:17.738Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666152,"David Hamilton","/api/v1/people/666152","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,80.3,14,2,0.4317,6.3298,28.0225,-38.4228,4.3469,-3.841,0.7661,1.3486,5.1977,-127.2739,-2.9704,-1.8732,50.0028,5.5975,7.0735,12,9.6,24,3087,46,NA,NA,NA,NA,NA,NA,FALSE,-43.4,-7.4,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",4,"2023-08-30T02:06:26.465Z","2023-08-30T02:06:31.762Z",TRUE,"pitch","de01f29b-a5cf-4eb7-a468-2fa8c7dc6e6f",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.33,1.51,NA,92.92,185.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","David Hamilton walks. Triston Casas to 2nd.",0,6,2,74,"bottom",9,"2023-08-30T02:05:03.732Z","2023-08-30T02:07:17.738Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666152,"David Hamilton","/api/v1/people/666152","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.4,9,2,0.3934,6.4032,32.8763,-11.9377,-4.4662,10.3173,0.6317,1.9784,8.6181,-139.5153,-6.6304,-1.9243,50.004,5.1811,-8.7618,26.4,3.6,24,2322,215,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.4,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
