"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716802,"2023-08-29",1,"2023-08-30T01:30:13.223Z","2023-08-30T01:30:18.949Z",TRUE,"pitch","74d05427-421d-4c1e-a36f-33cdc8ecb2eb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4041,1.5486,NA,127.85,213.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Reese McGuire walks.",0,6,2,58,"bottom",7,"2023-08-30T01:29:49.202Z","2023-08-30T01:31:27.780Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,624512,"Reese McGuire","/api/v1/people/624512","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.3,13,0.89,0.437,6.3107,25.6465,-32.9116,3.6564,-0.4667,-0.2847,0.9462,1.3089,-125.3967,-3.0708,-1.2886,50.0018,4.8751,5.8146,10.8,8.4,24,2284,97,NA,NA,NA,NA,NA,NA,FALSE,-38.2,-1.3,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",0,"2023-08-30T01:30:01.185Z","2023-08-30T01:30:06.732Z",TRUE,"pitch","482aef6c-4711-4a11-91b4-a30575fef2e1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3449,1.4894,NA,97.94,203.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Reese McGuire walks.",0,6,2,58,"bottom",7,"2023-08-30T01:29:49.202Z","2023-08-30T01:31:27.780Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,624512,"Reese McGuire","/api/v1/people/624512","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.5,14,0.9,0.4303,6.2134,25.7031,-28.9316,3.358,1.9766,0.5,1.3101,3.4275,-127.221,-3.3738,-1.3003,50.0057,4.9428,5.513,12,7.2,24,2324,132,NA,NA,NA,NA,NA,NA,FALSE,-32.6,3,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",5,"2023-08-30T01:29:28.419Z","2023-08-30T01:29:37.309Z",TRUE,"pitch","ed9e553f-0718-4f07-8587-a2841ebf5c70",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.3,1.54,NA,124.34,176.16,"fly_ball","medium","7",93.86,89.94,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Trevor Story flies out to left fielder Michael Brantley.",0,6,2,57,"bottom",7,"2023-08-30T01:27:49.101Z","2023-08-30T01:29:37.309Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,596115,"Trevor Story","/api/v1/people/596115","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,77.9,5,0.89,0.443,6.114,24.8581,-31.199,2.9086,0.6273,-0.1927,2.3192,1.3683,-123.6905,-0.1859,-1.131,50.0008,5.0132,4.5023,8.4,8.4,24,2271,95,81.6,40,285,NA,NA,NA,TRUE,-36.5,1.3,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",4,"2023-08-30T01:29:10.511Z","2023-08-30T01:29:15.473Z",TRUE,"pitch","98f41b11-9b3b-4b77-af13-2d7887b53e65",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.5225,1.6375,NA,63.31,173.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Trevor Story flies out to left fielder Michael Brantley.",0,6,2,57,"bottom",7,"2023-08-30T01:27:49.101Z","2023-08-30T01:29:37.309Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,596115,"Trevor Story","/api/v1/people/596115","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.6,14,0.9,0.3966,6.226,32.1393,-16.166,-5.8875,8.2991,1.4087,2.4357,8.154,-138.327,-3.8909,-0.8185,50.0041,4.951,-11.3592,28.8,3.6,24,2222,225,NA,NA,NA,NA,NA,NA,FALSE,-16.1,14.3,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",3,"2023-08-30T01:28:49.760Z","2023-08-30T01:28:53.152Z",TRUE,"pitch","787bb967-35bf-46ee-ad91-5cbc36d41ed5",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.3,1.54,NA,123.56,146.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Trevor Story flies out to left fielder Michael Brantley.",0,6,2,57,"bottom",7,"2023-08-30T01:27:49.101Z","2023-08-30T01:29:37.309Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,596115,"Trevor Story","/api/v1/people/596115","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87,11,0.9,0.3951,6.3694,30.3104,-16.453,-5.2792,8.0757,-0.1722,3.4219,4.54,-138.51,-1.2659,-1.1449,50.0068,4.9827,-10.2824,28.8,3.6,24,2346,222,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",1,"2023-08-30T01:28:17.557Z","2023-08-30T01:28:23.199Z",TRUE,"pitch","fc1476fa-859d-450c-8515-7857c1d661f2",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.3,1.54,NA,73.82,167.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Trevor Story flies out to left fielder Michael Brantley.",0,6,2,57,"bottom",7,"2023-08-30T01:27:49.101Z","2023-08-30T01:29:37.309Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,596115,"Trevor Story","/api/v1/people/596115","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.1,12,0.9,0.395,6.4668,30.8441,-12.8347,-3.6466,9.9308,1.1329,2.6326,6.8479,-138.6292,-4.1524,-0.8949,50.0017,5.0059,-7.1013,21.6,3.6,24,2305,217,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",0,"2023-08-30T01:28:01.184Z","2023-08-30T01:28:05.492Z",TRUE,"pitch","b024b37e-0ead-40da-a7f5-ae638686ebb7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4041,1.6078,NA,156.76,121.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Trevor Story flies out to left fielder Michael Brantley.",0,6,2,57,"bottom",7,"2023-08-30T01:27:49.101Z","2023-08-30T01:29:37.309Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,596115,"Trevor Story","/api/v1/people/596115","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.5,11,0.91,0.3963,6.1376,31.2112,-12.8771,-2.954,9.9778,-1.043,4.3292,2.0728,-138.288,0.0955,-1.4189,50.0051,5.1589,-5.7146,22.8,2.4,24,2202,225,NA,NA,NA,NA,NA,NA,FALSE,-12,18.2,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",2,"2023-08-30T01:28:32.199Z","2023-08-30T01:28:49.760Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,0,596115,"/api/v1/people/596115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Trevor Story flies out to left fielder Michael Brantley.",0,6,2,57,"bottom",7,"2023-08-30T01:27:49.101Z","2023-08-30T01:29:37.309Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,596115,"Trevor Story","/api/v1/people/596115","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",6,"2023-08-30T01:25:21.715Z","2023-08-30T01:25:26.320Z",TRUE,"pitch","81ba497a-eccd-40ec-94b1-6444d61afa28",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.34,1.51,NA,118.1,169.24,"line_drive","medium","4",146.55,148.17,NA,NA,TRUE,NA,NA,NA,NA,NA,"56","atBat","Lineout","field_out","Michael Brantley lines out to second baseman David Hamilton.",0,6,2,56,"top",7,"2023-08-30T01:23:12.699Z","2023-08-30T01:25:26.320Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,488726,"Michael Brantley","/api/v1/people/488726","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,87.7,5,2,0.3908,6.4939,35.5102,-21.1379,-9.5391,5.5606,-0.0289,2.5756,7.6295,-140.7993,-4.8695,-1.5506,50.0013,5.7177,-18.9238,37.2,6,24,2055,210,104.1,7,150,NA,NA,NA,TRUE,-20.4,9.1,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",5,"2023-08-30T01:24:54.302Z","2023-08-30T01:24:59.138Z",TRUE,"pitch","41707103-741b-4be0-b3f5-4bfb374e5c00",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.34,1.51,NA,93.97,179.95,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"56","atBat","Lineout","field_out","Michael Brantley lines out to second baseman David Hamilton.",0,6,2,56,"top",7,"2023-08-30T01:23:12.699Z","2023-08-30T01:25:26.320Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,488726,"Michael Brantley","/api/v1/people/488726","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.4,82.2,6,2,0.4211,6.5649,27.6832,-32.4536,1.9032,-0.1671,0.6042,2.1788,4.4383,-130.1353,-3.2958,-1.3715,50.0009,5.9239,3.2576,7.2,8.4,24,2234,105,NA,NA,NA,NA,NA,NA,FALSE,-35,-0.8,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",4,"2023-08-30T01:24:32.880Z","2023-08-30T01:24:37.681Z",TRUE,"pitch","a2530605-513a-459c-9b92-27fb451a8b45",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3381,1.5486,NA,108.48,216.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Lineout","field_out","Michael Brantley lines out to second baseman David Hamilton.",0,6,2,56,"top",7,"2023-08-30T01:23:12.699Z","2023-08-30T01:25:26.320Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,488726,"Michael Brantley","/api/v1/people/488726","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80,14,2,0.4347,6.7602,25.9985,-35.0842,3.0105,-1.808,0.2236,0.8234,2.5996,-126.0616,-5.5943,-1.2127,50.0041,5.9086,4.8382,8.4,9.6,24,2301,43,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-4.3,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",3,"2023-08-30T01:24:12.748Z","2023-08-30T01:24:17.153Z",TRUE,"pitch","f43c029c-f310-42e7-a382-e5775f19f7c4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3381,1.519,NA,90.95,213.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Lineout","field_out","Michael Brantley lines out to second baseman David Hamilton.",0,6,2,56,"top",7,"2023-08-30T01:23:12.699Z","2023-08-30T01:25:26.320Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,488726,"Michael Brantley","/api/v1/people/488726","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,89.9,14,2,0.3845,6.6503,33.0182,-19.9633,-10.1775,5.944,0.6835,0.9441,9.6549,-142.4899,-9.6611,-1.428,50.003,5.6422,-20.9093,40.8,6,24,2037,212,NA,NA,NA,NA,NA,NA,FALSE,-19.7,8.9,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",2,"2023-08-30T01:23:52.892Z","2023-08-30T01:23:58.639Z",TRUE,"pitch","9b44fd52-2a9d-49a2-aeb3-26c3b3d275cb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3381,1.4597,NA,79.73,196.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Lineout","field_out","Michael Brantley lines out to second baseman David Hamilton.",0,6,2,56,"top",7,"2023-08-30T01:23:12.699Z","2023-08-30T01:25:26.320Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,488726,"Michael Brantley","/api/v1/people/488726","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,90,14,2,0.3842,6.6715,32.0739,-19.6795,-9.7851,6.068,0.9779,1.5841,9.9651,-142.4417,-8.08,-1.291,50.0034,5.6971,-20.1508,39.6,6,24,2064,210,NA,NA,NA,NA,NA,NA,FALSE,-19,9.5,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",1,"2023-08-30T01:23:30.433Z","2023-08-30T01:23:35.537Z",TRUE,"pitch","cac59208-e8bd-41d3-8a61-836029d0ee2f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.34,1.51,NA,79.54,205.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Lineout","field_out","Michael Brantley lines out to second baseman David Hamilton.",0,6,2,56,"top",7,"2023-08-30T01:23:12.699Z","2023-08-30T01:25:26.320Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,488726,"Michael Brantley","/api/v1/people/488726","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,82.2,14,2,0.4228,6.4227,26.6297,-31.3174,0.5146,0.5055,0.9827,1.2172,5.8533,-129.4587,-5.4768,-1.373,50.0037,5.7528,0.8748,3.6,7.2,24,2234,82,NA,NA,NA,NA,NA,NA,FALSE,-34.6,-0.1,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",0,"2023-08-30T01:23:12.699Z","2023-08-30T01:23:17.012Z",TRUE,"pitch","e1c1743e-fd16-44d7-81b0-874173e28b78",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3381,1.4894,NA,107.18,154.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Lineout","field_out","Michael Brantley lines out to second baseman David Hamilton.",0,6,2,56,"top",7,"2023-08-30T01:23:12.699Z","2023-08-30T01:25:26.320Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,488726,"Michael Brantley","/api/v1/people/488726","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,80.8,2,2,0.4281,6.4393,25.7648,-32.0552,0.8958,0.0741,0.2576,3.1102,4.2838,-127.8387,-0.9146,-1.5546,50.0048,5.9835,1.4859,3.6,8.4,24,2092,79,NA,NA,NA,NA,NA,NA,FALSE,-35.2,0.1,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716802,"2023-08-29",5,"2023-08-30T01:22:27.551Z","2023-08-30T01:22:35.666Z",TRUE,"pitch","64b62cfa-77a6-4c1e-88e3-f6892c519151",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,1,NA,NA,3.37,1.55,NA,94.5,184.1,"ground_ball","medium","4",130.36,139.06,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Forceout","force_out","Jose Abreu grounds into a force out, second baseman David Hamilton to shortstop Trevor Story. Alex Bregman scores. Yordan Alvarez to 3rd. Kyle Tucker out at 2nd. Jose Abreu to 1st.",1,6,2,55,"top",7,"2023-08-30T01:21:16.553Z","2023-08-30T01:22:35.666Z",TRUE,TRUE,FALSE,TRUE,0,0,2,2,547989,"José Abreu","/api/v1/people/547989","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.9,9,2,0.4355,6.7116,24.4811,-34.8043,4.3886,-1.6433,0.5902,2.0253,3.4041,-125.5843,-2.8842,-1.351,50.0021,6.0085,7.0357,12,9.6,24,2335,48,102.9,0,48,NA,NA,NA,TRUE,-40,-3.4,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,547989,"José Abreu","/api/v1/people/547989",NA,NA,NA,670541,"Yordan Alvarez","/api/v1/people/670541"
