"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717964,"2023-05-30",3,"2023-05-31T01:21:20.649Z","2023-05-31T01:21:25.494Z",TRUE,"pitch","67d43627-1d58-45bc-b8a9-5c49f9699e52",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.25,1.54,NA,132.49,183.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Nick Maton strikes out swinging.",0,10,6,83,"bottom",9,"2023-05-31T01:20:07.108Z","2023-05-31T01:21:25.494Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.6,76,7,2,0.459,6.0222,20.7826,-28.8106,-5.2585,2.3249,-0.4064,2.0379,-2.9772,-118.9013,-3.838,1.5411,50.0008,6.2604,-7.599,15.6,8.4,24,2394,313,NA,NA,NA,NA,NA,NA,TRUE,-37.1,3.6,10.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",2,"2023-05-31T01:20:59.322Z","2023-05-31T01:21:02.817Z",TRUE,"pitch","88a474b1-6913-4464-b29d-a0c475cae640",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3113,1.54,NA,161.18,248.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Nick Maton strikes out swinging.",0,10,6,83,"bottom",9,"2023-05-31T01:20:07.108Z","2023-05-31T01:21:25.494Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.1,74.5,13,2,0.4711,5.9425,22.697,-37.0861,-3.905,-3.5945,-1.1589,-0.3765,-5.0195,-116.4412,-6.6519,1.5353,50.0029,6.0433,-5.3386,9.6,12,24,2403,324,NA,NA,NA,NA,NA,NA,FALSE,-50.8,-7.9,8.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",1,"2023-05-31T01:20:43.279Z","2023-05-31T01:20:47.289Z",TRUE,"pitch","90442e60-0736-452a-a609-5a6e447bd1ca",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.25,1.54,NA,136.9,203.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Nick Maton strikes out swinging.",0,10,6,83,"bottom",9,"2023-05-31T01:20:07.108Z","2023-05-31T01:21:25.494Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.2,74.9,13,2,0.4671,5.9465,19.8356,-32.3752,-3.1148,-0.1416,-0.5222,1.2947,-3.7307,-116.7973,-4.3458,1.4943,50.0046,6.1896,-4.3485,8.4,9.6,24,2434,322,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-1,6.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",0,"2023-05-31T01:20:28.217Z","2023-05-31T01:20:31.765Z",TRUE,"pitch","c8eefb91-3c62-4e7a-9653-b35894d7f996",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2367,1.54,NA,117.2,162.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Nick Maton strikes out swinging.",0,10,6,83,"bottom",9,"2023-05-31T01:20:07.108Z","2023-05-31T01:21:25.494Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665155,"Nick Maton","/api/v1/people/665155","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.2,74.6,2,2,0.4664,5.8888,19.8686,-30.5717,-2.2623,1.1438,-0.0053,2.8115,-2.8532,-116.9653,-1.6185,1.5194,50.0033,6.3511,-3.167,7.2,8.4,24,2321,310,NA,NA,NA,NA,NA,NA,FALSE,-40.1,1.9,4.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",0,"2023-05-31T01:19:52.533Z","2023-05-31T01:20:02.595Z",TRUE,"pitch","7adc4394-e51b-4023-831a-1c2a8c4b7dc6",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.5,1.64,NA,137.14,135.88,"fly_ball","medium","9",161.05,135.57,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Javier Baez flies out to right fielder Adolis Garcia.",0,10,6,82,"bottom",9,"2023-05-31T01:19:32.576Z","2023-05-31T01:20:02.595Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,595879,"Javier Báez","/api/v1/people/595879","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.3,11,2,0.4041,5.92,28.1857,-14.0447,3.6326,9.7316,-0.5283,3.811,-5.0986,-135.2928,-4.4656,0.9045,50.0006,6.46,6.7662,20.4,3.6,24,2202,148,89,59,185,NA,NA,NA,TRUE,-14.6,16.9,-5.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",3,"2023-05-31T01:19:19.090Z","2023-05-31T01:19:26.151Z",TRUE,"pitch","b7c3adda-88b3-44bc-b824-fe6167c6ed19",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.33,1.62,NA,136.21,176.81,"ground_ball","medium","4",142.81,159.55,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Akil Baddoo grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,10,6,81,"bottom",9,"2023-05-31T01:18:44.884Z","2023-05-31T01:19:26.151Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.1,72.9,4,2,0.4758,5.8553,22.0265,-30.3118,-5.1586,1.3846,-0.5039,2.2953,-3.0624,-115.2484,-2.4559,1.5135,50.0005,6.3111,-6.9164,13.2,9.6,24,2393,314,81.4,6,84,NA,NA,NA,TRUE,-41.5,2.2,10.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",2,"2023-05-31T01:19:03.218Z","2023-05-31T01:19:06.920Z",TRUE,"pitch","38789f85-fdae-4df9-a1fc-50b2d4926320",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.33,1.62,NA,135.27,206.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Akil Baddoo grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,10,6,81,"bottom",9,"2023-05-31T01:18:44.884Z","2023-05-31T01:19:26.151Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.3,72.6,13,2,0.477,5.9884,24.1255,-30.2888,-5.064,1.4168,-0.4792,1.1993,-3.0444,-115.4137,-4.5784,1.5209,50.0037,6.1694,-6.7411,13.2,9.6,24,2380,313,NA,NA,NA,NA,NA,NA,FALSE,-42.4,1.6,10,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",1,"2023-05-31T01:18:47.176Z","2023-05-31T01:18:50.730Z",TRUE,"pitch","5b12a200-3410-4a73-8438-5a0a003254c2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3723,1.62,NA,75.51,137.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Akil Baddoo grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,10,6,81,"bottom",9,"2023-05-31T01:18:44.884Z","2023-05-31T01:19:26.151Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.2,69.7,12,2,0.4958,5.6586,21.7004,-41.0468,-2.3003,-7.2021,1.0886,3.762,-0.162,-110.895,2.7824,1.4612,50.0002,6.8038,-2.8355,3.6,13.2,24,2118,332,NA,NA,NA,NA,NA,NA,FALSE,-59.3,-11.9,4.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",0,"2023-05-31T01:17:28.497Z","2023-05-31T01:18:47.176Z",FALSE,"action",NA,NA,"Pitching Change: Will Smith replaces Cole Ragans.","Pitching Substitution",10,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,519293,"/api/v1/people/519293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"81","atBat","Groundout","field_out","Akil Baddoo grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,10,6,81,"bottom",9,"2023-05-31T01:18:44.884Z","2023-05-31T01:19:26.151Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,668731,"Akil Baddoo","/api/v1/people/668731","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717964,"2023-05-30",6,"2023-05-31T01:15:38.555Z","2023-05-31T01:15:47.465Z",TRUE,"pitch","302701ca-9ec6-4cd9-aa77-3c3a97b10645",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.63,1.78,NA,124.25,160.27,"fly_ball","medium","7",55.41,126.62,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Leody Taveras flies out to left fielder Eric Haase.",0,10,6,80,"top",9,"2023-05-31T01:14:00.427Z","2023-05-31T01:15:47.465Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,665750,"Leody Taveras","/api/v1/people/665750","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.9,82.7,5,0.91,0.4175,5.6805,26.634,-24.4656,1.5046,4.4186,-0.1903,2.9079,4.3632,-130.9869,-0.7179,-2.0704,50.002,5.0082,2.625,8.4,6,24,2590,186,85,44,252,NA,NA,NA,TRUE,-25.6,8,-3.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
