"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716386,"2023-09-30",1,"2023-09-30T03:57:41.495Z","2023-09-30T03:57:51.191Z",TRUE,"pitch","16c8ae11-3159-44cc-8bab-273c705606e1",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.19,1.56,NA,130.37,198.6,"fly_ball","medium","8",112.59,84.35,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Esteury Ruiz flies out to center fielder Mickey Moniak.",0,1,5,70,"top",9,"2023-09-30T03:57:39.370Z","2023-09-30T03:57:51.191Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.4,73.8,7,0.91,0.4688,6.2646,23.223,-26.7753,7.1802,3.9113,-0.3506,1.4881,0.9684,-117.0729,-3.3324,-1.7026,50.004,5.4508,9.9128,20.4,8.4,24,2301,78,94.2,46,289,NA,NA,NA,TRUE,-35.9,6.5,-13.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",0,"2023-09-30T03:56:55.799Z","2023-09-30T03:57:41.495Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Esteury Ruiz flies out to center fielder Mickey Moniak.",0,1,5,70,"top",9,"2023-09-30T03:57:39.370Z","2023-09-30T03:57:51.191Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",1,"2023-09-30T03:56:32.854Z","2023-09-30T03:56:44.504Z",TRUE,"pitch","37edcdf7-de42-481b-8657-67c5a171efed",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.49,1.66,NA,98.23,172.41,"ground_ball","medium","7",93.25,100.91,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Lawrence Butler singles on a ground ball to left fielder Randal Grichuk. Aledmys Diaz to 2nd.",0,1,5,69,"top",9,"2023-09-30T03:56:10.689Z","2023-09-30T03:56:44.504Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,84.4,6,0.9,0.4088,6.6471,28.0101,-14.4104,-5.3406,9.7626,0.4925,2.458,6.7596,-133.8266,-5.0343,-1.3684,50.0051,5.3906,-9.7202,28.8,3.6,24,2058,214,88.8,3,71,NA,NA,NA,FALSE,-15.5,16.8,8.3,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,671732,"Lawrence Butler","/api/v1/people/671732",649557,"Aledmys Díaz","/api/v1/people/649557",NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",0,"2023-09-30T03:56:16.956Z","2023-09-30T03:56:20.321Z",TRUE,"pitch","56c4d350-e399-4a96-a7fe-ed8e6245d585",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6955,1.7223,NA,91.73,188.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Lawrence Butler singles on a ground ball to left fielder Randal Grichuk. Aledmys Diaz to 2nd.",0,1,5,69,"top",9,"2023-09-30T03:56:10.689Z","2023-09-30T03:56:44.504Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.8,9,0.91,0.4069,6.8241,28.1558,-13.4794,-3.5856,10.1778,0.663,1.8738,5.8765,-134.4213,-6.8346,-1.082,50.0016,5.3996,-6.5856,20.4,3.6,24,2066,205,NA,NA,NA,NA,NA,NA,FALSE,-14.8,17.2,5.3,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",2,"2023-09-30T03:55:46.937Z","2023-09-30T03:55:59.197Z",TRUE,"pitch","9373caa7-fdfb-48c2-b77a-4c7e6c5b298b",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.45,1.65,NA,134.16,164.37,"ground_ball","medium","8",108.39,100.3,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Aledmys Diaz singles on a ground ball to center fielder Mickey Moniak.",0,1,5,68,"top",9,"2023-09-30T03:55:12.739Z","2023-09-30T03:55:59.197Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.7,4,0.91,0.4017,6.6774,29.605,-16.6942,-3.2136,8.2199,-0.4501,2.7559,3.7276,-136.2813,-4.0409,-1.4173,50.004,5.4091,-6.0529,16.8,3.6,24,2087,205,93.8,-2,39,NA,NA,NA,FALSE,-16.9,14.3,5,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,649557,"Aledmys Díaz","/api/v1/people/649557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",1,"2023-09-30T03:55:28.683Z","2023-09-30T03:55:33.593Z",TRUE,"pitch","15d1477e-51ea-41c5-8ca1-ab5eb741bbd2",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.45,1.65,NA,100.4,184.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Aledmys Diaz singles on a ground ball to center fielder Mickey Moniak.",0,1,5,68,"top",9,"2023-09-30T03:55:12.739Z","2023-09-30T03:55:59.197Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85.2,9,0.91,0.4051,6.6974,28.4056,-12.2797,-3.2486,10.7322,0.4355,2.0014,5.6289,-135.036,-6.4854,-1.2505,50.0023,5.2919,-6.0222,19.2,3.6,24,2204,212,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18.4,4.7,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",0,"2023-09-30T03:55:17.431Z","2023-09-30T03:55:21.331Z",TRUE,"pitch","84b4ca80-7112-451c-bece-58bbacb6ea60",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5099,1.6504,NA,103.71,133.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Aledmys Diaz singles on a ground ball to center fielder Mickey Moniak.",0,1,5,68,"top",9,"2023-09-30T03:55:12.739Z","2023-09-30T03:55:59.197Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.5,74.1,12,0.91,0.4662,6.4377,21.4291,-27.6459,8.0038,3.2379,0.3486,3.8925,2.0097,-117.3181,2.0519,-1.5583,50.0038,5.5768,11.1977,22.8,8.4,24,2221,84,NA,NA,NA,NA,NA,NA,FALSE,-35.3,6.6,-15,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",0,"2023-09-30T03:54:47.426Z","2023-09-30T03:54:53.987Z",TRUE,"pitch","432a9eb8-d76a-4ea1-bafe-b9c773333171",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.57,1.78,NA,135.41,170.19,"line_drive","hard","8",124.93,78.45,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","JJ Bleday lines out sharply to center fielder Mickey Moniak.",0,1,5,67,"top",9,"2023-09-30T03:54:41.298Z","2023-09-30T03:54:53.987Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.6,4,0.91,0.4024,6.859,29.2413,-13.9331,-5.1185,9.7192,-0.4829,2.5405,4.0227,-136.0003,-4.9729,-1.3146,50.0064,5.3559,-9.6104,30,3.6,24,2173,209,104.6,13,302,NA,NA,NA,TRUE,-14.5,16.8,8.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",7,"2023-09-30T03:54:20.876Z","2023-09-30T03:54:26.284Z",TRUE,"pitch","9af21f40-81ed-4dae-ac40-b3fff1cbe108",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.64,1.73,NA,117.93,196.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,1,5,66,"top",9,"2023-09-30T03:52:16.958Z","2023-09-30T03:54:26.284Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.7,68.7,13,0.91,0.5057,6.3168,20.8701,-42.1827,5.0712,-8.4455,-0.0243,1.5526,1.1409,-108.7285,0.9727,-1.2158,50.0026,5.7139,6.0098,8.4,14.4,24,2330,45,NA,NA,NA,NA,NA,NA,TRUE,-64,-14.6,-9.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716386,"2023-09-30",6,"2023-09-30T03:53:56.830Z","2023-09-30T03:54:03.191Z",TRUE,"pitch","1156b658-0272-4734-98c7-83eee289c4c5",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.64,1.73,NA,114.57,166.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,1,5,66,"top",9,"2023-09-30T03:52:16.958Z","2023-09-30T03:54:26.284Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669721,"Davis Daniel","/api/v1/people/669721","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.1,5,0.91,0.4045,6.7937,29.1701,-14.4818,-3.7915,9.5232,0.0636,2.692,4.7982,-135.3564,-4.4936,-1.2383,50.0055,5.3857,-7.0464,21.6,3.6,24,2105,202,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.6,5.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
