"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718319,"2023-05-04",3,"2023-05-04T05:52:59.000Z","2023-05-04T05:53:04.423Z",TRUE,"pitch","4516cdcb-f962-4755-b2f9-921e2b1069dd",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3,1.4,NA,51.25,238.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Nick Allen strikes out swinging.",0,7,2,80,"bottom",10,"2023-05-04T05:51:53.654Z","2023-05-04T05:53:04.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669397,"Nick Allen","/api/v1/people/669397","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.9,75,14,0.91,0.4671,5.8224,23.4334,-40.0018,6.0067,-5.6311,1.725,0.0105,8.0965,-117.5181,-3.5768,-2.5524,50.0007,5.2887,8.3531,13.2,12,24,2127,40,NA,NA,NA,NA,NA,NA,TRUE,-52.9,-10.8,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",2,"2023-05-04T05:52:37.754Z","2023-05-04T05:52:40.754Z",TRUE,"pitch","40be7387-c625-4fdb-8b5b-b5f13a674744",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3,1.4,NA,78.41,166.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Nick Allen strikes out swinging.",0,7,2,80,"bottom",10,"2023-05-04T05:51:53.654Z","2023-05-04T05:53:04.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669397,"Nick Allen","/api/v1/people/669397","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.1,79.9,12,2,0.4329,5.9434,26.1062,-25.7388,2.9609,3.9748,1.0123,2.6866,8.462,-126.5728,-1.392,-2.7608,50.006,5.3069,4.7998,14.4,7.2,24,2276,183,NA,NA,NA,NA,NA,NA,FALSE,-29,7.1,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",1,"2023-05-04T05:52:22.650Z","2023-05-04T05:52:26.380Z",TRUE,"pitch","abd453a5-cd12-4e09-831d-977e3ca30336",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,2.8046,1.2886,NA,123.97,149.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Nick Allen strikes out swinging.",0,7,2,80,"bottom",10,"2023-05-04T05:51:53.654Z","2023-05-04T05:53:04.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669397,"Nick Allen","/api/v1/people/669397","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.5,72.6,11,0.91,0.4757,5.7122,23.7743,-40.4746,5.6835,-6.1974,-0.1827,3.3078,4.4198,-115.6389,3.6259,-2.8647,50.0021,5.6307,7.6123,12,12,24,2009,42,NA,NA,NA,NA,NA,NA,FALSE,-53.5,-9.8,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",0,"2023-05-04T05:52:06.802Z","2023-05-04T05:52:10.500Z",TRUE,"pitch","adc3bd74-27ec-4ae1-b11a-393bd7d97d73",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.027,1.4279,NA,118.65,151.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Nick Allen strikes out swinging.",0,7,2,80,"bottom",10,"2023-05-04T05:51:53.654Z","2023-05-04T05:53:04.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669397,"Nick Allen","/api/v1/people/669397","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,84.4,11,2,0.4077,5.8152,28.932,-23.4197,-12.2706,4.7877,-0.0432,3.2201,11.3533,-134.3221,-0.9982,-2.7292,50.0035,5.2609,-22.4375,40.8,7.2,24,1899,228,NA,NA,NA,NA,NA,NA,FALSE,-23.4,8.6,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",3,"2023-05-04T05:51:38.268Z","2023-05-04T05:51:41.268Z",TRUE,"pitch","b4ef5cd1-27c8-4166-b276-3abf6b0e1025",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.5,1.75,NA,78.83,171.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jesus Aguilar strikes out swinging.",0,7,2,79,"bottom",10,"2023-05-04T05:50:40.119Z","2023-05-04T05:51:41.268Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,542583,"Jesús Aguilar","/api/v1/people/542583","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,82.3,14,2,0.4212,5.93,25.5474,-21.1954,-0.4685,6.398,1.0013,2.51,9.4083,-129.7436,-3.0008,-2.6012,50.0019,5.2855,-0.8058,2.4,4.8,24,2228,199,NA,NA,NA,NA,NA,NA,TRUE,-23,11.2,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,669127,"Shea Langeliers","/api/v1/people/669127",NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",2,"2023-05-04T05:51:19.303Z","2023-05-04T05:51:22.303Z",TRUE,"pitch","760767fc-534a-42bf-8827-3f05a7cc77aa",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.5,1.75,NA,106.22,148.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jesus Aguilar strikes out swinging.",0,7,2,79,"bottom",10,"2023-05-04T05:50:40.119Z","2023-05-04T05:51:41.268Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,542583,"Jesús Aguilar","/api/v1/people/542583","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88,81.1,3,2,0.4266,5.8163,24.8512,-22.038,1.0875,6.0618,0.2827,3.3491,7.4917,-128.0815,-0.8666,-2.8137,50.0031,5.405,1.8173,8.4,6,24,2296,179,NA,NA,NA,NA,NA,NA,FALSE,-24.1,11,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",1,"2023-05-04T05:51:01.928Z","2023-05-04T05:51:04.928Z",TRUE,"pitch","00c7fc05-e595-449c-a0e5-1288fd49408d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.5,1.75,NA,75.74,156.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jesus Aguilar strikes out swinging.",0,7,2,79,"bottom",10,"2023-05-04T05:50:40.119Z","2023-05-04T05:51:41.268Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,542583,"Jesús Aguilar","/api/v1/people/542583","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,82.2,12,2,0.4212,5.9113,25.407,-21.4177,-0.4598,6.27,1.0823,3.0342,9.95,-129.7074,-1.6427,-2.7327,50.0025,5.2979,-0.7901,2.4,4.8,24,2141,190,NA,NA,NA,NA,NA,NA,FALSE,-23,11.3,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",0,"2023-05-04T05:50:47.348Z","2023-05-04T05:50:50.953Z",TRUE,"pitch","7f71d31f-84c2-4a49-ace6-5419c43b9e87",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3878,1.7499,NA,108.9,194.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Jesus Aguilar strikes out swinging.",0,7,2,79,"bottom",10,"2023-05-04T05:50:40.119Z","2023-05-04T05:51:41.268Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,542583,"Jesús Aguilar","/api/v1/people/542583","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.7,8,2,0.4041,5.8338,27.8806,-23.5344,-11.9323,4.6355,0.2124,1.6561,11.7801,-135.2437,-4.9917,-2.6373,50.0024,5.1639,-22.2339,39.6,7.2,24,1963,230,NA,NA,NA,NA,NA,NA,FALSE,-24,7.6,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",4,"2023-05-04T05:50:15.646Z","2023-05-04T05:50:25.026Z",TRUE,"pitch","c334393d-d823-4fd7-8d5e-92eedaca50b2",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.16,1.48,NA,75.16,169.27,"popup","medium","5",121.48,170.23,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Jace Peterson pops out to third baseman Eugenio Suarez.",0,7,2,78,"bottom",10,"2023-05-04T05:49:42.203Z","2023-05-04T05:50:25.026Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,81.9,12,2,0.4227,5.8193,26.2096,-23.0016,1.4155,5.3917,1.0976,2.5746,9.3401,-129.4202,-2.4521,-2.7374,50.0053,5.2903,2.407,9.6,6,24,2148,194,73.2,71,91,NA,NA,NA,TRUE,-25.1,9.5,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,669127,"Shea Langeliers","/api/v1/people/669127",NA,NA,NA,NA,NA,NA,NA
718319,"2023-05-04",3,"2023-05-04T05:50:00.484Z","2023-05-04T05:50:03.830Z",TRUE,"pitch","da195173-3d4f-4bfc-abb5-c2d39cc3ef99",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.1037,1.48,NA,143.73,164.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Jace Peterson pops out to third baseman Eugenio Suarez.",0,7,2,78,"bottom",10,"2023-05-04T05:49:42.203Z","2023-05-04T05:50:25.026Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,607054,"Jace Peterson","/api/v1/people/607054","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.5,73.1,1,0.91,0.4745,5.54,22.4439,-41.7011,6.356,-7.0645,-0.7013,2.7453,3.3325,-115.6225,2.6007,-2.9892,50.0045,5.6201,8.5679,12,13.2,24,2065,45,NA,NA,NA,NA,NA,NA,FALSE,-55.3,-11.8,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
