"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717633,"2023-06-24",5,"2023-06-25T02:14:49.156Z","2023-06-25T02:14:54.657Z",TRUE,"pitch","28d7cf1c-5710-4524-ab17-6fa372099df7",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.35,1.72,NA,130.12,177.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Edouard Julien strikes out swinging.",0,2,3,70,"top",9,"2023-06-25T02:12:21.522Z","2023-06-25T02:14:54.657Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.8,80.8,4,2,0.4283,6.2992,26.1897,-33.739,-0.3935,-0.9463,-0.3443,2.2655,4.7573,-127.8576,-1.9252,-2.1774,50.0026,5.6742,-0.653,0,8.4,24,2152,29,NA,NA,NA,NA,NA,NA,TRUE,-37.3,-1.9,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",4,"2023-06-25T02:14:30.014Z","2023-06-25T02:14:34.804Z",TRUE,"pitch","76c64675-2762-4c5f-91bd-2062a28e0ce8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3866,1.739,NA,175.8,156.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Edouard Julien strikes out swinging.",0,2,3,70,"top",9,"2023-06-25T02:12:21.522Z","2023-06-25T02:14:54.657Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88,81.1,11,2,0.4263,6.1245,25.4844,-34.9762,0.7605,-1.6739,-1.5425,3.0619,2.0939,-128.2823,0.4448,-2.4667,50.0035,5.6036,1.2724,2.4,8.4,24,2155,43,NA,NA,NA,NA,NA,NA,FALSE,-37.8,-2.8,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",3,"2023-06-25T02:13:42.115Z","2023-06-25T02:13:47.978Z",TRUE,"pitch","62128880-61db-4cb3-a59f-26408831e848",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.35,1.72,NA,127.05,172.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Edouard Julien strikes out swinging.",0,2,3,70,"top",9,"2023-06-25T02:12:21.522Z","2023-06-25T02:14:54.657Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.5,81.2,5,2,0.4282,6.1467,24.0789,-36.6405,-0.381,-2.6896,-0.2635,2.4497,5.2128,-127.4975,-0.6107,-2.2776,50.0039,5.5624,-0.6342,0,8.4,24,2345,46,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-4.8,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",2,"2023-06-25T02:13:20.498Z","2023-06-25T02:13:25.072Z",TRUE,"pitch","52427829-7504-41c8-bcf6-73a4050d8141",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.36,1.7192,NA,110.2,175.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Edouard Julien strikes out swinging.",0,2,3,70,"top",9,"2023-06-25T02:12:21.522Z","2023-06-25T02:14:54.657Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.7,5,2,0.394,6.3699,29.5968,-23.7363,-8.4761,4.3091,0.1785,2.3363,9.5367,-138.7634,-4.2897,-2.1935,50.0063,5.4739,-16.6155,31.2,6,24,2150,230,NA,NA,NA,NA,NA,NA,FALSE,-22.8,7.1,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",1,"2023-06-25T02:13:00.365Z","2023-06-25T02:13:04.783Z",TRUE,"pitch","e56e1f27-6ce5-4980-b9d1-cf9b7109b2e5",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3866,1.7192,NA,138.31,155.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Edouard Julien strikes out swinging.",0,2,3,70,"top",9,"2023-06-25T02:12:21.522Z","2023-06-25T02:14:54.657Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.9,81.1,1,2,0.427,6.1739,24.8667,-35.6614,-0.2107,-2.0925,-0.5592,3.0773,4.4505,-127.9647,0.4117,-2.2888,50.0002,5.694,-0.3517,1.2,8.4,24,2240,38,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-3.5,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",0,"2023-06-25T02:12:35.304Z","2023-06-25T02:12:40.756Z",TRUE,"pitch","1844c1c7-7e52-4567-bb84-73dca23aecc2",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.4399,1.739,NA,68.43,225.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Edouard Julien strikes out swinging.",0,2,3,70,"top",9,"2023-06-25T02:12:21.522Z","2023-06-25T02:14:54.657Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666397,"Edouard Julien","/api/v1/people/666397","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.6,80.9,14,2,0.4279,6.1654,29.4014,-34.2327,-2.385,-1.2388,1.2741,0.4985,9.3,-128.5513,-5.4886,-2.0984,50.0058,5.3534,-3.9481,3.6,8.4,24,2153,21,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",5,"2023-06-25T02:12:02.168Z","2023-06-25T02:12:06.459Z",TRUE,"pitch","7a2b803d-cdb5-4e92-b362-c2b0b693a8c2",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.35,1.53,NA,81.17,208.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Kyle Farmer strikes out swinging.",0,2,3,69,"top",9,"2023-06-25T02:10:58.406Z","2023-06-25T02:12:06.459Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,80.4,14,2,0.4309,6.4977,27.5074,-33.1024,-2.4678,-0.5642,0.94,1.1299,8.1914,-127.3648,-4.5886,-2.0051,50.0049,5.5889,-4.0323,3.6,8.4,24,2164,11,NA,NA,NA,NA,NA,NA,TRUE,-37.8,-1.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680777,"Ryan Jeffers","/api/v1/people/680777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",3,"2023-06-25T02:11:44.871Z","2023-06-25T02:11:49.115Z",TRUE,"pitch","7b23d86e-3837-49b0-8934-6e7608d14987",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4133,1.5806,NA,114.08,206.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Kyle Farmer strikes out swinging.",0,2,3,69,"top",9,"2023-06-25T02:10:58.406Z","2023-06-25T02:12:06.459Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.3,14,0.91,0.3922,6.4741,29.8425,-19.6215,-9.399,6.3475,0.0767,1.2115,8.9481,-139.3759,-8.0113,-1.9464,50.0024,5.4074,-18.5849,38.4,6,24,2172,221,NA,NA,NA,NA,NA,NA,FALSE,-19.7,10.1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",2,"2023-06-25T02:11:18.802Z","2023-06-25T02:11:23.714Z",TRUE,"pitch","5dc04ea7-7818-4267-8c50-5d58339a0a2d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.35,1.53,NA,146.1,161.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Kyle Farmer strikes out swinging.",0,2,3,69,"top",9,"2023-06-25T02:10:58.406Z","2023-06-25T02:12:06.459Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.3,1,0.91,0.3951,6.5661,29.8099,-21.8722,-9.4786,5.2889,-0.7634,2.8781,6.8765,-138.4359,-3.3354,-2.0433,50.0033,5.5561,-18.4676,37.2,6,24,2134,226,NA,NA,NA,NA,NA,NA,FALSE,-21,9.1,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717633,"2023-06-24",1,"2023-06-25T02:11:00.601Z","2023-06-25T02:11:05.084Z",TRUE,"pitch","344a6b00-4e17-4eb1-86d7-039aae3dbfe7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3484,1.5015,NA,123.04,172.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Kyle Farmer strikes out swinging.",0,2,3,69,"top",9,"2023-06-25T02:10:58.406Z","2023-06-25T02:12:06.459Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.9,79.5,5,2,0.4341,6.415,27.0586,-35.8761,-1.3619,-2.2955,-0.1585,2.4533,5.0184,-126.4344,-1.0079,-1.9968,50.0045,5.7498,-2.1934,2.4,9.6,24,2191,36,NA,NA,NA,NA,NA,NA,FALSE,-40.6,-4.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
