"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717659,"2023-06-22",7,"2023-06-23T01:40:59.859Z","2023-06-23T01:41:05.980Z",TRUE,"pitch","aa6778f9-63aa-4ddd-92de-0e53e03f7823",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.23,1.54,NA,143.94,193.78,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Isaac Paredes strikes out swinging.",0,6,5,80,"bottom",9,"2023-06-23T01:38:55.942Z","2023-06-23T01:41:05.980Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.2,72.4,7,2,0.4777,6.9153,24.0422,-41.8666,9.0332,-7.3005,-0.7068,1.6667,-0.1591,-115.2517,0.9217,-1.8076,50.0036,5.3475,11.9923,15.6,13.2,24,2500,53,NA,NA,NA,NA,NA,NA,TRUE,-56.6,-12.6,-16.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",5,"2023-06-23T01:40:19.112Z","2023-06-23T01:40:22.341Z",TRUE,"pitch","628413b8-7f22-4f60-9cdc-448f73eda9d0",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.23,1.54,NA,110.77,209.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Isaac Paredes strikes out swinging.",0,6,5,80,"bottom",9,"2023-06-23T01:38:55.942Z","2023-06-23T01:41:05.980Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.1,75.9,14,2,0.458,7.2255,23.3354,-36.4476,5.6514,-2.9473,0.1633,1.0874,3.2628,-119.6335,-1.4858,-1.9531,50.0052,4.987,8.183,13.2,10.8,24,2656,80,NA,NA,NA,NA,NA,NA,FALSE,-46,-5.4,-11,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",3,"2023-06-23T01:39:38.525Z","2023-06-23T01:39:41.957Z",TRUE,"pitch","0341723e-0dfd-40db-81a1-504564d54c71",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1178,1.4191,NA,83.3,209.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Isaac Paredes strikes out swinging.",0,6,5,80,"bottom",9,"2023-06-23T01:38:55.942Z","2023-06-23T01:41:05.980Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.1,75.7,14,2,0.459,7.0408,23.8149,-37.1791,5.2729,-3.4743,0.8842,1.0815,4.8929,-119.5039,-1.5013,-1.8775,50.0024,5.0688,7.5976,13.2,10.8,24,2627,73,NA,NA,NA,NA,NA,NA,FALSE,-47,-6.4,-10.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",2,"2023-06-23T01:39:15.393Z","2023-06-23T01:39:18.393Z",TRUE,"pitch","7d0bd645-ec8c-4201-be27-d69cda33cd4a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.23,1.54,NA,94.61,199.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Isaac Paredes strikes out swinging.",0,6,5,80,"bottom",9,"2023-06-23T01:38:55.942Z","2023-06-23T01:41:05.980Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,75.4,9,2,0.4602,7.6394,23.996,-37.034,6.6879,-3.3855,0.5874,1.4633,4.3353,-119.2393,-0.3359,-2.1266,50.0059,4.9616,9.5845,15.6,10.8,24,2573,82,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-5.9,-13.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",1,"2023-06-23T01:38:58.157Z","2023-06-23T01:39:01.669Z",TRUE,"pitch","8253cc50-0f32-45d4-9573-5b7dec9f755a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1609,1.4536,NA,133.37,189.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Isaac Paredes strikes out swinging.",0,6,5,80,"bottom",9,"2023-06-23T01:38:55.942Z","2023-06-23T01:41:05.980Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,77.1,7,2,0.45,7.5795,23.5082,-37.702,5.9688,-3.6843,-0.4294,1.8272,2.0489,-121.6457,0.1408,-2.0576,50.0025,5.0329,8.9582,14.4,10.8,24,2667,84,NA,NA,NA,NA,NA,NA,FALSE,-45.5,-6.4,-11.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",0,"2023-06-23T01:38:07.537Z","2023-06-23T01:38:58.157Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Isaac Paredes strikes out swinging.",0,6,5,80,"bottom",9,"2023-06-23T01:38:55.942Z","2023-06-23T01:41:05.980Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",4,"2023-06-23T01:39:58.560Z","2023-06-23T01:40:01.811Z",FALSE,"pickoff","cc9f9143-7536-45f1-9bd4-6da1fa69142b",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Isaac Paredes strikes out swinging.",0,6,5,80,"bottom",9,"2023-06-23T01:38:55.942Z","2023-06-23T01:41:05.980Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",6,"2023-06-23T01:40:44.532Z","2023-06-23T01:40:59.859Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,670623,"/api/v1/people/670623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Isaac Paredes strikes out swinging.",0,6,5,80,"bottom",9,"2023-06-23T01:38:55.942Z","2023-06-23T01:41:05.980Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",3,"2023-06-23T01:37:35.404Z","2023-06-23T01:37:41.179Z",TRUE,"pitch","d8478ee0-9db1-4106-903a-5f83d80b6b28",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,1,NA,NA,3.4,1.6,NA,80.18,236.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Randy Arozarena strikes out swinging.",0,6,5,79,"bottom",9,"2023-06-23T01:36:19.593Z","2023-06-23T01:37:41.179Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,75.4,14,2,0.462,6.9764,24.7457,-38.0505,8.561,-4.1375,0.9659,0.0743,4.0895,-118.9635,-3.4215,-1.8926,50.0039,5.0121,12.1586,18,12,24,2771,72,NA,NA,NA,NA,NA,NA,TRUE,-49.3,-8,-16.6,NA,NA,NA,NA,NA,TRUE,FALSE,670042,"Luke Raley","/api/v1/people/670042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717659,"2023-06-22",2,"2023-06-23T01:37:14.613Z","2023-06-23T01:37:18.453Z",TRUE,"pitch","9f07b741-f2bb-43a5-9749-29d0e6b276b6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2626,1.5828,NA,72.39,208.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Randy Arozarena strikes out swinging.",0,6,5,79,"bottom",9,"2023-06-23T01:36:19.593Z","2023-06-23T01:37:41.179Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.7,76.1,14,2,0.4562,7.7653,24.9834,-38.7911,7.6165,-4.542,1.1702,1.1234,4.9011,-120.4067,-1.2688,-1.8861,50.0011,5.1123,11.1,16.8,10.8,24,2753,75,NA,NA,NA,NA,NA,NA,FALSE,-48.4,-8.3,-15,NA,NA,NA,NA,NA,TRUE,FALSE,670042,"Luke Raley","/api/v1/people/670042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
