"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745413,"2024-05-26",0,"2024-05-26T23:07:47.024Z","2024-05-26T23:07:52.508Z",TRUE,"pitch","a3b5cf6f-c809-4322-a9d8-224fd91cffee",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.15,1.48,NA,117.72,184.9,"ground_ball","medium","4",146.36,144.94,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Forceout","force_out","Jose Trevino grounds into a force out, fielded by second baseman Jake Cronenworth. Kevin Smith out at 2nd.",0,2,5,75,"top",9,"2024-05-26T23:07:40.003Z","2024-05-26T23:07:52.508Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,624431,"Jose Trevino","/api/v1/people/624431","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,89.7,8,0.9,0.3828,6.8394,35.6564,-10.755,-5.2418,10.3484,-0.0188,1.9954,4.7201,-143.5107,-9.1838,-1.0103,50.0012,5.922,-10.8467,37.2,3.6,24,2396,206,98.8,-30,5,NA,NA,NA,TRUE,-11.4,16.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745413,"2024-05-26",5,"2024-05-26T23:07:07.505Z","2024-05-26T23:07:20.520Z",TRUE,"pitch","6ac70772-1f23-46fe-bb06-22f39a7751b1",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.23,1.52,NA,139.87,147,"fly_ball","hard","8",115.25,49.07,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Gleyber Torres flies out sharply to center fielder Jackson Merrill.",0,2,5,74,"top",9,"2024-05-26T23:05:39.725Z","2024-05-26T23:07:20.520Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,90.9,11,0.77,0.3772,6.6404,36.2035,-13.5665,-6.2012,8.7277,-0.6001,3.3991,4.293,-145.5687,-5.4844,-1.293,50.0064,6.1385,-13.2263,39.6,3.6,24,2337,210,103.4,34,373,NA,NA,NA,TRUE,-12.7,14.8,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,675656,"Kevin Smith","/api/v1/people/675656",NA,NA,NA,NA,NA,NA
745413,"2024-05-26",4,"2024-05-26T23:06:44.369Z","2024-05-26T23:06:49.548Z",TRUE,"pitch","7408446d-5f75-4b95-a04f-6e454daad482",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.012,1.3543,NA,88.48,219.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Gleyber Torres flies out sharply to center fielder Jackson Merrill.",0,2,5,74,"top",9,"2024-05-26T23:05:39.725Z","2024-05-26T23:07:20.520Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.6,84.9,14,0.92,0.4104,6.6772,25.856,-25.0254,-10.1714,3.9569,0.7482,0.7215,8.5111,-132.9588,-8.4812,-1.1573,50.0052,5.7406,-18.3944,32.4,7.2,24,1859,236,NA,NA,NA,NA,NA,NA,FALSE,-26.9,5.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745413,"2024-05-26",3,"2024-05-26T23:06:21.506Z","2024-05-26T23:06:27.030Z",TRUE,"pitch","d3b49f5e-99c5-4ef2-a95a-177dbd7bf495",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.23,1.52,NA,150.68,182.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Gleyber Torres flies out sharply to center fielder Jackson Merrill.",0,2,5,74,"top",9,"2024-05-26T23:05:39.725Z","2024-05-26T23:07:20.520Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,91,13,0.95,0.3792,6.5855,32.6689,-9.1673,-4.815,10.8805,-0.8835,2.1027,2.4345,-144.2799,-9.4538,-1.1114,50.0002,5.9813,-10.1787,40.8,2.4,24,2315,211,NA,NA,NA,NA,NA,NA,FALSE,-9.7,18,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745413,"2024-05-26",2,"2024-05-26T23:06:00.294Z","2024-05-26T23:06:05.168Z",TRUE,"pitch","61f08f79-d1e0-4908-befa-e56a3eadd8ef",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1494,1.5132,NA,126.45,199.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Gleyber Torres flies out sharply to center fielder Jackson Merrill.",0,2,5,74,"top",9,"2024-05-26T23:05:39.725Z","2024-05-26T23:07:20.520Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,90.9,8,0.96,0.3789,6.5872,34.6158,-8.5854,-4.3729,11.1498,-0.2479,1.4504,4.1284,-144.7206,-11.2854,-1.1267,50.0034,5.9321,-9.2514,36,2.4,24,2294,208,NA,NA,NA,NA,NA,NA,FALSE,-9.7,18,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745413,"2024-05-26",1,"2024-05-26T23:05:42.088Z","2024-05-26T23:05:46.439Z",TRUE,"pitch","63dd4f7f-e3b8-4c5e-9540-b875856f0ba7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1265,1.3772,NA,137.95,178.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Gleyber Torres flies out sharply to center fielder Jackson Merrill.",0,2,5,74,"top",9,"2024-05-26T23:05:39.725Z","2024-05-26T23:07:20.520Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.9,4,0.93,0.386,6.8294,35.1592,-8.5175,-4.819,11.6272,-0.5496,2.2363,3.3172,-142.3289,-9.0365,-1.109,50.0058,6.0066,-9.8078,39.6,2.4,24,2181,208,NA,NA,NA,NA,NA,NA,FALSE,-9.6,19.2,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745413,"2024-05-26",0,"2024-05-26T23:05:07.668Z","2024-05-26T23:05:42.088Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Kevin Smith replaces Anthony Rizzo.","Offensive Substitution",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,675656,"/api/v1/people/675656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","601","74","atBat","Flyout","field_out","Gleyber Torres flies out sharply to center fielder Jackson Merrill.",0,2,5,74,"top",9,"2024-05-26T23:05:39.725Z","2024-05-26T23:07:20.520Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,519203,"/api/v1/people/519203",NA,NA,NA,NA,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745413,"2024-05-26",4,"2024-05-26T23:04:39.409Z","2024-05-26T23:04:51.419Z",TRUE,"pitch","04869b5e-dd00-4b02-85d0-2028422035f2",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.75,1.79,NA,151.18,143.7,"line_drive","medium","7",63.65,110.61,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Anthony Rizzo singles on a line drive to left fielder José Azocar.",0,2,5,73,"top",9,"2024-05-26T23:03:21.507Z","2024-05-26T23:04:51.419Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.3,11,0.97,0.3809,6.5042,32.8051,-9.0728,-3.4827,11.0251,-0.8966,3.5213,2.0958,-143.7207,-5.8282,-1.1822,50.0035,6.1369,-7.2977,33.6,2.4,24,2301,203,94.2,19,270,NA,NA,NA,FALSE,-9,19,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,519203,"Anthony Rizzo","/api/v1/people/519203",NA,NA,NA,NA,NA,NA
745413,"2024-05-26",3,"2024-05-26T23:04:22.850Z","2024-05-26T23:04:26.159Z",TRUE,"pitch","eec7ec23-8563-4e2d-9a61-d7cfea94c333",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.6762,1.7437,NA,172.56,119.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Anthony Rizzo singles on a line drive to left fielder José Azocar.",0,2,5,73,"top",9,"2024-05-26T23:03:21.507Z","2024-05-26T23:04:51.419Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.6,11,0.97,0.3834,6.4145,32.9817,-10.4538,-3.3229,10.5066,-1.4576,4.4144,0.6525,-142.8854,-3.1092,-1.2572,50.0044,6.1738,-6.8696,31.2,2.4,24,2350,207,NA,NA,NA,NA,NA,NA,FALSE,-9.8,18.6,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745413,"2024-05-26",2,"2024-05-26T23:04:02.261Z","2024-05-26T23:04:08.988Z",TRUE,"pitch","a7d3e174-3947-4101-af43-2cd11a07972d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.75,1.79,NA,96.11,137.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Anthony Rizzo singles on a line drive to left fielder José Azocar.",0,2,5,73,"top",9,"2024-05-26T23:03:21.507Z","2024-05-26T23:04:51.419Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89.5,3,0.89,0.3828,6.6108,34.7945,-8.361,-5.1896,11.5,0.5481,3.7364,6.6911,-143.3791,-4.7964,-1.1474,50.0056,5.9588,-10.7492,44.4,2.4,24,2511,208,NA,NA,NA,NA,NA,NA,FALSE,-8.4,19.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
