"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718066,"2023-05-22",5,"2023-05-23T03:02:50.370Z","2023-05-23T03:03:02.977Z",TRUE,"pitch","8a9f8c92-544e-47cf-93ee-bc525d000589",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,2,NA,NA,3.52,1.68,NA,87.23,193.12,"fly_ball","medium","9",183.46,95.07,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Salvador Perez flies out to right fielder Matt Vierling.",0,8,5,88,"bottom",10,"2023-05-23T03:00:52.885Z","2023-05-23T03:03:02.977Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88,9,0.91,0.3923,6.2609,30.3694,-14.8132,-6.8192,8.7844,0.781,1.6913,7.8327,-139.4424,-6.6428,-1.1739,50.0009,5.0756,-13.4733,36,3.6,24,2481,228,93.2,43,296,NA,NA,NA,TRUE,-15,14.8,10.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",4,"2023-05-23T03:02:28.297Z","2023-05-23T03:02:32.336Z",TRUE,"pitch","fcdeccf0-277e-42c4-a926-c4dc41a84c3a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.5971,1.8291,NA,127.77,187.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Salvador Perez flies out to right fielder Matt Vierling.",0,8,5,88,"bottom",10,"2023-05-23T03:00:52.885Z","2023-05-23T03:03:02.977Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.3,7,0.91,0.3949,6.2558,29.8786,-13.4083,-6.8978,9.6251,-0.2826,1.889,5.6113,-138.5108,-6.1372,-1.4348,50.0058,5.0239,-13.4541,39.6,3.6,24,2415,231,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.4,11.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",2,"2023-05-23T03:01:49.598Z","2023-05-23T03:02:02.651Z",TRUE,"pitch","64857582-9a42-4e34-9bde-d1cb67408f34",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.5092,1.7711,NA,19.69,257.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Salvador Perez flies out to right fielder Matt Vierling.",0,8,5,88,"bottom",10,"2023-05-23T03:00:52.885Z","2023-05-23T03:03:02.977Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.4,81.6,14,2,0.43,6.3752,23.3464,-28.015,1.2445,2.529,2.5529,-0.6884,8.7539,-126.86,-8.8883,-1.0892,50.0057,5.0585,2.0509,6,7.2,24,2721,131,NA,NA,NA,NA,NA,NA,FALSE,-32.8,2.9,-4.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",1,"2023-05-23T03:01:25.957Z","2023-05-23T03:01:29.590Z",TRUE,"pitch","9487795d-d705-4705-b8f0-5c2c79633a86",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.539,1.8001,NA,103.97,217.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Salvador Perez flies out to right fielder Matt Vierling.",0,8,5,88,"bottom",10,"2023-05-23T03:00:52.885Z","2023-05-23T03:03:02.977Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.9,14,0.92,0.3941,6.0372,29.7402,-22.6044,-10.2506,4.8825,0.3419,0.7939,7.5983,-138.7617,-7.3838,-1.0939,50.0005,4.9846,-20.0772,37.2,6,24,2316,226,NA,NA,NA,NA,NA,NA,FALSE,-22.4,7.6,17,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",0,"2023-05-23T03:01:02.865Z","2023-05-23T03:01:06.682Z",TRUE,"pitch","c7853035-51c3-4cec-97a7-920754033b36",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.568,1.8001,NA,69.44,182.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Salvador Perez flies out to right fielder Matt Vierling.",0,8,5,88,"bottom",10,"2023-05-23T03:00:52.885Z","2023-05-23T03:03:02.977Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.5,14,0.93,0.3909,6.1065,28.9661,-22.3341,-10.1329,4.9382,1.2478,2.0842,10.1241,-139.6538,-4.2634,-1.0932,50.001,5.084,-20.1824,38.4,6,24,2301,227,NA,NA,NA,NA,NA,NA,FALSE,-21.2,8.3,16.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",3,"2023-05-23T03:02:12.020Z","2023-05-23T03:02:28.297Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Jose Cisnero. Jackie Bradley Jr. to 3rd. Maikel Garcia to 2nd.","Wild Pitch",8,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,0,2,598265,"/api/v1/people/598265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64857582-9a42-4e34-9bde-d1cb67408f34","wild_pitch",NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Salvador Perez flies out to right fielder Matt Vierling.",0,8,5,88,"bottom",10,"2023-05-23T03:00:52.885Z","2023-05-23T03:03:02.977Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",5,"2023-05-23T03:00:30.302Z","2023-05-23T03:00:37.489Z",TRUE,"pitch","051aa439-9d68-41d5-ac32-e92ada60c199",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,1,NA,NA,3.41,1.64,NA,125.92,210.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Vinnie Pasquantino strikes out swinging.",0,8,5,87,"bottom",10,"2023-05-23T02:58:36.463Z","2023-05-23T03:00:37.489Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.7,82.6,13,2,0.4218,6.2522,23.7815,-26.9568,2.5784,3.0468,-0.234,1.0311,1.6559,-129.2505,-5.5018,-1.2154,50.0041,5.225,4.4172,9.6,7.2,24,2701,163,NA,NA,NA,NA,NA,NA,TRUE,-29.6,4.7,-5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672580,"Maikel Garcia","/api/v1/people/672580",598265,"Jackie Bradley Jr.","/api/v1/people/598265",NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",4,"2023-05-23T03:00:02.761Z","2023-05-23T03:00:07.374Z",TRUE,"pitch","c650455e-3f17-45f0-9ca1-6ad30260eb5a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.41,1.64,NA,126.36,176.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Vinnie Pasquantino strikes out swinging.",0,8,5,87,"bottom",10,"2023-05-23T02:58:36.463Z","2023-05-23T03:00:37.489Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.8,5,0.93,0.3964,6.4698,31.5466,-21.2727,-9.8019,5.6423,-0.2454,2.3037,6.3689,-138.2953,-3.5982,-1.3076,50.0048,5.0529,-18.942,38.4,6,24,2314,225,NA,NA,NA,NA,NA,NA,FALSE,-20.8,9.6,16.4,1,NA,NA,NA,NA,NA,TRUE,FALSE,672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",3,"2023-05-23T02:59:40.489Z","2023-05-23T02:59:44.535Z",TRUE,"pitch","2532acf2-bced-4691-bc48-2af5477f56f5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.539,1.6551,NA,161.57,189.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Vinnie Pasquantino strikes out swinging.",0,8,5,87,"bottom",10,"2023-05-23T02:58:36.463Z","2023-05-23T03:00:37.489Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.5,13,0.91,0.3932,6.2569,32.8314,-23.1991,-10.1379,4.5728,-1.1693,1.8358,3.9852,-139.5541,-4.8022,-1.3027,50.0021,5.1167,-19.8984,38.4,6,24,2179,225,NA,NA,NA,NA,NA,NA,FALSE,-22.4,7.4,17.5,1,NA,NA,NA,NA,NA,TRUE,FALSE,672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718066,"2023-05-22",1,"2023-05-23T02:59:03.714Z","2023-05-23T02:59:07.872Z",TRUE,"pitch","d82f42c2-45a0-452b-9acb-8dcc508ea8e6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.539,1.6292,NA,144.77,127.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Vinnie Pasquantino strikes out swinging.",0,8,5,87,"bottom",10,"2023-05-23T02:58:36.463Z","2023-05-23T03:00:37.489Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.3,11,0.92,0.3935,6.259,31.1318,-15.7344,-4.0209,8.3754,-0.7286,4.1394,2.6707,-139.1805,-0.518,-1.178,50.0012,5.3696,-7.8906,25.2,3.6,24,2334,211,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15.2,6.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
