"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716632,"2023-09-12",6,"2023-09-12T05:07:33.889Z","2023-09-12T05:07:42.070Z",TRUE,"pitch","f81a7f26-295b-41a1-91b4-a618e9e42618",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,0,NA,NA,3.2,1.54,NA,117.63,174.27,"line_drive","medium","8",118.27,101.05,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","LaMonte Wade Jr. singles on a line drive to center fielder Myles Straw. Blake Sabol scores.",1,4,5,86,"bottom",10,"2023-09-12T05:05:34.686Z","2023-09-12T05:07:42.070Z",TRUE,TRUE,FALSE,FALSE,60,2,1,0,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101.1,93.7,5,0.91,0.3701,6.5063,30.6968,-16.5545,2.5747,7.0219,-0.0166,2.3892,0.1863,-147.2501,-7.7819,-0.4156,50.006,6.021,5.7282,18,3.6,24,2645,176,89.4,13,242,NA,NA,NA,FALSE,-14.9,11.6,-4.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",3,"2023-09-12T05:06:46.311Z","2023-09-12T05:06:50.983Z",TRUE,"pitch","8229be42-2dc2-422a-9123-7214233f131b",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.3757,1.5244,NA,118.48,163.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","LaMonte Wade Jr. singles on a line drive to center fielder Myles Straw. Blake Sabol scores.",1,4,5,86,"bottom",10,"2023-09-12T05:05:34.686Z","2023-09-12T05:07:42.070Z",TRUE,TRUE,FALSE,FALSE,60,2,1,0,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101.4,93.4,5,0.9,0.3699,6.3127,33.0668,-14.4202,2.3047,7.9793,-0.0387,2.786,0.8607,-147.7289,-6.8295,-0.6327,50,5.9646,5.1256,18,3.6,24,2595,190,NA,NA,NA,NA,NA,NA,FALSE,-13,13.4,-4.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",1,"2023-09-12T05:06:17.254Z","2023-09-12T05:06:23.512Z",TRUE,"pitch","ac207d45-9aa8-4875-bc57-92ad56a53d9b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2842,1.4587,NA,144.45,123.86,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"86","atBat","Single","single","LaMonte Wade Jr. singles on a line drive to center fielder Myles Straw. Blake Sabol scores.",1,4,5,86,"bottom",10,"2023-09-12T05:05:34.686Z","2023-09-12T05:07:42.070Z",TRUE,TRUE,FALSE,FALSE,60,2,1,0,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.3,92,11,0.91,0.3764,6.2639,29.23,-20.1778,3.3948,5.5764,-0.72,4.2564,-1.1646,-144.7341,-2.0354,-0.757,50.0049,6.1856,7.307,19.2,3.6,24,2532,158,NA,NA,NA,NA,NA,NA,FALSE,-17.4,10,-6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",0,"2023-09-12T05:05:59.415Z","2023-09-12T05:06:03.477Z",TRUE,"pitch","d8f2f827-e0b7-452f-8d67-736eee90c20e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2233,1.5244,NA,137.65,129.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","LaMonte Wade Jr. singles on a line drive to center fielder Myles Straw. Blake Sabol scores.",1,4,5,86,"bottom",10,"2023-09-12T05:05:34.686Z","2023-09-12T05:07:42.070Z",TRUE,TRUE,FALSE,FALSE,60,2,1,0,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.8,91.7,11,0.91,0.3778,6.1495,28.2228,-18.9773,3.0021,6.1723,-0.5417,4.0416,-0.3916,-144.0753,-2.571,-0.796,50.0005,6.096,6.4157,18,3.6,24,2537,159,NA,NA,NA,NA,NA,NA,FALSE,-16.6,10.9,-5.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",2,"2023-09-12T05:06:28.309Z","2023-09-12T05:06:46.311Z",FALSE,"action",NA,NA,"Blake Sabol steals (3) 2nd base.","Stolen Base 2B",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,0,666165,"/api/v1/people/666165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ac207d45-9aa8-4875-bc57-92ad56a53d9b","stolen_base_2b",NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","LaMonte Wade Jr. singles on a line drive to center fielder Myles Straw. Blake Sabol scores.",1,4,5,86,"bottom",10,"2023-09-12T05:05:34.686Z","2023-09-12T05:07:42.070Z",TRUE,TRUE,FALSE,FALSE,60,2,1,0,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",4,"2023-09-12T05:07:02.006Z","2023-09-12T05:07:07.006Z",FALSE,"no_pitch","5d73d0f6-cd8c-49ca-9599-bab80ab9caeb",NA,NA,NA,NA,NA,NA,FALSE,"N",NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","LaMonte Wade Jr. singles on a line drive to center fielder Myles Straw. Blake Sabol scores.",1,4,5,86,"bottom",10,"2023-09-12T05:05:34.686Z","2023-09-12T05:07:42.070Z",TRUE,TRUE,FALSE,FALSE,60,2,1,0,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",5,"2023-09-12T05:07:19.319Z","2023-09-12T05:07:33.889Z",FALSE,"action",NA,NA,"With LaMonte Wade Jr. batting, Blake Sabol advances to 3rd on a balk.","Balk",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,0,661403,"/api/v1/people/661403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5d73d0f6-cd8c-49ca-9599-bab80ab9caeb","balk",NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","LaMonte Wade Jr. singles on a line drive to center fielder Myles Straw. Blake Sabol scores.",1,4,5,86,"bottom",10,"2023-09-12T05:05:34.686Z","2023-09-12T05:07:42.070Z",TRUE,TRUE,FALSE,FALSE,60,2,1,0,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",3,"2023-09-12T05:05:16.078Z","2023-09-12T05:05:28.595Z",TRUE,"pitch","48d0391c-7ebb-4c48-a524-96ecff37977c",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,0,NA,NA,3.46,1.67,NA,83.35,184.42,"ground_ball","medium","8",146.69,105.12,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Single","single","Blake Sabol singles on a ground ball to center fielder Myles Straw. Joc Pederson scores.",1,4,4,85,"bottom",10,"2023-09-12T05:04:55.385Z","2023-09-12T05:05:28.595Z",TRUE,TRUE,FALSE,FALSE,70,0,1,0,666165,"Blake Sabol","/api/v1/people/666165","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.3,92,14,0.87,0.3752,6.3779,34.0188,-19.5203,-1.1804,5.8631,0.8828,2.0133,4.8921,-145.925,-7.7674,-0.6613,50.0048,5.8836,-2.5488,3.6,3.6,24,2636,184,87.1,6,97,NA,NA,NA,FALSE,-17.9,9.2,1.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,666165,"Blake Sabol","/api/v1/people/666165",NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",2,"2023-09-12T05:04:57.519Z","2023-09-12T05:05:01.248Z",TRUE,"pitch","69372730-e4b0-4bf4-90f3-9c39dd950171",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.46,1.67,NA,67.4,160.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Single","single","Blake Sabol singles on a ground ball to center fielder Myles Straw. Joc Pederson scores.",1,4,4,85,"bottom",10,"2023-09-12T05:04:55.385Z","2023-09-12T05:05:28.595Z",TRUE,TRUE,FALSE,FALSE,70,0,1,0,666165,"Blake Sabol","/api/v1/people/666165","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.7,91.8,12,0.91,0.3765,6.3742,32.2721,-18.3566,3.1656,6.4372,1.3011,2.9058,3.8969,-145.1919,-5.7756,-0.4671,50.0045,6.0285,6.7943,21.6,3.6,24,2643,174,NA,NA,NA,NA,NA,NA,FALSE,-16.6,10.8,-6.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716632,"2023-09-12",0,"2023-09-12T05:03:12.792Z","2023-09-12T05:03:26.768Z",FALSE,"action",NA,NA,"Pitching Change: Emmanuel Clase replaces Enyel De Los Santos.","Pitching Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,661403,"/api/v1/people/661403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"85","atBat","Single","single","Blake Sabol singles on a ground ball to center fielder Myles Straw. Joc Pederson scores.",1,4,4,85,"bottom",10,"2023-09-12T05:04:55.385Z","2023-09-12T05:05:28.595Z",TRUE,TRUE,FALSE,FALSE,70,0,1,0,666165,"Blake Sabol","/api/v1/people/666165","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
