"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718539,"2023-04-17",2,"2023-04-18T01:41:12.795Z","2023-04-18T01:41:25.078Z",TRUE,"pitch","2a0d9f1b-ffeb-4584-a182-e3b7be0e05f5",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.55,1.69,NA,77.26,146.53,"fly_ball","medium","8",103.26,55.03,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Salvador Perez flies out to center fielder Leody Taveras.",0,4,0,66,"bottom",9,"2023-04-18T01:40:23.726Z","2023-04-18T01:41:25.078Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.4,75.5,12,0.9,0.4599,5.6446,20.5196,-27.1972,4.4634,3.4578,1.0426,3.4168,4.1554,-118.6418,-0.2522,-1.3051,50.0045,5.9818,6.428,14.4,8.4,24,2562,97,99.4,39,362,NA,NA,NA,TRUE,-34.3,6.5,-9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718539,"2023-04-17",1,"2023-04-18T01:40:49.126Z","2023-04-18T01:40:53.889Z",TRUE,"pitch","2aa5399f-5ad1-4efe-9e56-c9111d0503ab",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.55,1.69,NA,107.73,137.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Salvador Perez flies out to center fielder Leody Taveras.",0,4,0,66,"bottom",9,"2023-04-18T01:40:23.726Z","2023-04-18T01:41:25.078Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.5,12,0.89,0.3959,5.7202,33.4408,-14.572,-1.3101,9.098,0.2431,3.7376,3.8649,-138.7887,-3.488,-1.0024,50.005,5.9923,-2.536,6,3.6,24,2498,200,NA,NA,NA,NA,NA,NA,FALSE,-14.4,15.8,1.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718539,"2023-04-17",0,"2023-04-18T01:40:31.505Z","2023-04-18T01:40:37.108Z",TRUE,"pitch","b89d3cec-e268-4499-a294-fc3b354c9887",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6069,1.69,NA,48.54,168.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Salvador Perez flies out to center fielder Leody Taveras.",0,4,0,66,"bottom",9,"2023-04-18T01:40:23.726Z","2023-04-18T01:41:25.078Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.5,82.6,14,0.88,0.4199,5.6218,25.8908,-25.9251,0.8238,3.6187,1.7959,2.6205,7.1603,-130.157,-3.5412,-1.0912,50.0009,5.9496,1.4189,6,6,24,2652,168,NA,NA,NA,NA,NA,NA,FALSE,-28,6,-3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718539,"2023-04-17",6,"2023-04-18T01:39:55.205Z","2023-04-18T01:40:04.911Z",TRUE,"pitch","1ec3178b-56ad-4453-97cb-0d481d7eb4af",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.5,1.71,NA,148.43,171.28,"line_drive","hard","8",131.83,77.43,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Vinnie Pasquantino lines out sharply to center fielder Leody Taveras.",0,4,0,65,"bottom",9,"2023-04-18T01:38:32.958Z","2023-04-18T01:40:04.911Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.8,4,0.8,0.4014,5.3194,30.2307,-16.7401,-3.321,8.1883,-0.8247,2.4999,2.4289,-136.4756,-5.6336,-1.295,50.0047,5.7453,-6.2609,18,3.6,24,2398,208,105.9,12,305,NA,NA,NA,TRUE,-17.3,13.8,5.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,677951,"Bobby Witt Jr.","/api/v1/people/677951"
718539,"2023-04-17",5,"2023-04-18T01:39:33.635Z","2023-04-18T01:39:38.761Z",TRUE,"pitch","231cc4a2-3097-4c2a-9ed5-94f1650dcde2",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.4552,1.6149,NA,89.31,162.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Vinnie Pasquantino lines out sharply to center fielder Leody Taveras.",0,4,0,65,"bottom",9,"2023-04-18T01:38:32.958Z","2023-04-18T01:40:04.911Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,86,6,0.8,0.402,5.3935,27.4447,-14.3555,-2.6045,9.4624,0.7263,2.8343,6.3705,-135.815,-5.473,-1.3028,50.0063,5.8603,-4.9068,13.2,3.6,24,2420,200,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16.3,3.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718539,"2023-04-17",4,"2023-04-18T01:39:15.131Z","2023-04-18T01:39:19.789Z",TRUE,"pitch","b172d5e5-4915-46a7-be99-a8873233fb36",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.4612,1.6208,NA,169.53,120.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Vinnie Pasquantino lines out sharply to center fielder Leody Taveras.",0,4,0,65,"bottom",9,"2023-04-18T01:38:32.958Z","2023-04-18T01:40:04.911Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.5,11,0.84,0.4023,5.3583,29.2481,-15.2206,-1.9621,9.0283,-1.378,4.3908,0.5625,-136.0389,-1.509,-1.3323,50.0058,6.0054,-3.6861,13.2,3.6,24,2468,194,NA,NA,NA,NA,NA,NA,FALSE,-15,16.2,3.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718539,"2023-04-17",3,"2023-04-18T01:38:51.809Z","2023-04-18T01:38:56.411Z",TRUE,"pitch","472b2f03-2a70-408c-9357-381aaea0571b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4737,1.6186,NA,65.85,171.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Vinnie Pasquantino lines out sharply to center fielder Leody Taveras.",0,4,0,65,"bottom",9,"2023-04-18T01:38:32.958Z","2023-04-18T01:40:04.911Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.9,14,0.71,0.4072,5.5688,27.1534,-12.4179,-1.5496,10.7629,1.3418,2.49,6.9948,-134.1694,-6.4795,-1.0899,50.0026,5.8091,-2.8444,6,3.6,24,2447,207,NA,NA,NA,NA,NA,NA,FALSE,-13.6,18.4,1.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718539,"2023-04-17",2,"2023-04-18T01:38:35.312Z","2023-04-18T01:38:40.361Z",TRUE,"pitch","6511496a-68f2-402f-ae1e-3b91b137ba39",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5004,1.628,NA,120.7,125.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Vinnie Pasquantino lines out sharply to center fielder Leody Taveras.",0,4,0,65,"bottom",9,"2023-04-18T01:38:32.958Z","2023-04-18T01:40:04.911Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.7,11,0.77,0.4067,5.3371,28.1861,-14.4571,-2.3999,9.6387,-0.097,4.1946,3.7454,-134.4861,-2.4642,-1.1937,50.0043,6.1438,-4.4124,13.2,3.6,24,2451,198,NA,NA,NA,NA,NA,NA,FALSE,-14.8,17.2,3.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718539,"2023-04-17",0,"2023-04-18T01:35:57.341Z","2023-04-18T01:37:14.355Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Vinnie Pasquantino lines out sharply to center fielder Leody Taveras.",0,4,0,65,"bottom",9,"2023-04-18T01:38:32.958Z","2023-04-18T01:40:04.911Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718539,"2023-04-17",1,"2023-04-18T01:37:14.355Z","2023-04-18T01:38:35.312Z",FALSE,"action",NA,NA,"Pitching Change: Jose Leclerc replaces Dane Dunning.","Pitching Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,600917,"/api/v1/people/600917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"65","atBat","Lineout","field_out","Vinnie Pasquantino lines out sharply to center fielder Leody Taveras.",0,4,0,65,"bottom",9,"2023-04-18T01:38:32.958Z","2023-04-18T01:40:04.911Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
