"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
716939,"2023-08-19",2,"2023-08-20T01:59:29.359Z","2023-08-20T01:59:34.710Z",TRUE,"pitch","3a118f97-ce3d-4ca8-82e6-81a131956b63",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,2.81,1.34,NA,164.77,216.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Kole Calhoun strikes out swinging.",0,4,3,74,"bottom",9,"2023-08-20T01:58:25.192Z","2023-08-20T01:59:34.710Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,594777,"Kole Calhoun","/api/v1/people/594777","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.6,85.2,13,0.93,0.4064,6.9179,29.2338,-29.0815,-9.373,1.6818,-1.2532,0.8214,4.677,-134.7585,-6.5841,-1.7933,50.0042,5.3503,-17.2431,27.6,7.2,24,1489,249,NA,NA,NA,NA,NA,NA,TRUE,-30,1.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",1,"2023-08-20T01:59:01.997Z","2023-08-20T01:59:07.500Z",TRUE,"pitch","f7df25e9-544c-4ada-a092-5dc371113d6d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,2.81,1.34,NA,135.22,184.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Kole Calhoun strikes out swinging.",0,4,3,74,"bottom",9,"2023-08-20T01:58:25.192Z","2023-08-20T01:59:34.710Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,594777,"Kole Calhoun","/api/v1/people/594777","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,90,4,0.9,0.3834,6.8834,32.7832,-26.0248,-10.3252,2.9777,-0.478,2.0082,6.6403,-142.8469,-5.6078,-1.4907,50.0062,5.6322,-21.3509,36,7.2,24,1966,234,NA,NA,NA,NA,NA,NA,FALSE,-24,4.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",0,"2023-08-20T01:58:45.338Z","2023-08-20T01:58:49.462Z",TRUE,"pitch","1ee433b2-8fc9-473e-b4aa-7c1aae8c73e6",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,2.81,1.34,NA,99.98,212.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Kole Calhoun strikes out swinging.",0,4,3,74,"bottom",9,"2023-08-20T01:58:25.192Z","2023-08-20T01:59:34.710Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,594777,"Kole Calhoun","/api/v1/people/594777","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.4,84.4,14,0.92,0.4115,6.9883,28.2187,-29.208,2.462,1.6488,0.4466,0.981,4.3406,-133.0423,-6.8743,-1.525,50.0015,5.7119,4.4166,9.6,7.2,24,2265,181,NA,NA,NA,NA,NA,NA,FALSE,-31,1.7,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",2,"2023-08-20T01:58:12.011Z","2023-08-20T01:58:20.708Z",TRUE,"pitch","f0db465f-80cc-47ac-95cb-58fa96c8940f",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.32,1.55,NA,108.51,189.61,"line_drive","hard","9",205.52,92.84,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Jose Ramirez lines out sharply to right fielder Kerry Carpenter.",0,4,3,73,"bottom",9,"2023-08-20T01:57:15.164Z","2023-08-20T01:58:20.708Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,608070,"José Ramírez","/api/v1/people/608070","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,90.2,8,0.9,0.3834,6.9198,31.7423,-25.6762,-10.155,3.1437,0.2227,1.8211,8.2347,-142.6524,-6.0338,-1.377,50.0049,5.5746,-21.0051,36,6,24,1933,237,105.8,16,328,NA,NA,NA,TRUE,-23.8,4.7,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",1,"2023-08-20T01:57:50.594Z","2023-08-20T01:57:56.935Z",TRUE,"pitch","db460ef8-6c7a-40a4-8ead-7d4072ea63cd",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.32,1.55,NA,97.63,211.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Jose Ramirez lines out sharply to right fielder Kerry Carpenter.",0,4,3,73,"bottom",9,"2023-08-20T01:57:15.164Z","2023-08-20T01:58:20.708Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,608070,"José Ramírez","/api/v1/people/608070","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.9,84.7,14,0.91,0.4094,6.7992,27.4082,-24.3708,-7.8824,4.2962,0.5081,1.0094,8.0984,-133.5415,-6.8048,-1.5324,50.001,5.3311,-14.3072,26.4,6,24,1596,244,NA,NA,NA,NA,NA,NA,FALSE,-25.8,6.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",0,"2023-08-20T01:57:36.114Z","2023-08-20T01:57:42.385Z",TRUE,"pitch","358e92df-34d5-49da-b687-b6d9d23a8dab",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4256,1.6195,NA,145.38,193.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Jose Ramirez lines out sharply to right fielder Kerry Carpenter.",0,4,3,73,"bottom",9,"2023-08-20T01:57:15.164Z","2023-08-20T01:58:20.708Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,608070,"José Ramírez","/api/v1/people/608070","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.2,83.9,7,0.92,0.4122,7.0417,27.5752,-25.6337,-8.8248,3.66,-0.7445,1.6744,5.7941,-132.7123,-4.7385,-1.8059,50.0065,5.343,-15.7938,28.8,7.2,24,1547,249,NA,NA,NA,NA,NA,NA,FALSE,-27,5.8,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",5,"2023-08-20T01:57:07.961Z","2023-08-20T01:57:14.092Z",TRUE,"pitch","ff854c0b-8185-402c-bc82-1506869ba911",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,0,NA,NA,3.2,1.47,NA,146.08,148.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Steven Kwan strikes out on a foul tip.",0,4,3,72,"bottom",9,"2023-08-20T01:55:57.397Z","2023-08-20T01:57:14.092Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,680757,"Steven Kwan","/api/v1/people/680757","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,90.3,11,0.9,0.3819,6.72,31.5302,-24.0989,-9.6018,3.8726,-0.763,3.3375,5.7097,-143.1457,-2.3719,-1.5308,50.0041,5.6779,-20.025,37.2,6,24,2036,232,NA,NA,NA,NA,NA,NA,TRUE,-21.4,6.7,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",4,"2023-08-20T01:56:47.898Z","2023-08-20T01:56:54.928Z",TRUE,"pitch","3e69e2e7-4923-486d-b861-01a362087512",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.2,1.47,NA,109.7,182.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Steven Kwan strikes out on a foul tip.",0,4,3,72,"bottom",9,"2023-08-20T01:55:57.397Z","2023-08-20T01:57:14.092Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,680757,"Steven Kwan","/api/v1/people/680757","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.3,82.9,5,0.92,0.4168,6.9686,27.124,-24.5155,-8.6552,4.3808,0.1916,2.0668,7.8039,-131.2726,-4.0492,-1.6915,50.006,5.4488,-15.147,28.8,7.2,24,1545,247,NA,NA,NA,NA,NA,NA,FALSE,-26.3,7.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",3,"2023-08-20T01:56:30.194Z","2023-08-20T01:56:36.974Z",TRUE,"pitch","0f0751fb-4f24-4218-9113-5345d4c69983",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.2621,1.4817,NA,109.11,200.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Steven Kwan strikes out on a foul tip.",0,4,3,72,"bottom",9,"2023-08-20T01:55:57.397Z","2023-08-20T01:57:14.092Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,680757,"Steven Kwan","/api/v1/people/680757","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,89.1,8,0.91,0.3871,6.9673,33.3737,-23.0305,-10.9018,4.5151,0.207,1.4292,8.7973,-141.6808,-7.423,-1.527,50.0048,5.5627,-22.0923,39.6,6,24,2101,231,NA,NA,NA,NA,NA,NA,FALSE,-22.2,6.7,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716939,"2023-08-19",2,"2023-08-20T01:56:14.646Z","2023-08-20T01:56:20.437Z",TRUE,"pitch","db71d6d5-0999-4997-91e6-9d9f93fa16c5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2873,1.4817,NA,174.79,177.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Steven Kwan strikes out on a foul tip.",0,4,3,72,"bottom",9,"2023-08-20T01:55:57.397Z","2023-08-20T01:57:14.092Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,680757,"Steven Kwan","/api/v1/people/680757","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,88.3,13,0.92,0.3902,6.8675,32.7042,-24.3882,-10.5941,3.9057,-1.5161,2.2774,4.4567,-140.5092,-4.8293,-1.749,50.0025,5.609,-21.121,38.4,7.2,24,2060,231,NA,NA,NA,NA,NA,NA,FALSE,-23.2,6.2,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
