"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718255,"2023-05-08",2,"2023-05-09T01:42:15.305Z","2023-05-09T01:42:24.883Z",TRUE,"pitch","68ae0025-406f-4b02-99d3-d41323cc0520",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.46,1.72,NA,127.36,151.86,"ground_ball","medium","3",151.33,156.94,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","JJ Bleday grounds out, first baseman Anthony Rizzo to pitcher Nick Ramirez.",0,2,7,74,"top",9,"2023-05-09T01:41:38.416Z","2023-05-09T01:42:24.883Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,668709,"JJ Bleday","/api/v1/people/668709","L","Left",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.6,81.3,2,2,0.425,5.8704,25.6772,-27.5779,9.1055,2.73,-0.2719,3.2194,-10.1894,-128.6848,-1.4764,2.5484,50.0033,5.9287,15.3348,25.2,7.2,24,2084,124,64,-42,5,NA,NA,NA,TRUE,-30,4.8,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718255,"2023-05-08",1,"2023-05-09T01:42:01.293Z","2023-05-09T01:42:05.058Z",TRUE,"pitch","5c1de651-012c-41b8-833c-b9255d3f1a49",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4075,1.6411,NA,157.13,181.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","JJ Bleday grounds out, first baseman Anthony Rizzo to pitcher Nick Ramirez.",0,2,7,74,"top",9,"2023-05-09T01:41:38.416Z","2023-05-09T01:42:24.883Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,668709,"JJ Bleday","/api/v1/people/668709","L","Left",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.6,82.2,13,2,0.4214,5.7691,27.045,-30.2119,8.1303,1.1441,-1.0527,2.1221,-12.0533,-129.946,-3.6906,2.5879,50.0004,5.8541,13.9129,20.4,8.4,24,2087,143,NA,NA,NA,NA,NA,NA,FALSE,-32.9,1.4,-12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718255,"2023-05-08",0,"2023-05-09T01:41:47.494Z","2023-05-09T01:41:51.495Z",TRUE,"pitch","f37694c4-f7d8-407f-8477-344e28252de1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4339,1.6675,NA,103.94,145.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","JJ Bleday grounds out, first baseman Anthony Rizzo to pitcher Nick Ramirez.",0,2,7,74,"top",9,"2023-05-09T01:41:38.416Z","2023-05-09T01:42:24.883Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,668709,"JJ Bleday","/api/v1/people/668709","L","Left",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.5,71.7,3,2,0.4846,5.8141,19.977,-34.2575,-10.5901,-1.6046,0.3427,3.4372,-3.0103,-112.9014,2.0301,3.0684,50.0048,5.9665,-13.7142,22.8,12,24,2638,305,NA,NA,NA,NA,NA,NA,FALSE,-47.4,-2.2,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718255,"2023-05-08",2,"2023-05-09T01:41:16.046Z","2023-05-09T01:41:25.572Z",TRUE,"pitch","c8077c7d-a163-47e1-ac05-ece1826e844c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.36,1.61,NA,141.37,178.14,"line_drive","hard","8",130.75,53.41,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Ryan Noda lines out sharply to center fielder Harrison Bader.",0,2,7,73,"top",9,"2023-05-09T01:40:38.414Z","2023-05-09T01:41:25.572Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.5,73.5,4,2,0.4735,5.7736,21.7935,-34.1303,-8.215,-1.4395,-0.6394,2.246,-5.7445,-115.7143,-0.7313,2.9438,50.0058,5.839,-11.1301,19.2,10.8,24,2524,305,104.3,22,362,NA,NA,NA,TRUE,-45.8,-2.5,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,NA,NA,NA
718255,"2023-05-08",1,"2023-05-09T01:41:00.981Z","2023-05-09T01:41:04.619Z",TRUE,"pitch","be488dd4-dceb-4e3a-95dd-b6eb040511a3",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4395,1.5575,NA,138.01,190.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Ryan Noda lines out sharply to center fielder Harrison Bader.",0,2,7,73,"top",9,"2023-05-09T01:40:38.414Z","2023-05-09T01:41:25.572Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.7,81.1,7,2,0.4263,5.9152,27.1797,-24.259,9.6508,4.741,-0.5512,1.7892,-11.2235,-128.5752,-5.2193,2.6211,50.0056,5.7331,16.127,28.8,7.2,24,2066,57,NA,NA,NA,NA,NA,NA,FALSE,-27.6,7.6,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718255,"2023-05-08",0,"2023-05-09T01:40:47.789Z","2023-05-09T01:40:51.056Z",TRUE,"pitch","7cb31df0-0868-4753-a998-29edad5901af",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4659,1.5575,NA,201.52,181.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Ryan Noda lines out sharply to center fielder Harrison Bader.",0,2,7,73,"top",9,"2023-05-09T01:40:38.414Z","2023-05-09T01:41:25.572Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.6,73.6,13,2,0.4743,5.8565,22.1571,-32.5318,-9.1169,-0.2615,-2.2174,2.1287,-8.9387,-115.6086,-1.2585,2.8882,50.0046,5.8111,-12.305,22.8,10.8,24,2605,285,NA,NA,NA,NA,NA,NA,FALSE,-43.9,-0.5,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718255,"2023-05-08",5,"2023-05-09T01:40:15.686Z","2023-05-09T01:40:23.561Z",TRUE,"pitch","405086e3-328c-413a-9f96-417c1bf93d13",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.4667,1.5348,NA,52.16,162.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Brent Rooker walks.",0,2,7,72,"top",9,"2023-05-09T01:38:48.069Z","2023-05-09T01:40:23.561Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.9,83.2,12,2,0.4142,5.7115,28.4562,-24.7177,9.4119,4.2091,1.7011,2.8245,-6.2342,-132.2713,-3.2675,2.867,50.0001,5.89,16.6593,31.2,7.2,24,2092,130,NA,NA,NA,NA,NA,NA,FALSE,-26,7.1,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,NA,NA,NA
718255,"2023-05-08",4,"2023-05-09T01:39:59.107Z","2023-05-09T01:40:03.618Z",TRUE,"pitch","b9f036df-d68f-4f77-9570-f63e4993ef2d",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3611,1.5085,NA,99.63,215.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Brent Rooker walks.",0,2,7,72,"top",9,"2023-05-09T01:38:48.069Z","2023-05-09T01:40:23.561Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.2,74.9,14,2,0.464,5.841,21.3894,-23.5763,9.7431,6.0837,0.4558,0.8465,-8.3164,-117.8371,-6.3151,2.7568,50.0032,5.7255,13.7681,26.4,8.4,24,1717,121,NA,NA,NA,NA,NA,NA,FALSE,-31.8,9.7,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718255,"2023-05-08",3,"2023-05-09T01:39:43.337Z","2023-05-09T01:39:47.581Z",TRUE,"pitch","7d285930-26c5-4fa7-a7dc-1615a05d7165",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4139,1.6138,NA,88.12,216.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Brent Rooker walks.",0,2,7,72,"top",9,"2023-05-09T01:38:48.069Z","2023-05-09T01:40:23.561Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.3,74.5,14,2,0.468,5.8494,20.5309,-26.3021,7.9651,4.2234,0.7575,0.8186,-7.1454,-116.7177,-5.6468,2.8135,50.002,5.7248,11.0665,20.4,8.4,24,1527,115,NA,NA,NA,NA,NA,NA,FALSE,-35.8,6.6,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718255,"2023-05-08",2,"2023-05-09T01:39:25.140Z","2023-05-09T01:39:29.023Z",TRUE,"pitch","1a233ada-7171-47b3-b40a-659b21b3f533",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.5726,1.5613,NA,82.64,183.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Brent Rooker walks.",0,2,7,72,"top",9,"2023-05-09T01:38:48.069Z","2023-05-09T01:40:23.561Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.4,81.4,14,2,0.4234,5.702,29.6153,-32.6722,9.7183,-0.2973,0.9014,2.0605,-8.0428,-129.8539,-3.3708,2.7908,50.0021,5.8864,16.438,24,8.4,24,2131,140,NA,NA,NA,NA,NA,NA,FALSE,-35.8,-1.1,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718255,"2023-05-08",1,"2023-05-09T01:39:07.921Z","2023-05-09T01:39:11.394Z",TRUE,"pitch","96cb7b55-92c7-4866-844f-ad74ee137b5c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5459,1.6138,NA,14.49,217.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Brent Rooker walks.",0,2,7,72,"top",9,"2023-05-09T01:38:48.069Z","2023-05-09T01:40:23.561Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",598286,"Nick Ramirez","/api/v1/people/598286","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,81.8,14,2,0.4205,5.6508,32.5246,-30.0128,11.5978,1.2689,2.6893,0.7776,-4.54,-131.1736,-7.0917,2.9539,50.0061,5.8101,19.8418,31.2,8.4,24,2184,155,NA,NA,NA,NA,NA,NA,FALSE,-33.5,0.7,-19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
