"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746317,"2024-04-24",5,"2024-04-25T01:54:41.468Z","2024-04-25T01:54:45.414Z",TRUE,"pitch","893a2f91-60cb-49d5-bd1d-1d4a7c661b53",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.3269,1.6585,NA,97.76,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,3,63,"top",8,"2024-04-25T01:52:42.390Z","2024-04-25T01:54:45.414Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.8,9,2,0.403,6.569,28.6611,-13.8177,-4.3379,9.8039,0.5048,1.6216,7.2997,-135.7128,-7.8023,-1.6516,50.0023,5.4887,-8.1221,22.8,3.6,24,2448,105,NA,NA,NA,NA,NA,NA,TRUE,-15,16.3,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",4,"2024-04-25T01:54:10.822Z","2024-04-25T01:54:18.934Z",TRUE,"pitch","bf2160b8-0d21-4d92-b2cb-fd0f04fd871b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.37,1.58,NA,151.95,199.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,3,63,"top",8,"2024-04-25T01:52:42.390Z","2024-04-25T01:54:45.414Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92,85.3,13,0.9,0.4071,6.6197,25.8257,-23.7774,-8.4667,4.5681,-0.9169,1.4533,5.1923,-133.9505,-6.3858,-1.7691,50.0025,5.5406,-15.562,30,6,24,2318,218,NA,NA,NA,NA,NA,NA,FALSE,-24.7,7.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",3,"2024-04-25T01:53:54.954Z","2024-04-25T01:53:58.247Z",TRUE,"pitch","c5ae32a4-01a1-4c85-8067-0091842af2da",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3269,1.6291,NA,46.27,189.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,3,63,"top",8,"2024-04-25T01:52:42.390Z","2024-04-25T01:54:45.414Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,81.2,14,0.9,0.4298,6.5838,23.0383,-30.7095,1.8892,0.8902,1.8556,1.8079,8.2986,-126.8681,-3.494,-1.6874,50.0038,5.6195,3.1171,8.4,7.2,24,2951,49,NA,NA,NA,NA,NA,NA,FALSE,-34.6,1.1,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",2,"2024-04-25T01:53:39.758Z","2024-04-25T01:53:43.626Z",TRUE,"pitch","4d7d1ebc-4152-4203-8f73-05db5a34cf2b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.37,1.58,NA,97.29,167.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,3,63,"top",8,"2024-04-25T01:52:42.390Z","2024-04-25T01:54:45.414Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.9,6,0.91,0.4015,6.5694,29.3342,-14.0001,-4.0145,9.635,0.517,2.6446,7.308,-136.317,-5.3098,-1.6743,50.0034,5.5806,-7.5733,21.6,3.6,24,2501,211,NA,NA,NA,NA,NA,NA,FALSE,-14.6,16.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",1,"2024-04-25T01:53:15.111Z","2024-04-25T01:53:18.889Z",TRUE,"pitch","de6a796d-354a-4af8-ac84-0bc5db785846",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3269,1.5117,NA,122.4,260.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,3,63,"top",8,"2024-04-25T01:52:42.390Z","2024-04-25T01:54:45.414Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.3,73.3,13,0.9,0.477,6.6455,24.0178,-38.1536,8.0144,-4.4878,-0.1418,-0.7926,1.3517,-115.3923,-6.148,-1.7774,50.0042,5.6358,10.6713,15.6,12,24,3216,50,NA,NA,NA,NA,NA,NA,FALSE,-53.4,-9.5,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",0,"2024-04-25T01:53:00.722Z","2024-04-25T01:53:04.795Z",TRUE,"pitch","d82ac6e4-18e7-4e94-b88d-9a50035f36b6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2386,1.5704,NA,133.2,159.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Danny Jansen called out on strikes.",0,2,3,63,"top",8,"2024-04-25T01:52:42.390Z","2024-04-25T01:54:45.414Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.9,1,0.89,0.4398,6.4556,23.0796,-31.5746,1.9323,0.3824,-0.425,2.9336,3.0969,-124.1859,-0.5125,-1.9356,50.0032,5.7517,3.0414,6,8.4,24,2903,104,NA,NA,NA,NA,NA,NA,FALSE,-36.5,0.8,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",8,"2024-04-25T01:52:31.391Z","2024-04-25T01:52:38.085Z",TRUE,"pitch","7223e526-1ace-44bc-9afc-218ae391c33b",8,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,1,NA,NA,3.2,1.44,NA,124.11,208.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,80.2,13,0.9,0.4345,6.4687,23.3622,-32.9076,2.808,-0.4572,-0.1865,1.1398,3.263,-125.632,-4.37,-1.8626,50.0004,5.5505,4.5273,8.4,8.4,24,2891,99,NA,NA,NA,NA,NA,NA,TRUE,-37.9,-1.6,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",7,"2024-04-25T01:52:12.732Z","2024-04-25T01:52:19.033Z",TRUE,"pitch","048529c7-979e-4982-b5d4-7bd7abf2324e",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.2,1.44,NA,88.61,192.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79,72.6,9,0.9,0.4782,6.6208,23.3628,-38.8332,8.3327,-5.0257,0.7447,1.7219,3.1406,-115.002,-0.6918,-1.7251,50.0021,5.8271,11.0451,16.8,12,24,3129,44,NA,NA,NA,NA,NA,NA,FALSE,-53,-9,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",5,"2024-04-25T01:51:48.094Z","2024-04-25T01:51:52.490Z",TRUE,"pitch","123111ff-1f78-44e8-9ff3-c5680f5fea0a",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.2,1.44,NA,143.54,207.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.6,13,0.89,0.4092,6.5345,27.254,-15.866,-4.4315,8.9737,-0.6964,1.1405,4.5129,-133.5592,-8.3176,-1.8277,50.0009,5.4235,-8.0506,22.8,4.8,24,2222,231,NA,NA,NA,NA,NA,NA,FALSE,-17.5,14.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",4,"2024-04-25T01:51:30.987Z","2024-04-25T01:51:35.426Z",TRUE,"pitch","d43398e2-5fc7-44f6-ba7b-7a95aa661d7b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.1798,1.6291,NA,165.95,159.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.6,11,0.9,0.4029,6.4521,28.2465,-15.4708,-3.8144,8.9124,-1.2841,2.9364,3.2387,-135.6849,-4.2026,-1.9946,50.0034,5.5754,-7.1495,21.6,3.6,24,2369,220,NA,NA,NA,NA,NA,NA,FALSE,-15.8,15.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",3,"2024-04-25T01:51:07.805Z","2024-04-25T01:51:12.208Z",TRUE,"pitch","4b6a3828-c06d-467a-857a-33c87e53164e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2092,1.5704,NA,69.88,246.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.5,73.3,14,0.9,0.4763,6.707,24.1655,-36.8546,9.562,-3.5046,1.2361,-0.2751,3.7496,-115.5834,-5.2906,-1.6558,50.0036,5.6342,12.7684,19.2,12,24,3233,44,NA,NA,NA,NA,NA,NA,FALSE,-51.2,-7.6,-18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",2,"2024-04-25T01:50:43.648Z","2024-04-25T01:50:48.431Z",TRUE,"pitch","b01d6c83-5a13-44d0-ae93-c52f4fe82a7f",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.2,1.44,NA,71.56,202.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.9,73.9,14,0.9,0.4713,6.6188,22.2654,-34.1135,8.1548,-1.4175,1.192,1.3356,4.281,-116.3096,-2.6527,-1.7333,50.0029,5.7328,11.1481,19.2,10.8,24,3053,53,NA,NA,NA,NA,NA,NA,FALSE,-45.8,-3,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",1,"2024-04-25T01:50:28.265Z","2024-04-25T01:50:32.410Z",TRUE,"pitch","b0ffe4ad-a906-4701-be3a-762b1830fca8",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2975,1.541,NA,148.3,185.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85.3,7,0.89,0.4049,6.5312,28.6208,-17.6333,-4.1794,7.8455,-0.8211,1.9721,4.243,-135.109,-6.1581,-1.8666,50.0064,5.5143,-7.7511,20.4,4.8,24,2504,227,NA,NA,NA,NA,NA,NA,FALSE,-18.5,13.1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",0,"2024-04-25T01:50:13.451Z","2024-04-25T01:50:17.824Z",TRUE,"pitch","a3c64356-3b3e-4236-8a51-f6ca33f4988e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3269,1.5998,NA,162.01,173.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85.1,13,0.89,0.4058,6.4444,27.9936,-15.6974,-4.2856,8.923,-1.1809,2.4252,3.4617,-134.7311,-5.5855,-1.9226,50.0059,5.6263,-7.917,22.8,3.6,24,2292,224,NA,NA,NA,NA,NA,NA,FALSE,-16.6,15.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",6,"2024-04-25T01:52:02.104Z","2024-04-25T01:52:12.732Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,662139,"/api/v1/people/662139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,2,3,62,"top",8,"2024-04-25T01:50:06.271Z","2024-04-25T01:52:38.085Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",1,"2024-04-25T01:49:43.274Z","2024-04-25T01:49:49.414Z",TRUE,"pitch","95a9c245-5718-45e6-9390-f61509b13892",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.82,1.8,NA,124.67,188.69,"ground_ball","medium","6",99.49,143.41,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Bo Bichette grounds out, shortstop Bobby Witt Jr. to first baseman Vinnie Pasquantino.",0,2,3,61,"top",8,"2024-04-25T01:49:41.115Z","2024-04-25T01:49:49.414Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,78.7,8,0.87,0.443,6.4237,21.6878,-32.7341,1.6452,-0.3595,-0.2013,1.8553,3.6545,-123.0884,-2.6928,-1.912,50.0042,5.7025,2.5542,4.8,8.4,24,2889,95,98.8,-10,11,NA,NA,NA,TRUE,-38.9,-1,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746317,"2024-04-24",0,"2024-04-25T01:48:05.420Z","2024-04-25T01:49:43.274Z",FALSE,"action",NA,NA,"Pitching Change: Chris Stratton replaces John Schreiber.","Pitching Substitution",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608717,"/api/v1/people/608717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Groundout","field_out","Bo Bichette grounds out, shortstop Bobby Witt Jr. to first baseman Vinnie Pasquantino.",0,2,3,61,"top",8,"2024-04-25T01:49:41.115Z","2024-04-25T01:49:49.414Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,666182,"Bo Bichette","/api/v1/people/666182","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
