"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718107,"2023-05-20",2,"2023-05-20T03:42:26.732Z","2023-05-20T03:42:34.860Z",TRUE,"pitch","dd708e57-9030-4e39-a2d5-ce1d62095ee5",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.14,1.39,NA,107.87,186.32,"ground_ball","soft","1",134.27,191.23,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Masataka Yoshida grounds out softly, pitcher Tom Cosgrove to first baseman Brandon Dixon. Masataka Yoshida out on batter interference.",0,6,1,58,"top",8,"2023-05-20T03:41:54.708Z","2023-05-20T03:42:34.860Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.4,84.4,5,2,0.4083,6.2203,29.9045,-29.1162,9.3679,1.6775,0.2396,1.9431,-8.225,-134.3167,-2.4919,2.1288,50.0027,4.9597,17.0659,27.6,7.2,24,2163,127,57,-60,2,NA,NA,NA,TRUE,-29.5,2.6,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",1,"2023-05-20T03:42:10.700Z","2023-05-20T03:42:14.087Z",TRUE,"pitch","9cc79f31-768e-4d2c-8a01-ecac950333ac",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1155,1.3416,NA,177.23,164.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Masataka Yoshida grounds out softly, pitcher Tom Cosgrove to first baseman Brandon Dixon. Masataka Yoshida out on batter interference.",0,6,1,58,"top",8,"2023-05-20T03:41:54.708Z","2023-05-20T03:42:34.860Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.8,11,2,0.4059,6.0576,29.7513,-16.4074,6.2268,8.5515,-1.5802,2.7544,-11.5691,-135.0114,-3.0773,1.9539,50.0016,5.0655,11.4799,27.6,4.8,24,2462,132,NA,NA,NA,NA,NA,NA,FALSE,-16.8,15,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",0,"2023-05-20T03:41:57.348Z","2023-05-20T03:42:00.575Z",TRUE,"pitch","8f0772d0-21e2-4dc2-9437-28dd34bd5e79",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1638,1.3416,NA,121.18,184.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Masataka Yoshida grounds out softly, pitcher Tom Cosgrove to first baseman Brandon Dixon. Masataka Yoshida out on batter interference.",0,6,1,58,"top",8,"2023-05-20T03:41:54.708Z","2023-05-20T03:42:34.860Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85.4,5,2,0.4048,5.9988,27.4379,-17.9346,6.216,7.6669,-0.1096,1.9971,-8.0004,-134.9486,-4.5506,2.0762,50.0042,4.9564,11.547,27.6,4.8,24,2364,129,NA,NA,NA,NA,NA,NA,FALSE,-18.5,13.2,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",5,"2023-05-20T03:41:31.407Z","2023-05-20T03:41:36.700Z",TRUE,"pitch","0ae799c0-676e-45bc-af1c-25d577cefecc",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.26,1.49,NA,117,146.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,6,1,57,"top",8,"2023-05-20T03:40:32.278Z","2023-05-20T03:41:36.700Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86,11,2,0.3999,5.9519,29.9964,-16.1666,4.647,8.4224,-2.5595e-06,3.4347,-6.7971,-136.9174,-1.89,1.9099,50.0002,5.2393,8.8297,24,3.6,24,2387,133,NA,NA,NA,NA,NA,NA,TRUE,-15.8,15.1,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",4,"2023-05-20T03:41:12.561Z","2023-05-20T03:41:16.236Z",TRUE,"pitch","38796a1d-2586-4bc1-b5d8-e147ba5ed0a1",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.26,1.49,NA,122.11,177.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,6,1,57,"top",8,"2023-05-20T03:40:32.278Z","2023-05-20T03:41:36.700Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.1,5,2,0.4005,6.1556,29.2542,-16.5328,6.8581,8.2522,-0.134,2.2832,-8.7516,-136.6044,-4.0903,2.2157,50.0025,4.9317,12.9997,32.4,4.8,24,2402,129,NA,NA,NA,NA,NA,NA,FALSE,-16.7,14.3,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",3,"2023-05-20T03:40:49.983Z","2023-05-20T03:40:53.548Z",TRUE,"pitch","0e1f0908-acd2-4b6d-85a1-6c2735344aa8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.26,1.49,NA,141.2,177.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,6,1,57,"top",8,"2023-05-20T03:40:32.278Z","2023-05-20T03:41:36.700Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,83,4,2,0.4163,6.1084,26.5332,-22.9443,6.8581,5.2605,-0.6349,2.2744,-10.2823,-131.3295,-2.3313,2.4313,50.0044,4.8714,12.0393,22.8,6,24,2332,121,NA,NA,NA,NA,NA,NA,FALSE,-24.2,9.2,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",2,"2023-05-20T03:40:34.511Z","2023-05-20T03:40:37.849Z",TRUE,"pitch","4c865217-9056-4a3b-bb2c-902d17700faa",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.332,1.5142,NA,218.73,190.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,6,1,57,"top",8,"2023-05-20T03:40:32.278Z","2023-05-20T03:41:36.700Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75.5,69.4,13,2,0.5012,6.0856,20.9746,-28.0584,-10.1533,3.4089,-2.6689,1.7876,-8.3104,-109.6405,-0.0477,2.5016,50.0014,4.8261,-12.2508,26.4,10.8,24,2637,288,NA,NA,NA,NA,NA,NA,FALSE,-42,6.5,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",0,"2023-05-20T03:39:37.849Z","2023-05-20T03:39:37.881Z",FALSE,"action",NA,NA,"Trent Grisham remains in the game as the center fielder.","Defensive Switch",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,663757,"/api/v1/people/663757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","901","57","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,6,1,57,"top",8,"2023-05-20T03:40:32.278Z","2023-05-20T03:41:36.700Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,641553,"/api/v1/people/641553",NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",1,"2023-05-20T03:39:37.881Z","2023-05-20T03:40:34.511Z",FALSE,"action",NA,NA,"Pitching Change: Tom Cosgrove replaces Brent Honeywell.","Pitching Substitution",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,676680,"/api/v1/people/676680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"57","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,6,1,57,"top",8,"2023-05-20T03:40:32.278Z","2023-05-20T03:41:36.700Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,646240,"Rafael Devers","/api/v1/people/646240","L","Left",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",5,"2023-05-20T03:38:02.235Z","2023-05-20T03:38:11.067Z",TRUE,"pitch","0b24f483-fda7-421d-b866-586b404ff7d1",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.47,1.7,NA,120.17,180.88,"ground_ball","medium","3",141.68,174.99,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Grounded Into DP","grounded_into_double_play","Trent Grisham grounds into a double play, first baseman Triston Casas to shortstop Enrique Hernandez to first baseman Triston Casas. Austin Nola out at 2nd. Trent Grisham out at 1st.",0,6,1,56,"bottom",7,"2023-05-20T03:36:18.392Z","2023-05-20T03:38:11.067Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82,8,2,0.4206,6.6202,29.7067,-32.6526,3.5957,-0.2791,-0.0832,2.1445,3.3206,-130.6549,-3.3711,-1.8416,50.0034,5.9274,6.1632,12,8.4,24,2183,136,86.9,-19,7,NA,NA,NA,TRUE,-35.3,-1.1,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",4,"2023-05-20T03:37:30.424Z","2023-05-20T03:37:35.774Z",TRUE,"pitch","90d4b938-e671-4074-866c-7fc8451b3621",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.47,1.7,NA,130.79,164.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Grounded Into DP","grounded_into_double_play","Trent Grisham grounds into a double play, first baseman Triston Casas to shortstop Enrique Hernandez to first baseman Triston Casas. Austin Nola out at 2nd. Trent Grisham out at 1st.",0,6,1,56,"bottom",7,"2023-05-20T03:36:18.392Z","2023-05-20T03:38:11.067Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.9,4,2,0.3921,6.5321,31.3641,-20.802,-9.2398,5.7557,-0.3617,2.7352,7.0976,-139.6806,-4.3603,-1.7347,50.0055,5.6837,-18.2668,37.2,6,24,2014,207,NA,NA,NA,NA,NA,NA,FALSE,-20,9.7,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",3,"2023-05-20T03:37:09.152Z","2023-05-20T03:37:12.461Z",TRUE,"pitch","31287e56-3dcb-4a4a-9da8-efe61955f112",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3006,1.6515,NA,59.45,177.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Grounded Into DP","grounded_into_double_play","Trent Grisham grounds into a double play, first baseman Triston Casas to shortstop Enrique Hernandez to first baseman Triston Casas. Austin Nola out at 2nd. Trent Grisham out at 1st.",0,6,1,56,"bottom",7,"2023-05-20T03:36:18.392Z","2023-05-20T03:38:11.067Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.1,80.8,14,2,0.4284,6.6513,27.3663,-29.7659,1.4322,1.4556,1.5097,2.2836,7.4222,-128.0423,-3.2404,-1.6171,50.0035,5.904,2.3677,7.2,7.2,24,2159,102,NA,NA,NA,NA,NA,NA,FALSE,-33.4,2,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",2,"2023-05-20T03:36:42.316Z","2023-05-20T03:36:48.025Z",TRUE,"pitch","d2f68161-b737-413c-86d0-ae06bf52890f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.47,1.7,NA,83.99,197.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Grounded Into DP","grounded_into_double_play","Trent Grisham grounds into a double play, first baseman Triston Casas to shortstop Enrique Hernandez to first baseman Triston Casas. Austin Nola out at 2nd. Trent Grisham out at 1st.",0,6,1,56,"bottom",7,"2023-05-20T03:36:18.392Z","2023-05-20T03:38:11.067Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.1,81.8,14,2,0.4234,6.7305,28.0098,-29.2682,1.9543,1.7138,0.866,1.5464,5.9733,-129.5515,-4.8839,-1.7267,50.0005,5.703,3.3087,8.4,7.2,24,2070,118,NA,NA,NA,NA,NA,NA,FALSE,-32.4,2.2,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",1,"2023-05-20T03:36:20.707Z","2023-05-20T03:36:24.054Z",TRUE,"pitch","ceb2e716-64e1-4c7e-bd7e-656f2a9cd0b9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3247,1.6273,NA,83.24,211.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Grounded Into DP","grounded_into_double_play","Trent Grisham grounds into a double play, first baseman Triston Casas to shortstop Enrique Hernandez to first baseman Triston Casas. Austin Nola out at 2nd. Trent Grisham out at 1st.",0,6,1,56,"bottom",7,"2023-05-20T03:36:18.392Z","2023-05-20T03:38:11.067Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,82,14,2,0.4226,6.7705,28.6764,-30.7515,2.6793,0.8336,0.8856,1.0157,5.1661,-129.8995,-6.2584,-1.4813,50.0011,5.8112,4.5504,9.6,7.2,24,2080,101,NA,NA,NA,NA,NA,NA,FALSE,-34.2,0.2,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",0,"2023-05-20T03:36:03.920Z","2023-05-20T03:36:20.707Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Trent Grisham replaces Adam Engel.","Offensive Substitution",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,663757,"/api/v1/people/663757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","56","atBat","Grounded Into DP","grounded_into_double_play","Trent Grisham grounds into a double play, first baseman Triston Casas to shortstop Enrique Hernandez to first baseman Triston Casas. Austin Nola out at 2nd. Trent Grisham out at 1st.",0,6,1,56,"bottom",7,"2023-05-20T03:36:18.392Z","2023-05-20T03:38:11.067Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,641553,"/api/v1/people/641553",NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718107,"2023-05-20",5,"2023-05-20T03:34:59.217Z","2023-05-20T03:35:04.183Z",TRUE,"pitch","601658be-d459-47e9-a894-7abaf242a105",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.5137,1.7325,NA,52.4,178.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Austin Nola walks.",0,6,1,55,"bottom",7,"2023-05-20T03:33:29.670Z","2023-05-20T03:35:04.183Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,543592,"Austin Nola","/api/v1/people/543592","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,81.8,14,2,0.4234,6.7421,27.3583,-32.9906,1.3572,-0.4802,1.6947,2.2317,6.6528,-129.4348,-3.0028,-1.0867,50.0051,5.9366,2.2984,6,8.4,24,2145,90,NA,NA,NA,NA,NA,NA,FALSE,-35.9,-1.3,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543592,"Austin Nola","/api/v1/people/543592",NA,NA,NA,NA,NA,NA
