"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717742,"2023-06-16",3,"2023-06-17T02:03:08.475Z","2023-06-17T02:03:17.579Z",TRUE,"pitch","3c305ada-5ec9-4286-802e-7183e282e7fd",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.77,1.87,NA,75.9,179.44,"ground_ball","medium","4",155.2,154.16,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Giancarlo Stanton grounds out, second baseman Christian Arroyo to first baseman Triston Casas.",0,5,15,81,"top",9,"2023-06-17T02:02:02.538Z","2023-06-17T02:03:17.579Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.4,83.6,14,2,0.4124,6.3245,28.81,-27.8533,9.9828,2.4234,1.0783,2.198,-7.0901,-132.8875,-1.9729,2.4855,50.0065,4.9759,17.8356,30,7.2,24,2159,132,81.9,-31,4,NA,NA,NA,TRUE,-28.7,4.2,-16.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717742,"2023-06-16",2,"2023-06-17T02:02:52.924Z","2023-06-17T02:02:59.344Z",TRUE,"pitch","3483dd8f-67ea-4ec4-b7fa-8cfed01397fc",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.6401,1.8411,NA,151.47,191.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Giancarlo Stanton grounds out, second baseman Christian Arroyo to first baseman Triston Casas.",0,5,15,81,"top",9,"2023-06-17T02:02:02.538Z","2023-06-17T02:03:17.579Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92,84,13,2,0.4109,6.4724,28.9934,-28.2239,11.5614,2.1972,-0.9043,1.7569,-12.1069,-133.3566,-2.9895,2.1949,50.0053,4.9311,20.803,32.4,7.2,24,2131,132,NA,NA,NA,NA,NA,NA,FALSE,-29.2,3.5,-18.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717742,"2023-06-16",1,"2023-06-17T02:02:39.133Z","2023-06-17T02:02:43.688Z",TRUE,"pitch","1f77279d-7d90-4daf-a77d-7bfb1b7c1a8f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6711,1.812,NA,159.72,200.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Giancarlo Stanton grounds out, second baseman Christian Arroyo to first baseman Triston Casas.",0,5,15,81,"top",9,"2023-06-17T02:02:02.538Z","2023-06-17T02:03:17.579Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.9,84.1,13,2,0.411,6.3577,28.7866,-27.1662,10.4731,2.7825,-1.1208,1.4149,-12.5113,-133.2927,-4.0599,2.2742,50.0003,4.9203,18.8334,30,7.2,24,2191,127,NA,NA,NA,NA,NA,NA,FALSE,-28.3,4.3,-16.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717742,"2023-06-16",0,"2023-06-17T02:02:25.766Z","2023-06-17T02:02:29.399Z",TRUE,"pitch","4218828e-6a80-4bf0-8f33-c64b23d53b3f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6067,1.7586,NA,110.6,180.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Giancarlo Stanton grounds out, second baseman Christian Arroyo to first baseman Triston Casas.",0,5,15,81,"top",9,"2023-06-17T02:02:02.538Z","2023-06-17T02:03:17.579Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77,69.7,8,2,0.4933,6.3161,24.0878,-34.1602,-10.5857,-1.5954,0.168,2.176,-2.8791,-111.918,1.458,2.8531,50.0049,5.0702,-13.1519,21.6,12,24,2644,309,NA,NA,NA,NA,NA,NA,FALSE,-49.1,-2,19.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717742,"2023-06-16",3,"2023-06-17T02:01:45.948Z","2023-06-17T02:01:54.533Z",TRUE,"pitch","a0f1a36b-bde5-4d84-92fd-0522410301c2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.47,1.68,NA,135.21,190.22,"ground_ball","medium","4",148.6,149.58,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Grounded Into DP","grounded_into_double_play","Jake Bauers grounds into a double play, second baseman Christian Arroyo to shortstop Pablo Reyes to first baseman Triston Casas. Anthony Volpe out at 2nd. Jake Bauers out at 1st.",0,5,15,80,"top",9,"2023-06-17T02:00:53.757Z","2023-06-17T02:01:54.533Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,641343,"Jake Bauers","/api/v1/people/641343","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,85.2,7,2,0.4065,5.9702,27.1389,-25.3161,9.3356,3.7234,-0.4779,1.7984,-10.5183,-134.3652,-3.5667,2.2612,50.0022,4.927,17.1933,30,7.2,24,2139,130,79.3,2,49,NA,NA,NA,TRUE,-25.7,6.2,-14.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717742,"2023-06-16",2,"2023-06-17T02:01:29.246Z","2023-06-17T02:01:34.520Z",TRUE,"pitch","b137e244-cd84-4010-83c2-0741ed997aa1",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,0,NA,NA,3.47,1.68,NA,117.18,160.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Grounded Into DP","grounded_into_double_play","Jake Bauers grounds into a double play, second baseman Christian Arroyo to shortstop Pablo Reyes to first baseman Triston Casas. Anthony Volpe out at 2nd. Jake Bauers out at 1st.",0,5,15,80,"top",9,"2023-06-17T02:00:53.757Z","2023-06-17T02:01:54.533Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,641343,"Jake Bauers","/api/v1/people/641343","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,84.2,2,2,0.4103,6.756,26.7398,-26.8855,10.1178,2.9231,-0.0046,2.914,-9.4808,-133.1493,-0.5076,2.2758,50.0001,5.0409,18.2898,31.2,7.2,24,2129,133,NA,NA,NA,NA,NA,NA,FALSE,-27.1,5.4,-16.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717742,"2023-06-16",1,"2023-06-17T02:01:13.697Z","2023-06-17T02:01:18.063Z",TRUE,"pitch","b5976419-16e1-4b33-95a0-fa5f8523e649",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4233,1.6099,NA,132.21,214.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Grounded Into DP","grounded_into_double_play","Jake Bauers grounds into a double play, second baseman Christian Arroyo to shortstop Pablo Reyes to first baseman Triston Casas. Anthony Volpe out at 2nd. Jake Bauers out at 1st.",0,5,15,80,"top",9,"2023-06-17T02:00:53.757Z","2023-06-17T02:01:54.533Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,641343,"Jake Bauers","/api/v1/people/641343","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,84.5,13,2,0.4108,5.8556,26.5196,-27.831,11.0196,2.4071,-0.399,0.9161,-11.1913,-132.9394,-5.0006,2.4187,50.0004,4.8233,19.8674,31.2,7.2,24,2170,123,NA,NA,NA,NA,NA,NA,FALSE,-29,3.5,-17.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717742,"2023-06-16",0,"2023-06-17T02:00:59.787Z","2023-06-17T02:01:03.939Z",TRUE,"pitch","4b3fc558-c881-43e3-8a6a-ae733421f7c5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4155,1.6098,NA,137.65,156.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Grounded Into DP","grounded_into_double_play","Jake Bauers grounds into a double play, second baseman Christian Arroyo to shortstop Pablo Reyes to first baseman Triston Casas. Anthony Volpe out at 2nd. Jake Bauers out at 1st.",0,5,15,80,"top",9,"2023-06-17T02:00:53.757Z","2023-06-17T02:01:54.533Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,641343,"Jake Bauers","/api/v1/people/641343","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.4,82.9,1,2,0.4166,6.0389,26.3317,-26.5747,9.8956,3.1917,-0.5418,3.0436,-11.0296,-131.2144,-0.0712,2.4195,50.0017,5.0422,17.3505,30,7.2,24,2124,137,NA,NA,NA,NA,NA,NA,FALSE,-27.5,6,-15.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717742,"2023-06-16",8,"2023-06-17T02:00:31.414Z","2023-06-17T02:00:36.643Z",TRUE,"pitch","92689ced-dcbb-46b8-90b4-1e62843d3d49",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.1123,1.5356,NA,160.71,200.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Anthony Volpe walks.",0,5,15,79,"top",9,"2023-06-17T01:59:05.447Z","2023-06-17T02:00:36.643Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.9,83.5,13,2,0.4149,6.1883,27.3605,-30.8465,9.8196,0.7549,-1.1467,1.4253,-12.3081,-131.8894,-3.2686,2.299,50.0053,4.9493,17.3475,25.2,8.4,24,2121,131,NA,NA,NA,NA,NA,NA,FALSE,-32.4,0.8,-15.2,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA
717742,"2023-06-16",7,"2023-06-17T02:00:09.589Z","2023-06-17T02:00:13.020Z",TRUE,"pitch","df114d1d-0347-4759-b660-67ab66487f81",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.17,1.55,NA,125.5,173.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Anthony Volpe walks.",0,5,15,79,"top",9,"2023-06-17T01:59:05.447Z","2023-06-17T02:00:36.643Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.7,80.9,5,2,0.4257,6.0669,27.5949,-27.7362,7.6327,2.6491,-0.2231,2.431,-9.4416,-128.8395,-1.1845,2.503,50.0027,5.0467,12.7896,21.6,7.2,24,1994,134,NA,NA,NA,NA,NA,NA,FALSE,-30.2,4.8,-11.6,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
