"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746385,"2024-05-22",2,"2024-05-22T02:20:13.863Z","2024-05-22T02:20:19.058Z",TRUE,"pitch","3129aa33-7196-4e1a-823c-a7eb44557766",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.45,1.6,NA,128.27,149.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Home Run","home_run","Kyle Tucker homers (17) on a fly ball to right field.",1,5,5,62,"bottom",7,"2024-05-22T02:20:11.594Z","2024-05-22T02:22:37.974Z",TRUE,TRUE,FALSE,FALSE,75,2,2,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,88.1,1,2,0.3893,6.503,34.3394,-17.9117,-8.8244,7.1278,-0.2957,3.2952,7.6465,-141.1044,-5.2455,-1.9041,50.0062,6.3455,-17.6655,39.6,4.8,24,2302,210,NA,NA,NA,NA,NA,NA,FALSE,-17.4,11.9,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",0,"2024-05-22T02:17:49.853Z","2024-05-22T02:18:47.655Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"62","atBat","Home Run","home_run","Kyle Tucker homers (17) on a fly ball to right field.",1,5,5,62,"bottom",7,"2024-05-22T02:20:11.594Z","2024-05-22T02:22:37.974Z",TRUE,TRUE,FALSE,FALSE,75,2,2,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",1,"2024-05-22T02:18:47.655Z","2024-05-22T02:20:13.863Z",FALSE,"action",NA,NA,"Pitching Change: Luis García replaces Carson Fulmer.","Pitching Substitution",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,472610,"/api/v1/people/472610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"62","atBat","Home Run","home_run","Kyle Tucker homers (17) on a fly ball to right field.",1,5,5,62,"bottom",7,"2024-05-22T02:20:11.594Z","2024-05-22T02:22:37.974Z",TRUE,TRUE,FALSE,FALSE,75,2,2,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",4,"2024-05-22T02:17:28.934Z","2024-05-22T02:17:35.034Z",TRUE,"pitch","f41630ae-9b73-46c6-838f-cd5a3b6ecbd6",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,2.8745,1.27,NA,88.2,188.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jose Altuve called out on strikes.",0,5,4,61,"bottom",7,"2024-05-22T02:16:04.686Z","2024-05-22T02:17:35.034Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.5,6,2,0.402,6.2131,31.9702,-11.4326,-4.5015,11.0492,0.7556,1.8694,9.1425,-136.587,-7.8952,-2.0601,50.0005,5.5962,-8.4494,25.2,3.6,24,2427,218,NA,NA,NA,NA,NA,NA,TRUE,-12.8,18.4,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",3,"2024-05-22T02:17:12.216Z","2024-05-22T02:17:16.354Z",TRUE,"pitch","d7c628d5-5b50-443e-a4cf-c456e03e6228",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,2.7353,1.1676,NA,134.58,223.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jose Altuve called out on strikes.",0,5,4,61,"bottom",7,"2024-05-22T02:16:04.686Z","2024-05-22T02:17:35.034Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.9,80,13,2,0.4339,6.158,26.0222,-29.7038,-9.182,1.5316,-0.4613,0.5706,7.4484,-126.2879,-6.5013,-2.2577,50.0033,5.5715,-14.8131,24,8.4,24,1381,243,NA,NA,NA,NA,NA,NA,FALSE,-34.9,1.4,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",2,"2024-05-22T02:16:57.331Z","2024-05-22T02:17:03.149Z",TRUE,"pitch","26eadb30-57cd-4874-a26b-8a20986d5a69",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,2.805,1.1319,NA,82.46,218.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jose Altuve called out on strikes.",0,5,4,61,"bottom",7,"2024-05-22T02:16:04.686Z","2024-05-22T02:17:35.034Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,81.3,14,2,0.429,6.8862,24.4806,-26.7401,1.2499,3.2818,0.9061,0.7416,7.5573,-127.3612,-6.9332,-2.2535,50.0016,5.5942,2.0649,7.2,7.2,24,2489,182,NA,NA,NA,NA,NA,NA,FALSE,-30.8,4.7,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",1,"2024-05-22T02:16:35.078Z","2024-05-22T02:16:38.777Z",TRUE,"pitch","a498ab0f-e1c2-4c1e-9e63-bc713ec56c4b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,2.86,1.27,NA,153.15,189.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jose Altuve called out on strikes.",0,5,4,61,"bottom",7,"2024-05-22T02:16:04.686Z","2024-05-22T02:17:35.034Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.2,78.7,13,2,0.4383,6.2711,26.9767,-29.8419,-8.3677,1.4782,-0.9484,1.808,5.8,-125.2995,-3.7174,-2.2141,50.0036,5.768,-13.2125,21.6,8.4,24,1346,238,NA,NA,NA,NA,NA,NA,FALSE,-35,2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",0,"2024-05-22T02:16:22.110Z","2024-05-22T02:16:27.952Z",TRUE,"pitch","cf525456-3bd9-490e-8dc8-cc7861fe3293",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,2.86,1.27,NA,123.97,207.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jose Altuve called out on strikes.",0,5,4,61,"bottom",7,"2024-05-22T02:16:04.686Z","2024-05-22T02:17:35.034Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",608334,"Carson Fulmer","/api/v1/people/608334","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,80.1,13,2,0.4321,6.268,27.0067,-28.6633,-8.9245,2.1617,-0.1829,1.1407,7.9026,-126.966,-5.7701,-2.1825,50.0062,5.7359,-14.5132,24,8.4,24,1353,237,NA,NA,NA,NA,NA,NA,FALSE,-33.4,2.8,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",4,"2024-05-22T02:14:01.865Z","2024-05-22T02:14:07.178Z",TRUE,"pitch","d608eca1-0fc2-49ce-9692-26a19fa4a030",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.22,1.49,NA,102.63,181.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,5,4,60,"top",7,"2024-05-22T02:12:33.523Z","2024-05-22T02:14:07.178Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,80.6,14,0.9,0.4299,6.3083,31.2136,-39.5524,3.4777,-4.5055,0.8312,0.1947,5.215,-128.3426,-5.9148,-1.6938,50.0034,5.6769,5.693,9.6,10.8,24,3146,41,NA,NA,NA,NA,NA,NA,TRUE,-45.1,-9.5,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",3,"2024-05-22T02:13:46.409Z","2024-05-22T02:13:50.824Z",TRUE,"pitch","f854648a-128e-41a1-8e30-98aa8d5e4245",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.22,1.49,NA,112.59,171.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,5,4,60,"top",7,"2024-05-22T02:12:33.523Z","2024-05-22T02:14:07.178Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.1,5,0.91,0.3884,6.5611,35.7415,-13.8308,-5.9999,9.1326,0.1157,2.5056,7.5813,-141.6309,-5.3456,-1.8306,50.0044,5.3195,-12.0537,33.6,3.6,24,2297,213,NA,NA,NA,NA,NA,NA,FALSE,-13.7,15.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",2,"2024-05-22T02:13:27.253Z","2024-05-22T02:13:31.572Z",TRUE,"pitch","5bd495b9-c89b-4f52-8bcf-95d678cd45e3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.22,1.49,NA,90.19,177.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,5,4,60,"top",7,"2024-05-22T02:12:33.523Z","2024-05-22T02:14:07.178Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,79.5,6,0.9,0.4339,6.381,28.7305,-35.2433,3.0399,-1.9064,0.7035,2.257,5.3092,-126.7951,-1.4366,-1.822,50.0032,5.6733,4.8919,9.6,9.6,24,2840,56,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-3.6,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",1,"2024-05-22T02:13:10.760Z","2024-05-22T02:13:15.576Z",TRUE,"pitch","3cc295c4-5be4-4954-9079-ba824f9d6f4c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1845,1.2978,NA,63.37,207.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,5,4,60,"top",7,"2024-05-22T02:12:33.523Z","2024-05-22T02:14:07.178Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,80.1,14,0.9,0.4317,6.2961,29.3611,-34.9838,2.7424,-1.7324,1.407,1.147,7.1954,-127.5149,-4.0906,-1.822,50.0007,5.5706,4.4559,9.6,9.6,24,2934,60,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-4,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",0,"2024-05-22T02:12:56.811Z","2024-05-22T02:13:03.018Z",TRUE,"pitch","540019ae-ccc1-4722-a3ef-9852723f81b7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1598,1.2733,NA,146.33,129.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,5,4,60,"top",7,"2024-05-22T02:12:33.523Z","2024-05-22T02:14:07.178Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.9,11,0.91,0.3851,6.4917,34.9506,-12.1831,-4.2045,9.7736,-0.7694,4.0591,4.1366,-142.6235,-1.8509,-1.6973,50.0042,5.4912,-8.6017,31.2,2.4,24,2432,208,NA,NA,NA,NA,NA,NA,FALSE,-11.2,17.4,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",5,"2024-05-22T02:12:17.489Z","2024-05-22T02:12:39.409Z",TRUE,"pitch","a2d3471d-8503-4804-9762-428ea39b931a",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,2,NA,NA,3.32,1.55,NA,106.53,172.3,"fly_ball","medium","78",59.21,74.51,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Kevin Pillar homers (5) on a fly ball to left center field.",1,5,4,59,"top",7,"2024-05-22T02:10:20.217Z","2024-05-22T02:12:39.409Z",TRUE,TRUE,FALSE,FALSE,65,2,2,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89,5,0.91,0.3849,6.531,36.1605,-12.7871,-4.8801,9.4788,0.2747,2.4623,6.7671,-142.8763,-6.0399,-1.5022,50.0041,5.4238,-9.9834,30,3.6,24,2382,216,92.3,28,350,NA,NA,NA,FALSE,-12.7,16,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",4,"2024-05-22T02:11:54.086Z","2024-05-22T02:11:58.253Z",TRUE,"pitch","5d8e05b7-ca46-4ff2-88d1-e292d617ed96",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.32,1.55,NA,102.32,164.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Kevin Pillar homers (5) on a fly ball to left center field.",1,5,4,59,"top",7,"2024-05-22T02:10:20.217Z","2024-05-22T02:12:39.409Z",TRUE,TRUE,FALSE,FALSE,65,2,2,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,89.2,6,0.92,0.3828,6.5415,37.6264,-11.3177,-5.7696,10.0957,0.3852,2.7602,8.1813,-143.8251,-5.0682,-1.765,50.0051,5.2655,-11.9228,38.4,3.6,24,2413,220,NA,NA,NA,NA,NA,NA,FALSE,-11,17.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
746385,"2024-05-22",3,"2024-05-22T02:11:33.822Z","2024-05-22T02:11:38.048Z",TRUE,"pitch","87dda490-6478-4a80-82f9-275b6d397d11",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.32,1.55,NA,78.5,191.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Home Run","home_run","Kevin Pillar homers (5) on a fly ball to left center field.",1,5,4,59,"top",7,"2024-05-22T02:10:20.217Z","2024-05-22T02:12:39.409Z",TRUE,TRUE,FALSE,FALSE,65,2,2,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,79.9,14,0.9,0.4322,6.3482,28.732,-33.1841,3.5675,-0.6251,1.01,1.7486,5.6631,-127.2421,-3.2657,-1.7171,50.0014,5.7076,5.7852,12,8.4,24,2972,47,NA,NA,NA,NA,NA,NA,FALSE,-37.8,-1.7,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670541,"Yordan Alvarez","/api/v1/people/670541",NA,NA,NA,NA,NA,NA
