"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716506,"2023-09-20",6,"2023-09-20T18:59:02.863Z","2023-09-20T18:59:08.326Z",TRUE,"pitch","1e94de5d-f76c-474d-8d3b-eb25697097a0",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.61,1.75,NA,108.95,132.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Benson strikes out swinging.",0,2,3,65,"bottom",8,"2023-09-20T18:57:10.726Z","2023-09-20T18:59:08.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666181,"Will Benson","/api/v1/people/666181","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.7,93.9,12,0.93,0.3664,6.4219,34.9789,-14.0423,-6.977,8.0057,0.2111,3.9303,8.9604,-149.3187,-3.7661,-1.918,50.0004,6.0123,-15.7986,43.2,3.6,24,2143,218,NA,NA,NA,NA,NA,NA,TRUE,-12,13.9,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",5,"2023-09-20T18:58:38.499Z","2023-09-20T18:58:42.882Z",TRUE,"pitch","58d9c95c-a854-41f1-8cec-afea5fa960f2",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.6662,1.8231,NA,85.82,216.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Benson strikes out swinging.",0,2,3,65,"bottom",8,"2023-09-20T18:57:10.726Z","2023-09-20T18:59:08.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666181,"Will Benson","/api/v1/people/666181","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",89.6,82.7,14,2,0.4212,6.4599,28.0463,-39.1986,-1.5463,-4.1085,0.8179,0.8159,7.6095,-130.1679,-5.5407,-1.9459,50.0005,5.9493,-2.6462,1.2,9.6,24,2757,26,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-8.5,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",3,"2023-09-20T18:58:06.752Z","2023-09-20T18:58:10.686Z",TRUE,"pitch","52c6c904-e40e-4b0c-abbf-680789566752",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.7442,1.8231,NA,66.66,137.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Benson strikes out swinging.",0,2,3,65,"bottom",8,"2023-09-20T18:57:10.726Z","2023-09-20T18:59:08.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666181,"Will Benson","/api/v1/people/666181","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",103.1,94.7,12,0.92,0.3647,6.4593,33.1629,-14.9298,-9.4669,7.5339,1.3207,3.7493,12.8408,-149.6829,-4.2612,-1.7772,50.0041,6.0349,-21.6728,50.4,4.8,24,2140,221,NA,NA,NA,NA,NA,NA,FALSE,-12.6,13.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",2,"2023-09-20T18:57:36.722Z","2023-09-20T18:57:41.902Z",TRUE,"pitch","293b8594-1ec2-4aff-8347-a0f91f13e581",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.61,1.75,NA,91.02,148.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Benson strikes out swinging.",0,2,3,65,"bottom",8,"2023-09-20T18:57:10.726Z","2023-09-20T18:59:08.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666181,"Will Benson","/api/v1/people/666181","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.3,93,3,0.93,0.3691,6.5147,36.8202,-11.4972,-5.6994,9.2824,0.6815,3.3533,9.6446,-148.587,-5.7664,-1.8715,50.0042,5.9922,-12.6983,38.4,3.6,24,2269,220,NA,NA,NA,NA,NA,NA,FALSE,-10.6,15.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",1,"2023-09-20T18:57:13.151Z","2023-09-20T18:57:16.555Z",TRUE,"pitch","4b123545-4e7a-46c9-8c66-549ba2e5434e",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.61,1.75,NA,97.95,140.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Benson strikes out swinging.",0,2,3,65,"bottom",8,"2023-09-20T18:57:10.726Z","2023-09-20T18:59:08.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666181,"Will Benson","/api/v1/people/666181","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.4,93.2,3,0.87,0.3705,6.369,32.4406,-17.4364,-6.588,6.6453,0.4998,3.6274,9.5916,-147.3891,-4.2144,-1.9288,50.0027,6.0941,-14.6104,34.8,3.6,24,2033,221,NA,NA,NA,NA,NA,NA,FALSE,-15.1,11.4,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",0,"2023-09-20T18:56:12.547Z","2023-09-20T18:57:13.151Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Benson strikes out swinging.",0,2,3,65,"bottom",8,"2023-09-20T18:57:10.726Z","2023-09-20T18:59:08.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666181,"Will Benson","/api/v1/people/666181","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",4,"2023-09-20T18:58:18.732Z","2023-09-20T18:58:23.732Z",FALSE,"stepoff","c347b3ec-9506-49db-a5ae-2b61f47b4e12",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Benson strikes out swinging.",0,2,3,65,"bottom",8,"2023-09-20T18:57:10.726Z","2023-09-20T18:59:08.326Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666181,"Will Benson","/api/v1/people/666181","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",4,"2023-09-20T18:55:41.927Z","2023-09-20T18:55:50.460Z",TRUE,"pitch","60317230-da90-491f-831a-7ef70b42fff3",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.44,1.64,NA,116.01,168.94,"ground_ball","medium","4",141.27,157.28,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Noelvi Marte grounds out, second baseman Jorge Polanco to first baseman Donovan Solano. Nick Senzel to 3rd.",0,2,3,64,"bottom",8,"2023-09-20T18:54:15.810Z","2023-09-20T18:55:50.460Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.2,93.8,5,0.89,0.3682,6.4217,33.9622,-15.9319,-7.146,7.2403,0.0259,2.5866,8.2117,-148.4938,-7.2007,-1.8406,50.0072,5.9615,-16.0397,38.4,3.6,24,2024,220,99,-20,7,NA,NA,NA,TRUE,-14.3,11.9,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,669222,"Nick Senzel","/api/v1/people/669222"
716506,"2023-09-20",3,"2023-09-20T18:55:21.992Z","2023-09-20T18:55:27.324Z",TRUE,"pitch","d43b4b95-1e91-4d07-a9a5-3572749b57d3",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.3545,1.6122,NA,103.85,148.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Noelvi Marte grounds out, second baseman Jorge Polanco to first baseman Donovan Solano. Nick Senzel to 3rd.",0,2,3,64,"bottom",8,"2023-09-20T18:54:15.810Z","2023-09-20T18:55:50.460Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.3,94.3,3,0.92,0.3667,6.432,32.1141,-13.5491,-7.3565,8.2188,0.3449,3.3265,9.2491,-148.7759,-5.5545,-1.8328,50.0012,5.9877,-16.6675,44.4,3.6,24,2209,218,NA,NA,NA,NA,NA,NA,FALSE,-11.9,14,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",2,"2023-09-20T18:54:58.194Z","2023-09-20T18:55:02.388Z",TRUE,"pitch","53bebffc-af15-4162-86e4-3a0c33784527",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.3794,1.6112,NA,64.17,209.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Noelvi Marte grounds out, second baseman Jorge Polanco to first baseman Donovan Solano. Nick Senzel to 3rd.",0,2,3,64,"bottom",8,"2023-09-20T18:54:15.810Z","2023-09-20T18:55:50.460Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,81.1,14,2,0.4298,6.3318,26.4307,-37.6041,0.7575,-3.3028,1.3859,1.0781,8.3773,-127.4803,-4.8154,-2.0424,50.0018,5.9627,1.2455,3.6,9.6,24,2802,37,NA,NA,NA,NA,NA,NA,FALSE,-42.5,-6.8,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",1,"2023-09-20T18:54:38.076Z","2023-09-20T18:54:45.339Z",TRUE,"pitch","9e53a68e-a492-464f-9667-bd25d6e790a3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2488,1.5583,NA,112.25,209.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Noelvi Marte grounds out, second baseman Jorge Polanco to first baseman Donovan Solano. Nick Senzel to 3rd.",0,2,3,64,"bottom",8,"2023-09-20T18:54:15.810Z","2023-09-20T18:55:50.460Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.4,90.4,14,0.89,0.3854,6.3653,29.3066,-30.2916,-6.4028,0.9168,0.1247,1.0956,8.3833,-141.5659,-8.0328,-2.0294,50.0018,5.8811,-13.1249,20.4,7.2,24,1698,223,NA,NA,NA,NA,NA,NA,FALSE,-28.3,0.4,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",0,"2023-09-20T18:54:19.758Z","2023-09-20T18:54:26.895Z",TRUE,"pitch","3ef7860e-6f4d-47e3-b7fd-1c963762502a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4408,1.6384,NA,91.22,184.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Noelvi Marte grounds out, second baseman Jorge Polanco to first baseman Donovan Solano. Nick Senzel to 3rd.",0,2,3,64,"bottom",8,"2023-09-20T18:54:15.810Z","2023-09-20T18:55:50.460Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,682622,"Noelvi Marte","/api/v1/people/682622","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.8,89.7,9,0.91,0.3854,6.445,32.4511,-30.1801,-7.0588,0.9769,0.6763,2.0256,10.1478,-142.0851,-5.517,-2.0239,50.0062,5.9097,-14.4415,21.6,7.2,24,1688,227,NA,NA,NA,NA,NA,NA,FALSE,-27.8,0.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",6,"2023-09-20T18:53:47.415Z","2023-09-20T18:53:53.722Z",TRUE,"pitch","ec36d76a-86aa-418c-9d91-4a0170afad93",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,0,NA,NA,3.2488,1.6112,NA,140.06,166.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Joey Votto called out on strikes.",0,2,3,63,"bottom",8,"2023-09-20T18:51:42.326Z","2023-09-20T18:53:53.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,458015,"Joey Votto","/api/v1/people/458015","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",96.1,88.3,4,0.84,0.3915,6.381,30.8883,-33.4225,-5.4561,-0.6284,-0.605,2.69,6.5055,-139.8,-3.0036,-2.251,50.003,5.9672,-10.8229,15.6,7.2,24,1640,227,NA,NA,NA,NA,NA,NA,TRUE,-31.2,-1.6,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA
716506,"2023-09-20",4,"2023-09-20T18:53:05.823Z","2023-09-20T18:53:09.632Z",TRUE,"pitch","80216574-a797-414c-98b3-739f52e8af26",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.22,1.52,NA,133.43,188.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Joey Votto called out on strikes.",0,2,3,63,"bottom",8,"2023-09-20T18:51:42.326Z","2023-09-20T18:53:53.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,458015,"Joey Votto","/api/v1/people/458015","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.1,81,7,2,0.4307,6.223,24.3144,-41.2757,1.5304,-5.5453,-0.4309,1.8484,4.0564,-126.8466,-2.2851,-2.2455,50.0052,6.0311,2.5102,4.8,10.8,24,2683,39,NA,NA,NA,NA,NA,NA,FALSE,-46.2,-10.3,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",3,"2023-09-20T18:52:41.972Z","2023-09-20T18:52:49.569Z",TRUE,"pitch","92016815-4b9f-4686-afca-8ac417339f2e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.22,1.52,NA,85.72,203.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Joey Votto called out on strikes.",0,2,3,63,"bottom",8,"2023-09-20T18:51:42.326Z","2023-09-20T18:53:53.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,458015,"Joey Votto","/api/v1/people/458015","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.6,80.8,14,2,0.4329,6.3654,23.0476,-37.1205,-0.0475,-3.0472,0.8207,1.3004,7.228,-126.0218,-4.3112,-2.0654,50.0006,5.9977,-0.0786,1.2,9.6,24,2623,35,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-6.2,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716506,"2023-09-20",2,"2023-09-20T18:52:23.461Z","2023-09-20T18:52:32.189Z",TRUE,"pitch","1273745b-67b2-4858-b8fe-f1604f05151f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.3272,1.6377,NA,136.09,163.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Joey Votto called out on strikes.",0,2,3,63,"bottom",8,"2023-09-20T18:51:42.326Z","2023-09-20T18:53:53.722Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,458015,"Joey Votto","/api/v1/people/458015","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.5,80.7,4,2,0.4321,6.2775,22.5822,-38.5959,1.9303,-3.9347,-0.5009,2.7787,3.4819,-126.1406,-0.5432,-2.1431,50.0026,6.0747,3.1501,6,9.6,24,2542,43,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-7.1,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
