"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746637,"2024-05-20",3,"2024-05-21T00:27:46.170Z","2024-05-21T00:27:54.247Z",TRUE,"pitch","23ff0202-a515-4f68-a3bc-f7656e16f74e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.52,1.66,NA,101.55,176.22,"ground_ball","medium","3",163.57,167.83,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brett Baty grounds out to first baseman Josh Naylor.",0,1,3,62,"top",9,"2024-05-21T00:26:31.982Z","2024-05-21T00:27:54.247Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100,92.4,6,2,0.3748,6.8134,30.773,-13.0019,1.4409,8.8417,0.4054,2.317,1.7659,-145.5499,-7.8006,-0.394,50.0021,5.8003,3.1238,13.2,2.4,24,2578,180,70.9,-13,11,NA,NA,NA,TRUE,-12.2,14.9,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",2,"2024-05-21T00:27:28.027Z","2024-05-21T00:27:32.144Z",TRUE,"pitch","c5244a5c-1f46-4da4-8f99-de37f725ae66",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5232,1.504,NA,153.19,162.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brett Baty grounds out to first baseman Josh Naylor.",0,1,3,62,"top",9,"2024-05-21T00:26:31.982Z","2024-05-21T00:27:54.247Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.1,92.6,11,2,0.374,6.6182,30.3488,-17.0317,1.6401,6.9484,-0.9496,2.8393,-0.9845,-145.7897,-5.8645,-0.8227,50.0025,5.8843,3.5736,10.8,3.6,24,2624,180,NA,NA,NA,NA,NA,NA,FALSE,-15.2,11.8,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",1,"2024-05-21T00:27:12.491Z","2024-05-21T00:27:16.123Z",TRUE,"pitch","5dc6a771-dfb4-4fb1-8c34-c30343eae632",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.5806,1.529,NA,106.79,194.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brett Baty grounds out to first baseman Josh Naylor.",0,1,3,62,"top",9,"2024-05-21T00:26:31.982Z","2024-05-21T00:27:54.247Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.4,92.8,8,2,0.3736,6.5037,31.6289,-15.0805,3.0647,7.8333,0.2678,1.6476,1.3697,-146.1314,-9.3415,-0.6039,50,5.7734,6.6838,21.6,3.6,24,2594,180,NA,NA,NA,NA,NA,NA,FALSE,-14.3,12.7,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",0,"2024-05-21T00:26:55.670Z","2024-05-21T00:27:01.416Z",TRUE,"pitch","9a5cb5bc-7194-438b-9b05-7072a3d97352",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6308,1.6289,NA,57.85,151.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Brett Baty grounds out to first baseman Josh Naylor.",0,1,3,62,"top",9,"2024-05-21T00:26:31.982Z","2024-05-21T00:27:54.247Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100,92.5,12,2,0.3744,6.4069,30.2454,-15.4983,2.2131,7.6716,1.5518,3.2292,4.4373,-145.6,-5.1506,-0.2721,50.0002,5.9403,4.809,19.2,3.6,24,2564,172,NA,NA,NA,NA,NA,NA,FALSE,-13.9,13.2,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",3,"2024-05-21T00:26:17.908Z","2024-05-21T00:26:27.691Z",TRUE,"pitch","a50deabd-37fc-45fb-9198-d9ac33fe61c2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.43,1.65,NA,115.58,174.84,"fly_ball","medium","9",174.1,119.37,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Tyrone Taylor flies out to right fielder Will Brennan.",0,1,3,61,"top",9,"2024-05-21T00:25:10.287Z","2024-05-21T00:26:27.691Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.1,91.7,5,2,0.3779,6.322,30.1415,-16.3372,3.7557,7.4232,0.0373,2.3683,0.1918,-144.3463,-7.2148,-0.5185,50.0014,5.8853,8.0118,24,3.6,24,2622,174,90.8,54,234,NA,NA,NA,TRUE,-15.2,12.4,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",2,"2024-05-21T00:26:01.934Z","2024-05-21T00:26:06.258Z",TRUE,"pitch","35a649e1-d821-4a12-a033-5bb80e3237ec",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3551,1.6789,NA,80.58,199.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Tyrone Taylor flies out to right fielder Will Brennan.",0,1,3,61,"top",9,"2024-05-21T00:25:10.287Z","2024-05-21T00:26:27.691Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.8,91.5,14,2,0.3796,6.4904,30.1133,-18.9286,3.0609,6.2684,0.9554,1.4655,3.4347,-143.7152,-8.726,-0.6485,50.0046,5.694,6.4681,19.2,3.6,24,2540,177,NA,NA,NA,NA,NA,NA,FALSE,-17.9,10,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",1,"2024-05-21T00:25:45.907Z","2024-05-21T00:25:50.344Z",TRUE,"pitch","7952ba17-2ce9-406f-b4c4-6282026e1baa",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3801,1.7039,NA,158.07,150.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Tyrone Taylor flies out to right fielder Will Brennan.",0,1,3,61,"top",9,"2024-05-21T00:25:10.287Z","2024-05-21T00:26:27.691Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.1,92.5,11,2,0.3741,6.6102,30.8084,-18.3527,4.4372,6.3468,-1.0775,3.2817,-2.5649,-145.83,-4.568,-0.768,50.0022,5.9586,9.6601,25.2,3.6,24,2616,175,NA,NA,NA,NA,NA,NA,FALSE,-16.1,10.9,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",0,"2024-05-21T00:25:30.424Z","2024-05-21T00:25:35.126Z",TRUE,"pitch","bf5bb1ec-036f-4b5b-89f5-31714bf15367",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3801,1.7039,NA,114.05,164.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Tyrone Taylor flies out to right fielder Will Brennan.",0,1,3,61,"top",9,"2024-05-21T00:25:10.287Z","2024-05-21T00:26:27.691Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.2,92.9,5,2,0.3732,6.5536,30.066,-18.807,3.3016,6.1116,0.0775,2.7416,0.6387,-145.9996,-5.9791,-0.5728,50.0041,5.9241,7.2237,20.4,3.6,24,2650,174,NA,NA,NA,NA,NA,NA,FALSE,-16.7,10.2,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",4,"2024-05-21T00:24:53.816Z","2024-05-21T00:25:01.782Z",TRUE,"pitch","c426baee-a4e1-4159-968b-adcde39b9c61",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.73,1.77,NA,142.9,153.2,"ground_ball","medium","1",128.42,181.16,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","J.D. Martinez grounds out, pitcher Emmanuel Clase to first baseman Josh Naylor.",0,1,3,60,"top",9,"2024-05-21T00:23:50.945Z","2024-05-21T00:25:01.782Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.6,91,1,2,0.3798,6.8851,30.4729,-20.9827,0.6392,5.3008,-0.6796,3.1698,0.6135,-143.7231,-3.7268,-0.9782,50.0025,5.7717,1.3492,3.6,3.6,24,2502,181,86.8,-16,10,NA,NA,NA,TRUE,-18.7,9.1,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746637,"2024-05-20",3,"2024-05-21T00:24:28.722Z","2024-05-21T00:24:32.916Z",TRUE,"pitch","f7903939-84c6-4eae-bac6-cf8ae4061b27",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.73,1.77,NA,144.45,153.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","J.D. Martinez grounds out, pitcher Emmanuel Clase to first baseman Josh Naylor.",0,1,3,60,"top",9,"2024-05-21T00:23:50.945Z","2024-05-21T00:25:01.782Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.1,90.9,1,2,0.3791,6.4874,33.0914,-20.217,0.8302,5.6544,-0.72,3.1565,-0.2864,-144.3935,-4.0599,-0.7275,50.0045,5.822,1.7562,4.8,3.6,24,2587,167,NA,NA,NA,NA,NA,NA,FALSE,-18.1,9.6,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
