"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716671,"2023-09-08",8,"2023-09-09T01:14:53.896Z","2023-09-09T01:14:58.278Z",TRUE,"pitch","0365d190-2140-4d8f-b341-f4c355ae750b",8,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.2593,1.5149,NA,87.14,154.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,79.8,3,0.9,0.4342,6.234,26.0519,-38.7098,1.6024,-4.0537,0.7834,3.136,1.3981,-126.2329,-1.6503,0.0139,50.0048,6.919,2.5821,3.6,9.6,24,2444,56,NA,NA,NA,NA,NA,NA,TRUE,-43.9,-7.4,-3.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",7,"2023-09-09T01:14:28.447Z","2023-09-09T01:14:31.616Z",TRUE,"pitch","35ba47f7-3fdf-42b5-9805-e15e9db64857",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.26,1.55,NA,151.4,191.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,79.1,13,0.91,0.4393,6.5095,25.9414,-38.6311,1.8918,-4.1016,-0.9025,1.7503,-2.3517,-124.8418,-4.424,-0.1926,50.006,6.7371,2.9766,3.6,9.6,24,2492,40,NA,NA,NA,NA,NA,NA,FALSE,-45.5,-8.3,-2.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",6,"2023-09-09T01:14:07.966Z","2023-09-09T01:14:13.014Z",TRUE,"pitch","f8f2e837-ad6c-498a-9aee-aeb39ef4f04e",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3213,1.5966,NA,133.86,120.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,88.6,11,0.91,0.3862,6.4579,35.0666,-8.101,2.1598,11.836,-0.4422,4.392,-0.8809,-142.2763,-5.0582,-0.4078,50.001,6.7156,4.3922,24,2.4,24,2456,191,NA,NA,NA,NA,NA,NA,FALSE,-8.3,20.5,-3.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",4,"2023-09-09T01:13:44.704Z","2023-09-09T01:13:49.019Z",TRUE,"pitch","fef6ba8a-2b41-42fd-abb6-9cefc415f9d3",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3417,1.5966,NA,142.08,131.42,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,90.4,11,0.92,0.3793,6.6574,35.4894,-8.1267,2.2019,11.3988,-0.658,3.9762,-1.6131,-144.7191,-6.2468,-0.3779,50.0023,6.6677,4.6449,24,2.4,24,2440,186,NA,NA,NA,NA,NA,NA,FALSE,-8.3,19.4,-3.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",3,"2023-09-09T01:13:16.254Z","2023-09-09T01:13:20.759Z",TRUE,"pitch","8e8acf5c-e24d-4b27-b29a-76d911caf802",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.26,1.55,NA,127.67,197.48,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79,7,0.91,0.44,5.9496,27.2993,-41.6506,2.8291,-6.0512,-0.2799,1.5296,-1.6282,-124.9179,-4.6509,0.0158,50.0027,6.8729,4.4305,6,10.8,24,2664,38,NA,NA,NA,NA,NA,NA,FALSE,-49.2,-11.9,-4.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",2,"2023-09-09T01:12:57.185Z","2023-09-09T01:13:01.453Z",TRUE,"pitch","d4b958d0-1cf9-4e5b-8175-3d3a90affac3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3008,1.5557,NA,183.27,140.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,89.4,11,0.92,0.3824,6.6023,37.3095,-8.0879,1.4089,11.6233,-1.7385,3.6521,-4.1948,-143.9408,-6.9226,-0.4372,50.0029,6.6071,2.9203,10.8,2.4,24,2503,186,NA,NA,NA,NA,NA,NA,FALSE,-8.6,19.6,-1.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",1,"2023-09-09T01:12:35.672Z","2023-09-09T01:12:39.363Z",TRUE,"pitch","c647c544-dc8d-4ed1-b504-de1ad3f4b506",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3622,1.5557,NA,126.83,150.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.4,2,0.92,0.3867,6.5935,37.1008,-7.5373,2.0989,12.1623,-0.2578,3.2695,-0.5334,-142.4478,-7.928,-0.339,50.0028,6.588,4.2513,22.8,2.4,24,2471,182,NA,NA,NA,NA,NA,NA,FALSE,-8.5,20.3,-3.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",0,"2023-09-09T01:12:15.550Z","2023-09-09T01:12:18.550Z",TRUE,"pitch","71c07f75-2fb2-4cc7-abc5-ecd4500b9e45",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.26,1.55,NA,125.74,185.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.2,8,0.91,0.438,6.9737,27.1625,-40.5168,2.685,-5.2819,-0.2292,1.9628,-0.72,-125.4129,-3.9982,-0.2859,50,6.9083,4.2439,6,10.8,24,2577,49,NA,NA,NA,NA,NA,NA,FALSE,-47.3,-10.3,-4.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",5,"2023-09-09T01:13:57.073Z","2023-09-09T01:14:07.966Z",FALSE,"action",NA,NA,"Cade Marlowe advances to 2nd on defensive indifference.","Defensive Indiff",4,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,687799,"/api/v1/people/687799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fef6ba8a-2b41-42fd-abb6-9cefc415f9d3","defensive_indiff",NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford called out on strikes.",0,4,7,72,"top",9,"2023-09-09T01:11:48.671Z","2023-09-09T01:14:58.278Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716671,"2023-09-08",6,"2023-09-09T01:11:34.906Z","2023-09-09T01:11:40.036Z",TRUE,"pitch","6202e515-d6fb-4922-8651-c04386489ee4",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.4093,1.6784,NA,131.5,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Josh Rojas called out on strikes.",0,4,7,71,"top",9,"2023-09-09T01:09:55.222Z","2023-09-09T01:11:40.036Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,668942,"Josh Rojas","/api/v1/people/668942","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79.5,7,0.91,0.4363,6.729,27.529,-41.3766,2.4506,-5.7809,-0.3803,2.2141,-1.0263,-125.9498,-3.2406,-0.284,50.0007,6.8909,3.9045,4.8,10.8,24,2602,49,NA,NA,NA,NA,NA,NA,TRUE,-47.8,-10.9,-4.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,687799,"Cade Marlowe","/api/v1/people/687799",NA,NA,NA,NA,NA,NA
