"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718351,"2023-05-01",6,"2023-05-02T01:15:24.508Z","2023-05-02T01:15:29.432Z",TRUE,"pitch","f3da58fb-7de7-45df-a001-c59059fd9db9",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.61,1.73,NA,140.36,152.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Aaron Hicks strikes out swinging.",0,3,2,66,"bottom",9,"2023-05-02T01:13:16.675Z","2023-05-02T01:15:29.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.5,89,1,0.88,0.3885,6.1383,29.9186,-22.8309,3.4016,4.6357,-0.6128,3.1815,-0.6838,-140.6434,-3.8146,-0.8097,50.0061,6.0243,6.8609,15.6,4.8,24,2504,160,NA,NA,NA,NA,NA,NA,TRUE,-21.2,7.8,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",5,"2023-05-02T01:14:59.926Z","2023-05-02T01:15:06.776Z",TRUE,"pitch","cdd52b4c-9d10-4add-ae23-fbdd9502c41d",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.61,1.73,NA,110.32,194.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Aaron Hicks strikes out swinging.",0,3,2,66,"bottom",9,"2023-05-02T01:13:16.675Z","2023-05-02T01:15:29.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.7,89.8,8,0.9,0.3871,6.692,28.1997,-19.5832,3.2346,6.1899,0.1752,1.6569,1.2481,-140.8095,-8.1147,-0.6926,50.0021,5.8149,6.5757,18,4.8,24,2612,165,NA,NA,NA,NA,NA,NA,FALSE,-19,10,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",4,"2023-05-02T01:14:41.023Z","2023-05-02T01:14:45.855Z",TRUE,"pitch","66131617-6962-48c1-b550-1879cfd14458",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5508,1.7301,NA,55.73,172.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Aaron Hicks strikes out swinging.",0,3,2,66,"bottom",9,"2023-05-02T01:13:16.675Z","2023-05-02T01:15:29.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.3,89,14,0.87,0.3895,5.9906,29.2791,-23.1084,2.9122,4.5204,1.6074,2.4606,4.5057,-140.1909,-5.7459,-0.3942,50.0056,6.028,5.8447,15.6,4.8,24,2627,155,NA,NA,NA,NA,NA,NA,FALSE,-22,7.3,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",3,"2023-05-02T01:14:24.144Z","2023-05-02T01:14:27.753Z",TRUE,"pitch","6a222076-2960-4762-b68b-85527adcd2cc",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.61,1.73,NA,95.56,200.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Aaron Hicks strikes out swinging.",0,3,2,66,"bottom",9,"2023-05-02T01:13:16.675Z","2023-05-02T01:15:29.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96,88.6,14,0.76,0.3914,6.0543,30.0302,-23.6853,3.9641,4.2715,0.5624,1.4329,1.7101,-139.6718,-8.137,-0.5718,50.0001,5.9293,7.8672,18,6,24,2526,192,NA,NA,NA,NA,NA,NA,FALSE,-23.3,6.4,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",2,"2023-05-02T01:14:08.538Z","2023-05-02T01:14:12.813Z",TRUE,"pitch","c9dacaad-e94c-42ff-b9fb-58776cc41b24",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.6037,1.7301,NA,115.27,155.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Aaron Hicks strikes out swinging.",0,3,2,66,"bottom",9,"2023-05-02T01:13:16.675Z","2023-05-02T01:15:29.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.6,89.6,2,0.9,0.387,6.2507,27.7908,-21.0454,2.2044,5.4701,0.0455,3.0911,1.5342,-140.7722,-4.0701,-0.7905,50.0034,5.8941,4.4862,12,4.8,24,2641,176,NA,NA,NA,NA,NA,NA,FALSE,-19.6,9.4,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",1,"2023-05-02T01:13:50.701Z","2023-05-02T01:13:56.081Z",TRUE,"pitch","fab0975c-701d-44da-8714-8c5c981fc19b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.7621,1.7301,NA,157.82,177.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Aaron Hicks strikes out swinging.",0,3,2,66,"bottom",9,"2023-05-02T01:13:16.675Z","2023-05-02T01:15:29.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.6,89.7,13,0.9,0.387,6.2663,27.6543,-19.5684,2.5757,6.1925,-1.0709,2.2565,-1.4744,-140.7751,-6.6311,-0.879,50.0039,5.8802,5.2444,13.2,4.8,24,2649,174,NA,NA,NA,NA,NA,NA,FALSE,-18.6,10.3,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",0,"2023-05-02T01:13:34.885Z","2023-05-02T01:13:40.274Z",TRUE,"pitch","2e3dda3d-9826-4601-98e6-cdca84f27eab",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5508,1.7301,NA,164.98,186.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Aaron Hicks strikes out swinging.",0,3,2,66,"bottom",9,"2023-05-02T01:13:16.675Z","2023-05-02T01:15:29.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.7,89.8,13,0.9,0.3848,6.5087,31.758,-19.4005,-0.8676,6.2228,-1.2587,1.9533,-0.2585,-142.1762,-7.3822,-1.0539,50.004,5.809,-1.7811,4.8,3.6,24,2590,181,NA,NA,NA,NA,NA,NA,FALSE,-18.6,10,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",2,"2023-05-02T01:13:02.501Z","2023-05-02T01:13:10.624Z",TRUE,"pitch","55bbbce2-a752-4ec9-b186-a903ea2467c6",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.36,1.58,NA,98.93,184.48,"ground_ball","medium","6",117.22,148.86,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","DJ LeMahieu grounds out, shortstop Amed Rosario to first baseman Gabriel Arias.",0,3,2,65,"bottom",9,"2023-05-02T01:12:06.650Z","2023-05-02T01:13:10.624Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96,88.1,9,0.87,0.3922,6.4687,31.5121,-22.887,1.8221,4.6993,0.4742,2.0111,2.5167,-139.6588,-6.6675,-0.6753,50.0006,5.9352,3.5972,9.6,4.8,24,2439,180,78.3,-26,5,NA,NA,NA,TRUE,-22.3,7.3,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",1,"2023-05-02T01:12:37.821Z","2023-05-02T01:12:41.077Z",TRUE,"pitch","c844ffde-b69a-43ca-95d0-81d6bb969285",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.36,1.58,NA,129.1,158.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","DJ LeMahieu grounds out, shortstop Amed Rosario to first baseman Gabriel Arias.",0,3,2,65,"bottom",9,"2023-05-02T01:12:06.650Z","2023-05-02T01:13:10.624Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.1,89.9,1,0.89,0.3855,6.3301,28.8836,-22.5617,4.3628,4.6927,-0.3175,2.9738,0.354,-141.4577,-4.4037,-1.0116,50.0047,5.9765,8.9418,21.6,4.8,24,2665,161,NA,NA,NA,NA,NA,NA,FALSE,-20.8,7.9,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",0,"2023-05-02T01:12:22.130Z","2023-05-02T01:12:26.280Z",TRUE,"pitch","9dc7b964-f1dc-4b12-a744-8a1315a2a954",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3397,1.5801,NA,91.42,193.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","DJ LeMahieu grounds out, shortstop Amed Rosario to first baseman Gabriel Arias.",0,3,2,65,"bottom",9,"2023-05-02T01:12:06.650Z","2023-05-02T01:13:10.624Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.1,89.7,9,0.9,0.3866,6.3833,29.9598,-21.8507,0.6171,5.0657,0.6711,1.6933,3.8487,-141.2892,-7.7216,-0.7847,50.0013,5.8488,1.2554,4.8,4.8,24,2628,171,NA,NA,NA,NA,NA,NA,FALSE,-21,7.9,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",5,"2023-05-02T01:11:48.991Z","2023-05-02T01:11:56.346Z",TRUE,"pitch","bcb4ed88-c4f7-45ab-b9a0-753f19efcd5b",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.11,1.43,NA,98.88,205.5,"ground_ball","medium","1",130.45,186.5,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Gleyber Torres grounds out, pitcher Emmanuel Clase to first baseman Gabriel Arias.",0,3,2,64,"bottom",9,"2023-05-02T01:11:31.549Z","2023-05-02T01:11:56.346Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.2,89.9,14,0.9,0.386,6.3435,29.7734,-19.5523,1.6327,6.1787,0.4754,1.2325,2.7028,-141.439,-9.2667,-0.7017,50.0047,5.7856,3.3347,10.8,4.8,24,2679,171,65.6,-14,6,NA,NA,NA,TRUE,-19.1,9.6,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718351,"2023-05-01",4,"2023-05-02T01:11:33.758Z","2023-05-02T01:11:39.641Z",TRUE,"pitch","2b266b38-de7b-4262-9ede-b26f8498527e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2077,1.4301,NA,84.75,200.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Gleyber Torres grounds out, pitcher Emmanuel Clase to first baseman Gabriel Arias.",0,3,2,64,"bottom",9,"2023-05-02T01:11:31.549Z","2023-05-02T01:11:56.346Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.3,90.6,14,0.9,0.3824,6.1885,31.5978,-20.8195,2.0861,5.4595,0.8462,1.4167,3.7375,-142.9878,-8.8974,-0.7466,50.0022,5.8642,4.3387,13.2,4.8,24,2665,184,NA,NA,NA,NA,NA,NA,FALSE,-19.9,8.4,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
