"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717591,"2023-06-28",1,"2023-06-28T02:36:51.450Z","2023-06-28T02:36:58.718Z",TRUE,"pitch","870a1075-e441-47e5-bbff-4b89548a9840",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.59,1.72,NA,128.73,194.55,"ground_ball","medium","6",108.37,159.81,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Maikel Garcia grounds out, shortstop Amed Rosario to first baseman Gabriel Arias.",0,2,1,66,"bottom",9,"2023-06-28T02:36:49.228Z","2023-06-28T02:36:58.718Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100,93,7,0.89,0.3738,6.493,29.1065,-19.2328,1.2162,5.9319,-0.3077,1.638,0.1865,-145.6573,-8.5253,-0.5306,50.0067,5.7313,2.6557,7.2,3.6,24,2637,179,90.6,-27,4,NA,NA,NA,TRUE,-17.4,9.5,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",0,"2023-06-28T02:36:26.317Z","2023-06-28T02:36:51.450Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Samad Taylor replaces MJ Melendez.","Offensive Substitution",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,669392,"/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","301","66","atBat","Groundout","field_out","Maikel Garcia grounds out, shortstop Amed Rosario to first baseman Gabriel Arias.",0,2,1,66,"bottom",9,"2023-06-28T02:36:49.228Z","2023-06-28T02:36:58.718Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,669004,"/api/v1/people/669004",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",5,"2023-06-28T02:35:49.901Z","2023-06-28T02:36:01.231Z",TRUE,"pitch","f1dd8893-03f8-4d22-8ed9-9bec67f01a82",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.44,1.66,NA,104.46,180.63,"ground_ball","medium","4",150.88,157.79,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by second baseman Andres Gimenez.",0,2,1,65,"bottom",9,"2023-06-28T02:34:20.829Z","2023-06-28T02:36:01.231Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.9,92.4,9,0.9,0.3771,6.5595,26.7715,-18.5997,0.803,6.3232,0.329,2.1536,2.2803,-144.0687,-7.1055,-0.5705,50.0024,5.7596,1.7242,6,3.6,24,2585,172,83.8,-19,6,NA,NA,NA,FALSE,-16.9,10.6,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",4,"2023-06-28T02:35:33.200Z","2023-06-28T02:35:38.325Z",TRUE,"pitch","6f07230f-4f50-4ff6-9d9a-2456cfcb0cfc",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3102,1.6448,NA,155,142.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by second baseman Andres Gimenez.",0,2,1,65,"bottom",9,"2023-06-28T02:34:20.829Z","2023-06-28T02:36:01.231Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.3,92.4,11,0.9,0.3756,6.2672,27.7552,-22.1904,1.0649,4.616,-0.997,3.552,-0.7201,-144.7759,-2.6739,-0.8859,50.0032,5.8172,2.3038,6,4.8,24,2556,184,NA,NA,NA,NA,NA,NA,FALSE,-19.1,8.2,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",3,"2023-06-28T02:35:12.370Z","2023-06-28T02:35:18.521Z",TRUE,"pitch","9a103af3-6cca-4559-b79f-d39c4132056d",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.44,1.66,NA,121.24,154.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by second baseman Andres Gimenez.",0,2,1,65,"bottom",9,"2023-06-28T02:34:20.829Z","2023-06-28T02:36:01.231Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.7,90.8,2,0.92,0.3823,6.3055,27.6397,-20.1786,1.2167,5.7516,-0.1112,3.1072,1.8193,-142.3648,-4.4419,-0.9128,50.0069,5.9371,2.539,7.2,3.6,24,2625,182,NA,NA,NA,NA,NA,NA,FALSE,-18.4,9.8,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",2,"2023-06-28T02:34:56.698Z","2023-06-28T02:35:00.068Z",TRUE,"pitch","ab500d59-f1b3-47f4-96bd-27ddfd66fe0f",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.44,1.66,NA,119.41,135.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by second baseman Andres Gimenez.",0,2,1,65,"bottom",9,"2023-06-28T02:34:20.829Z","2023-06-28T02:36:01.231Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.6,92.9,11,0.89,0.3739,6.4275,27.2704,-19.5466,2.7741,5.7813,-0.0633,3.8109,0.7229,-145.3181,-3.012,-0.6747,50.0025,6.0185,6.0586,16.8,3.6,24,2715,185,NA,NA,NA,NA,NA,NA,FALSE,-16.8,10.2,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",1,"2023-06-28T02:34:38.051Z","2023-06-28T02:34:41.273Z",TRUE,"pitch","9ca5ce64-8e24-4471-9c7c-35a7b1ab0cc6",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.44,1.66,NA,130.1,157.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by second baseman Andres Gimenez.",0,2,1,65,"bottom",9,"2023-06-28T02:34:20.829Z","2023-06-28T02:36:01.231Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.2,92.3,1,0.9,0.3761,6.4528,27.8535,-15.4055,1.3245,7.7732,-0.3438,2.9975,0.3265,-144.6292,-5.7198,-0.6299,50.0071,5.9161,2.8587,9.6,3.6,24,2714,181,NA,NA,NA,NA,NA,NA,FALSE,-13.9,13.3,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",0,"2023-06-28T02:34:22.998Z","2023-06-28T02:34:28.195Z",TRUE,"pitch","1566ddd5-dcc3-4cb9-a290-69cd81514269",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3683,1.7609,NA,125.65,197.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by second baseman Andres Gimenez.",0,2,1,65,"bottom",9,"2023-06-28T02:34:20.829Z","2023-06-28T02:36:01.231Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.9,92.9,13,0.88,0.3743,6.6148,28.5502,-16.1615,0.1389,7.3557,-0.2269,1.5229,1.1338,-145.3616,-9.3864,-0.6373,50.0024,5.7378,0.3025,1.2,3.6,24,2843,180,NA,NA,NA,NA,NA,NA,FALSE,-15,12,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",4,"2023-06-28T02:33:49.025Z","2023-06-28T02:33:56.348Z",TRUE,"pitch","d4764831-c749-458e-bb1f-0b409feaf95c",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.61,1.68,NA,121.13,187.11,"ground_ball","medium","6",121.16,144.34,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Bobby Witt Jr. grounds out, shortstop Amed Rosario to first baseman Gabriel Arias.",0,2,1,64,"bottom",9,"2023-06-28T02:32:29.378Z","2023-06-28T02:33:56.348Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.7,93.5,8,0.89,0.3734,6.4502,25.7878,-19.3007,0.8763,5.8727,-0.1083,1.9139,0.7073,-145.269,-7.9951,-0.4667,50.0047,5.8211,1.9214,6,3.6,24,2704,177,106.4,-12,9,NA,NA,NA,TRUE,-17.3,9.7,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717591,"2023-06-28",2,"2023-06-28T02:33:15.372Z","2023-06-28T02:33:20.958Z",TRUE,"pitch","8763390c-a615-4f0e-92d3-2d0a989279e9",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.61,1.68,NA,97.78,184.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Bobby Witt Jr. grounds out, shortstop Amed Rosario to first baseman Gabriel Arias.",0,2,1,64,"bottom",9,"2023-06-28T02:32:29.378Z","2023-06-28T02:33:56.348Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.2,93.1,9,0.89,0.3752,6.623,25.455,-19.6777,3.6625,5.7565,0.5042,2.0262,1.6235,-144.555,-7.5256,-0.5367,50.0049,5.8178,7.9542,21.6,3.6,24,2628,62,NA,NA,NA,NA,NA,NA,FALSE,-17.6,9.5,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
