"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746392,"2024-05-19",5,"2024-05-19T21:00:10.747Z","2024-05-19T21:00:14.242Z",TRUE,"pitch","892bca18-732a-441d-986d-d04911c87161",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.46,1.63,NA,69.22,174.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","William Contreras strikes out swinging.",0,4,9,82,"top",9,"2024-05-19T20:58:27.796Z","2024-05-19T21:00:14.242Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,661388,"William Contreras","/api/v1/people/661388","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,77.7,14,0.9,0.4442,5.7697,28.5078,-36.2423,5.7026,-2.6463,1.2536,2.3963,9.0093,-124.0717,1.0404,-3.1885,50.0061,5.0294,8.7504,16.8,9.6,24,2907,52,NA,NA,NA,NA,NA,NA,TRUE,-42.2,-4.2,-12.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",4,"2024-05-19T20:59:51.170Z","2024-05-19T20:59:54.911Z",TRUE,"pitch","b3463a72-55cb-471b-a209-b4585bc10845",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.568,1.6052,NA,87.94,211.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","William Contreras strikes out swinging.",0,4,9,82,"top",9,"2024-05-19T20:58:27.796Z","2024-05-19T21:00:14.242Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,661388,"William Contreras","/api/v1/people/661388","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.7,79.4,14,2,0.4363,5.9131,26.2424,-35.0127,-7.1263,-1.7766,0.7623,0.9936,11.5459,-125.6942,-2.3161,-2.9716,50.0041,4.7787,-11.3667,14.4,9.6,24,1350,259,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-3.6,10.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",3,"2024-05-19T20:59:33.744Z","2024-05-19T20:59:37.604Z",TRUE,"pitch","7776cb51-6924-4b6f-a1b9-0f376eb8a623",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.6528,1.6571,NA,33,200.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","William Contreras strikes out swinging.",0,4,9,82,"top",9,"2024-05-19T20:58:27.796Z","2024-05-19T21:00:14.242Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,661388,"William Contreras","/api/v1/people/661388","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,78.8,14,0.9,0.4402,5.748,27.8636,-33.9967,5.954,-1.1681,2.2038,1.42,10.9071,-124.9753,-1.5902,-3.0098,50.0002,4.8865,9.3096,18,9.6,24,2959,46,NA,NA,NA,NA,NA,NA,FALSE,-39.6,-2.3,-13.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",2,"2024-05-19T20:59:15.364Z","2024-05-19T20:59:20.134Z",TRUE,"pitch","48bd7ce4-5b5d-49df-b179-86d6bff95c5a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.6262,1.7293,NA,121.15,228.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","William Contreras strikes out swinging.",0,4,9,82,"top",9,"2024-05-19T20:58:27.796Z","2024-05-19T21:00:14.242Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,661388,"William Contreras","/api/v1/people/661388","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.7,79.5,13,2,0.436,5.8872,26.316,-35.2051,-7.8345,-1.8948,-0.1089,0.3738,9.9095,-125.7972,-3.6188,-3.0875,50.0059,4.6951,-12.5179,16.8,9.6,24,1344,265,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-4.1,11.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",1,"2024-05-19T20:58:48.417Z","2024-05-19T20:58:52.668Z",TRUE,"pitch","c48f9ae7-1244-442a-af49-cd50082b4c88",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.46,1.63,NA,124.69,144.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","William Contreras strikes out swinging.",0,4,9,82,"top",9,"2024-05-19T20:58:27.796Z","2024-05-19T21:00:14.242Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,661388,"William Contreras","/api/v1/people/661388","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,83.9,2,0.94,0.4084,5.8357,31.3036,-20.091,-10.6562,6.6467,-0.2019,3.4944,11.5317,-134.5135,-0.0518,-3.176,50.0042,4.9477,-19.3776,39.6,6,24,1940,253,NA,NA,NA,NA,NA,NA,FALSE,-19.9,12.2,16.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",0,"2024-05-19T20:58:34.438Z","2024-05-19T20:58:39.107Z",TRUE,"pitch","07ceff06-96a8-482b-8b0e-ba31c352b356",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6204,1.6921,NA,132.06,180.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","William Contreras strikes out swinging.",0,4,9,82,"top",9,"2024-05-19T20:58:27.796Z","2024-05-19T21:00:14.242Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,661388,"William Contreras","/api/v1/people/661388","R","Right",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.5,78.9,7,2,0.4394,5.7375,23.3829,-36.4919,-5.979,-2.7359,-0.3952,2.1682,8.7129,-124.3272,0.8052,-3.1577,50.0056,4.853,-9.424,12,9.6,24,1509,271,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-4.6,9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",0,"2024-05-19T20:57:59.106Z","2024-05-19T20:58:06.404Z",TRUE,"pitch","12781f8e-e1e3-4a5e-96c1-188945132b8b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.12,1.45,NA,102.8,194.41,"ground_ball","medium","4",140.86,148.54,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Brice Turang grounds out, second baseman Jose Altuve to first baseman Jon Singleton.",0,4,9,81,"top",9,"2024-05-19T20:57:50.683Z","2024-05-19T20:58:06.404Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,76.7,9,0.9,0.4494,5.6624,27.954,-34.2269,6.8732,-1.3694,0.3726,1.6433,6.9893,-122.6378,-0.4979,-3.4246,50.0031,4.81,10.2976,19.2,9.6,24,2994,46,101.6,-9,12,NA,NA,NA,TRUE,-41.3,-2.3,-14.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",7,"2024-05-19T20:57:31.882Z","2024-05-19T20:57:36.731Z",TRUE,"pitch","b0e985ad-b38e-42d8-a4a6-7b7dc636ae39",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,3.1926,1.4315,NA,110.21,157.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,4,9,80,"top",9,"2024-05-19T20:55:42.782Z","2024-05-19T20:57:36.731Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663368,"Blake Perkins","/api/v1/people/663368","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.2,75.5,2,0.9,0.4556,5.4954,26.7254,-31.8656,9.3629,0.2106,0.1782,3.0075,5.4809,-120.9006,2.4495,-3.3454,50.0021,4.8055,13.6601,25.2,9.6,24,2924,55,NA,NA,NA,NA,NA,NA,TRUE,-38.6,1.3,-18.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",6,"2024-05-19T20:57:08.621Z","2024-05-19T20:57:13.478Z",TRUE,"pitch","2728de43-0f23-472b-b370-d19fa1ae4b7e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.33,1.59,NA,140.57,181.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,4,9,80,"top",9,"2024-05-19T20:55:42.782Z","2024-05-19T20:57:36.731Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663368,"Blake Perkins","/api/v1/people/663368","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.8,77.4,7,2,0.4455,5.6587,25.5503,-35.9981,-6.7297,-2.4974,-0.6185,2.1145,8.2866,-123.1797,0.8741,-3.1593,50.0049,4.8099,-10.2946,13.2,9.6,24,1385,264,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-4,10.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746392,"2024-05-19",5,"2024-05-19T20:56:53.273Z","2024-05-19T20:57:00.098Z",TRUE,"pitch","a9bb010e-95ed-4fe6-a842-145b6fde9a05",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.2428,1.5495,NA,122.03,145.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,4,9,80,"top",9,"2024-05-19T20:55:42.782Z","2024-05-19T20:57:36.731Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,663368,"Blake Perkins","/api/v1/people/663368","L","Left",605463,"Tayler Scott","/api/v1/people/605463","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,83.2,11,2,0.4105,5.6692,32.6466,-22.1776,-10.059,5.5618,-0.132,3.4548,11.2221,-134.1101,0.1703,-3.0907,50.0015,4.9899,-18.0756,34.8,6,24,1983,247,NA,NA,NA,NA,NA,NA,FALSE,-22.2,10.3,15.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
