"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
716547,"2023-09-17",0,"2023-09-17T20:12:30.740Z","2023-09-17T20:12:59.375Z",FALSE,"action",NA,NA,"Pitching Change: Bryan Abreu replaces Framber Valdez.","Pitching Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,650556,"/api/v1/people/650556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"60","atBat","Groundout","field_out","MJ Melendez grounds out, second baseman Jose Altuve to first baseman Jose Abreu.",0,4,1,60,"bottom",8,"2023-09-17T20:13:19.537Z","2023-09-17T20:15:53.623Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",1,"2023-09-17T20:12:59.375Z","2023-09-17T20:13:21.924Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter MJ Melendez replaces Dairon Blanco.","Offensive Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669004,"/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","60","atBat","Groundout","field_out","MJ Melendez grounds out, second baseman Jose Altuve to first baseman Jose Abreu.",0,4,1,60,"bottom",8,"2023-09-17T20:13:19.537Z","2023-09-17T20:15:53.623Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,680118,"/api/v1/people/680118",TRUE,FALSE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",5,"2023-09-17T20:10:50.859Z","2023-09-17T20:10:55.375Z",TRUE,"pitch","dfdca6b7-61bc-42f1-bb5a-81f25f6e0b4f",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.6,1.74,NA,106.41,206.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,4,1,59,"top",8,"2023-09-17T20:08:52.709Z","2023-09-17T20:10:55.375Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.5,75.6,14,0.92,0.4605,6.4733,21.2657,-27.4881,6.8357,3.267,0.2779,1.1891,-5.6302,-118.6438,-4.8272,1.7858,50.0045,5.7356,9.812,18,8.4,24,1055,116,NA,NA,NA,NA,NA,NA,TRUE,-35.9,5,-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",4,"2023-09-17T20:10:28.881Z","2023-09-17T20:10:32.858Z",TRUE,"pitch","f58dff54-6c5d-4a32-9f3e-60c13390ade2",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.6,1.74,NA,145.21,190.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,4,1,59,"top",8,"2023-09-17T20:08:52.709Z","2023-09-17T20:10:55.375Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,83.6,7,0.83,0.4163,6.5975,23.5663,-15.9854,2.5465,9.1984,-0.7401,1.7771,-6.4249,-130.7989,-7.3394,1.4004,50.0029,5.7848,4.4824,10.8,3.6,24,1975,147,NA,NA,NA,NA,NA,NA,FALSE,-17.9,15.5,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",3,"2023-09-17T20:10:01.963Z","2023-09-17T20:10:08.109Z",TRUE,"pitch","dd1f48d5-9134-40dc-a829-e8f77d789e7c",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.6,1.74,NA,121.05,145.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,4,1,59,"top",8,"2023-09-17T20:08:52.709Z","2023-09-17T20:10:55.375Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,83.2,2,0.9,0.4162,6.5075,24.1817,-13.7416,-1.3965,10.4772,-0.1063,3.4463,-3.8795,-130.9359,-4.1266,1.5682,50.0049,6.0509,-2.4573,12,3.6,24,2027,166,NA,NA,NA,NA,NA,NA,FALSE,-15,18.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",2,"2023-09-17T20:09:43.022Z","2023-09-17T20:09:46.718Z",TRUE,"pitch","31fd8310-4689-4e0d-973f-37a642f0a063",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6592,1.7405,NA,162.39,195.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,4,1,59,"top",8,"2023-09-17T20:08:52.709Z","2023-09-17T20:10:55.375Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,82.6,13,0.9,0.419,6.6214,26.5264,-13.8555,2.0764,10.5762,-1.1907,1.6165,-7.5422,-130.5343,-8.1088,1.4617,50.0031,5.7983,3.5973,8.4,3.6,24,2024,167,NA,NA,NA,NA,NA,NA,FALSE,-16.3,17.6,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",0,"2023-09-17T20:09:05.397Z","2023-09-17T20:09:19.140Z",TRUE,"pitch","f0547d9c-b439-4eb5-bbd3-83edec16e8f6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7175,1.7114,NA,107.84,216.02,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,4,1,59,"top",8,"2023-09-17T20:08:52.709Z","2023-09-17T20:10:55.375Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,83.9,14,0.83,0.415,6.5114,24.2006,-15.6118,3.2304,9.3551,0.2402,0.8428,-4.4043,-131.3095,-9.6886,1.5089,50.0056,5.7078,5.7207,15.6,3.6,24,2063,155,NA,NA,NA,NA,NA,NA,FALSE,-17.9,15.4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",1,"2023-09-17T20:09:30.255Z","2023-09-17T20:09:43.022Z",FALSE,"action",NA,NA,"Chas McCormick steals (18) 2nd base.","Stolen Base 2B",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,676801,"/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f0547d9c-b439-4eb5-bbd3-83edec16e8f6","stolen_base_2b",NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Jeremy Pena strikes out swinging.",0,4,1,59,"top",8,"2023-09-17T20:08:52.709Z","2023-09-17T20:10:55.375Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",7,"2023-09-17T20:08:28.909Z","2023-09-17T20:08:40.253Z",TRUE,"pitch","59304207-47d4-4d35-b2b2-31c0fe0bd676",8,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.27,1.55,NA,145.37,167.05,"fly_ball","medium","8",151.17,98.96,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Chas McCormick singles on a fly ball to center fielder Drew Waters.",0,4,1,58,"top",8,"2023-09-17T20:06:05.334Z","2023-09-17T20:08:40.253Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,78.7,4,0.91,0.4449,6.3785,19.0829,-33.6411,-1.9299,-0.9503,-0.7442,2.6567,-5.1165,-122.0913,-1.1406,1.6112,50.0027,5.9689,-2.9774,6,8.4,24,2308,292,73.5,26,233,NA,NA,NA,FALSE,-40,-1.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",6,"2023-09-17T20:08:05.345Z","2023-09-17T20:08:09.418Z",TRUE,"pitch","c4ec2c07-0157-4633-9f7e-4ba530b9fd69",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.27,1.55,NA,123.57,177.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Chas McCormick singles on a fly ball to center fielder Drew Waters.",0,4,1,58,"top",8,"2023-09-17T20:06:05.334Z","2023-09-17T20:08:40.253Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.9,76.7,5,0.92,0.4553,6.6239,18.4522,-26.446,3.8033,3.8916,-0.1725,2.2645,-5.1374,-119.3543,-2.8741,1.4933,50.0053,5.8146,5.6035,10.8,7.2,24,1096,131,NA,NA,NA,NA,NA,NA,FALSE,-33.2,6.7,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",5,"2023-09-17T20:07:50.344Z","2023-09-17T20:07:53.899Z",TRUE,"pitch","faa61e9d-9f19-47f6-b2ad-5d91a01b12dd",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2707,1.4633,NA,58.68,196.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Chas McCormick singles on a fly ball to center fielder Drew Waters.",0,4,1,58,"top",8,"2023-09-17T20:06:05.334Z","2023-09-17T20:08:40.253Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84,78.7,14,0.92,0.4437,6.4909,19.3778,-23.8493,3.3857,5.3699,1.5299,1.5587,-1.6263,-122.448,-5.2201,1.7554,50.0031,5.7047,5.2503,12,6,24,1114,136,NA,NA,NA,NA,NA,NA,FALSE,-29,9,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",4,"2023-09-17T20:07:29.476Z","2023-09-17T20:07:34.433Z",TRUE,"pitch","341322e4-8229-42f9-81e0-7559967fc3d5",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.27,1.55,NA,100.41,213.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Chas McCormick singles on a fly ball to center fielder Drew Waters.",0,4,1,58,"top",8,"2023-09-17T20:06:05.334Z","2023-09-17T20:08:40.253Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.2,74.2,14,0.91,0.4725,6.2023,19.5203,-34.5446,-10.3123,-1.7379,0.4353,0.9447,-0.0841,-115.4867,-3.7572,1.8141,50.0036,5.8817,-14.0666,21.6,10.8,24,2466,308,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-3.7,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",3,"2023-09-17T20:07:06.700Z","2023-09-17T20:07:10.776Z",TRUE,"pitch","b1fa04a5-ca9d-46b5-88d3-f31128f920f4",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.27,1.55,NA,95.97,160.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Chas McCormick singles on a fly ball to center fielder Drew Waters.",0,4,1,58,"top",8,"2023-09-17T20:06:05.334Z","2023-09-17T20:08:40.253Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,85.3,3,0.9,0.4068,6.6622,24.7412,-15.0453,1.9378,9.2966,0.5518,2.9061,-2.799,-133.8662,-5.3613,1.3519,50.0061,5.9856,3.5719,10.8,3.6,24,2039,167,NA,NA,NA,NA,NA,NA,FALSE,-15.8,16.1,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",2,"2023-09-17T20:06:46.198Z","2023-09-17T20:06:52.355Z",TRUE,"pitch","111ed4f4-181f-441c-ac65-f4966ca7f149",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.27,1.55,NA,97.91,226.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Chas McCormick singles on a fly ball to center fielder Drew Waters.",0,4,1,58,"top",8,"2023-09-17T20:06:05.334Z","2023-09-17T20:08:40.253Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.5,76.5,14,0.92,0.4554,6.7613,22.0157,-27.6687,7.9076,3.0723,0.5009,0.4578,-4.9883,-120.0209,-6.2637,1.5729,50.0047,5.5481,11.6023,20.4,8.4,24,920,167,NA,NA,NA,NA,NA,NA,FALSE,-35.6,4.3,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",1,"2023-09-17T20:06:29.809Z","2023-09-17T20:06:33.590Z",TRUE,"pitch","fac1e8f7-6981-4098-aeaf-cf62d900d1a0",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.329,1.5504,NA,125.27,179.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Chas McCormick singles on a fly ball to center fielder Drew Waters.",0,4,1,58,"top",8,"2023-09-17T20:06:05.334Z","2023-09-17T20:08:40.253Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.7,76.7,5,0.92,0.4532,6.444,21.2893,-28.652,5.784,2.3745,-0.2171,2.2084,-6.0814,-120.4321,-2.5704,1.578,50.0032,5.7995,8.5785,14.4,8.4,24,1144,153,NA,NA,NA,NA,NA,NA,FALSE,-35.6,4,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA
716547,"2023-09-17",0,"2023-09-17T20:06:14.937Z","2023-09-17T20:06:19.056Z",TRUE,"pitch","affe78e3-db94-4666-9cc4-039a0a3fb8bb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1833,1.4923,NA,106.13,205.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Chas McCormick singles on a fly ball to center fielder Drew Waters.",0,4,1,58,"top",8,"2023-09-17T20:06:05.334Z","2023-09-17T20:08:40.253Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,676801,"Chas McCormick","/api/v1/people/676801","R","Right",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.8,70.4,14,0.91,0.4895,6.2865,26.406,-38.085,-11.155,-4.6949,0.2851,1.2468,-0.7936,-113.1994,-1.6143,2.0866,50.0027,5.8884,-14.0442,20.4,13.2,24,2559,303,NA,NA,NA,NA,NA,NA,FALSE,-54.8,-8.5,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA,NA,NA,NA
