"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718463,"2023-04-23",6,"2023-04-23T19:22:51.503Z","2023-04-23T19:22:55.728Z",TRUE,"pitch","478477bf-3762-45e1-85f3-6dee09b058f1",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.2299,1.4983,NA,118.35,204.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Walk","walk","Connor Joe walks. Rodolfo Castro to 2nd.",0,0,1,49,"bottom",7,"2023-04-23T19:21:15.215Z","2023-04-23T19:23:38.565Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,656582,"Connor Joe","/api/v1/people/656582","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78.1,13,2,0.4425,6.4947,25.8557,-30.1425,12.6146,1.3126,-0.0353,1.2741,-11.4896,-123.9856,-3.1358,3.0302,50.0036,5.0828,19.5502,28.8,9.6,24,2073,110,NA,NA,NA,NA,NA,NA,FALSE,-36,1.8,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",5,"2023-04-23T19:22:26.599Z","2023-04-23T19:22:29.757Z",TRUE,"pitch","c19931a3-1824-4756-8258-6b9197a1423c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2299,1.4725,NA,148.53,218.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Walk","walk","Connor Joe walks. Rodolfo Castro to 2nd.",0,0,1,49,"bottom",7,"2023-04-23T19:21:15.215Z","2023-04-23T19:23:38.565Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,656582,"Connor Joe","/api/v1/people/656582","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,82.4,13,2,0.4197,6.2836,28.6083,-22.8681,12.3132,5.3977,-0.8271,0.7455,-12.6378,-130.7025,-7.8018,2.4805,50.0014,5.4976,21.2157,37.2,7.2,24,2214,123,NA,NA,NA,NA,NA,NA,FALSE,-25.9,8,-19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",3,"2023-04-23T19:21:56.892Z","2023-04-23T19:22:00.518Z",TRUE,"pitch","0e89348c-ea1c-473a-a039-08831fa785cc",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.2299,1.4983,NA,136.13,198.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Walk","walk","Connor Joe walks. Rodolfo Castro to 2nd.",0,0,1,49,"bottom",7,"2023-04-23T19:21:15.215Z","2023-04-23T19:23:38.565Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,656582,"Connor Joe","/api/v1/people/656582","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.5,76.9,7,2,0.449,6.7274,25.7541,-30.9308,13.0883,0.827,-0.5018,1.4934,-12.2315,-122.3265,-2.41,2.8801,50.0038,5.1622,19.6942,28.8,9.6,24,2046,108,NA,NA,NA,NA,NA,NA,FALSE,-37.8,1.1,-20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",2,"2023-04-23T19:21:36.521Z","2023-04-23T19:21:39.521Z",TRUE,"pitch","443b962d-4346-44e2-9c45-4cba4352aa84",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2299,1.5497,NA,136.23,218.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Walk","walk","Connor Joe walks. Rodolfo Castro to 2nd.",0,0,1,49,"bottom",7,"2023-04-23T19:21:15.215Z","2023-04-23T19:23:38.565Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,656582,"Connor Joe","/api/v1/people/656582","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.4,76.9,13,2,0.4496,6.4884,26.0324,-30.3294,12.7724,1.2343,-0.5046,0.7652,-12.1353,-122.2327,-4.6045,2.8856,50.0055,5.3032,19.1632,28.8,9.6,24,2070,110,NA,NA,NA,NA,NA,NA,FALSE,-37.8,1.2,-19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",1,"2023-04-23T19:21:17.563Z","2023-04-23T19:21:21.159Z",TRUE,"pitch","425be729-1789-4482-9329-8fee0f996f9e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2041,1.4465,NA,110.62,202.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Walk","walk","Connor Joe walks. Rodolfo Castro to 2nd.",0,0,1,49,"bottom",7,"2023-04-23T19:21:15.215Z","2023-04-23T19:23:38.565Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,656582,"Connor Joe","/api/v1/people/656582","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.2,80.2,8,2,0.4297,6.4123,28.1354,-25.7691,12.6321,3.897,0.1673,1.3442,-11.0867,-127.8341,-4.7348,2.9346,50.0028,5.2614,20.756,34.8,8.4,24,2172,120,NA,NA,NA,NA,NA,NA,FALSE,-29.5,6.1,-20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",0,"2023-04-23T19:21:01.384Z","2023-04-23T19:21:17.563Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Connor Joe replaces Canaan Smith-Njigba.","Offensive Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656582,"/api/v1/people/656582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","49","atBat","Walk","walk","Connor Joe walks. Rodolfo Castro to 2nd.",0,0,1,49,"bottom",7,"2023-04-23T19:21:15.215Z","2023-04-23T19:23:38.565Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,656582,"Connor Joe","/api/v1/people/656582","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,675986,"/api/v1/people/675986",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",4,"2023-04-23T19:22:13.957Z","2023-04-23T19:22:26.599Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,656582,"/api/v1/people/656582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"49","atBat","Walk","walk","Connor Joe walks. Rodolfo Castro to 2nd.",0,0,1,49,"bottom",7,"2023-04-23T19:21:15.215Z","2023-04-23T19:23:38.565Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,656582,"Connor Joe","/api/v1/people/656582","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",7,"2023-04-23T19:23:12.192Z","2023-04-23T19:23:15.192Z",FALSE,"pickoff","5a6a19aa-a3e5-4584-8e07-404e1109b393",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,3,2,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Walk","walk","Connor Joe walks. Rodolfo Castro to 2nd.",0,0,1,49,"bottom",7,"2023-04-23T19:21:15.215Z","2023-04-23T19:23:38.565Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,656582,"Connor Joe","/api/v1/people/656582","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",7,"2023-04-23T19:20:36.066Z","2023-04-23T19:20:42.557Z",TRUE,"pitch","363f4ff2-c39f-4188-b140-13fcb285fd3b",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.1587,1.4983,NA,113.12,216.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rodolfo Castro walks.",0,0,1,48,"bottom",7,"2023-04-23T19:19:20.984Z","2023-04-23T19:20:42.557Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,77.4,14,2,0.4474,6.4413,25.6227,-30.9513,12.075,0.8039,0.1019,0.8366,-10.4019,-122.7153,-4.3476,2.8389,50.0024,5.2855,18.3079,27.6,9.6,24,1920,109,NA,NA,NA,NA,NA,NA,FALSE,-38,0.6,-19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,666801,"Rodolfo Castro","/api/v1/people/666801",NA,NA,NA
718463,"2023-04-23",6,"2023-04-23T19:20:22.752Z","2023-04-23T19:20:26.077Z",TRUE,"pitch","50bcdef5-a2eb-442a-85b8-fca3c672efab",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.1587,1.4983,NA,148.61,208.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rodolfo Castro walks.",0,0,1,48,"bottom",7,"2023-04-23T19:19:20.984Z","2023-04-23T19:20:42.557Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.6,82.5,13,2,0.4183,6.392,28.9924,-17.3463,8.8324,8.5477,-0.8292,1.1074,-12.0055,-131.1741,-7.5187,2.6695,50.0003,5.315,15.3167,33.6,4.8,24,2003,118,NA,NA,NA,NA,NA,NA,FALSE,-19.9,13.8,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",4,"2023-04-23T19:20:01.152Z","2023-04-23T19:20:06.352Z",TRUE,"pitch","669a638a-7aed-483e-a429-bc7905324d5a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.2,1.51,NA,117.93,219.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rodolfo Castro walks.",0,0,1,48,"bottom",7,"2023-04-23T19:19:20.984Z","2023-04-23T19:20:42.557Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.1,78,13,2,0.4472,6.5294,22.0738,-32.0074,11.9036,0.1084,-0.0244,0.7079,-10.3099,-122.0671,-4.3584,2.6898,50.002,5.2459,18.1192,26.4,9.6,24,1887,105,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-0.6,-19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",3,"2023-04-23T19:19:47.305Z","2023-04-23T19:19:51.670Z",TRUE,"pitch","a404bd92-dd86-4fca-85ff-eff301250e3e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.2,1.51,NA,75.82,208.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rodolfo Castro walks.",0,0,1,48,"bottom",7,"2023-04-23T19:19:20.984Z","2023-04-23T19:20:42.557Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.4,77,14,2,0.4511,6.3875,22.738,-31.1181,11.999,0.7121,1.0804,1.112,-8.0051,-121.2185,-3.5367,2.8595,50.0059,5.2943,17.9369,27.6,9.6,24,1862,103,NA,NA,NA,NA,NA,NA,FALSE,-38.6,0.7,-19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",2,"2023-04-23T19:19:34.217Z","2023-04-23T19:19:37.796Z",TRUE,"pitch","e34a6093-c32a-407a-9564-edae0579445b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.1999,1.524,NA,134.66,210.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rodolfo Castro walks.",0,0,1,48,"bottom",7,"2023-04-23T19:19:20.984Z","2023-04-23T19:20:42.557Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.8,81.1,13,2,0.4263,6.3699,27.673,-24.832,11.748,4.3921,-0.4634,1.0539,-11.6767,-128.6723,-6.0648,2.6156,50.001,5.3757,19.6216,33.6,7.2,24,2049,124,NA,NA,NA,NA,NA,NA,FALSE,-28.4,6.7,-18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",1,"2023-04-23T19:19:23.245Z","2023-04-23T19:19:26.696Z",TRUE,"pitch","2d0f0f24-2729-404e-9327-21569b74fec8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2615,1.5497,NA,49.24,182.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rodolfo Castro walks.",0,0,1,48,"bottom",7,"2023-04-23T19:19:20.984Z","2023-04-23T19:20:42.557Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.7,74.9,14,2,0.4583,6.5344,26.368,-30.5261,12.2104,1.1435,1.7776,2.098,-6.567,-120.1771,-1.1769,2.9795,50.0034,5.3409,17.6078,27.6,9.6,24,1938,108,NA,NA,NA,NA,NA,NA,FALSE,-38.5,2,-20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",0,"2023-04-23T19:18:24.744Z","2023-04-23T19:19:23.245Z",FALSE,"action",NA,NA,"Pitching Change: Reiver Sanmartin replaces Hunter Greene.","Pitching Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,665665,"/api/v1/people/665665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"48","atBat","Walk","walk","Rodolfo Castro walks.",0,0,1,48,"bottom",7,"2023-04-23T19:19:20.984Z","2023-04-23T19:20:42.557Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",5,"2023-04-23T19:20:19.828Z","2023-04-23T19:20:22.752Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,0,666801,"/api/v1/people/666801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rodolfo Castro walks.",0,0,1,48,"bottom",7,"2023-04-23T19:19:20.984Z","2023-04-23T19:20:42.557Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",665665,"Reiver Sanmartin","/api/v1/people/665665","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718463,"2023-04-23",2,"2023-04-23T19:14:32.708Z","2023-04-23T19:14:36.446Z",TRUE,"pitch","41c72e39-ac10-4f5f-b7d8-1cea759f383e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.39,1.61,NA,119.34,205.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Jason Vosler strikes out swinging.",0,0,1,47,"top",7,"2023-04-23T19:13:30.515Z","2023-04-23T19:14:36.446Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,613564,"Jason Vosler","/api/v1/people/613564","L","Left",592826,"Vince Velasquez","/api/v1/people/592826","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Pittsburgh Pirates","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,77.6,13,0.93,0.4484,6.6128,22.5651,-30.1753,4.8476,1.3189,-0.0614,1.2437,3.0174,-121.8529,-3.6723,-1.9429,50.0014,5.3602,7.3332,14.4,8.4,24,2458,99,NA,NA,NA,NA,NA,NA,TRUE,-37,1.8,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
