"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746816,"2024-06-27",4,"2024-06-27T22:02:57.496Z","2024-06-27T22:03:01.572Z",TRUE,"pitch","2deb8386-9a0b-4f85-8b28-ff8f4083029b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.6006,1.6483,NA,160.94,176.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Walk","walk","Jarred Kelenic walks. Zack Short to 2nd.",0,0,1,51,"top",8,"2024-06-27T22:01:55.342Z","2024-06-27T22:03:52.543Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,78.1,13,0.9,0.4448,6.2991,22.5344,-32.1459,5.3503,0.0172,-1.1528,2.2994,0.7518,-122.7864,-1.875,-2.158,50.0026,5.7881,8.2324,14.4,8.4,24,2591,119,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-0.1,-9.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",3,"2024-06-27T22:02:39.244Z","2024-06-27T22:02:42.704Z",TRUE,"pitch","2fa95b53-cf9a-48db-bad7-19eba91d9f8b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.7177,1.738,NA,183.15,119.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Walk","walk","Jarred Kelenic walks. Zack Short to 2nd.",0,0,1,51,"top",8,"2024-06-27T22:01:55.342Z","2024-06-27T22:03:52.543Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.6,11,0.9,0.396,6.1201,31.6885,-13.578,-5.8041,9.6045,-1.7353,4.4062,2.6459,-138.4494,-1.8252,-1.9508,50.0012,5.9855,-11.2362,37.2,3.6,24,2291,217,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.2,10,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",2,"2024-06-27T22:02:20.202Z","2024-06-27T22:02:23.853Z",TRUE,"pitch","31a15857-54b1-43ab-b4d0-584ff28eba54",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.7753,1.7417,NA,144.33,175.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Walk","walk","Jarred Kelenic walks. Zack Short to 2nd.",0,0,1,51,"top",8,"2024-06-27T22:01:55.342Z","2024-06-27T22:03:52.543Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.6,7,0.9,0.3976,6.2278,30.5279,-10.5492,-8.0536,11.2515,-0.7171,2.3456,6.377,-137.738,-7.0864,-2.0157,50.0023,5.6647,-15.4776,49.2,3.6,24,2347,226,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19.1,13.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",1,"2024-06-27T22:01:57.427Z","2024-06-27T22:02:01.527Z",TRUE,"pitch","c2c8d990-e266-46f7-ab36-1467bda85e5d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.66,1.72,NA,128.41,164.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Walk","walk","Jarred Kelenic walks. Zack Short to 2nd.",0,0,1,51,"top",8,"2024-06-27T22:01:55.342Z","2024-06-27T22:03:52.543Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.3,4,0.89,0.4485,6.2227,23.138,-29.557,3.0273,1.732,-0.2994,2.7428,3.2586,-121.9509,-1.4894,-2.0445,50.0041,5.9022,4.5764,9.6,8.4,24,2697,116,NA,NA,NA,NA,NA,NA,FALSE,-35.8,3,-6.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",0,"2024-06-27T22:01:48.318Z","2024-06-27T22:01:57.427Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Zack Short replaces Orlando Arcia.","Offensive Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,670097,"/api/v1/people/670097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","901","51","atBat","Walk","walk","Jarred Kelenic walks. Zack Short to 2nd.",0,0,1,51,"top",8,"2024-06-27T22:01:55.342Z","2024-06-27T22:03:52.543Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,1,606115,"/api/v1/people/606115",FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",5,"2024-06-27T22:01:10.012Z","2024-06-27T22:01:22.513Z",TRUE,"pitch","77f34e5a-efb4-4aea-a6b8-a9606d5e3b76",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.49,1.6,NA,74.65,175.21,"line_drive","medium","8",133.9,79.9,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Orlando Arcia singles on a line drive to center fielder Luis Robert Jr.",0,0,1,50,"top",8,"2024-06-27T21:59:37.113Z","2024-06-27T22:01:22.513Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78.3,14,0.9,0.4436,6.6581,23.8537,-32.6693,4.0437,-0.3226,1.1111,2.3544,5.0182,-123.3359,-1.7465,-1.4729,50.001,5.8191,6.2469,12,8.4,24,2740,94,84,14,243,NA,NA,NA,FALSE,-38.8,-0.7,-8.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,606115,"Orlando Arcia","/api/v1/people/606115",NA,NA,NA
746816,"2024-06-27",4,"2024-06-27T22:00:51.115Z","2024-06-27T22:00:54.682Z",TRUE,"pitch","c373f8df-5aa4-4aa6-8598-e6d6cad440d6",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.49,1.6,NA,90.17,156.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Orlando Arcia singles on a line drive to center fielder Luis Robert Jr.",0,0,1,50,"top",8,"2024-06-27T21:59:37.113Z","2024-06-27T22:01:22.513Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.4,3,0.91,0.3938,6.6204,30.9965,-11.4591,-6.2484,10.572,0.704,3.0392,7.7856,-139.0509,-5.2846,-1.3196,50.0032,5.7237,-12.2442,39.6,3.6,24,2398,213,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.2,9.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",3,"2024-06-27T22:00:36.682Z","2024-06-27T22:00:40.600Z",TRUE,"pitch","8415ebcc-c446-4ae8-9c01-d267744afd62",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4481,1.5687,NA,85.29,132.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Orlando Arcia singles on a line drive to center fielder Luis Robert Jr.",0,0,1,50,"top",8,"2024-06-27T21:59:37.113Z","2024-06-27T22:01:22.513Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.7,12,0.9,0.3935,6.5896,28.8606,-13.0331,-7.1459,9.7396,0.8319,3.9377,8.7654,-138.7927,-2.9503,-1.4276,50.0062,5.8737,-14.0499,42,3.6,24,2400,210,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.3,11.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",2,"2024-06-27T22:00:24.503Z","2024-06-27T22:00:28.436Z",TRUE,"pitch","acbfe94f-6204-4bdd-9e95-c27c425b7471",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3837,1.5868,NA,46.63,213.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Orlando Arcia singles on a line drive to center fielder Luis Robert Jr.",0,0,1,50,"top",8,"2024-06-27T21:59:37.113Z","2024-06-27T22:01:22.513Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,77.5,14,0.89,0.4519,6.8789,21.5959,-32.9038,3.3221,-0.494,1.846,0.95,6.7809,-120.7982,-4.6099,-1.4191,50.0011,5.7479,4.95,9.6,9.6,24,2802,77,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-1.7,-7.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",1,"2024-06-27T22:00:06.288Z","2024-06-27T22:00:10.006Z",TRUE,"pitch","17ffbd96-e334-4e3c-95ad-ba656067e84b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.49,1.6,NA,97.58,171.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Orlando Arcia singles on a line drive to center fielder Luis Robert Jr.",0,0,1,50,"top",8,"2024-06-27T21:59:37.113Z","2024-06-27T22:01:22.513Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,77.8,6,0.89,0.4471,6.5727,22.1469,-32.0773,3.1631,0.0599,0.5096,2.5021,4.1179,-122.1095,-1.6059,-1.604,50.0004,5.9066,4.8153,9.6,8.4,24,2947,98,NA,NA,NA,NA,NA,NA,FALSE,-38.6,0,-6.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",0,"2024-06-27T21:59:53.538Z","2024-06-27T21:59:57.054Z",TRUE,"pitch","96d05062-be12-4f33-acd1-2280492da00a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4667,1.532,NA,106.09,190.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Orlando Arcia singles on a line drive to center fielder Luis Robert Jr.",0,0,1,50,"top",8,"2024-06-27T21:59:37.113Z","2024-06-27T22:01:22.513Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,78.4,9,0.89,0.4457,6.7049,20.6536,-30.4739,3.6175,1.1082,0.2862,1.7753,3.5715,-122.1824,-3.5623,-1.6565,50.004,5.8292,5.5517,10.8,8.4,24,2767,113,NA,NA,NA,NA,NA,NA,FALSE,-36.8,1.6,-7.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",1,"2024-06-27T21:59:22.249Z","2024-06-27T21:59:31.593Z",TRUE,"pitch","a95c1df0-ee69-4ed0-b958-801c90690d41",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.43,1.55,NA,129.13,159.75,"popup","medium","3",148.55,191.21,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Pop Out","field_out","Adam Duvall pops out to first baseman Andrew Vaughn in foul territory.",0,0,1,49,"top",8,"2024-06-27T21:59:20.111Z","2024-06-27T21:59:31.593Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,594807,"Adam Duvall","/api/v1/people/594807","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77.6,1,0.9,0.4482,6.6571,20.9868,-31.0364,2.9992,0.7539,-0.3181,2.9271,2.3151,-121.616,-0.9716,-1.6679,50.0056,5.9932,4.5508,8.4,8.4,24,2697,104,64.2,75,63,NA,NA,NA,TRUE,-37.4,1.4,-5.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",0,"2024-06-27T21:58:33.829Z","2024-06-27T21:59:22.249Z",FALSE,"action",NA,NA,"Pitching Change: John Brebbia replaces Jared Shuster.","Pitching Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605154,"/api/v1/people/605154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"49","atBat","Pop Out","field_out","Adam Duvall pops out to first baseman Andrew Vaughn in foul territory.",0,0,1,49,"top",8,"2024-06-27T21:59:20.111Z","2024-06-27T21:59:31.593Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,594807,"Adam Duvall","/api/v1/people/594807","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",1,"2024-06-27T21:56:16.620Z","2024-06-27T21:56:24.744Z",TRUE,"pitch","9192452e-031a-407e-ad0a-905ccb45a448",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.36,1.61,NA,114.52,204.03,"ground_ball","medium","5",103.09,167.3,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Corey Julks grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,0,1,48,"bottom",7,"2024-06-27T21:55:45.098Z","2024-06-27T21:56:24.744Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.1,74,14,0.9,0.4698,6.2105,21.8696,-36.8668,-2.4826,-3.406,0.0651,1.287,-5.5101,-116.5775,-0.689,2.7818,50.0053,5.0659,-3.4169,7.2,10.8,24,2270,318,74.8,4,59,NA,NA,NA,TRUE,-48.7,-6,5.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",0,"2024-06-27T21:56:01.744Z","2024-06-27T21:56:05.533Z",TRUE,"pitch","2106ef0c-4631-4378-85d3-940473a694e8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4177,1.5639,NA,80.66,167.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Corey Julks grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,0,1,48,"bottom",7,"2024-06-27T21:55:45.098Z","2024-06-27T21:56:24.744Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.3,72.8,12,0.91,0.4785,6.2139,18.9915,-37.3952,-4.4291,-3.9221,0.9534,2.635,-3.277,-114.0341,2.53,2.9795,50.0042,5.1742,-5.892,9.6,12,24,2126,310,NA,NA,NA,NA,NA,NA,FALSE,-50.5,-6.2,8.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",4,"2024-06-27T21:55:32.702Z","2024-06-27T21:55:37.053Z",TRUE,"pitch","7ae8f673-a57b-41a7-b171-15e489af4768",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.5,1.54,NA,102.3,213.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,0,1,47,"bottom",7,"2024-06-27T21:54:24.345Z","2024-06-27T21:55:37.053Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,657557,"Paul DeJong","/api/v1/people/657557","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.2,78.2,14,0.9,0.4429,6.1689,25.2226,-34.7852,7.6867,-1.6847,0.3856,0.9414,-8.6378,-123.7747,-2.1472,2.9257,50.0053,4.7393,11.9024,16.8,9.6,24,1788,88,NA,NA,NA,NA,NA,NA,TRUE,-41.2,-3.4,-11.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
746816,"2024-06-27",2,"2024-06-27T21:55:09.448Z","2024-06-27T21:55:12.940Z",TRUE,"pitch","37d708b2-5e58-4bd1-b2e3-f7372d266a29",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.5,1.54,NA,147.32,151.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,0,1,47,"bottom",7,"2024-06-27T21:54:24.345Z","2024-06-27T21:55:37.053Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,657557,"Paul DeJong","/api/v1/people/657557","R","Right",519242,"Chris Sale","/api/v1/people/519242","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85.3,1,0.9,0.4059,6.2918,25.8951,-20.5341,6.0074,6.296,-0.7954,3.2353,-11.4656,-134.3282,-1.1658,2.7253,50.0041,5.1186,11.1099,22.8,4.8,24,2082,115,NA,NA,NA,NA,NA,NA,FALSE,-20.4,11.4,-8.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
