"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745264,"2024-05-11",5,"2024-05-11T04:24:26.090Z","2024-05-11T04:24:33.620Z",TRUE,"pitch","da70f280-58f5-485d-a73b-863e3a7ecf4d",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.41,1.61,NA,106.72,169.48,"ground_ball","medium","4",159.13,155.07,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Abraham Toro grounds out, second baseman Josh Rojas to first baseman Ty France.",0,1,8,75,"top",9,"2024-05-11T04:23:20.976Z","2024-05-11T04:24:33.620Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.7,83,5,0.92,0.4156,6.3184,28.9789,-25.9427,0.9045,3.5451,0.2698,2.5667,6.2588,-131.9619,-2.903,-2.2535,50.0024,5.5991,1.5892,6,6,24,2238,180,92.7,0,51,NA,NA,NA,TRUE,-27.4,6,-3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745264,"2024-05-11",3,"2024-05-11T04:24:03.254Z","2024-05-11T04:24:07.973Z",TRUE,"pitch","394abd5c-cd4a-4db4-a34e-7ee31c9c3f6b",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,2,NA,NA,3.41,1.61,NA,85.93,202.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Abraham Toro grounds out, second baseman Josh Rojas to first baseman Ty France.",0,1,8,75,"top",9,"2024-05-11T04:23:20.976Z","2024-05-11T04:24:33.620Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,82,14,0.92,0.4206,6.3168,30.2337,-24.4416,1.344,4.5115,0.8151,1.3371,7.1554,-130.7482,-5.9102,-2.1433,50.0005,5.4867,2.3024,8.4,6,24,2391,153,NA,NA,NA,NA,NA,NA,FALSE,-27.2,7,-4.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745264,"2024-05-11",2,"2024-05-11T04:23:46.297Z","2024-05-11T04:23:50.104Z",TRUE,"pitch","dfe56185-b38b-4c99-86d1-3b56c899d236",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3622,1.5879,NA,117.59,206.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Abraham Toro grounds out, second baseman Josh Rojas to first baseman Ty France.",0,1,8,75,"top",9,"2024-05-11T04:23:20.976Z","2024-05-11T04:24:33.620Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,75.4,13,0.83,0.4601,6.1687,24.6735,-33.297,7.532,-0.7803,-0.0155,1.187,3.3197,-119.411,-2.9761,-2.4058,50.0054,5.469,10.7929,18,9.6,24,2755,63,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-1.9,-14.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745264,"2024-05-11",1,"2024-05-11T04:23:23.149Z","2024-05-11T04:23:26.705Z",TRUE,"pitch","7c386d33-6cf8-4200-8e95-59c4c61cfada",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.41,1.61,NA,83.61,160.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Abraham Toro grounds out, second baseman Josh Rojas to first baseman Ty France.",0,1,8,75,"top",9,"2024-05-11T04:23:20.976Z","2024-05-11T04:24:33.620Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.7,82.2,12,0.93,0.4198,6.2993,27.7602,-25.4554,1.0429,3.8961,0.8759,2.8946,7.3692,-130.5223,-2.1951,-2.1207,50.0013,5.6656,1.7953,7.2,6,24,2321,158,NA,NA,NA,NA,NA,NA,FALSE,-27.2,6.8,-3.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745264,"2024-05-11",0,"2024-05-11T04:22:32.097Z","2024-05-11T04:23:23.149Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Abraham Toro grounds out, second baseman Josh Rojas to first baseman Ty France.",0,1,8,75,"top",9,"2024-05-11T04:23:20.976Z","2024-05-11T04:24:33.620Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745264,"2024-05-11",4,"2024-05-11T04:24:13.989Z","2024-05-11T04:24:26.090Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,647351,"/api/v1/people/647351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Abraham Toro grounds out, second baseman Josh Rojas to first baseman Ty France.",0,1,8,75,"top",9,"2024-05-11T04:23:20.976Z","2024-05-11T04:24:33.620Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745264,"2024-05-11",5,"2024-05-11T04:22:17.027Z","2024-05-11T04:22:23.361Z",TRUE,"pitch","329bdd48-3994-4642-9278-def3306e5331",5,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",3,2,2,NA,NA,3.45,1.56,NA,165.16,135.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Hit By Pitch","hit_by_pitch","Brett Harris hit by pitch. Lawrence Butler to 2nd.",0,1,8,74,"top",9,"2024-05-11T04:20:22.459Z","2024-05-11T04:22:23.361Z",TRUE,FALSE,FALSE,FALSE,11,3,2,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.4,11,0.91,0.4019,6.3144,31.0321,-15.5686,-4.1447,8.8343,-1.2635,3.81,4.1177,-136.4805,-1.8986,-2.2559,50.0038,5.5912,-7.792,22.8,3.6,24,2229,210,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.7,6.6,NA,NA,NA,NA,NA,FALSE,TRUE,695391,"Brett Harris","/api/v1/people/695391",671732,"Lawrence Butler","/api/v1/people/671732",691016,"Tyler Soderstrom","/api/v1/people/691016"
745264,"2024-05-11",4,"2024-05-11T04:21:54.819Z","2024-05-11T04:21:58.059Z",TRUE,"pitch","9c51c09c-7513-4e81-9079-e937bbcc3cc0",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.3769,1.5426,NA,63.23,221.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Hit By Pitch","hit_by_pitch","Brett Harris hit by pitch. Lawrence Butler to 2nd.",0,1,8,74,"top",9,"2024-05-11T04:20:22.459Z","2024-05-11T04:22:23.361Z",TRUE,FALSE,FALSE,FALSE,11,3,2,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.1,84.2,14,0.94,0.4135,6.4486,27.1837,-24.0841,1.4508,4.5499,1.4105,0.6448,8.6225,-132.2694,-7.9837,-2.0751,50.0062,5.458,2.5794,9.6,6,24,2330,169,NA,NA,NA,NA,NA,NA,FALSE,-26.3,6.7,-4.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745264,"2024-05-11",2,"2024-05-11T04:21:19.799Z","2024-05-11T04:21:22.954Z",TRUE,"pitch","9c1f2167-a198-4382-8b78-80c7532b5a5b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.45,1.56,NA,88.66,201.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Hit By Pitch","hit_by_pitch","Brett Harris hit by pitch. Lawrence Butler to 2nd.",0,1,8,74,"top",9,"2024-05-11T04:20:22.459Z","2024-05-11T04:22:23.361Z",TRUE,FALSE,FALSE,FALSE,11,3,2,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91,84,14,0.94,0.4134,6.3724,27.1224,-24.2383,1.6183,4.4608,0.7435,1.3855,6.9789,-132.2948,-6.162,-2.1347,50.0062,5.5116,2.8798,9.6,6,24,2340,165,NA,NA,NA,NA,NA,NA,FALSE,-26,7,-4.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745264,"2024-05-11",1,"2024-05-11T04:21:00.885Z","2024-05-11T04:21:04.830Z",TRUE,"pitch","a46fc1c4-0bed-4015-96dd-62de13ce841b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.45,1.56,NA,109.57,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Hit By Pitch","hit_by_pitch","Brett Harris hit by pitch. Lawrence Butler to 2nd.",0,1,8,74,"top",9,"2024-05-11T04:20:22.459Z","2024-05-11T04:22:23.361Z",TRUE,FALSE,FALSE,FALSE,11,3,2,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",608723,"Austin Voth","/api/v1/people/608723","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.3,83.2,5,0.93,0.4157,6.3278,26.597,-24.4792,1.3183,4.372,0.1948,2.7326,5.9233,-131.5091,-2.8452,-2.2535,50.0041,5.6347,2.3193,8.4,6,24,2292,182,NA,NA,NA,NA,NA,NA,FALSE,-25.8,7.6,-3.6,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
