"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718238,"2023-05-09",0,"2023-05-10T03:43:02.888Z","2023-05-10T03:43:13.480Z",TRUE,"pitch","fe9b498c-e1db-4023-8894-b2d743da30ed",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.285,1.487,NA,129.05,161.84,"popup","medium","3",167.81,176.32,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Freddy Fermin pops out to first baseman Andrew Vaughn in foul territory.",0,4,2,66,"bottom",9,"2023-05-10T03:43:00.995Z","2023-05-10T03:43:13.480Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.2,1,0.89,0.391,6.2309,30.6849,-18.1391,-8.4148,7.0617,-0.3162,2.8494,4.282,-139.9058,-4.7089,-0.7707,50.0068,5.7383,-16.7348,39.6,4.8,24,2139,213,78.9,72,85,NA,NA,NA,TRUE,-17.5,12,14.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",2,"2023-05-10T03:42:31.071Z","2023-05-10T03:42:40.282Z",TRUE,"pitch","872a0f2f-9ec6-46e4-bfdd-3e811c8450e0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.33,1.62,NA,87.34,181.73,"popup","medium","6",102.97,139.35,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Pop Out","field_out","Nick Pratto pops out to shortstop Elvis Andrus.",0,4,2,65,"bottom",9,"2023-05-10T03:42:15.955Z","2023-05-10T03:42:40.282Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.3,9,0.89,0.3905,6.3062,31.0237,-11.98,-4.5509,10.1298,0.7782,2.1129,6.1104,-140.157,-7.4238,-0.8367,50.0068,5.5747,-9.0764,30,3.6,24,2407,224,76.6,63,166,NA,NA,NA,TRUE,-12.4,17,7.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",1,"2023-05-10T03:42:18.205Z","2023-05-10T03:42:22.764Z",TRUE,"pitch","a1d1ae72-c8ab-4870-a913-cbbf837a56e0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3806,1.613,NA,138.82,190.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Pop Out","field_out","Nick Pratto pops out to shortstop Elvis Andrus.",0,4,2,65,"bottom",9,"2023-05-10T03:42:15.955Z","2023-05-10T03:42:40.282Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,80.5,7,0.92,0.4298,6.5439,25.4028,-23.3141,-8.6778,5.3814,-0.5724,1.8056,3.9013,-127.3037,-5.1042,-0.9948,50.0027,5.6751,-14.2854,28.8,7.2,24,1560,218,NA,NA,NA,NA,NA,NA,FALSE,-26.8,8.9,14.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",0,"2023-05-10T03:41:47.432Z","2023-05-10T03:42:18.205Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Nick Pratto replaces Hunter Dozier.","Offensive Substitution",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,668472,"/api/v1/people/668472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","65","atBat","Pop Out","field_out","Nick Pratto pops out to shortstop Elvis Andrus.",0,4,2,65,"bottom",9,"2023-05-10T03:42:15.955Z","2023-05-10T03:42:40.282Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,641531,"/api/v1/people/641531",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",5,"2023-05-10T03:41:29.662Z","2023-05-10T03:41:39.511Z",TRUE,"pitch","6b93ebf0-73d6-48e5-a5fc-e4bdb6ce99dd",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.43,1.66,NA,122.04,190.16,"fly_ball","medium","6",116.05,113.72,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to shortstop Elvis Andrus.",0,4,2,64,"bottom",9,"2023-05-10T03:40:36.849Z","2023-05-10T03:41:39.511Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,80.4,8,0.9,0.4317,6.5088,23.705,-26.973,-7.7962,3.1858,-0.1323,1.8008,4.4362,-126.4678,-4.3011,-0.8884,50.0047,5.6654,-12.7394,22.8,7.2,24,1656,219,78.8,51,219,NA,NA,NA,TRUE,-30.8,5,13.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",4,"2023-05-10T03:41:11.100Z","2023-05-10T03:41:15.790Z",TRUE,"pitch","247f6619-bd3a-42a3-a869-2bce60b48a2c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.5259,1.6419,NA,140.57,118.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to shortstop Elvis Andrus.",0,4,2,64,"bottom",9,"2023-05-10T03:40:36.849Z","2023-05-10T03:41:39.511Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.9,11,0.9,0.3951,6.1506,31.2519,-15.6097,-4.6991,8.5111,-0.6183,4.4696,2.7536,-138.6719,-0.9882,-1.0141,50.0007,5.8728,-9.143,28.8,3.6,24,2228,219,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.4,7.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",3,"2023-05-10T03:40:53.004Z","2023-05-10T03:40:58.608Z",TRUE,"pitch","d75b724f-767d-4a03-a0eb-7c2548a486b8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.43,1.66,NA,153.89,179.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to shortstop Elvis Andrus.",0,4,2,64,"bottom",9,"2023-05-10T03:40:36.849Z","2023-05-10T03:41:39.511Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,80.2,13,0.9,0.432,6.2402,24.1851,-25.7397,-7.7343,3.9461,-0.9677,2.2093,2.6874,-126.4763,-3.6026,-1.0351,50.0049,5.7013,-12.6147,25.2,7.2,24,1614,225,NA,NA,NA,NA,NA,NA,FALSE,-29.4,6.6,13.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",2,"2023-05-10T03:40:38.981Z","2023-05-10T03:40:43.821Z",TRUE,"pitch","82e44346-e3ce-42fb-b991-ce17fa9e129d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5549,1.6709,NA,126.31,118.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to shortstop Elvis Andrus.",0,4,2,64,"bottom",9,"2023-05-10T03:40:36.849Z","2023-05-10T03:41:39.511Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,83.7,11,0.81,0.4108,6.2568,28.2182,-17.0123,-5.2334,8.4169,-0.2441,4.4558,3.7979,-133.2662,-0.473,-1.0067,50.0026,5.8627,-9.4279,26.4,4.8,24,2142,209,NA,NA,NA,NA,NA,NA,FALSE,-17.2,15.4,8.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",0,"2023-05-10T03:39:03.271Z","2023-05-10T03:40:29.338Z",FALSE,"action",NA,NA,"Pitching Change: Kendall Graveman replaces Reynaldo Lopez.","Pitching Substitution",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608665,"/api/v1/people/608665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to shortstop Elvis Andrus.",0,4,2,64,"bottom",9,"2023-05-10T03:40:36.849Z","2023-05-10T03:41:39.511Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718238,"2023-05-09",1,"2023-05-10T03:40:29.338Z","2023-05-10T03:40:38.981Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to shortstop Elvis Andrus.",0,4,2,64,"bottom",9,"2023-05-10T03:40:36.849Z","2023-05-10T03:41:39.511Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
