"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745914,"2024-05-04",2,"2024-05-04T02:31:59.539Z","2024-05-04T02:32:02.870Z",TRUE,"pitch","d0f30971-9115-46cf-be05-583e49d5852b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.39,1.58,NA,133.66,129.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging.",0,2,5,68,"top",9,"2024-05-04T02:31:25.259Z","2024-05-04T02:32:02.870Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.6,93.4,11,2,0.3674,6.2804,36.5969,-12.712,-7.7709,8.6499,-0.437,4.0324,7.4028,-149.2057,-3.5717,-1.9431,50.003,5.9798,-17.4851,49.2,3.6,24,2120,227,NA,NA,NA,NA,NA,NA,TRUE,-10.9,15.1,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",1,"2024-05-04T02:31:40.205Z","2024-05-04T02:31:43.754Z",TRUE,"pitch","de3804db-7890-490d-b145-cd28ed52e6eb",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.39,1.58,NA,124.27,221.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging.",0,2,5,68,"top",9,"2024-05-04T02:31:25.259Z","2024-05-04T02:32:02.870Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.3,90.5,13,0.89,0.3836,6.3827,32.667,-31.7446,-7.6111,0.2066,-0.1908,0.6441,7.594,-142.7511,-9.013,-1.8959,50.0017,5.8387,-15.7171,22.8,7.2,24,1667,233,NA,NA,NA,NA,NA,NA,FALSE,-29.8,-1.3,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",0,"2024-05-04T02:31:27.701Z","2024-05-04T02:31:31.331Z",TRUE,"pitch","b1e12d44-d113-4433-9fae-47b956c01c57",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3929,1.6872,NA,116.05,169.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging.",0,2,5,68,"top",9,"2024-05-04T02:31:25.259Z","2024-05-04T02:32:02.870Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.7,93,5,2,0.3686,6.3195,38.6293,-13.9431,-9.7379,8.1686,0.025,2.5738,9.0081,-149.0831,-7.3558,-1.783,50.0048,5.8923,-21.7397,50.4,4.8,24,2105,230,NA,NA,NA,NA,NA,NA,FALSE,-12.8,13.3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",2,"2024-05-04T02:30:51.632Z","2024-05-04T02:30:59.471Z",TRUE,"pitch","b41bb8be-9b03-4d06-915d-5d75ca58e93a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.59,1.77,NA,118.12,188.09,"ground_ball","medium","5",92.07,162.85,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Garrett Cooper grounds out, third baseman Kyle Farmer to first baseman Carlos Santana.",0,2,5,67,"top",9,"2024-05-04T02:30:08.776Z","2024-05-04T02:30:59.471Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.6,81.9,8,2,0.4243,6.4545,26.4469,-38.2362,0.5527,-3.5882,-0.0294,1.8772,4.6096,-129.0034,-3.2079,-1.9102,50.0053,6.0798,0.9325,2.4,9.6,24,2605,42,92.7,-27,4,NA,NA,NA,TRUE,-41.8,-7,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",1,"2024-05-04T02:30:35.419Z","2024-05-04T02:30:38.419Z",TRUE,"pitch","38d3240e-1641-4f9c-b021-e667a3479595",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.59,1.77,NA,110.31,158.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Garrett Cooper grounds out, third baseman Kyle Farmer to first baseman Carlos Santana.",0,2,5,67,"top",9,"2024-05-04T02:30:08.776Z","2024-05-04T02:30:59.471Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",99.3,91,5,0.53,0.3792,6.3538,32.7103,-21.4189,-6.2105,5.0888,0.1754,2.9617,8.5257,-144.3034,-4.738,-2.0067,50.0067,5.9396,-13.137,26.4,4.8,24,1742,238,NA,NA,NA,NA,NA,NA,FALSE,-19.3,8.4,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",0,"2024-05-04T02:30:17.711Z","2024-05-04T02:30:21.652Z",TRUE,"pitch","f74ee03e-e35a-43a5-8731-a8f118eb67e4",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.59,1.77,NA,108.62,191.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Garrett Cooper grounds out, third baseman Kyle Farmer to first baseman Carlos Santana.",0,2,5,67,"top",9,"2024-05-04T02:30:08.776Z","2024-05-04T02:30:59.471Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.3,90.8,8,0.92,0.3822,6.3858,30.7528,-28.894,-8.466,1.5791,0.2199,1.7501,8.8833,-142.911,-6.587,-1.8183,50.0064,5.8824,-17.6389,27.6,7.2,24,1684,237,NA,NA,NA,NA,NA,NA,FALSE,-26.5,1.8,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",7,"2024-05-04T02:29:51.734Z","2024-05-04T02:29:55.160Z",TRUE,"pitch","7d0c9588-fb89-45cc-ba0a-909559e1674c",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,0,NA,NA,3.41,1.63,NA,88.41,142.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Wilyer Abreu strikes out on a foul tip.",0,2,5,66,"top",9,"2024-05-04T02:28:43.895Z","2024-05-04T02:29:55.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.9,92.1,12,0.92,0.3717,6.3133,38.4184,-13.5841,-8.0407,8.4713,0.7501,3.5488,10.3685,-147.919,-4.913,-1.7718,50.0073,6.041,-17.6538,45.6,3.6,24,2226,227,NA,NA,NA,NA,NA,NA,TRUE,-12.2,14.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",5,"2024-05-04T02:29:28.155Z","2024-05-04T02:29:31.541Z",TRUE,"pitch","be0da202-a73b-4ed0-8cc1-21a95e04a363",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,0,NA,NA,3.41,1.63,NA,130.61,176.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Wilyer Abreu strikes out on a foul tip.",0,2,5,66,"top",9,"2024-05-04T02:28:43.895Z","2024-05-04T02:29:55.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.7,91.6,4,2,0.3752,6.2149,36.0703,-14.9539,-9.152,7.9867,-0.3572,2.3091,7.6954,-146.2667,-7.8094,-1.8396,50.0026,5.9194,-19.7331,46.8,4.8,24,2177,225,NA,NA,NA,NA,NA,NA,FALSE,-14.2,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",4,"2024-05-04T02:29:12.843Z","2024-05-04T02:29:16.032Z",TRUE,"pitch","c9bf3ae9-7695-46cd-8c6f-94cd1510aab7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4149,1.5998,NA,170.41,171.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Wilyer Abreu strikes out on a foul tip.",0,2,5,66,"top",9,"2024-05-04T02:28:43.895Z","2024-05-04T02:29:55.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.8,90.5,13,2,0.3789,6.2451,36.7021,-16.5294,-9.229,7.4076,-1.4011,2.476,5.2078,-145.0316,-6.8784,-2.0295,50.0011,5.9027,-19.4856,44.4,4.8,24,2140,229,NA,NA,NA,NA,NA,NA,FALSE,-15.6,12.1,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745914,"2024-05-04",3,"2024-05-04T02:28:59.104Z","2024-05-04T02:29:02.972Z",TRUE,"pitch","739d730a-4347-4b14-9734-2958a69e1349",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.4129,1.5511,NA,101.67,171.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Wilyer Abreu strikes out on a foul tip.",0,2,5,66,"top",9,"2024-05-04T02:28:43.895Z","2024-05-04T02:29:55.160Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.2,92.2,6,2,0.3733,6.4169,35.3943,-14.1053,-9.4563,8.2918,0.4022,2.5081,10.1859,-146.8157,-7.3064,-1.8868,50.001,5.8719,-20.6017,49.2,4.8,24,2145,227,NA,NA,NA,NA,NA,NA,FALSE,-13.2,13.7,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
