"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716960,"2023-08-18",4,"2023-08-19T01:47:31.838Z","2023-08-19T01:47:36.205Z",TRUE,"pitch","0c5813b5-bded-4d0b-8df4-096f71e6ebc6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.63,1.74,NA,95.12,208.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,7,8,78,"top",9,"2023-08-19T01:46:21.637Z","2023-08-19T01:47:36.205Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.1,84.6,14,0.9,0.4117,6.7475,25.502,-32.1991,-5.1031,-0.0185,0.5741,1.125,8.1739,-132.5117,-5.2938,-1.8725,50.0003,5.4717,-9.1715,13.2,7.2,24,1171,237,NA,NA,NA,NA,NA,NA,TRUE,-33.6,-1,7.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",3,"2023-08-19T01:47:09.950Z","2023-08-19T01:47:14.028Z",TRUE,"pitch","a512242d-5174-445b-a0f1-8d0c258a938d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.7702,1.7836,NA,95.67,213.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,7,8,78,"top",9,"2023-08-19T01:46:21.637Z","2023-08-19T01:47:36.205Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90,84,14,0.9,0.4161,6.8487,23.5018,-31.757,-5.8552,0.2388,0.5595,0.9295,7.9108,-130.8551,-5.5619,-1.7201,50.0063,5.4171,-10.3186,15.6,7.2,24,1307,233,NA,NA,NA,NA,NA,NA,FALSE,-33.8,-0.5,9.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",1,"2023-08-19T01:46:37.660Z","2023-08-19T01:46:41.103Z",TRUE,"pitch","fd0c9e05-d59a-416a-8580-18ee1319e5fc",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.63,1.74,NA,131.06,205.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,7,8,78,"top",9,"2023-08-19T01:46:21.637Z","2023-08-19T01:47:36.205Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.9,84.7,13,0.9,0.4116,6.808,24.4937,-32.1285,-5.0449,0.0284,-0.3689,1.2413,5.5079,-132.3481,-5.1485,-1.8077,50.0056,5.5261,-9.0783,14.4,7.2,24,1208,232,NA,NA,NA,NA,NA,NA,FALSE,-33.5,-0.7,8.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",0,"2023-08-19T01:46:21.637Z","2023-08-19T01:46:25.290Z",TRUE,"pitch","2a67c013-012a-4d14-a044-f70dc0a65d13",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.63,1.74,NA,125.96,199.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,7,8,78,"top",9,"2023-08-19T01:46:21.637Z","2023-08-19T01:47:36.205Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.3,83.9,13,0.91,0.4147,6.7507,24.565,-29.4495,-5.9335,1.5358,-0.2352,1.4498,5.7833,-131.4407,-4.9258,-1.6798,50.0014,5.5023,-10.5127,18,7.2,24,1204,225,NA,NA,NA,NA,NA,NA,FALSE,-31.2,2,9.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",2,"2023-08-19T01:47:00.919Z","2023-08-19T01:47:09.950Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,592206,"/api/v1/people/592206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,7,8,78,"top",9,"2023-08-19T01:46:21.637Z","2023-08-19T01:47:36.205Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",1,"2023-08-19T01:45:47.412Z","2023-08-19T01:45:53.792Z",TRUE,"pitch","61d4702b-cc3d-4c2c-8173-747e710bec92",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.15,1.64,NA,126.93,192.97,"ground_ball","medium","4",153.29,158.53,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Bryce Harper grounds out, second baseman Jake Alu to first baseman Dominic Smith.",0,7,8,77,"top",9,"2023-08-19T01:45:27.315Z","2023-08-19T01:45:53.792Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,547180,"Bryce Harper","/api/v1/people/547180","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.3,84,8,0.91,0.4143,6.7481,24.5003,-29.8957,-5.8669,1.2827,-0.2605,1.6969,5.8913,-131.5547,-4.3352,-1.7528,50.0031,5.5495,-10.418,16.8,7.2,24,1248,220,100,-16,7,NA,NA,NA,TRUE,-31.4,1.7,9.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",0,"2023-08-19T01:45:30.817Z","2023-08-19T01:45:36.448Z",TRUE,"pitch","b45cc94f-146f-41e9-8cb4-04a9d96061ee",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4824,1.6805,NA,97.52,213.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Bryce Harper grounds out, second baseman Jake Alu to first baseman Dominic Smith.",0,7,8,77,"top",9,"2023-08-19T01:45:27.315Z","2023-08-19T01:45:53.792Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,547180,"Bryce Harper","/api/v1/people/547180","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90,84.1,14,0.9,0.4154,6.7923,23.0503,-29.3045,-6.3503,1.6218,0.511,0.935,8.0244,-130.9609,-6.0387,-1.7426,50.0027,5.4138,-11.2273,18,7.2,24,1271,228,NA,NA,NA,NA,NA,NA,FALSE,-31.3,2,10.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",3,"2023-08-19T01:44:53.426Z","2023-08-19T01:45:02.102Z",TRUE,"pitch","bbb6a00b-987c-4c79-a08a-b01c02fc361b",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.44,1.55,NA,129.8,182,"ground_ball","medium","6",118.78,147.85,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Alec Bohm grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,7,8,76,"top",9,"2023-08-19T01:43:55.075Z","2023-08-19T01:45:02.102Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,90.4,7,0.91,0.3825,6.6912,30.2013,-11.1362,-5.6474,10.1139,-0.3358,2.1028,4.8457,-142.7102,-7.8478,-1.3148,50.0043,5.5751,-11.7497,39.6,3.6,24,2100,212,105.7,-28,4,NA,NA,NA,TRUE,-11.2,17,9.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",2,"2023-08-19T01:44:35.086Z","2023-08-19T01:44:38.128Z",TRUE,"pitch","3892b893-d3ff-4224-b757-ad2c130eb394",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.5347,1.5486,NA,178.65,188.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Alec Bohm grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,7,8,76,"top",9,"2023-08-19T01:43:55.075Z","2023-08-19T01:45:02.102Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,89.1,13,0.88,0.389,6.7745,28.21,-14.3284,-6.004,8.8649,-1.6174,1.8766,1.5063,-140.1641,-7.5539,-1.3776,50.0004,5.5198,-12.0843,37.2,3.6,24,2099,218,NA,NA,NA,NA,NA,NA,FALSE,-14.3,14.9,10.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716960,"2023-08-18",1,"2023-08-19T01:44:17.186Z","2023-08-19T01:44:21.156Z",TRUE,"pitch","9fbb3dbc-9b43-4b6e-9721-ead36aba5796",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.587,1.6031,NA,116.47,211.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Alec Bohm grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",0,7,8,76,"top",9,"2023-08-19T01:43:55.075Z","2023-08-19T01:45:02.102Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,90.2,14,0.9,0.3851,6.8568,28.4231,-11.9214,-7.0892,9.851,0.0139,1.0191,6.9144,-141.5541,-10.3405,-1.5243,50.0019,5.4551,-14.5713,43.2,3.6,24,2121,215,NA,NA,NA,NA,NA,NA,FALSE,-12.5,16.2,11.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
