"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745185,"2024-05-05",3,"2024-05-05T20:44:27.656Z","2024-05-05T20:44:32.825Z",TRUE,"pitch","a7a211c2-f55a-4ab9-b11f-8ee221cc1cc6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.33,1.62,NA,71.1,177.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,5,1,66,"bottom",9,"2024-05-05T20:43:33.330Z","2024-05-05T20:44:32.825Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.2,14,0.91,0.3959,6.5978,29.2891,-10.947,-5.3102,10.9381,1.2042,2.2579,8.9873,-138.0843,-7.07,-1.3954,50.0067,5.5797,-10.3098,33.6,3.6,24,2354,211,NA,NA,NA,NA,NA,NA,TRUE,-11.8,18.6,7.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",2,"2024-05-05T20:44:10.638Z","2024-05-05T20:44:16.090Z",TRUE,"pitch","49d59106-dd8c-4862-8e78-0c3207ca145b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2685,1.551,NA,80.29,210.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,5,1,66,"bottom",9,"2024-05-05T20:43:33.330Z","2024-05-05T20:44:32.825Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76.6,14,0.9,0.4537,6.9473,24.477,-34.8495,3.8987,-1.8178,0.9632,1.0588,4.8083,-120.9136,-3.7219,-1.5607,50.0018,5.6892,5.7471,10.8,9.6,24,2666,103,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-4,-8.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",1,"2024-05-05T20:43:51.751Z","2024-05-05T20:43:55.767Z",TRUE,"pitch","65b4878a-959c-4fa3-bcd0-4f0d070fab95",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.33,1.62,NA,74.04,223.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,5,1,66,"bottom",9,"2024-05-05T20:43:33.330Z","2024-05-05T20:44:32.825Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,75.9,14,0.91,0.4598,6.8597,23.3993,-35.8303,5.0029,-2.5485,1.127,0.5623,4.79,-119.219,-4.5163,-1.5597,50.0014,5.7229,7.1839,12,10.8,24,2653,90,NA,NA,NA,NA,NA,NA,FALSE,-46.3,-5.5,-10.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",0,"2024-05-05T20:43:35.973Z","2024-05-05T20:43:41.211Z",TRUE,"pitch","f1331f62-8a7c-40fd-a5fb-b3122e989827",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.33,1.62,NA,84.03,216.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,5,1,66,"bottom",9,"2024-05-05T20:43:33.330Z","2024-05-05T20:44:32.825Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.4,14,0.88,0.4498,6.8744,23.5909,-28.6983,2.8723,2.3153,0.8649,0.81,5.2001,-121.7205,-5.6039,-1.6713,50.0056,5.6231,4.3151,9.6,8.4,24,2766,106,NA,NA,NA,NA,NA,NA,FALSE,-35.9,3.1,-6.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",4,"2024-05-05T20:43:04.697Z","2024-05-05T20:43:14.115Z",TRUE,"pitch","280d3496-9ca0-495c-9720-eb39dcf451e6",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.49,1.57,NA,89.51,210.33,"ground_ball","medium","6",117.08,147.85,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Paul DeJong to first baseman Andrew Vaughn.",0,5,1,65,"bottom",9,"2024-05-05T20:41:54.091Z","2024-05-05T20:43:14.115Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.8,75.8,14,0.91,0.4598,6.8313,22.834,-34.1549,5.6182,-1.3774,0.7211,1.0539,3.9293,-119.1136,-3.6149,-1.6797,50.0038,5.6787,8.0742,14.4,9.6,24,2529,102,95.8,-19,3,NA,NA,NA,TRUE,-43.9,-3.1,-11.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",3,"2024-05-05T20:42:47.941Z","2024-05-05T20:42:51.318Z",TRUE,"pitch","afa3c139-f35d-43f1-a2af-3a665e833c98",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.49,1.57,NA,94.29,165.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Paul DeJong to first baseman Andrew Vaughn.",0,5,1,65,"bottom",9,"2024-05-05T20:41:54.091Z","2024-05-05T20:43:14.115Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.8,6,0.9,0.4,6.8922,31.7986,-9.9486,-6.5455,11.7179,0.5958,2.7004,8.3604,-137.2044,-5.7724,-1.6477,50.004,5.5169,-12.417,43.2,3.6,24,2306,209,NA,NA,NA,NA,NA,NA,FALSE,-10.8,20,10,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",2,"2024-05-05T20:42:32.755Z","2024-05-05T20:42:36.359Z",TRUE,"pitch","bccb7cf8-19a1-4089-a130-6cb77000bfd5",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.49,1.57,NA,135.8,135.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Paul DeJong to first baseman Andrew Vaughn.",0,5,1,65,"bottom",9,"2024-05-05T20:41:54.091Z","2024-05-05T20:43:14.115Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,83.7,11,0.8,0.4089,6.8873,30.9728,-12.3085,-5.9177,10.9504,-0.4933,3.8363,5.4034,-134.3022,-2.3374,-1.7693,50.0021,5.601,-10.7351,36,3.6,24,2199,211,NA,NA,NA,NA,NA,NA,FALSE,-12.8,19.4,9.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",1,"2024-05-05T20:42:18.344Z","2024-05-05T20:42:23.885Z",TRUE,"pitch","8221c41a-3349-4d22-b801-cd2c0806d834",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5438,1.6259,NA,118.37,140.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Paul DeJong to first baseman Andrew Vaughn.",0,5,1,65,"bottom",9,"2024-05-05T20:41:54.091Z","2024-05-05T20:43:14.115Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.8,2,0.9,0.3994,6.8216,32.1829,-10.4809,-5.6793,11.4057,-0.0359,3.6336,6.1403,-137.4492,-3.2996,-1.5674,50.002,5.568,-10.8012,39.6,3.6,24,2279,215,NA,NA,NA,NA,NA,NA,FALSE,-10.7,20,8.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",0,"2024-05-05T20:42:00.460Z","2024-05-05T20:42:04.622Z",TRUE,"pitch","ca379996-d2c4-4063-a6f6-786b01edc992",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5599,1.5528,NA,51.74,233.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Paul Goldschmidt grounds out, shortstop Paul DeJong to first baseman Andrew Vaughn.",0,5,1,65,"bottom",9,"2024-05-05T20:41:54.091Z","2024-05-05T20:43:14.115Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.6,14,0.91,0.3965,6.8553,28.3974,-9.4068,-6.983,11.7557,1.712,0.1851,11.2262,-137.7477,-12.329,-1.4947,50.0017,5.3364,-13.5228,43.2,3.6,24,2312,211,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19,10.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745185,"2024-05-05",8,"2024-05-05T20:41:33.224Z","2024-05-05T20:41:37.376Z",TRUE,"pitch","d947a4e6-850a-4379-b86c-39ab83f15036",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,3.58,1.5139,NA,109.26,190.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Willson Contreras called out on strikes.",0,5,1,64,"bottom",9,"2024-05-05T20:39:43.895Z","2024-05-05T20:41:37.376Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,575929,"Willson Contreras","/api/v1/people/575929","R","Right",605154,"John Brebbia","/api/v1/people/605154","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.9,8,0.91,0.3977,6.8212,28.4125,-10.7606,-5.8988,11.129,0.203,1.7999,6.9888,-137.3447,-7.7713,-1.5997,50.0017,5.3853,-11.3488,38.4,3.6,24,2259,208,NA,NA,NA,NA,NA,NA,TRUE,-11.8,18.8,9.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
