"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716600,"2023-09-13",0,"2023-09-14T01:14:22.851Z","2023-09-14T01:14:30.565Z",TRUE,"pitch","37464561-beb1-45b9-9464-16aef30dd71c",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.07,1.45,NA,95.02,170.53,"fly_ball","medium","8",163.36,66.97,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Lane Thomas flies out to center fielder Ji Hwan Bae.",0,6,7,72,"top",9,"2023-09-14T01:14:01.365Z","2023-09-14T01:14:30.565Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.1,6,0.92,0.3863,7.0876,32.3397,-7.5906,-3.87,12.0738,0.5766,2.5279,7.4743,-141.7661,-7.6501,-1.5909,50.0015,5.7456,-7.8797,33.6,2.4,24,2603,207,94.2,25,341,NA,NA,NA,TRUE,-8.4,20.4,5.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716600,"2023-09-13",5,"2023-09-14T01:13:51.086Z","2023-09-14T01:13:56.616Z",TRUE,"pitch","962804da-02d5-4f68-a0fb-7a5eec61d4a9",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.46,1.6,NA,117.88,170.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,6,7,71,"top",9,"2023-09-14T01:11:49.676Z","2023-09-14T01:13:56.616Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89.1,5,0.92,0.3864,6.847,32.3782,-8.2442,-4.3162,11.7569,-0.0231,2.5164,6.4159,-141.7577,-7.3608,-1.7548,50.0013,5.6727,-8.7847,36,2.4,24,2543,213,NA,NA,NA,NA,NA,NA,TRUE,-8.9,19.9,6.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,666906,"Jake Alu","/api/v1/people/666906",545121,"Ildemaro Vargas","/api/v1/people/545121",669743,"Alex Call","/api/v1/people/669743",NA,NA,NA,NA
716600,"2023-09-13",4,"2023-09-14T01:13:28.045Z","2023-09-14T01:13:32.372Z",TRUE,"pitch","0b715c67-3b41-4e6b-9e01-826ffb034069",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3783,1.5772,NA,70.24,120.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,6,7,71,"top",9,"2023-09-14T01:11:49.676Z","2023-09-14T01:13:56.616Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,89,12,0.91,0.3859,6.8099,33.013,-8.8995,-3.8617,11.4121,1.2266,4.3858,9.0731,-142.0178,-2.5536,-1.5101,50.0027,5.8641,-7.8777,31.2,2.4,24,2542,212,NA,NA,NA,NA,NA,NA,FALSE,-8.4,20.3,5.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716600,"2023-09-13",3,"2023-09-14T01:13:05.861Z","2023-09-14T01:13:09.744Z",TRUE,"pitch","9ad5e0ec-660b-4855-b426-9ba764112005",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.46,1.6,NA,112.02,133.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,6,7,71,"top",9,"2023-09-14T01:11:49.676Z","2023-09-14T01:13:56.616Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89.1,12,0.91,0.386,6.6848,32.1023,-8.6333,-3.5796,11.5385,0.1306,3.8868,6.5255,-141.8542,-4.0715,-1.7333,50.006,5.8901,-7.3061,31.2,2.4,24,2499,209,NA,NA,NA,NA,NA,NA,FALSE,-8.5,20.3,5.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716600,"2023-09-13",2,"2023-09-14T01:12:45.843Z","2023-09-14T01:12:50.239Z",TRUE,"pitch","b94a444a-0e7c-44d7-abb1-47ebb98f6395",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3783,1.5512,NA,165.37,183.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,6,7,71,"top",9,"2023-09-14T01:11:49.676Z","2023-09-14T01:13:56.616Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.5,72.6,13,0.9,0.4789,5.8727,21.25,-40.8945,4.7402,-6.5885,-1.2688,2.0327,0.5262,-114.4022,0.4228,-2.1176,50.0011,5.8563,6.2774,8.4,13.2,24,2786,52,NA,NA,NA,NA,NA,NA,FALSE,-55.8,-11.5,-8.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716600,"2023-09-13",1,"2023-09-14T01:12:27.410Z","2023-09-14T01:12:31.121Z",TRUE,"pitch","4ed92c64-99d5-4d54-8cbb-8d22020d3dc9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3007,1.5252,NA,100.04,163.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,6,7,71,"top",9,"2023-09-14T01:11:49.676Z","2023-09-14T01:13:56.616Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89,3,0.92,0.3859,6.8894,33.7825,-7.5105,-4.084,12.1007,0.445,2.8037,7.7719,-142.1517,-6.603,-1.7989,50.0054,5.639,-8.3261,36,2.4,24,2514,211,NA,NA,NA,NA,NA,NA,FALSE,-8.2,20.6,5.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716600,"2023-09-13",0,"2023-09-14T01:12:09.410Z","2023-09-14T01:12:13.285Z",TRUE,"pitch","04d300e1-18bb-44f8-8783-97574e7eb78b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4042,1.4992,NA,89.7,115.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,6,7,71,"top",9,"2023-09-14T01:11:49.676Z","2023-09-14T01:13:56.616Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,88.9,12,0.91,0.3857,6.8291,34.0265,-9.51,-4.1161,11.1102,0.7163,4.5814,8.1427,-142.2467,-2.0118,-1.6545,50.0005,5.9043,-8.3956,32.4,2.4,24,2580,209,NA,NA,NA,NA,NA,NA,FALSE,-8.9,19.8,5.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716600,"2023-09-13",9,"2023-09-14T01:11:37.843Z","2023-09-14T01:11:44.060Z",TRUE,"pitch","f23bb697-56f1-41fb-9a29-f98538cba627",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.0934,1.4794,NA,60.83,207.72,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Ildemaro Vargas walks. Jake Alu to 2nd.",0,6,7,70,"top",9,"2023-09-14T01:09:09.853Z","2023-09-14T01:11:44.060Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.1,72.6,14,0.91,0.4822,6.1744,20.5833,-40.1939,2.5819,-6.1331,1.4735,1.1502,6.6254,-113.5437,-1.67,-1.8166,50.0052,5.8911,3.3736,6,13.2,24,2835,42,NA,NA,NA,NA,NA,NA,FALSE,-56.2,-11.3,-6.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666906,"Jake Alu","/api/v1/people/666906",545121,"Ildemaro Vargas","/api/v1/people/545121",669743,"Alex Call","/api/v1/people/669743",NA,NA,NA,NA
716600,"2023-09-13",8,"2023-09-14T01:11:13.860Z","2023-09-14T01:11:18.729Z",TRUE,"pitch","d8b2285a-2965-420b-8c54-89591ea41dec",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.1971,1.4473,NA,131.77,223.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Ildemaro Vargas walks. Jake Alu to 2nd.",0,6,7,70,"top",9,"2023-09-14T01:09:09.853Z","2023-09-14T01:11:44.060Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.8,85,13,0.91,0.4118,6.78,23.3734,-28.5356,-5.133,2.0194,-0.3874,0.5651,5.7577,-132.1104,-7.5225,-1.9097,50.0014,5.4944,-9.2371,15.6,7.2,24,1592,222,NA,NA,NA,NA,NA,NA,FALSE,-30.2,2.5,8.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716600,"2023-09-13",7,"2023-09-14T01:10:51.198Z","2023-09-14T01:10:55.192Z",TRUE,"pitch","660e06a7-ccb6-476d-b5d6-2e575b82b528",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.223,1.5512,NA,155.79,108.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Ildemaro Vargas walks. Jake Alu to 2nd.",0,6,7,70,"top",9,"2023-09-14T01:09:09.853Z","2023-09-14T01:11:44.060Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,545121,"Ildemaro Vargas","/api/v1/people/545121","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.9,11,0.91,0.3858,6.7218,32.8167,-12.3263,-5.5843,9.7255,-1.0176,4.8077,4.8873,-142.0178,-0.7864,-2.0362,50.0017,5.873,-11.3954,39.6,3.6,24,2459,215,NA,NA,NA,NA,NA,NA,FALSE,-11,17.6,9.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
